,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
0,1,1,Freddie Jacobson,91,1.65,27,1638
1,2,2,Jason Day,54,1.74,15,864
2,3,3,Kevin Kisner,85,1.76,27,1530
3,T4,T4,Jason Bohn,81,1.85,27,1458
4,T4,T4,Justin Leonard,75,1.85,25,1350
5,T6,T6,Jerry Kelly,80,1.88,27,1440
6,T6,T6,Graeme McDowell,66,1.88,21,1116
7,T8,T8,Brian Harman,111,1.9,38,1998
8,T8,T8,Bryce Molder,77,1.9,25,1314
9,T10,T10,Jonas Blixt,64,1.97,22,1116
10,T10,T10,Zach Johnson,97,1.97,34,1728
11,12,12,Bubba Watson,76,1.98,26,1314
12,13,13,Rory McIlroy,66,2.0,23,1152
13,T14,T14,Matt Kuchar,91,2.02,32,1584
14,T14,T14,John Senden,99,2.02,36,1782
15,16,16,William McGirt,96,2.03,35,1728
16,17,17,Greg Chalmers,85,2.06,30,1458
17,18,18,Chris Stroud,88,2.08,33,1584
18,19,19,Brendon Todd,108,2.11,41,1944
19,20,20,David Hearn,97,2.12,37,1746
20,21,21,Ben Crane,81,2.13,31,1458
21,T22,T22,Brendon de Jonge,109,2.14,42,1962
22,T22,T22,Dustin Johnson,58,2.14,22,1026
23,T22,T22,Jimmy Walker,98,2.14,37,1728
24,25,25,Scott Langley,95,2.15,36,1674
25,26,26,Aaron Baddeley,74,2.16,28,1296
26,27,27,Tim Wilkinson,86,2.17,32,1476
27,28,28,Daniel Summerhays,98,2.21,39,1764
28,T29,T29,K.J. Choi,80,2.22,32,1440
29,T29,T29,Ryo Ishikawa,75,2.22,30,1350
30,31,31,Brian Stuard,91,2.23,35,1566
31,32,32,Chad Collins,78,2.25,30,1332
32,T33,T33,Keegan Bradley,89,2.27,36,1584
33,T33,T33,Erik Compton,88,2.27,36,1584
34,T35,T35,Marc Leishman,81,2.29,33,1440
35,T35,T35,Ben Martin,80,2.29,33,1440
36,37,37,Jason Kokrak,65,2.31,27,1170
37,38,38,Rickie Fowler,91,2.35,36,1530
38,39,39,Johnson Wagner,69,2.39,28,1170
39,40,40,Matt Jones,83,2.41,36,1494
40,41,41,Troy Merritt,62,2.42,27,1116
41,42,42,Ben Curtis,77,2.44,32,1314
42,T43,T43,Luke Donald,57,2.48,25,1008
43,T43,T43,Hunter Mahan,88,2.48,38,1530
44,T43,T43,Kevin Na,94,2.48,42,1692
45,T46,T46,Sergio Garcia,61,2.49,26,1044
46,T46,T46,Willy Wilcox,51,2.49,22,882
47,48,48,Cameron Tringale,111,2.5,50,1998
48,T49,T49,Russell Knox,92,2.54,42,1656
49,T49,T49,Spencer Levin,59,2.54,27,1062
50,T49,T49,Gary Woodland,93,2.54,42,1656
51,T52,T52,Jonathan Byrd,76,2.55,33,1296
52,T52,T52,Brandt Snedeker,89,2.55,40,1566
53,54,54,Tyrone Van Aswegen,79,2.56,36,1404
54,55,55,Paul Casey,56,2.58,26,1008
55,T56,T56,Sean O'Hair,77,2.6,36,1386
56,T56,T56,David Toms,64,2.6,29,1116
57,58,58,Justin Rose,70,2.61,32,1224
58,59,59,Richard Lee,80,2.64,37,1404
59,T60,T60,Stuart Appleby,92,2.65,43,1620
60,T60,T60,Retief Goosen,94,2.65,43,1620
61,T60,T60,Ryan Moore,86,2.65,40,1512
62,T60,T60,Mike Weir,69,2.65,31,1170
63,T64,T64,Kevin Chappell,100,2.66,46,1728
64,T64,T64,Russell Henley,92,2.66,44,1656
65,T64,T64,Jordan Spieth,102,2.66,47,1764
66,67,67,Chris Kirk,105,2.67,50,1872
67,T68,T68,Morgan Hoffmann,103,2.69,48,1782
68,T68,T68,Charl Schwartzel,64,2.69,30,1116
69,T70,T70,Roberto Castro,76,2.7,36,1332
70,T70,T70,Adam Scott,68,2.7,33,1224
71,72,72,J.B. Holmes,86,2.71,42,1548
72,T73,T73,Tim Clark,75,2.74,37,1350
73,T73,T73,James Driscoll,71,2.74,35,1278
74,75,75,Bill Haas,107,2.75,52,1890
75,T76,T76,Ricky Barnes,92,2.78,44,1584
76,T76,T76,Jim Furyk,84,2.78,40,1440
77,T76,T76,Brice Garnett,92,2.78,44,1584
78,T76,T76,Billy Hurley III,86,2.78,43,1548
79,T76,T76,Martin Kaymer,65,2.78,32,1152
80,T76,T76,Brooks Koepka,56,2.78,28,1008
81,T76,T76,Will MacKenzie,82,2.78,41,1476
82,T76,T76,John Rollins,84,2.78,40,1440
83,T76,T76,Josh Teater,90,2.78,44,1584
84,T76,T76,Y.E. Yang,79,2.78,39,1404
85,86,86,Pat Perez,84,2.84,43,1512
86,87,87,David Lingmerth,80,2.85,39,1368
87,88,88,Martin Laird,66,2.87,32,1116
88,89,89,Charles Howell III,106,2.88,55,1908
89,T90,T90,Scott Brown,100,2.89,52,1800
90,T90,T90,Brad Fritsch,50,2.89,25,864
91,T92,T92,Carl Pettersson,91,2.93,48,1638
92,T92,T92,Kevin Stadler,90,2.93,47,1602
93,94,94,"Ted Potter, Jr.",68,2.94,36,1224
94,95,95,Brian Gay,81,2.95,42,1422
