,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Jordan Spieth,27.62,718,26
1,T2,T2,Greg Chalmers,27.84,696,25
2,T2,T2,Brian Gay,27.84,696,25
3,4,4,Luke Donald,27.94,447,16
4,5,5,Brice Garnett,28.04,757,27
5,T6,T6,J.B. Holmes,28.08,674,24
6,T6,T6,Charlie Wi,28.08,674,24
7,8,8,Charl Schwartzel,28.12,478,17
8,9,9,William McGirt,28.14,816,29
9,10,10,Andrew Loupe,28.19,592,21
10,11,11,Brian Stuard,28.25,791,28
11,12,12,Gonzalo Fernandez-Castaño,28.29,679,24
12,T13,T13,Jonas Blixt,28.3,566,20
13,T13,T13,Chris Kirk,28.3,764,27
14,15,15,Jason Bohn,28.32,708,25
15,16,16,Aaron Baddeley,28.39,653,23
16,17,17,Stuart Appleby,28.43,796,28
17,18,18,K.J. Choi,28.48,655,23
18,T19,T19,Spencer Levin,28.5,570,20
19,T19,T19,Justin Rose,28.5,513,18
20,T19,T19,Brandt Snedeker,28.5,684,24
21,T19,T19,Tim Wilkinson,28.5,684,24
22,23,23,Sangmoon Bae,28.54,685,24
23,T24,T24,Zach Johnson,28.56,714,25
24,T24,T24,Rory McIlroy,28.56,457,16
25,26,26,Matt Kuchar,28.57,657,23
26,T27,T27,Morgan Hoffmann,28.58,886,31
27,T27,T27,Tyrone Van Aswegen,28.58,686,24
28,T29,T29,Freddie Jacobson,28.63,773,27
29,T29,T29,Jason Kokrak,28.63,544,19
30,T29,T29,Patrick Reed,28.63,773,27
31,T32,T32,Jason Day,28.64,401,14
32,T32,T32,Justin Leonard,28.64,630,22
33,T32,T32,Pat Perez,28.64,716,25
34,T35,T35,Ricky Barnes,28.65,745,26
35,T35,T35,Jim Furyk,28.65,573,20
36,37,37,Richard Lee,28.69,746,26
37,T38,T38,Ryan Moore,28.7,660,23
38,T38,T38,Robert Streb,28.7,574,20
39,40,40,Mike Weir,28.71,689,24
40,T41,T41,Keegan Bradley,28.72,718,25
41,T41,T41,Rickie Fowler,28.72,718,25
42,43,43,Brendon Todd,28.76,834,29
43,T44,T44,Ben Martin,28.81,749,26
44,T44,T44,Kevin Na,28.81,778,27
45,46,46,Erik Compton,28.82,807,28
46,47,47,Jerry Kelly,28.83,663,23
47,48,48,Chad Collins,28.85,779,27
48,49,49,Phil Mickelson,28.86,606,21
49,50,50,Sergio Garcia,28.87,433,15
50,T51,T51,Andres Romero,28.88,693,24
51,T51,T51,Chris Stroud,28.88,722,25
52,T51,T51,Jimmy Walker,28.88,751,26
53,54,54,Bubba Watson,28.9,578,20
54,55,55,Ryan Palmer,28.91,665,23
55,56,56,Stewart Cink,28.92,723,25
56,T57,T57,James Driscoll,28.96,724,25
57,T57,T57,Retief Goosen,28.96,724,25
58,T59,T59,Steven Bowditch,28.97,869,30
59,T59,T59,Scott Brown,28.97,869,30
60,T61,T61,Brian Davis,29.0,812,28
61,T61,T61,Brian Harman,29.0,928,32
62,T61,T61,Billy Hurley III,29.0,754,26
63,T61,T61,Danny Lee,29.0,783,27
64,T61,T61,Troy Merritt,29.0,580,20
65,T61,T61,Brendan Steele,29.0,725,25
66,T67,T67,Jonathan Byrd,29.04,668,23
67,T67,T67,David Hearn,29.04,813,28
68,T67,T67,Scott Langley,29.04,813,28
69,T67,T67,Marc Leishman,29.04,668,23
70,T67,T67,Webb Simpson,29.04,697,24
71,72,72,Graeme McDowell,29.06,465,16
72,73,73,Hideki Matsuyama,29.09,669,23
73,74,74,Kevin Chappell,29.11,786,27
74,T75,T75,Robert Garrigus,29.12,728,25
75,T75,T75,Charley Hoffman,29.12,728,25
76,T77,T77,Tommy Gainey,29.13,699,24
77,T77,T77,Bryce Molder,29.13,699,24
78,T77,T77,Jeff Overton,29.13,670,23
79,T80,T80,Tim Clark,29.15,758,26
80,T80,T80,Luke Guthrie,29.15,758,26
81,82,82,D.H. Lee,29.16,554,19
82,T83,T83,Russell Henley,29.17,846,29
83,T83,T83,Ryo Ishikawa,29.17,700,24
84,T83,T83,Jim Renner,29.17,700,24
85,T86,T86,Adam Scott,29.18,496,17
86,T86,T86,Lee Westwood,29.18,496,17
87,T88,T88,Kevin Kisner,29.19,759,26
88,T88,T88,Ian Poulter,29.19,467,16
89,90,90,Willy Wilcox,29.2,438,15
90,91,91,Chesson Hadley,29.21,847,29
91,T92,T92,Brendon de Jonge,29.23,906,31
92,T92,T92,Russell Knox,29.23,760,26
93,T92,T92,Troy Matteson,29.23,643,22
94,95,95,Matt Jones,29.24,731,25
95,96,96,George McNeill,29.25,702,24
96,97,97,Woody Austin,29.29,615,21
97,T98,T98,Ernie Els,29.3,674,23
98,T98,T98,Y.E. Yang,29.3,791,27
99,T100,T100,Martin Kaymer,29.33,528,18
100,T100,T100,Wes Roach,29.33,616,21
101,102,102,Vijay Singh,29.36,734,25
102,103,103,Matt Every,29.38,764,26
103,T104,T104,Carl Pettersson,29.39,823,28
104,T104,T104,Johnson Wagner,29.39,676,23
105,106,106,Seung-Yul Noh,29.41,794,27
106,107,107,Kevin Streelman,29.43,677,23
107,T108,T108,Bill Haas,29.44,795,27
108,T108,T108,David Lingmerth,29.44,736,25
109,T108,T108,Sean O'Hair,29.44,736,25
110,111,111,Shawn Stefani,29.47,501,17
111,112,112,Ben Crane,29.48,737,25
112,113,113,Henrik Stenson,29.5,413,14
113,T114,T114,Michael Thompson,29.55,650,22
114,T114,T114,Cameron Tringale,29.55,916,31
115,T116,T116,Charlie Beljan,29.56,739,25
116,T116,T116,Harris English,29.56,798,27
117,T116,T116,Derek Ernst,29.56,798,27
118,T116,T116,Bo Van Pelt,29.56,739,25
119,120,120,Charles Howell III,29.62,859,29
120,T121,T121,Dustin Johnson,29.63,474,16
121,T121,T121,Will MacKenzie,29.63,800,27
122,T121,T121,John Merrick,29.63,711,24
123,T124,T124,Roberto Castro,29.65,771,26
124,T124,T124,Ben Curtis,29.65,682,23
125,126,126,Gary Woodland,29.67,712,24
126,127,127,Bud Cauley,29.68,564,19
127,128,128,Josh Teater,29.7,802,27
128,129,129,"Ted Potter, Jr.",29.71,713,24
129,130,130,Rory Sabbatini,29.72,743,25
130,131,131,D.A. Points,29.73,773,26
131,132,132,John Senden,29.74,803,27
132,133,133,Jim Herman,29.75,595,20
133,134,134,Kevin Tway,29.77,655,22
134,T135,T135,Michael Putnam,29.79,864,29
135,T135,T135,Andrew Svoboda,29.79,715,24
136,T135,T135,Camilo Villegas,29.79,864,29
137,138,138,Hudson Swafford,29.8,745,25
138,139,139,Daniel Summerhays,29.81,805,27
139,140,140,Heath Slocum,29.82,656,22
140,T141,T141,Martin Laird,29.84,567,19
141,T141,T141,Geoff Ogilvy,29.84,746,25
142,143,143,Ángel Cabrera,29.87,687,23
143,T144,T144,Paul Casey,29.88,478,16
144,T144,T144,Hunter Mahan,29.88,717,24
145,T146,T146,John Huh,29.89,807,27
146,T146,T146,Jamie Lovemark,29.89,568,19
147,148,148,Davis Love III,29.9,628,21
148,149,149,Brooks Koepka,29.94,479,16
149,T150,T150,James Hahn,29.96,779,26
150,T150,T150,J.J. Henry,29.96,779,26
151,T152,T152,David Toms,30.0,570,19
152,T152,T152,Nick Watney,30.0,690,23
153,T154,T154,Jason Dufner,30.07,451,15
154,T154,T154,Trevor Immelman,30.07,812,27
155,T156,T156,Martin Flores,30.08,782,26
156,T156,T156,Billy Horschel,30.08,782,26
157,158,158,Jhonattan Vegas,30.09,662,22
158,159,159,Justin Hicks,30.1,873,29
159,160,160,Louis Oosthuizen,30.14,422,14
160,161,161,Kevin Stadler,30.16,754,25
161,162,162,Mark Wilson,30.17,724,24
162,T163,T163,Briny Baird,30.18,513,17
163,T163,T163,Brad Fritsch,30.18,513,17
164,165,165,Scott Stallings,30.22,816,27
165,166,166,Chad Campbell,30.29,515,17
166,167,167,Graham DeLaet,30.3,697,23
167,T168,T168,Ken Duke,30.33,728,24
168,T168,T168,John Rollins,30.33,819,27
169,170,170,Bronson La'Cassie,30.35,516,17
170,171,171,Boo Weekley,30.5,671,22
171,172,172,Kyle Stanley,30.52,824,27
172,173,173,John Peterson,30.57,703,23
173,174,174,Jeff Maggert,30.58,581,19
174,175,175,Robert Allenby,30.71,860,28
175,176,176,Nicholas Thompson,30.72,891,29
176,177,177,Lucas Glover,31.12,778,25
