,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
0,1,1,John Senden,99,30,556,5.4
1,T2,T2,Chris Kirk,105,28,659,4.2
2,T2,T2,Camilo Villegas,95,28,600,4.7
3,T4,T4,Danny Lee,84,27,492,5.5
4,T4,T4,Daniel Summerhays,98,27,608,4.4
5,T6,T6,Zach Johnson,97,26,611,4.3
6,T6,T6,Brendon Todd,108,26,697,3.7
7,8,8,Justin Hicks,103,25,572,4.4
8,T9,T9,Scott Brown,100,24,606,4.0
9,T9,T9,Brian Harman,111,24,724,3.3
10,T9,T9,Russell Henley,92,24,524,4.6
11,T9,T9,Charles Howell III,106,24,648,3.7
12,T9,T9,Scott Langley,95,24,582,4.1
13,T14,T14,Stuart Appleby,92,23,625,3.7
14,T14,T14,Ricky Barnes,92,23,576,4.0
15,T14,T14,Brendon de Jonge,109,23,634,3.6
16,T14,T14,Brian Gay,81,23,497,4.6
17,T14,T14,Freddie Jacobson,91,23,611,3.8
18,T14,T14,Will MacKenzie,82,23,512,4.5
19,T14,T14,Seung-Yul Noh,92,23,534,4.3
20,T14,T14,Webb Simpson,87,23,541,4.3
21,T14,T14,Brendan Steele,89,23,499,4.6
22,T23,T23,Greg Chalmers,85,22,577,3.8
23,T23,T23,Retief Goosen,94,22,564,3.9
24,T23,T23,Rory McIlroy,66,22,376,5.9
25,T23,T23,George McNeill,79,22,502,4.4
26,T27,T27,Stewart Cink,91,21,494,4.3
27,T27,T27,Erik Compton,88,21,545,3.9
28,T27,T27,Trevor Immelman,84,21,434,4.8
29,T27,T27,Matt Kuchar,91,21,558,3.8
30,T27,T27,Adam Scott,68,21,413,5.1
31,T27,T27,Robert Streb,75,21,462,4.5
32,T27,T27,Y.E. Yang,79,21,444,4.7
33,T34,T34,Brian Davis,93,20,614,3.3
34,T34,T34,Luke Guthrie,85,20,581,3.4
35,T34,T34,Morgan Hoffmann,103,20,671,3.0
36,T34,T34,Carl Pettersson,91,20,569,3.5
37,T34,T34,Andres Romero,81,20,529,3.8
