,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
38,T34,T34,Brandt Snedeker,89,20,492,4.1
39,T34,T34,Jimmy Walker,98,20,539,3.7
40,T41,T41,Charlie Beljan,76,19,449,4.2
41,T41,T41,Jason Bohn,81,19,495,3.8
42,T41,T41,K.J. Choi,80,19,502,3.8
43,T41,T41,Billy Hurley III,86,19,492,3.9
44,T41,T41,Matt Jones,83,19,429,4.4
45,T41,T41,Heath Slocum,71,19,417,4.6
46,T41,T41,Bo Van Pelt,83,19,447,4.3
47,T48,T48,Kevin Chappell,100,18,607,3.0
48,T48,T48,Ben Curtis,77,18,446,4.0
49,T48,T48,Bill Haas,107,18,569,3.2
50,T48,T48,David Hearn,97,18,591,3.0
51,T48,T48,Jerry Kelly,80,18,486,3.7
52,T48,T48,Kevin Na,94,18,586,3.1
53,T48,T48,Geoff Ogilvy,84,18,517,3.5
54,T48,T48,Rory Sabbatini,82,18,453,4.0
55,T48,T48,Chris Stroud,88,18,536,3.4
56,T48,T48,David Toms,64,18,373,4.8
57,T48,T48,Tim Wilkinson,86,18,542,3.3
58,T59,T59,Steven Bowditch,93,17,563,3.0
59,T59,T59,Ángel Cabrera,69,17,418,4.1
60,T59,T59,Ben Crane,81,17,558,3.0
61,T59,T59,Matt Every,85,17,503,3.4
62,T59,T59,Charley Hoffman,93,17,561,3.0
63,T59,T59,Kevin Kisner,85,17,495,3.4
64,T59,T59,Hunter Mahan,88,17,507,3.4
65,T59,T59,John Merrick,87,17,443,3.8
66,T59,T59,Jeff Overton,80,17,475,3.6
67,T59,T59,Ryan Palmer,85,17,517,3.3
68,T59,T59,Kevin Stadler,90,17,398,4.3
69,T59,T59,Michael Thompson,74,17,433,3.9
70,T59,T59,Charlie Wi,72,17,473,3.6
71,T72,T72,Graham DeLaet,80,16,423,3.8
72,T72,T72,Harris English,95,16,506,3.2
73,T72,T72,Marc Leishman,81,16,480,3.3
74,T72,T72,Troy Merritt,62,16,387,4.1
75,T72,T72,Josh Teater,90,16,492,3.3
76,T72,T72,Cameron Tringale,111,16,673,2.4
77,T72,T72,Johnson Wagner,69,16,387,4.1
78,T79,T79,Aaron Baddeley,74,15,464,3.2
79,T79,T79,Sangmoon Bae,76,15,486,3.1
80,T79,T79,Luke Donald,57,15,337,4.5
81,T79,T79,Jim Furyk,84,15,463,3.2
82,T79,T79,Sergio Garcia,61,15,295,5.1
83,T79,T79,J.J. Henry,91,15,458,3.3
84,T79,T79,Billy Horschel,92,15,441,3.4
85,T79,T79,John Huh,87,15,482,3.1
86,T79,T79,Vijay Singh,83,15,516,2.9
87,T79,T79,Shawn Stefani,60,15,399,3.8
88,T79,T79,Brian Stuard,91,15,545,2.8
89,T79,T79,Hudson Swafford,75,15,344,4.4
90,T91,T91,Tim Clark,75,14,459,3.1
91,T91,T91,Chad Collins,78,14,453,3.1
92,T91,T91,James Driscoll,71,14,398,3.5
93,T91,T91,Gonzalo Fernandez-Castaño,83,14,526,2.7
94,T91,T91,Rickie Fowler,91,14,477,2.9
95,T91,T91,Robert Garrigus,80,14,515,2.7
96,T91,T91,Justin Leonard,75,14,484,2.9
97,T91,T91,Davis Love III,74,14,425,3.3
98,T91,T91,Hideki Matsuyama,82,14,480,2.9
99,T91,T91,Graeme McDowell,66,14,350,4.0
100,T91,T91,William McGirt,96,14,608,2.3
101,T91,T91,Phil Mickelson,71,14,402,3.5
102,T91,T91,Ryan Moore,86,14,445,3.1
103,T91,T91,Sean O'Hair,77,14,473,3.0
104,T91,T91,Pat Perez,84,14,540,2.6
105,T91,T91,"Ted Potter, Jr.",68,14,407,3.4
106,T91,T91,Jim Renner,61,14,334,4.2
107,T91,T91,John Rollins,84,14,420,3.3
108,T91,T91,Charl Schwartzel,64,14,410,3.4
109,T91,T91,Henrik Stenson,56,14,252,5.6
110,T91,T91,Andrew Svoboda,77,14,427,3.3
111,T91,T91,Mark Wilson,69,14,373,3.8
112,T113,T113,Woody Austin,63,13,402,3.2
113,T113,T113,Keegan Bradley,89,13,483,2.7
114,T113,T113,Ken Duke,80,13,453,2.9
115,T113,T113,Brice Garnett,92,13,550,2.4
116,T113,T113,Chesson Hadley,84,13,504,2.6
117,T113,T113,James Hahn,82,13,483,2.7
118,T113,T113,J.B. Holmes,86,13,598,2.2
119,T113,T113,D.H. Lee,54,13,324,4.0
120,T113,T113,Wes Roach,67,13,372,3.5
121,T113,T113,Justin Rose,70,13,380,3.4
122,T113,T113,Kevin Streelman,79,13,442,2.9
123,T113,T113,Nicholas Thompson,85,13,444,2.9
124,T113,T113,Kevin Tway,64,13,293,4.4
125,T113,T113,Lee Westwood,57,13,333,3.9
126,T113,T113,Gary Woodland,93,13,504,2.6
127,T128,T128,Robert Allenby,83,12,457,2.6
128,T128,T128,Briny Baird,50,12,306,3.9
129,T128,T128,Roberto Castro,76,12,404,3.0
130,T128,T128,Ernie Els,85,12,474,2.5
131,T128,T128,Dustin Johnson,58,12,294,4.1
132,T128,T128,Martin Kaymer,65,12,338,3.6
133,T128,T128,Russell Knox,92,12,571,2.1
134,T128,T128,Brooks Koepka,56,12,303,4.0
135,T128,T128,D.A. Points,75,12,373,3.2
136,T128,T128,Jordan Spieth,102,12,659,1.8
137,T138,T138,Paul Casey,56,11,334,3.3
138,T138,T138,Martin Flores,85,11,467,2.4
139,T138,T138,Lucas Glover,68,11,278,4.0
140,T138,T138,Ryo Ishikawa,75,11,461,2.4
141,T138,T138,Jason Kokrak,65,11,431,2.6
142,T138,T138,Richard Lee,80,11,471,2.3
143,T138,T138,David Lingmerth,80,11,474,2.3
144,T138,T138,Ben Martin,80,11,448,2.5
145,T146,T146,Jonathan Byrd,76,10,444,2.3
146,T146,T146,Bud Cauley,56,10,307,3.3
147,T146,T146,Derek Ernst,80,10,412,2.4
148,T146,T146,Jim Herman,62,10,314,3.2
149,T146,T146,Troy Matteson,62,10,322,3.1
150,T146,T146,Bryce Molder,77,10,457,2.2
151,T146,T146,Michael Putnam,106,10,606,1.7
152,T146,T146,Patrick Reed,92,10,544,1.8
153,T146,T146,Nick Watney,80,10,385,2.6
154,T146,T146,Willy Wilcox,51,10,256,3.9
155,T156,T156,Chad Campbell,57,9,277,3.2
156,T156,T156,Jason Dufner,57,9,282,3.2
157,T156,T156,Martin Laird,66,9,342,2.6
158,T156,T156,Spencer Levin,59,9,340,2.6
159,T156,T156,Jeff Maggert,54,9,298,3.0
160,T156,T156,Ian Poulter,57,9,319,2.8
161,T156,T156,Scott Stallings,77,9,424,2.1
162,T156,T156,Tyrone Van Aswegen,79,9,462,1.9
163,T156,T156,Bubba Watson,76,9,396,2.3
164,T165,T165,Brad Fritsch,50,8,276,2.9
165,T165,T165,Andrew Loupe,65,8,373,2.1
166,T165,T165,Kyle Stanley,87,8,432,1.9
167,T165,T165,Jhonattan Vegas,77,8,417,1.9
168,T165,T165,Boo Weekley,73,8,328,2.4
169,T170,T170,Jonas Blixt,64,7,315,2.2
170,T170,T170,Tommy Gainey,73,7,425,1.6
171,T170,T170,Louis Oosthuizen,50,7,208,3.4
172,T170,T170,Mike Weir,69,7,421,1.7
173,174,174,Jamie Lovemark,64,6,320,1.9
174,T175,T175,Jason Day,54,5,255,2.0
175,T175,T175,Bronson La'Cassie,51,5,261,1.9
176,177,177,John Peterson,62,4,357,1.1
