,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Graeme McDowell,66,11.54,260,30
1,2,2,Adam Scott,68,11.04,308,34
2,3,3,Luke Guthrie,85,10.81,407,44
3,4,4,Rory McIlroy,66,10.77,260,28
4,5,5,Chris Kirk,105,10.25,478,49
5,6,6,Freddie Jacobson,91,10.09,456,46
6,7,7,Brendon Todd,108,9.76,502,49
7,8,8,Graham DeLaet,80,9.71,412,40
8,9,9,Scott Brown,100,9.64,467,45
9,10,10,K.J. Choi,80,9.6,375,36
10,11,11,Webb Simpson,87,9.47,433,41
11,12,12,Luke Donald,57,9.43,265,25
12,13,13,Sergio Garcia,61,9.28,237,22
13,14,14,Phil Mickelson,71,9.27,259,24
14,15,15,Seung-Yul Noh,92,9.25,465,43
15,16,16,Camilo Villegas,95,9.16,502,46
16,17,17,Matt Jones,83,9.14,350,32
17,18,18,Brendan Steele,89,9.0,422,38
18,19,19,Ricky Barnes,92,8.99,445,40
19,20,20,Robert Streb,75,8.94,369,33
20,21,21,Vijay Singh,83,8.92,437,39
21,T22,T22,Chad Campbell,57,8.79,273,24
22,T22,T22,George McNeill,79,8.79,398,35
23,T24,T24,Sangmoon Bae,76,8.78,376,33
24,T24,T24,Brian Gay,81,8.78,353,31
25,26,26,Paul Casey,56,8.75,240,21
26,27,27,Greg Chalmers,85,8.74,412,36
27,28,28,Kevin Streelman,79,8.73,332,29
28,29,29,Scott Langley,95,8.69,449,39
29,30,30,Ryan Moore,86,8.67,346,30
30,T31,T31,Danny Lee,84,8.66,404,35
31,T31,T31,Michael Thompson,74,8.66,381,33
32,33,33,Daniel Summerhays,98,8.64,579,50
33,34,34,Matt Kuchar,91,8.53,457,39
34,35,35,Lucas Glover,68,8.49,271,23
35,36,36,Shawn Stefani,60,8.48,330,28
36,37,37,Dustin Johnson,58,8.44,225,19
37,38,38,Justin Rose,70,8.39,286,24
38,39,39,Will MacKenzie,82,8.37,430,36
39,40,40,Stuart Appleby,92,8.3,470,39
40,T41,T41,Geoff Ogilvy,84,8.29,410,34
41,T41,T41,Brandt Snedeker,89,8.29,362,30
42,T41,T41,Chris Stroud,88,8.29,398,33
43,T44,T44,Ernie Els,85,8.28,326,27
44,T44,T44,Y.E. Yang,79,8.28,338,28
45,46,46,Jordan Spieth,102,8.2,378,31
46,47,47,Russell Henley,92,8.19,452,37
47,48,48,David Toms,64,8.17,306,25
48,49,49,Tim Clark,75,8.16,331,27
49,50,50,Kevin Na,94,8.05,435,35
50,51,51,Zach Johnson,97,8.04,485,39
51,52,52,Henrik Stenson,56,8.03,249,20
52,53,53,Jimmy Walker,98,7.97,439,35
53,54,54,Charlie Beljan,76,7.96,402,32
54,55,55,Troy Merritt,62,7.92,303,24
