,Total_3_Putts_-_Inside_5_RANK THIS WEEK,Total_3_Putts_-_Inside_5_RANK LAST WEEK,Total_3_Putts_-_Inside_5_PLAYER NAME,Total_3_Putts_-_Inside_5_ROUNDS,Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS INSIDE 5',Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS
0,1,1,Lucas Glover,68,5,41
1,T2,T2,Rickie Fowler,91,3,26
2,T2,T2,Matt Kuchar,91,3,28
3,T2,T2,Geoff Ogilvy,84,3,49
4,T5,T5,Aaron Baddeley,74,2,24
5,T5,T5,Brian Davis,93,2,38
6,T5,T5,Jason Dufner,57,2,27
7,T5,T5,Matt Every,85,2,31
8,T5,T5,David Hearn,97,2,30
9,T5,T5,Scott Langley,95,2,30
10,T5,T5,Davis Love III,74,2,41
11,T5,T5,Hideki Matsuyama,82,2,47
12,T5,T5,George McNeill,79,2,39
13,T5,T5,Carl Pettersson,91,2,46
14,T5,T5,D.A. Points,75,2,32
15,T5,T5,Cameron Tringale,111,2,45
16,T5,T5,Camilo Villegas,95,2,46
17,T18,T18,Stuart Appleby,92,1,38
18,T18,T18,Charlie Beljan,76,1,36
19,T18,T18,Jonas Blixt,64,1,15
20,T18,T18,Jason Bohn,81,1,22
21,T18,T18,Keegan Bradley,89,1,26
22,T18,T18,Ángel Cabrera,69,1,38
23,T18,T18,Roberto Castro,76,1,24
24,T18,T18,Bud Cauley,56,1,24
25,T18,T18,Tim Clark,75,1,29
26,T18,T18,Brendon de Jonge,109,1,33
27,T18,T18,Harris English,95,1,38
28,T18,T18,Jim Furyk,84,1,32
29,T18,T18,Brice Garnett,92,1,38
30,T18,T18,Retief Goosen,94,1,33
31,T18,T18,Bill Haas,107,1,38
32,T18,T18,Charley Hoffman,93,1,33
33,T18,T18,Billy Horschel,92,1,39
34,T18,T18,John Huh,87,1,36
35,T18,T18,Billy Hurley III,86,1,33
36,T18,T18,Matt Jones,83,1,22
37,T18,T18,Martin Kaymer,65,1,23
38,T18,T18,Jerry Kelly,80,1,27
39,T18,T18,Bronson La'Cassie,51,1,17
40,T18,T18,Martin Laird,66,1,29
41,T18,T18,Danny Lee,84,1,39
42,T18,T18,Richard Lee,80,1,28
43,T18,T18,Marc Leishman,81,1,30
44,T18,T18,Jeff Maggert,54,1,29
45,T18,T18,William McGirt,96,1,27
46,T18,T18,Rory McIlroy,66,1,18
47,T18,T18,Phil Mickelson,71,1,28
48,T18,T18,"Ted Potter, Jr.",68,1,31
49,T18,T18,Ian Poulter,57,1,27
50,T18,T18,Michael Putnam,106,1,58
51,T18,T18,Patrick Reed,92,1,35
52,T18,T18,Andres Romero,81,1,46
53,T18,T18,Scott Stallings,77,1,39
54,T18,T18,Brendan Steele,89,1,41
55,T18,T18,Chris Stroud,88,1,28
56,T18,T18,Nicholas Thompson,85,1,55
57,T18,T18,Michael Thompson,74,1,35
58,T18,T18,Brendon Todd,108,1,32
59,T18,T18,Jhonattan Vegas,77,1,45
60,T18,T18,Jimmy Walker,98,1,26
61,T18,T18,Charlie Wi,72,1,32
