,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
148,149,149,Ryan Palmer,85,9.84,836,85
149,150,150,Steven Bowditch,93,9.82,913,93
150,T151,T151,Kevin Na,94,9.81,922,94
151,T151,T151,Brendon Todd,108,9.81,1059,108
152,T151,T151,Charlie Wi,72,9.81,687,70
153,154,154,Ernie Els,85,9.8,774,79
154,155,155,Rickie Fowler,91,9.79,832,85
155,T156,T156,Matt Every,85,9.78,831,85
156,T156,T156,Morgan Hoffmann,103,9.78,968,99
157,T158,T158,Stuart Appleby,92,9.74,877,90
158,T158,T158,Brian Davis,93,9.74,906,93
159,160,160,Gonzalo Fernandez-Castaño,83,9.73,798,82
160,161,161,Chris Kirk,105,9.71,1010,104
161,162,162,Andrew Loupe,65,9.69,591,61
162,163,163,Hideki Matsuyama,82,9.66,773,80
163,T164,T164,Greg Chalmers,85,9.65,782,81
164,T164,T164,Phil Mickelson,71,9.65,685,71
165,T164,T164,Charl Schwartzel,64,9.65,598,62
166,167,167,Richard Lee,80,9.63,751,78
167,T168,T168,Luke Guthrie,85,9.62,818,85
168,T168,T168,Mike Weir,69,9.62,625,65
169,170,170,Andres Romero,81,9.6,739,77
170,T171,T171,J.B. Holmes,86,9.57,823,86
171,T171,T171,Ian Poulter,57,9.57,536,56
172,T173,T173,Aaron Baddeley,74,9.51,685,72
173,T173,T173,Wes Roach,67,9.51,599,63
174,175,175,Justin Leonard,75,9.4,705,75
175,176,176,Brian Gay,81,9.32,736,79
176,177,177,Jordan Spieth,102,9.08,890,98
