,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,J.J. Henry,91,11.37,989,87
1,2,2,Boo Weekley,73,11.29,813,72
2,3,3,John Rollins,84,11.21,897,80
3,4,4,Chad Campbell,57,11.17,592,53
4,5,5,John Merrick,87,11.13,924,83
5,6,6,Hudson Swafford,75,11.08,787,71
6,7,7,Justin Hicks,103,11.06,1095,99
7,8,8,Martin Laird,66,10.97,680,62
8,9,9,Willy Wilcox,51,10.94,536,49
9,10,10,Kevin Stadler,90,10.93,973,89
10,11,11,Kevin Tway,64,10.92,655,60
11,12,12,Henrik Stenson,56,10.91,589,54
12,13,13,Billy Horschel,92,10.89,980,90
13,14,14,Lucas Glover,68,10.88,718,66
14,T15,T15,John Peterson,62,10.8,648,60
15,T15,T15,Nicholas Thompson,85,10.8,875,81
16,T17,T17,Andrew Svoboda,77,10.79,831,77
17,T17,T17,Jhonattan Vegas,77,10.79,809,75
18,19,19,Josh Teater,90,10.76,947,88
19,20,20,Trevor Immelman,84,10.75,860,80
20,21,21,Jim Herman,62,10.72,622,58
21,T22,T22,Charlie Beljan,76,10.68,769,72
22,T22,T22,D.A. Points,75,10.68,780,73
23,T22,T22,Mark Wilson,69,10.68,694,65
24,25,25,Johnson Wagner,69,10.66,693,65
25,T26,T26,James Hahn,82,10.64,851,80
26,T26,T26,John Senden,99,10.64,1053,99
27,T26,T26,Bo Van Pelt,83,10.64,883,83
28,29,29,Kyle Stanley,87,10.63,882,83
29,T30,T30,Graham DeLaet,80,10.61,838,79
30,T30,T30,Derek Ernst,80,10.61,806,76
31,32,32,Jim Renner,61,10.59,625,59
32,T33,T33,Jason Dufner,57,10.57,571,54
33,T33,T33,Carl Pettersson,91,10.57,962,91
34,T35,T35,Jeff Maggert,54,10.56,570,54
35,T35,T35,Hunter Mahan,88,10.56,898,85
36,T35,T35,Daniel Summerhays,98,10.56,1035,98
37,38,38,Bud Cauley,56,10.55,591,56
38,T39,T39,Stewart Cink,91,10.52,957,91
39,T39,T39,Michael Putnam,106,10.52,1073,102
40,41,41,Billy Hurley III,86,10.51,904,86
41,T42,T42,Russell Knox,92,10.5,966,92
42,T42,T42,Cameron Tringale,111,10.5,1165,111
43,T44,T44,Brendon de Jonge,109,10.49,1143,109
44,T44,T44,Bill Haas,107,10.49,1101,105
45,T44,T44,Spencer Levin,59,10.49,619,59
46,T47,T47,John Huh,87,10.48,870,83
47,T47,T47,David Toms,64,10.48,650,62
48,T49,T49,Jason Bohn,81,10.47,848,81
49,T49,T49,Scott Stallings,77,10.47,796,76
50,T49,T49,Bubba Watson,76,10.47,764,73
51,52,52,Davis Love III,74,10.46,753,72
52,53,53,Heath Slocum,71,10.45,721,69
53,T54,T54,David Hearn,97,10.44,1013,97
54,T54,T54,Troy Merritt,62,10.44,647,62
55,T54,T54,"Ted Potter, Jr.",68,10.44,710,68
56,T57,T57,Troy Matteson,62,10.43,605,58
57,T57,T57,Nick Watney,80,10.43,782,75
58,T59,T59,Jonathan Byrd,76,10.42,750,72
59,T59,T59,Harris English,95,10.42,959,92
60,T59,T59,Kevin Kisner,85,10.42,886,85
61,T62,T62,Robert Allenby,83,10.41,843,81
62,T62,T62,Roberto Castro,76,10.41,770,74
63,T62,T62,Ken Duke,80,10.41,812,78
64,T62,T62,Vijay Singh,83,10.41,864,83
65,T62,T62,Gary Woodland,93,10.41,958,92
66,67,67,Martin Flores,85,10.4,884,85
67,68,68,Louis Oosthuizen,50,10.39,478,46
68,69,69,Jamie Lovemark,64,10.38,623,60
69,70,70,Charles Howell III,106,10.37,1099,106
70,T71,T71,Briny Baird,50,10.36,518,50
71,T71,T71,Marc Leishman,81,10.36,829,80
72,T73,T73,Kevin Chappell,100,10.35,994,96
73,T73,T73,Zach Johnson,97,10.35,994,96
74,T73,T73,Shawn Stefani,60,10.35,621,60
75,76,76,Ben Martin,80,10.34,827,80
76,77,77,Ryan Moore,86,10.33,868,84
77,78,78,Ben Curtis,77,10.3,752,73
78,T79,T79,Retief Goosen,94,10.29,926,90
79,T79,T79,Sean O'Hair,77,10.29,792,77
80,81,81,Ángel Cabrera,69,10.28,709,69
81,T82,T82,Keegan Bradley,89,10.27,904,88
82,T82,T82,Paul Casey,56,10.27,575,56
83,T82,T82,Will MacKenzie,82,10.27,842,82
84,T82,T82,Tyrone Van Aswegen,79,10.27,801,78
85,T86,T86,Brice Garnett,92,10.25,902,88
86,T86,T86,Bryce Molder,77,10.25,748,73
87,T88,T88,Jonas Blixt,64,10.23,634,62
88,T88,T88,Jason Day,54,10.23,491,48
89,T88,T88,Jason Kokrak,65,10.23,665,65
90,T88,T88,Y.E. Yang,79,10.23,798,78
91,T92,T92,Tommy Gainey,73,10.22,705,69
92,T92,T92,Brian Harman,111,10.22,1134,111
93,T92,T92,Martin Kaymer,65,10.22,654,64
94,T92,T92,Matt Kuchar,91,10.22,899,88
95,T96,T96,Ben Crane,81,10.21,827,81
96,T96,T96,Jim Furyk,84,10.21,817,80
97,T96,T96,Danny Lee,84,10.21,817,80
98,T99,T99,Woody Austin,63,10.2,602,59
99,T99,T99,Russell Henley,92,10.2,938,92
100,T99,T99,D.H. Lee,54,10.2,510,50
101,102,102,Ryo Ishikawa,75,10.19,764,75
102,103,103,William McGirt,96,10.18,977,96
103,T104,T104,Matt Jones,83,10.17,844,83
104,T104,T104,David Lingmerth,80,10.17,773,76
105,T104,T104,Camilo Villegas,95,10.17,966,95
106,107,107,Justin Rose,70,10.16,691,68
107,T108,T108,K.J. Choi,80,10.15,812,80
108,T108,T108,Brendan Steele,89,10.15,863,85
109,T110,T110,Dustin Johnson,58,10.14,578,57
110,T110,T110,Jimmy Walker,98,10.14,973,96
111,T112,T112,Scott Langley,95,10.13,942,93
112,T112,T112,Geoff Ogilvy,84,10.13,810,80
113,114,114,Seung-Yul Noh,92,10.12,931,92
114,T115,T115,Erik Compton,88,10.11,890,88
115,T115,T115,Brooks Koepka,56,10.11,566,56
116,117,117,Graeme McDowell,66,10.1,626,62
117,118,118,Chesson Hadley,84,10.08,847,84
118,119,119,James Driscoll,71,10.07,715,71
119,T120,T120,Brad Fritsch,50,10.06,483,48
120,T120,T120,Jerry Kelly,80,10.06,805,80
121,T120,T120,Bronson La'Cassie,51,10.06,473,47
122,123,123,George McNeill,79,10.04,793,79
123,124,124,Charley Hoffman,93,10.02,932,93
124,T125,T125,Adam Scott,68,10.01,681,68
125,T125,T125,Michael Thompson,74,10.01,741,74
126,T127,T127,Rory Sabbatini,82,10.0,780,78
127,T127,T127,Robert Streb,75,10.0,710,71
128,T127,T127,Kevin Streelman,79,10.0,780,78
129,T130,T130,Freddie Jacobson,91,9.99,909,91
130,T130,T130,Jeff Overton,80,9.99,759,76
131,T130,T130,Brian Stuard,91,9.99,869,87
132,T133,T133,Ricky Barnes,92,9.98,878,88
133,T133,T133,Rory McIlroy,66,9.98,639,64
134,T133,T133,Pat Perez,84,9.98,838,84
135,136,136,Sergio Garcia,61,9.97,578,58
136,T137,T137,Scott Brown,100,9.96,996,100
137,T137,T137,Tim Clark,75,9.96,747,75
138,T137,T137,Webb Simpson,87,9.96,837,84
139,140,140,Brandt Snedeker,89,9.95,866,87
140,T141,T141,Robert Garrigus,80,9.94,795,80
141,T141,T141,Tim Wilkinson,86,9.94,815,82
142,143,143,Patrick Reed,92,9.92,893,90
143,144,144,Lee Westwood,57,9.89,554,56
144,T145,T145,Sangmoon Bae,76,9.86,749,76
145,T145,T145,Chad Collins,78,9.86,730,74
146,T145,T145,Luke Donald,57,9.86,552,56
147,148,148,Chris Stroud,88,9.85,867,88
