,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
87,88,88,Steven Bowditch,40.12,130,324
88,89,89,Trevor Immelman,40.08,101,252
89,T90,T90,Camilo Villegas,40.0,144,360
90,T90,T90,Mike Weir,40.0,72,180
91,T92,T92,Roberto Castro,39.9,79,198
92,T92,T92,Daniel Summerhays,39.9,158,396
93,94,94,Marc Leishman,39.87,122,306
94,95,95,Luke Donald,39.81,86,216
95,T96,T96,Brian Davis,39.77,136,342
96,T96,T96,Patrick Reed,39.77,136,342
97,T98,T98,William McGirt,39.72,143,360
98,T98,T98,Seung-Yul Noh,39.72,143,360
99,100,100,Chesson Hadley,39.68,100,252
100,101,101,Kevin Kisner,39.54,121,306
101,102,102,Hideki Matsuyama,39.51,128,324
102,103,103,Ryan Moore,39.47,135,342
103,104,104,Mark Wilson,39.44,71,180
104,T105,T105,Jonathan Byrd,39.32,92,234
105,T105,T105,David Toms,39.32,92,234
106,107,107,John Rollins,39.29,99,252
107,108,108,Davis Love III,39.24,113,288
108,109,109,Bo Van Pelt,39.22,120,306
109,110,110,Josh Teater,39.2,127,324
110,111,111,Retief Goosen,39.15,148,378
111,T112,T112,Scott Brown,38.89,154,396
112,T112,T112,Bud Cauley,38.89,70,180
113,T112,T112,Erik Compton,38.89,119,306
114,T112,T112,Jason Day,38.89,77,198
115,T112,T112,Brendon de Jonge,38.89,168,432
116,T112,T112,Brian Harman,38.89,168,432
117,T112,T112,Billy Hurley III,38.89,126,324
118,T112,T112,Danny Lee,38.89,98,252
119,T112,T112,Jim Renner,38.89,42,108
120,T112,T112,Justin Rose,38.89,112,288
121,T112,T112,Michael Thompson,38.89,105,270
122,123,123,Robert Allenby,38.46,90,234
123,124,124,Charles Howell III,38.43,166,432
124,125,125,Zach Johnson,38.41,159,414
125,126,126,Carl Pettersson,38.27,124,324
126,127,127,Jason Bohn,38.19,110,288
127,128,128,John Senden,38.16,158,414
128,129,129,Andrew Svoboda,38.15,103,270
129,130,130,Jason Kokrak,38.1,96,252
130,131,131,Jamie Lovemark,38.03,89,234
131,T132,T132,Graham DeLaet,37.91,116,306
132,T132,T132,Geoff Ogilvy,37.91,116,306
133,T132,T132,Adam Scott,37.91,116,306
134,135,135,Jeff Overton,37.85,109,288
135,136,136,Louis Oosthuizen,37.65,61,162
136,T137,T137,Russell Knox,37.5,135,360
137,T137,T137,Troy Matteson,37.5,54,144
138,T137,T137,Robert Streb,37.5,108,288
139,140,140,Keegan Bradley,37.43,128,342
140,141,141,Martin Flores,37.35,121,324
141,142,142,Heath Slocum,37.3,94,252
142,143,143,Brice Garnett,37.13,127,342
143,144,144,Webb Simpson,37.04,120,324
144,145,145,Jhonattan Vegas,36.81,106,288
145,146,146,Spencer Levin,36.67,66,180
146,147,147,Bubba Watson,36.6,112,306
147,T148,T148,Jason Dufner,36.57,79,216
148,T148,T148,Tommy Gainey,36.57,79,216
149,T150,T150,Dustin Johnson,36.32,85,234
150,T150,T150,Henrik Stenson,36.32,85,234
151,152,152,Ben Martin,36.3,98,270
152,153,153,Matt Kuchar,36.24,137,378
153,154,154,Bill Haas,36.11,169,468
154,155,155,Justin Hicks,35.98,136,378
155,156,156,Hudson Swafford,35.86,71,198
156,157,157,Stewart Cink,35.71,135,378
157,158,158,Nicholas Thompson,35.65,77,216
158,159,159,Kyle Stanley,35.56,96,270
159,160,160,Willy Wilcox,35.35,70,198
160,161,161,Ken Duke,35.29,108,306
161,162,162,Charlie Beljan,35.19,76,216
162,163,163,Kevin Stadler,35.0,126,360
163,164,164,Tyrone Van Aswegen,34.72,100,288
164,165,165,Harris English,34.5,118,342
165,166,166,Johnson Wagner,34.44,62,180
166,167,167,Martin Laird,34.26,74,216
167,168,168,John Merrick,33.92,116,342
168,169,169,Derek Ernst,33.8,73,216
169,170,170,Billy Horschel,33.63,115,342
170,171,171,J.J. Henry,33.02,107,324
171,172,172,Jim Herman,32.78,59,180
172,173,173,James Hahn,32.22,87,270
173,174,174,Chad Campbell,31.11,56,180
174,175,175,Kevin Tway,30.25,49,162
175,176,176,Lucas Glover,29.01,47,162
176,177,177,Boo Weekley,28.52,77,270
