,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Ángel Cabrera,49.54,107,216
1,2,2,Bryce Molder,47.44,111,234
2,3,3,Morgan Hoffmann,46.49,159,342
3,4,4,Jerry Kelly,46.3,150,324
4,5,5,Ernie Els,46.08,141,306
5,6,6,Rickie Fowler,45.99,149,324
6,7,7,Chad Collins,45.96,91,198
7,8,8,Brian Gay,45.83,132,288
8,9,9,Ryo Ishikawa,45.24,114,252
9,10,10,Wes Roach,44.95,89,198
10,11,11,Sean O'Hair,44.84,113,252
11,12,12,Andres Romero,44.81,121,270
12,13,13,Chris Stroud,44.72,161,360
13,14,14,David Lingmerth,44.44,104,234
14,15,15,Freddie Jacobson,44.17,159,360
15,16,16,Tim Wilkinson,44.14,143,324
16,17,17,Matt Jones,44.12,135,306
17,18,18,Rory McIlroy,44.1,127,288
18,19,19,Charl Schwartzel,44.05,111,252
19,20,20,James Driscoll,43.94,87,198
20,T21,T21,Andrew Loupe,43.89,79,180
21,T21,T21,Kevin Na,43.89,158,360
22,23,23,Justin Leonard,43.75,126,288
23,24,24,Phil Mickelson,43.7,118,270
24,25,25,D.A. Points,43.52,94,216
25,26,26,Chris Kirk,43.33,195,450
26,27,27,Jordan Spieth,43.24,179,414
27,28,28,Luke Guthrie,43.21,140,324
28,29,29,Y.E. Yang,43.16,101,234
29,30,30,John Peterson,43.06,62,144
30,31,31,Scott Langley,42.98,147,342
31,32,32,Sangmoon Bae,42.96,116,270
32,T33,T33,"Ted Potter, Jr.",42.93,85,198
33,T33,T33,Lee Westwood,42.93,85,198
34,T35,T35,Aaron Baddeley,42.86,108,252
35,T35,T35,Tim Clark,42.86,108,252
36,T35,T35,Richard Lee,42.86,108,252
37,T38,T38,Ricky Barnes,42.5,153,360
38,T38,T38,Ryan Palmer,42.5,153,360
39,40,40,Will MacKenzie,42.46,107,252
40,41,41,Jimmy Walker,42.42,168,396
41,T42,T42,D.H. Lee,42.36,61,144
42,T42,T42,Nick Watney,42.36,122,288
43,44,44,Charley Hoffman,42.17,167,396
44,T45,T45,Jonas Blixt,42.13,91,216
45,T45,T45,Brooks Koepka,42.13,91,216
46,T45,T45,Charlie Wi,42.13,91,216
47,48,48,Sergio Garcia,42.06,106,252
48,49,49,Ben Crane,42.01,121,288
49,T50,T50,Briny Baird,41.98,68,162
50,T50,T50,Pat Perez,41.98,136,324
51,T52,T52,Ben Curtis,41.67,105,252
52,T52,T52,Martin Kaymer,41.67,105,252
53,T52,T52,Ian Poulter,41.67,90,216
54,55,55,J.B. Holmes,41.52,142,342
55,56,56,Greg Chalmers,41.5,127,306
56,T57,T57,Graeme McDowell,41.48,112,270
57,T57,T57,Rory Sabbatini,41.48,112,270
58,59,59,K.J. Choi,41.36,134,324
59,60,60,Kevin Streelman,41.32,119,288
60,T61,T61,Jeff Maggert,41.11,74,180
61,T61,T61,Cameron Tringale,41.11,185,450
62,63,63,Matt Every,41.05,133,324
63,64,64,David Hearn,41.01,155,378
64,65,65,Brad Fritsch,40.97,59,144
65,T66,T66,Woody Austin,40.74,66,162
66,T66,T66,Paul Casey,40.74,88,216
67,T66,T66,Troy Merritt,40.74,88,216
68,69,69,Stuart Appleby,40.64,139,342
69,T70,T70,Robert Garrigus,40.63,117,288
70,T70,T70,John Huh,40.63,117,288
71,T70,T70,George McNeill,40.63,117,288
72,T70,T70,Brian Stuard,40.63,117,288
73,74,74,Shawn Stefani,40.6,95,234
74,T75,T75,Kevin Chappell,40.48,153,378
75,T75,T75,Bronson La'Cassie,40.48,51,126
76,77,77,Brendon Todd,40.44,182,450
77,T78,T78,Michael Putnam,40.4,160,396
78,T78,T78,Scott Stallings,40.4,80,198
79,T80,T80,Hunter Mahan,40.35,138,342
80,T80,T80,Brendan Steele,40.35,138,342
81,T82,T82,Jim Furyk,40.28,145,360
82,T82,T82,Brandt Snedeker,40.28,145,360
83,T84,T84,Gonzalo Fernandez-Castaño,40.2,123,306
84,T84,T84,Russell Henley,40.2,123,306
85,T84,T84,Vijay Singh,40.2,123,306
86,87,87,Gary Woodland,40.15,159,396
