,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Graeme McDowell,66,"8' 2""",2853.75,350
1,2,2,Henrik Stenson,56,"8' 1""",2028.6670000000001,252
2,T3,T3,Graham DeLaet,80,"8' 0""",3391.167,423
3,T3,T3,Daniel Summerhays,98,"8' 0""",4850.167,608
4,T5,T5,Matt Every,85,"7' 11""",3996.167,503
5,T5,T5,John Senden,99,"7' 11""",4380.417,556
6,T5,T5,Michael Thompson,74,"7' 11""",3433.583,433
7,T8,T8,Chad Campbell,57,"7' 10""",2170.75,277
8,T8,T8,Sergio Garcia,61,"7' 10""",2304.417,295
9,T8,T8,Justin Hicks,103,"7' 10""",4457.083,572
10,T8,T8,Danny Lee,84,"7' 10""",3870.083,492
11,T8,T8,Rory McIlroy,66,"7' 10""",2931.333,376
12,T8,T8,John Merrick,87,"7' 10""",3458.917,443
13,T8,T8,Camilo Villegas,95,"7' 10""",4698.583,600
14,T15,T15,Charlie Beljan,76,"7' 9""",3481.917,449
15,T15,T15,Ben Curtis,77,"7' 9""",3474.417,446
16,T15,T15,Russell Henley,92,"7' 9""",4068.167,524
17,T15,T15,Matt Kuchar,91,"7' 9""",4325.5,558
18,T15,T15,Adam Scott,68,"7' 9""",3213.75,413
19,T15,T15,David Toms,64,"7' 9""",2879.0,373
20,T21,T21,Billy Horschel,92,"7' 8""",3390.083,441
21,T21,T21,Freddie Jacobson,91,"7' 8""",4673.083,611
22,T21,T21,Chris Kirk,105,"7' 8""",5063.083,659
23,T21,T21,George McNeill,79,"7' 8""",3859.583,502
24,T21,T21,Heath Slocum,71,"7' 8""",3197.333,417
25,T21,T21,Kevin Tway,64,"7' 8""",2257.5,293
26,T27,T27,Stuart Appleby,92,"7' 7""",4743.833,625
27,T27,T27,Ángel Cabrera,69,"7' 7""",3187.083,418
28,T27,T27,Troy Merritt,62,"7' 7""",2930.417,387
29,T27,T27,Ryan Moore,86,"7' 7""",3371.5,445
30,T27,T27,Rory Sabbatini,82,"7' 7""",3429.833,453
31,T27,T27,Brendon Todd,108,"7' 7""",5302.75,697
32,T27,T27,Bo Van Pelt,83,"7' 7""",3383.75,447
33,T34,T34,Robert Allenby,83,"7' 6""",3444.75,457
34,T34,T34,Sangmoon Bae,76,"7' 6""",3657.667,486
35,T34,T34,Paul Casey,56,"7' 6""",2504.583,334
36,T34,T34,Lucas Glover,68,"7' 6""",2092.333,278
37,T34,T34,Dustin Johnson,58,"7' 6""",2213.0,294
38,T34,T34,Webb Simpson,87,"7' 6""",4041.5,541
