,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Hudson Swafford,75,"25' 0""",16141.667,646
1,2,2,Billy Horschel,92,"24' 7""",18403.167,748
2,T3,T3,J.J. Henry,91,"24' 5""",21762.583,891
3,T3,T3,Daniel Summerhays,98,"24' 5""",22455.833,921
4,T3,T3,Jhonattan Vegas,77,"24' 5""",16697.083,683
5,6,6,Retief Goosen,94,"24' 2""",19171.0,794
6,T7,T7,Greg Chalmers,85,"24' 1""",16799.917,698
7,T7,T7,Luke Donald,57,"24' 1""",10376.833,431
8,T7,T7,Brice Garnett,92,"24' 1""",19223.25,799
9,T7,T7,Andres Romero,81,"24' 1""",16739.75,696
10,T7,T7,Kevin Tway,64,"24' 1""",12399.583,515
11,T12,T12,Martin Laird,66,"24' 0""",14519.583,605
12,T12,T12,John Senden,99,"24' 0""",20686.667,862
13,14,14,Johnson Wagner,69,"23' 11""",14758.333,618
14,T15,T15,Ben Curtis,77,"23' 10""",15747.75,661
15,T15,T15,James Driscoll,71,"23' 10""",14404.333,604
16,T15,T15,Justin Hicks,103,"23' 10""",23406.917,983
17,T15,T15,Cameron Tringale,111,"23' 10""",24374.583,1024
18,T19,T19,Charles Howell III,106,"23' 9""",23447.167,988
19,T19,T19,Hunter Mahan,88,"23' 9""",17717.5,746
20,T19,T19,Jimmy Walker,98,"23' 9""",17467.917,735
21,T22,T22,Billy Hurley III,86,"23' 8""",17957.333,760
22,T22,T22,Henrik Stenson,56,"23' 8""",9737.583,411
23,T24,T24,Aaron Baddeley,74,"23' 7""",13382.5,567
24,T24,T24,Rickie Fowler,91,"23' 7""",14158.75,601
25,T26,T26,Stewart Cink,91,"23' 6""",17521.833,745
26,T26,T26,Andrew Svoboda,77,"23' 6""",16760.583,712
27,T26,T26,Michael Thompson,74,"23' 6""",14176.75,603
28,T29,T29,Erik Compton,88,"23' 5""",17797.917,760
29,T29,T29,Jim Furyk,84,"23' 5""",15817.083,676
30,T29,T29,Bill Haas,107,"23' 5""",20039.833,855
31,T29,T29,Morgan Hoffmann,103,"23' 5""",20693.833,883
32,T29,T29,Matt Kuchar,91,"23' 5""",17986.083,767
33,T29,T29,Ryan Palmer,85,"23' 5""",14979.75,640
34,T29,T29,Patrick Reed,92,"23' 5""",17165.417,733
35,T29,T29,Webb Simpson,87,"23' 5""",17272.25,737
36,T29,T29,Heath Slocum,71,"23' 5""",15147.583,648
37,T29,T29,Brendan Steele,89,"23' 5""",16610.917,710
38,T39,T39,Derek Ernst,80,"23' 4""",15438.583,662
39,T39,T39,Russell Henley,92,"23' 4""",18176.833,778
40,T39,T39,Justin Leonard,75,"23' 4""",13828.75,593
41,T39,T39,Graeme McDowell,66,"23' 4""",10584.833,454
42,T39,T39,William McGirt,96,"23' 4""",20072.167,859
43,T39,T39,Pat Perez,84,"23' 4""",17647.083,755
44,T45,T45,Sangmoon Bae,76,"23' 3""",14789.75,635
45,T45,T45,Jonathan Byrd,76,"23' 3""",15832.417,682
46,T45,T45,Martin Flores,85,"23' 3""",16391.417,705
47,T45,T45,Kevin Kisner,85,"23' 3""",16850.5,724
48,T49,T49,Jonas Blixt,64,"23' 2""",10101.917,436
49,T49,T49,Freddie Jacobson,91,"23' 2""",18684.167,807
50,T49,T49,Richard Lee,80,"23' 2""",13643.25,588
51,T49,T49,Michael Putnam,106,"23' 2""",22232.333,960
52,T53,T53,Ben Martin,80,"23' 1""",14840.75,643
53,T53,T53,Sean O'Hair,77,"23' 1""",15978.167,692
54,T53,T53,Ian Poulter,57,"23' 1""",8944.917,388
55,T56,T56,Robert Allenby,83,"23' 0""",16916.083,735
56,T56,T56,Keegan Bradley,89,"23' 0""",15639.833,680
57,T56,T56,Chesson Hadley,84,"23' 0""",16560.417,721
58,T56,T56,Andrew Loupe,65,"23' 0""",11014.417,479
59,T56,T56,Louis Oosthuizen,50,"23' 0""",6898.0,300
60,T56,T56,Josh Teater,90,"23' 0""",18592.583,808
61,T56,T56,Charlie Wi,72,"23' 0""",14786.833,643
62,T63,T63,Jason Bohn,81,"22' 11""",17861.5,779
63,T63,T63,Charley Hoffman,93,"22' 11""",17451.75,762
64,T63,T63,Trevor Immelman,84,"22' 11""",16577.167,723
65,T63,T63,Scott Langley,95,"22' 11""",18272.167,797
66,T63,T63,Seung-Yul Noh,92,"22' 11""",17375.167,758
67,T68,T68,Stuart Appleby,92,"22' 10""",18844.5,824
68,T68,T68,Scott Brown,100,"22' 10""",18930.667,830
69,T68,T68,Brendon de Jonge,109,"22' 10""",22204.667,971
70,T68,T68,Gonzalo Fernandez-Castaño,83,"22' 10""",15005.75,658
71,T68,T68,Tommy Gainey,73,"22' 10""",14059.0,615
72,T68,T68,Matt Jones,83,"22' 10""",13920.75,610
73,T68,T68,Jerry Kelly,80,"22' 10""",15090.833,661
74,T68,T68,Brooks Koepka,56,"22' 10""",9681.0,424
75,T68,T68,Will MacKenzie,82,"22' 10""",17026.417,746
76,T68,T68,Bryce Molder,77,"22' 10""",15210.583,667
77,T68,T68,John Rollins,84,"22' 10""",17000.667,744
78,T68,T68,Charl Schwartzel,64,"22' 10""",11857.167,520
79,T68,T68,Robert Streb,75,"22' 10""",14596.333,639
80,T68,T68,Brendon Todd,108,"22' 10""",20216.583,885
81,T82,T82,Briny Baird,50,"22' 9""",10565.75,465
82,T82,T82,Ángel Cabrera,69,"22' 9""",14222.0,626
83,T82,T82,John Huh,87,"22' 9""",16694.917,733
84,T82,T82,Jamie Lovemark,64,"22' 9""",11121.167,488
85,T82,T82,Jeff Overton,80,"22' 9""",14832.583,653
86,T82,T82,Kevin Stadler,90,"22' 9""",16716.083,734
87,T82,T82,Bo Van Pelt,83,"22' 9""",16052.833,706
88,T82,T82,Lee Westwood,57,"22' 9""",9360.75,412
89,T90,T90,Graham DeLaet,80,"22' 8""",15305.833,675
90,T90,T90,David Hearn,97,"22' 8""",18992.75,837
91,T90,T90,Jason Kokrak,65,"22' 8""",14135.167,624
92,T90,T90,Davis Love III,74,"22' 8""",14963.333,660
93,T90,T90,Troy Matteson,62,"22' 8""",11708.167,516
94,T90,T90,Carl Pettersson,91,"22' 8""",20425.917,900
95,T90,T90,Shawn Stefani,60,"22' 8""",13322.167,587
96,T90,T90,Tyrone Van Aswegen,79,"22' 8""",15121.5,666
97,T98,T98,Chad Collins,78,"22' 7""",13758.667,609
98,T98,T98,Brian Davis,93,"22' 7""",17637.833,782
99,T98,T98,James Hahn,82,"22' 7""",17644.167,780
100,T98,T98,Jim Herman,62,"22' 7""",11498.333,510
101,T98,T98,Zach Johnson,97,"22' 7""",19393.75,859
102,T98,T98,Chris Kirk,105,"22' 7""",18707.0,828
103,T98,T98,Wes Roach,67,"22' 7""",10753.583,477
104,T98,T98,Nick Watney,80,"22' 7""",13099.167,581
105,T98,T98,Willy Wilcox,51,"22' 7""",9954.833,440
106,T107,T107,Bud Cauley,56,"22' 6""",10806.333,481
107,T107,T107,Adam Scott,68,"22' 6""",12554.917,558
108,T107,T107,Chris Stroud,88,"22' 6""",16005.417,712
