,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Lee Westwood,57,32.73,55,18
1,2,2,Matt Every,85,31.19,109,34
2,3,3,Aaron Baddeley,74,27.16,81,22
3,4,4,Ryo Ishikawa,75,26.85,108,29
4,5,5,Marc Leishman,81,26.32,95,25
5,6,6,Andres Romero,81,26.17,107,28
6,7,7,Michael Thompson,74,26.14,88,23
7,8,8,Bubba Watson,76,25.51,98,25
8,9,9,Charl Schwartzel,64,25.27,91,23
9,10,10,D.H. Lee,54,24.66,73,18
10,11,11,Ian Poulter,57,24.59,61,15
11,12,12,Matt Kuchar,91,24.48,143,35
12,13,13,Sangmoon Bae,76,24.32,74,18
13,14,14,Brian Davis,93,24.3,107,26
14,15,15,Morgan Hoffmann,103,24.29,140,34
15,16,16,Jason Day,54,24.07,54,13
16,17,17,Jordan Spieth,102,23.97,121,29
17,18,18,Roberto Castro,76,23.81,84,20
18,19,19,Brice Garnett,92,23.42,111,26
19,20,20,Troy Merritt,62,23.33,90,21
20,21,21,Andrew Loupe,65,23.19,69,16
21,22,22,Brad Fritsch,50,22.81,57,13
22,23,23,Greg Chalmers,85,22.69,119,27
23,T24,T24,Paul Casey,56,22.64,53,12
24,T24,T24,Ryan Moore,86,22.64,106,24
25,26,26,Luke Guthrie,85,22.48,129,29
26,27,27,Russell Knox,92,22.39,134,30
27,T28,T28,Danny Lee,84,22.22,99,22
28,T28,T28,David Lingmerth,80,22.22,99,22
29,30,30,Brooks Koepka,56,22.03,59,13
30,31,31,Jonathan Byrd,76,21.78,101,22
31,32,32,Chris Stroud,88,21.67,120,26
32,33,33,Wes Roach,67,21.52,79,17
33,34,34,Matt Jones,83,21.33,75,16
34,T35,T35,Stuart Appleby,92,21.19,118,25
35,T35,T35,Kevin Na,94,21.19,118,25
36,37,37,Robert Streb,75,21.05,114,24
37,T38,T38,K.J. Choi,80,20.79,101,21
38,T38,T38,Kevin Kisner,85,20.79,101,21
39,40,40,Geoff Ogilvy,84,20.75,106,22
40,41,41,Graeme McDowell,66,20.73,82,17
41,42,42,Tyrone Van Aswegen,79,20.51,117,24
42,43,43,Jeff Overton,80,20.45,88,18
43,44,44,Sergio Garcia,61,20.34,59,12
44,45,45,J.B. Holmes,86,20.33,123,25
45,46,46,Brendon de Jonge,109,20.29,138,28
46,T47,T47,James Driscoll,71,20.25,79,16
47,T47,T47,Richard Lee,80,20.25,79,16
48,49,49,Ricky Barnes,92,20.18,114,23
49,T50,T50,Adam Scott,68,20.0,100,20
50,T50,T50,Heath Slocum,71,20.0,115,23
51,T50,T50,Daniel Summerhays,98,20.0,130,26
52,53,53,Charley Hoffman,93,19.83,121,24
53,54,54,Ernie Els,85,19.79,96,19
54,T55,T55,Ben Curtis,77,19.77,86,17
55,T55,T55,Martin Kaymer,65,19.77,86,17
56,57,57,Rory McIlroy,66,19.74,76,15
57,58,58,Justin Rose,70,19.7,66,13
58,59,59,Rory Sabbatini,82,19.66,117,23
59,60,60,Davis Love III,74,19.54,87,17
60,61,61,Jason Bohn,81,19.49,118,23
61,T62,T62,Keegan Bradley,89,19.44,108,21
62,T62,T62,Ryan Palmer,85,19.44,108,21
63,64,64,Robert Allenby,83,19.4,134,26
64,T65,T65,Zach Johnson,97,19.35,155,30
65,T65,T65,Jason Kokrak,65,19.35,93,18
66,67,67,Brendan Steele,89,19.33,119,23
67,68,68,Ben Martin,80,19.15,94,18
68,69,69,"Ted Potter, Jr.",68,19.1,89,17
69,70,70,Charles Howell III,106,18.87,159,30
70,71,71,Chris Kirk,105,18.85,122,23
71,72,72,Carl Pettersson,91,18.71,155,29
72,73,73,Chad Collins,78,18.6,86,16
73,74,74,Kevin Chappell,100,18.54,151,28
74,75,75,Brandt Snedeker,89,18.52,108,20
75,76,76,Phil Mickelson,71,18.46,65,12
76,T77,T77,Ángel Cabrera,69,18.42,114,21
77,T77,T77,Luke Donald,57,18.42,76,14
