,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Justin Leonard,48.52,131,270
1,2,2,Dustin Johnson,47.44,111,234
2,3,3,Richard Lee,46.58,109,234
3,4,4,Mike Weir,45.14,65,144
4,5,5,Jordan Spieth,44.93,186,414
5,6,6,Kevin Streelman,44.79,129,288
6,T7,T7,Stuart Appleby,44.44,136,306
7,T7,T7,Brian Davis,44.44,144,324
8,T7,T7,Graeme McDowell,44.44,120,270
9,10,10,Luke Guthrie,44.07,119,270
10,11,11,Phil Mickelson,44.05,111,252
11,T12,T12,Aaron Baddeley,43.98,95,216
12,T12,T12,Brooks Koepka,43.98,95,216
13,T12,T12,Ian Poulter,43.98,95,216
14,15,15,Wes Roach,43.89,79,180
15,16,16,George McNeill,43.75,126,288
16,17,17,Brian Harman,43.72,181,414
17,18,18,Brian Gay,43.65,110,252
18,T19,T19,Bronson La'Cassie,43.52,47,108
19,T19,T19,Webb Simpson,43.52,141,324
20,21,21,Scott Stallings,43.43,86,198
21,22,22,Brian Stuard,43.33,117,270
22,23,23,Ernie Els,43.06,124,288
23,24,24,Morgan Hoffmann,42.9,139,324
24,25,25,Brendon Todd,42.89,193,450
25,26,26,Chad Collins,42.59,69,162
26,27,27,Lee Westwood,42.42,84,198
27,28,28,Freddie Jacobson,42.28,137,324
28,T29,T29,Kevin Na,42.22,152,360
29,T29,T29,Jeff Overton,42.22,114,270
30,31,31,Robert Allenby,42.13,91,216
31,T32,T32,Sergio Garcia,42.06,106,252
32,T32,T32,Rory Sabbatini,42.06,106,252
33,34,34,Chris Stroud,41.98,136,324
34,35,35,James Driscoll,41.92,83,198
35,36,36,Scott Brown,41.67,135,324
36,37,37,Retief Goosen,41.52,142,342
37,38,38,Ryo Ishikawa,41.45,97,234
38,39,39,Gary Woodland,41.41,164,396
39,40,40,Brad Fritsch,41.27,52,126
40,41,41,Jimmy Walker,41.16,163,396
41,42,42,Patrick Reed,41.05,133,324
42,43,43,Sangmoon Bae,41.03,96,234
43,T44,T44,Greg Chalmers,40.87,103,252
44,T44,T44,Will MacKenzie,40.87,103,252
45,46,46,David Hearn,40.83,147,360
46,T47,T47,Charley Hoffman,40.74,154,378
47,T47,T47,Michael Thompson,40.74,110,270
48,49,49,John Senden,40.66,161,396
49,50,50,Harris English,40.64,139,342
50,T51,T51,Ben Curtis,40.6,95,234
51,T51,T51,Jason Kokrak,40.6,95,234
52,T51,T51,Ben Martin,40.6,95,234
