,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
60,T60,T60,Bryce Molder,77,1.7630000000000001,1481,840,28.04,121
61,T62,T62,David Hearn,97,1.764,2044,1159,27.66,T55
62,T62,T62,Tim Wilkinson,86,1.764,1607,911,27.75,157
63,T64,T64,Scott Brown,100,1.765,2065,1170,29.93,89
64,T64,T64,Chad Collins,78,1.765,1410,799,27.64,170
65,T64,T64,Ben Crane,81,1.765,1633,925,27.52,T130
66,T64,T64,Webb Simpson,87,1.765,1742,987,30.93,T77
67,T68,T68,Ernie Els,85,1.766,1547,876,29.24,159
68,T68,T68,Matt Every,85,1.766,1711,969,30.92,134
69,T68,T68,Tommy Gainey,73,1.766,1404,795,30.6,117
70,T68,T68,Jeff Overton,80,1.766,1589,900,29.35,64
71,T68,T68,Robert Streb,75,1.766,1482,839,30.26,69
72,T73,T73,Jonas Blixt,64,1.767,1205,682,30.1,162
73,T73,T73,Keegan Bradley,89,1.767,1866,1056,30.93,T46
74,T73,T73,Daniel Summerhays,98,1.767,2085,1180,28.68,T42
75,T76,T76,Ricky Barnes,92,1.768,1819,1029,29.45,T92
76,T76,T76,Patrick Reed,92,1.768,1823,1031,30.25,T124
77,T76,T76,Wes Roach,67,1.768,1287,728,31.46,112
78,T76,T76,Michael Thompson,74,1.768,1547,875,30.29,68
79,T80,T80,Brian Davis,93,1.7690000000000001,1820,1029,29.2,160
80,T80,T80,David Lingmerth,80,1.7690000000000001,1532,866,28.39,135
81,T80,T80,Pat Perez,84,1.7690000000000001,1721,973,28.32,T107
82,T80,T80,John Senden,99,1.7690000000000001,2139,1209,27.63,25
83,T80,T80,David Toms,64,1.7690000000000001,1357,767,27.94,13
84,T85,T85,Charles Howell III,106,1.77,2285,1291,29.23,26
85,T85,T85,Hideki Matsuyama,82,1.77,1632,922,32.14,116
86,T87,T87,Richard Lee,80,1.771,1491,842,29.25,171
87,T87,T87,Andrew Loupe,65,1.771,1227,693,31.36,141
88,89,89,Will MacKenzie,82,1.7719999999999998,1715,968,30.01,70
89,90,90,Jonathan Byrd,76,1.7730000000000001,1491,841,27.92,95
90,T91,T91,James Driscoll,71,1.774,1380,778,29.81,164
91,T91,T91,Brendan Steele,89,1.774,1804,1017,30.15,53
92,T91,T91,Cameron Tringale,111,1.774,2367,1334,27.03,45
93,T91,T91,Tyrone Van Aswegen,79,1.774,1598,901,28.86,113
94,T91,T91,Mike Weir,69,1.774,1192,672,27.72,177
95,T91,T91,Gary Woodland,93,1.774,1955,1102,29.57,51
96,T97,T97,Ángel Cabrera,69,1.776,1433,807,30.06,T90
97,T97,T97,Jason Day,54,1.776,982,553,30.02,118
98,T97,T97,Harris English,95,1.776,2010,1132,30.29,17
99,T97,T97,Danny Lee,84,1.776,1648,928,30.74,104
100,101,101,Seung-Yul Noh,92,1.777,1971,1109,28.55,38
101,T102,T102,Ben Curtis,77,1.778,1463,823,27.62,150
102,T102,T102,Brad Fritsch,50,1.778,999,562,29.06,T87
103,T102,T102,Brice Garnett,92,1.778,1835,1032,27.79,83
104,T102,T102,Bill Haas,107,1.778,2306,1297,28.55,15
105,106,106,Henrik Stenson,56,1.7790000000000001,1194,671,31.49,8
106,T107,T107,Brian Gay,81,1.78,1499,842,27.59,175
107,T107,T107,Hunter Mahan,88,1.78,1816,1020,28.36,T46
108,T109,T109,Brendon de Jonge,109,1.781,2253,1265,27.4,103
109,T109,T109,Robert Garrigus,80,1.781,1671,938,31.62,84
110,T111,T111,Stewart Cink,91,1.7819999999999998,1937,1087,27.79,57
111,T111,T111,Russell Knox,92,1.7819999999999998,2006,1126,27.11,22
112,T113,T113,Gonzalo Fernandez-Castaño,83,1.7830000000000001,1601,898,29.35,166
113,T113,T113,Y.E. Yang,79,1.7830000000000001,1544,866,27.17,158
114,115,115,Jason Dufner,57,1.784,1149,644,29.75,59
115,116,116,Roberto Castro,76,1.785,1437,805,26.47,169
116,117,117,Steven Bowditch,93,1.786,1895,1061,29.99,133
117,T118,T118,Jim Furyk,84,1.787,1769,990,26.65,12
118,T118,T118,Billy Hurley III,86,1.787,1823,1020,26.06,63
119,T118,T118,Shawn Stefani,60,1.787,1278,715,27.49,60
120,T121,T121,Graham DeLaet,80,1.788,1797,1005,28.91,3
121,T121,T121,Martin Flores,85,1.788,1820,1018,27.59,52
122,T121,T121,Retief Goosen,94,1.788,1843,1031,27.86,T124
123,T121,T121,Kevin Stadler,90,1.788,1974,1104,28.45,9
124,T125,T125,Charlie Beljan,76,1.7890000000000001,1512,845,29.89,82
125,T125,T125,Spencer Levin,59,1.7890000000000001,1222,683,26.69,109
126,T125,T125,Carl Pettersson,91,1.7890000000000001,1954,1092,28.41,T46
127,T125,T125,Bo Van Pelt,83,1.7890000000000001,1834,1025,27.57,16
128,T129,T129,Billy Horschel,92,1.79,2042,1141,28.41,4
129,T129,T129,Charlie Wi,72,1.79,1373,767,27.09,165
130,T131,T131,Jamie Lovemark,64,1.7919999999999998,1256,701,29.24,94
131,T131,T131,Andrew Svoboda,77,1.7919999999999998,1692,944,27.18,18
132,T131,T131,Nick Watney,80,1.7919999999999998,1629,909,28.85,32
133,T134,T134,Woody Austin,63,1.7930000000000001,1158,646,28.64,167
134,T134,T134,Sean O'Hair,77,1.7930000000000001,1576,879,27.28,132
135,T134,T134,Rory Sabbatini,82,1.7930000000000001,1646,918,29.88,T74
136,137,137,Davis Love III,74,1.794,1500,836,28.14,T100
137,138,138,Geoff Ogilvy,84,1.795,1668,929,28.05,T100
138,139,139,Ken Duke,80,1.796,1694,943,26.65,34
139,140,140,Justin Hicks,103,1.7990000000000002,2290,1273,26.36,2
140,141,141,John Merrick,87,1.8,1831,1017,26.6,19
141,142,142,John Huh,87,1.801,1733,962,26.61,106
142,143,143,"Ted Potter, Jr.",68,1.8019999999999998,1436,797,24.75,85
143,T144,T144,Bud Cauley,56,1.8030000000000002,1226,680,26.7,30
144,T144,T144,Johnson Wagner,69,1.8030000000000002,1352,750,24.23,115
145,T144,T144,Willy Wilcox,51,1.8030000000000002,1064,590,26.15,T42
146,T147,T147,Troy Matteson,62,1.804,1167,647,27.67,155
147,T147,T147,Scott Stallings,77,1.804,1559,864,27.0,140
148,T149,T149,Bronson La'Cassie,51,1.805,937,519,26.59,161
149,T149,T149,Josh Teater,90,1.805,1861,1031,26.5,86
150,T151,T151,Trevor Immelman,84,1.807,1699,940,24.89,T77
151,T151,T151,Martin Laird,66,1.807,1337,740,28.69,58
152,153,153,Jim Herman,62,1.811,1255,693,25.76,T55
153,T154,T154,D.A. Points,75,1.8119999999999998,1493,824,26.21,T148
154,T154,T154,Heath Slocum,71,1.8119999999999998,1515,836,26.08,33
155,156,156,James Hahn,82,1.8130000000000002,1670,921,26.69,120
156,157,157,D.H. Lee,54,1.814,978,539,23.98,172
157,T158,T158,Louis Oosthuizen,50,1.815,998,550,28.36,54
158,T158,T158,Jim Renner,61,1.815,1209,666,27.07,T148
159,T160,T160,Chad Campbell,57,1.8159999999999998,1255,691,23.91,1
160,T160,T160,Michael Putnam,106,1.8159999999999998,2235,1231,27.48,36
161,T160,T160,Vijay Singh,83,1.8159999999999998,1774,977,26.41,73
162,163,163,Hudson Swafford,75,1.819,1599,879,26.17,11
163,T164,T164,Jeff Maggert,54,1.8230000000000002,1165,639,24.88,67
164,T164,T164,John Rollins,84,1.8230000000000002,1703,934,24.22,96
165,166,166,Jhonattan Vegas,77,1.824,1702,933,27.65,7
166,T167,T167,Briny Baird,50,1.825,1042,571,26.44,T130
167,T167,T167,J.J. Henry,91,1.825,1989,1090,23.44,5
168,T169,T169,Robert Allenby,83,1.8259999999999998,1800,986,25.89,27
169,T169,T169,Derek Ernst,80,1.8259999999999998,1587,869,26.01,128
170,T169,T169,John Peterson,62,1.8259999999999998,1293,708,25.28,T71
171,172,172,Nicholas Thompson,85,1.8330000000000002,1782,972,25.54,T46
172,173,173,Kevin Tway,64,1.837,1277,695,25.36,T107
173,174,174,Mark Wilson,69,1.838,1360,740,23.27,T137
174,175,175,Kyle Stanley,87,1.841,1839,999,26.41,44
175,176,176,Boo Weekley,73,1.8419999999999999,1625,882,23.61,20
176,177,177,Lucas Glover,68,1.848,1471,796,26.76,37
