,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
106,T107,T107,Ricky Barnes,92,81.58,38,31
107,T107,T107,Jonathan Byrd,76,81.58,38,31
108,T107,T107,Kevin Na,94,81.58,38,31
109,110,110,Johnson Wagner,69,81.48,27,22
110,111,111,Scott Stallings,77,81.25,32,26
111,112,112,Camilo Villegas,95,81.13,53,43
112,T113,T113,Sangmoon Bae,76,81.08,37,30
113,T113,T113,Troy Merritt,62,81.08,37,30
114,115,115,Seung-Yul Noh,92,80.85,47,38
115,116,116,Brian Gay,81,80.65,31,25
116,117,117,Boo Weekley,73,80.56,36,29
117,118,118,Keegan Bradley,89,80.49,41,33
118,T119,T119,James Driscoll,71,80.0,40,32
119,T119,T119,Heath Slocum,71,80.0,35,28
120,121,121,Bill Haas,107,79.59,49,39
121,122,122,Ernie Els,85,79.49,39,31
122,123,123,Tyrone Van Aswegen,79,79.41,34,27
123,T124,T124,Ryo Ishikawa,75,79.17,48,38
124,T124,T124,Martin Laird,66,79.17,24,19
125,T124,T124,Andrew Loupe,65,79.17,24,19
126,T124,T124,Henrik Stenson,56,79.17,24,19
127,128,128,John Rollins,84,78.79,33,26
128,T129,T129,Spencer Levin,59,78.57,14,11
129,T129,T129,Phil Mickelson,71,78.57,28,22
130,131,131,John Merrick,87,78.38,37,29
131,132,132,Ken Duke,80,78.13,32,25
132,T133,T133,Paul Casey,56,77.78,27,21
133,T133,T133,Stewart Cink,91,77.78,36,28
134,T133,T133,Charles Howell III,106,77.78,54,42
135,T133,T133,D.H. Lee,54,77.78,18,14
136,T133,T133,D.A. Points,75,77.78,36,28
137,138,138,Daniel Summerhays,98,77.55,49,38
138,T139,T139,Derek Ernst,80,77.42,31,24
139,T139,T139,Robert Streb,75,77.42,31,24
140,141,141,Russell Knox,92,76.92,39,30
141,142,142,Carl Pettersson,91,76.74,43,33
142,143,143,David Lingmerth,80,76.6,47,36
143,144,144,Sean O'Hair,77,76.47,34,26
144,145,145,Geoff Ogilvy,84,76.32,38,29
145,146,146,Steven Bowditch,93,76.19,42,32
146,T147,T147,Billy Horschel,92,76.0,25,19
147,T147,T147,Mike Weir,69,76.0,25,19
148,T149,T149,Bud Cauley,56,75.0,28,21
149,T149,T149,Robert Garrigus,80,75.0,32,24
150,T149,T149,Morgan Hoffmann,103,75.0,40,30
151,T149,T149,Charl Schwartzel,64,75.0,40,30
152,T149,T149,Kyle Stanley,87,75.0,36,27
153,154,154,Trevor Immelman,84,74.47,47,35
154,155,155,Andrew Svoboda,77,74.07,27,20
155,156,156,Matt Kuchar,91,74.0,50,37
156,157,157,Charlie Beljan,76,73.68,38,28
157,158,158,John Peterson,62,73.33,30,22
158,159,159,Brian Davis,93,73.17,41,30
159,T160,T160,Martin Kaymer,65,73.08,26,19
160,T160,T160,Shawn Stefani,60,73.08,26,19
161,T160,T160,Mark Wilson,69,73.08,26,19
162,163,163,Danny Lee,84,72.22,36,26
163,T164,T164,Gonzalo Fernandez-Castaño,83,71.43,35,25
164,T164,T164,Lee Westwood,57,71.43,21,15
165,166,166,Davis Love III,74,70.97,31,22
166,167,167,Jason Dufner,57,70.83,24,17
167,168,168,Kevin Stadler,90,70.73,41,29
168,169,169,Chad Campbell,57,70.59,34,24
169,170,170,Jeff Maggert,54,68.75,16,11
170,171,171,Jhonattan Vegas,77,68.0,25,17
171,172,172,"Ted Potter, Jr.",68,67.57,37,25
172,173,173,Lucas Glover,68,65.71,35,23
173,174,174,Vijay Singh,83,64.71,34,22
174,175,175,Matt Jones,83,62.5,32,20
175,176,176,Jamie Lovemark,64,57.69,26,15
176,177,177,Roberto Castro,76,53.85,39,21
