,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
0,T1,T1,Jonas Blixt,64,100.0,22,22
1,T1,T1,K.J. Choi,80,100.0,30,30
2,T1,T1,Sergio Garcia,61,100.0,21,21
3,4,4,J.J. Henry,91,96.97,33,32
4,5,5,Graeme McDowell,66,96.0,25,24
5,6,6,Brooks Koepka,56,95.24,21,20
6,7,7,Tim Clark,75,93.94,33,31
7,T8,T8,Tommy Gainey,73,93.33,30,28
8,T8,T8,Justin Leonard,75,93.33,30,28
9,10,10,Ángel Cabrera,69,93.18,44,41
10,11,11,Troy Matteson,62,92.59,27,25
11,12,12,James Hahn,82,92.5,40,37
12,13,13,Wes Roach,67,91.67,36,33
13,14,14,Adam Scott,68,91.43,35,32
14,15,15,David Toms,64,91.3,23,21
15,T16,T16,Stuart Appleby,92,90.91,44,40
16,T16,T16,Brad Fritsch,50,90.91,22,20
17,18,18,George McNeill,79,90.7,43,39
18,T19,T19,Retief Goosen,94,90.24,41,37
19,T19,T19,David Hearn,97,90.24,41,37
20,T21,T21,Aaron Baddeley,74,90.0,30,27
21,T21,T21,Luke Donald,57,90.0,20,18
22,T21,T21,Bronson La'Cassie,51,90.0,10,9
23,T21,T21,Ian Poulter,57,90.0,20,18
24,T21,T21,Brendon Todd,108,90.0,50,45
25,T21,T21,Gary Woodland,93,90.0,50,45
26,27,27,Hunter Mahan,88,89.8,49,44
27,28,28,Woody Austin,63,89.74,39,35
28,T29,T29,Andres Romero,81,89.36,47,42
29,T29,T29,Bubba Watson,76,89.36,47,42
30,31,31,Kevin Streelman,79,89.29,28,25
31,32,32,Greg Chalmers,85,89.13,46,41
32,33,33,Michael Putnam,106,89.06,64,57
33,T34,T34,Martin Flores,85,88.89,36,32
34,T34,T34,Billy Hurley III,86,88.89,36,32
35,T34,T34,Jeff Overton,80,88.89,36,32
36,T34,T34,Patrick Reed,92,88.89,36,32
37,T34,T34,Jim Renner,61,88.89,27,24
38,39,39,Chris Stroud,88,88.64,44,39
39,40,40,Graham DeLaet,80,88.57,35,31
40,41,41,Erik Compton,88,88.37,43,38
41,T42,T42,Ben Curtis,77,88.24,34,30
42,T42,T42,Chesson Hadley,84,88.24,51,45
43,T42,T42,William McGirt,96,88.24,34,30
44,T42,T42,Rory McIlroy,66,88.24,34,30
45,T42,T42,Ryan Palmer,85,88.24,34,30
46,T47,T47,Russell Henley,92,88.1,42,37
47,T47,T47,Kevin Kisner,85,88.1,42,37
48,T49,T49,Justin Hicks,103,87.5,48,42
49,T49,T49,Dustin Johnson,58,87.5,24,21
50,T49,T49,Bo Van Pelt,83,87.5,32,28
51,52,52,Kevin Chappell,100,87.27,55,48
52,53,53,Charley Hoffman,93,87.23,47,41
53,T54,T54,Will MacKenzie,82,87.18,39,34
54,T54,T54,Brandt Snedeker,89,87.18,39,34
55,T56,T56,Jim Furyk,84,87.1,31,27
56,T56,T56,Hudson Swafford,75,87.1,31,27
57,58,58,Rickie Fowler,91,86.84,38,33
58,T59,T59,Jason Day,54,86.67,15,13
59,T59,T59,Marc Leishman,81,86.67,45,39
60,T61,T61,Scott Brown,100,86.36,44,38
61,T61,T61,Jimmy Walker,98,86.36,44,38
62,63,63,Hideki Matsuyama,82,86.27,51,44
63,T64,T64,Briny Baird,50,86.21,29,25
64,T64,T64,Jordan Spieth,102,86.21,58,50
65,66,66,Nicholas Thompson,85,86.11,36,31
66,67,67,Josh Teater,90,86.05,43,37
67,68,68,Luke Guthrie,85,86.0,50,43
68,T69,T69,Brendon de Jonge,109,85.71,63,54
69,T69,T69,Jim Herman,62,85.71,21,18
70,T69,T69,Cameron Tringale,111,85.71,49,42
71,72,72,Brian Stuard,91,85.37,41,35
72,T73,T73,Brian Harman,111,85.19,54,46
73,T73,T73,Bryce Molder,77,85.19,27,23
74,T73,T73,Kevin Tway,64,85.19,27,23
75,76,76,Harris English,95,85.11,47,40
76,T77,T77,Louis Oosthuizen,50,85.0,20,17
77,T77,T77,Pat Perez,84,85.0,40,34
78,T77,T77,Brendan Steele,89,85.0,40,34
79,80,80,Chris Kirk,105,84.91,53,45
80,T81,T81,Robert Allenby,83,84.85,33,28
81,T81,T81,Tim Wilkinson,86,84.85,33,28
82,83,83,Jason Bohn,81,84.78,46,39
83,84,84,John Senden,99,84.38,32,27
84,T85,T85,Brice Garnett,92,84.09,44,37
85,T85,T85,Webb Simpson,87,84.09,44,37
86,T87,T87,Ben Martin,80,83.87,31,26
87,T87,T87,Rory Sabbatini,82,83.87,31,26
88,T87,T87,Michael Thompson,74,83.87,31,26
89,90,90,Zach Johnson,97,83.64,55,46
90,T91,T91,Ben Crane,81,83.33,42,35
91,T91,T91,Matt Every,85,83.33,24,20
92,T91,T91,Jerry Kelly,80,83.33,36,30
93,T91,T91,Jason Kokrak,65,83.33,30,25
94,T91,T91,Scott Langley,95,83.33,60,50
95,T96,T96,Ryan Moore,86,82.86,35,29
96,T96,T96,Justin Rose,70,82.86,35,29
97,T98,T98,Richard Lee,80,82.76,29,24
98,T98,T98,Willy Wilcox,51,82.76,29,24
99,100,100,Y.E. Yang,79,82.5,40,33
100,T101,T101,Chad Collins,78,82.14,28,23
101,T101,T101,Nick Watney,80,82.14,28,23
102,T103,T103,John Huh,87,82.05,39,32
103,T103,T103,Charlie Wi,72,82.05,39,32
104,105,105,J.B. Holmes,86,82.0,50,41
105,106,106,Freddie Jacobson,91,81.82,33,27
