,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Danny Lee,84,"96' 9""",96.75,1
1,2,2,Brendan Steele,89,"76' 1""",76.083,1
2,3,3,Billy Hurley III,86,"69' 11""",69.917,1
3,4,4,Mark Wilson,69,"67' 2""",67.167,1
4,5,5,Jamie Lovemark,64,"65' 9""",65.75,1
5,6,6,Ian Poulter,57,"65' 8""",131.25,2
6,7,7,Hudson Swafford,75,"65' 3""",130.417,2
7,8,8,Jim Renner,61,"64' 2""",64.167,1
8,9,9,Keegan Bradley,89,"58' 4""",58.333,1
9,10,10,Matt Every,85,"56' 11""",113.833,2
10,11,11,Brian Harman,111,"55' 11""",55.917,1
11,12,12,Bud Cauley,56,"55' 5""",55.417,1
12,T13,T13,Aaron Baddeley,74,"53' 4""",53.333,1
13,T13,T13,Martin Flores,85,"53' 4""",53.333,1
14,15,15,John Peterson,62,"52' 7""",52.583,1
15,T16,T16,Louis Oosthuizen,50,"52' 6""",105.0,2
16,T16,T16,Michael Putnam,106,"52' 6""",52.5,1
17,18,18,D.A. Points,75,"52' 2""",52.167,1
18,19,19,Woody Austin,63,"52' 1""",52.083,1
19,20,20,Rory Sabbatini,82,"49' 11""",249.417,5
20,21,21,Webb Simpson,87,"48' 1""",48.083,1
21,22,22,Martin Laird,66,"47' 7""",47.583,1
22,23,23,Andrew Svoboda,77,"47' 6""",47.5,1
23,24,24,Chris Kirk,105,"44' 9""",44.75,1
24,25,25,Robert Garrigus,80,"44' 3""",44.25,1
25,26,26,J.B. Holmes,86,"43' 6""",43.5,1
26,27,27,Bill Haas,107,"41' 10""",41.833,1
27,28,28,Erik Compton,88,"41' 1""",41.083,1
28,29,29,James Driscoll,71,"40' 2""",80.25,2
29,30,30,Carl Pettersson,91,"39' 10""",39.833,1
30,31,31,Morgan Hoffmann,103,"39' 8""",39.667,1
31,32,32,Kevin Tway,64,"39' 7""",39.583,1
32,33,33,Andres Romero,81,"38' 11""",38.917,1
33,34,34,Pat Perez,84,"38' 1""",38.083,1
34,35,35,Ken Duke,80,"37' 8""",37.667,1
35,36,36,Kyle Stanley,87,"37' 7""",37.583,1
36,37,37,Stuart Appleby,92,"37' 0""",37.0,1
37,38,38,Hunter Mahan,88,"35' 2""",35.167,1
38,39,39,Geoff Ogilvy,84,"34' 6""",172.333,5
39,40,40,Vijay Singh,83,"34' 4""",34.333,1
40,41,41,Brian Davis,93,"33' 11""",33.917,1
41,42,42,Jonas Blixt,64,"33' 5""",33.417,1
42,43,43,Steven Bowditch,93,"33' 0""",33.0,1
43,44,44,Kevin Na,94,"32' 11""",32.917,1
44,45,45,Josh Teater,90,"31' 11""",31.916999999999998,1
45,46,46,Charlie Beljan,76,"31' 5""",62.833,2
46,47,47,Patrick Reed,92,"31' 0""",31.0,1
47,48,48,Cameron Tringale,111,"30' 5""",30.416999999999998,1
48,49,49,Matt Kuchar,91,"29' 8""",29.666999999999998,1
49,50,50,John Merrick,87,"29' 5""",29.416999999999998,1
50,51,51,Boo Weekley,73,"28' 11""",57.75,2
51,52,52,Rickie Fowler,91,"28' 10""",28.833000000000002,1
52,53,53,Brendon de Jonge,109,"28' 9""",28.75,1
53,54,54,Shawn Stefani,60,"28' 0""",28.0,1
54,55,55,Graham DeLaet,80,"27' 7""",27.583000000000002,1
55,56,56,Lucas Glover,68,"26' 2""",104.583,4
56,57,57,Jeff Overton,80,"24' 0""",24.0,1
57,58,58,David Toms,64,"22' 2""",22.166999999999998,1
58,T59,T59,Russell Knox,92,"21' 5""",42.75,2
59,T59,T59,Nicholas Thompson,85,"21' 5""",21.416999999999998,1
60,61,61,George McNeill,79,"21' 0""",21.0,1
61,62,62,James Hahn,82,"20' 2""",20.167,1
62,63,63,Rory McIlroy,66,"19' 2""",19.167,1
63,64,64,Dustin Johnson,58,"17' 8""",17.667,1
64,65,65,David Hearn,97,"17' 2""",17.167,1
65,66,66,Jimmy Walker,98,"14' 11""",14.917,1
66,67,67,D.H. Lee,54,"10' 8""",10.667,1
67,68,68,Gonzalo Fernandez-Castaño,83,"10' 0""",10.0,1
68,69,69,Lee Westwood,57,"8' 1""",8.083,1
69,70,70,William McGirt,96,"4' 10""",4.833,1
