,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
39,T39,T39,Henrik Stenson,56,1.16,43,5.0
40,T41,T41,Kevin Kisner,85,1.14,79,9.0
41,T41,T41,Tim Wilkinson,86,1.14,70,8.0
42,43,43,Bo Van Pelt,83,1.13,80,9.0
43,T44,T44,Luke Guthrie,85,1.11,72,8.0
44,T44,T44,Johnson Wagner,69,1.11,63,7.0
45,46,46,Jim Renner,61,1.09,64,7.0
46,T47,T47,D.H. Lee,54,1.06,47,5.0
47,T47,T47,John Merrick,87,1.06,85,9.0
48,T47,T47,Kevin Streelman,79,1.06,66,7.0
49,50,50,Ricky Barnes,92,1.05,86,9.0
50,T51,T51,Brian Gay,81,1.04,67,7.0
51,T51,T51,Zach Johnson,97,1.04,96,10.0
52,T53,T53,Matt Every,85,1.03,68,7.0
53,T53,T53,Jeff Maggert,54,1.03,39,4.0
54,T53,T53,Chris Stroud,88,1.03,68,7.0
55,T53,T53,Camilo Villegas,95,1.03,97,10.0
56,T53,T53,Willy Wilcox,51,1.03,39,4.0
57,58,58,Sergio Garcia,61,1.02,49,5.0
58,T59,T59,Ben Martin,80,1.01,79,8.0
59,T59,T59,Brandt Snedeker,89,1.01,69,7.0
60,T61,T61,Phil Mickelson,71,1.0,60,6.0
61,T61,T61,"Ted Potter, Jr.",68,1.0,70,7.0
62,T63,T63,Aaron Baddeley,74,0.99,71,7.0
63,T63,T63,John Huh,87,0.99,71,7.0
64,T63,T63,Daniel Summerhays,98,0.99,101,10.0
65,T63,T63,Michael Thompson,74,0.99,71,7.0
66,67,67,William McGirt,96,0.97,93,9.0
67,68,68,Chris Kirk,105,0.96,94,9.0
68,T69,T69,Trevor Immelman,84,0.95,74,7.0
69,T69,T69,Geoff Ogilvy,84,0.95,74,7.0
70,T69,T69,Kevin Stadler,90,0.95,84,8.0
71,72,72,Woody Austin,63,0.94,64,6.0
72,T73,T73,Charlie Beljan,76,0.93,75,7.0
73,T73,T73,David Hearn,97,0.93,86,8.0
74,75,75,Heath Slocum,71,0.92,76,7.0
75,T76,T76,Paul Casey,56,0.91,44,4.0
76,T76,T76,Troy Matteson,62,0.91,44,4.0
77,T76,T76,D.A. Points,75,0.91,66,6.0
78,T76,T76,Rory Sabbatini,82,0.91,55,5.0
79,80,80,James Driscoll,71,0.9,67,6.0
80,T81,T81,Charles Howell III,106,0.89,112,10.0
81,T81,T81,Dustin Johnson,58,0.89,45,4.0
82,T81,T81,Scott Stallings,77,0.89,56,5.0
83,T81,T81,Charlie Wi,72,0.89,79,7.0
84,T85,T85,Tim Clark,75,0.88,68,6.0
85,T85,T85,Ernie Els,85,0.88,57,5.0
86,T85,T85,Hideki Matsuyama,82,0.88,57,5.0
87,88,88,Sean O'Hair,77,0.87,69,6.0
88,T89,T89,Briny Baird,50,0.86,58,5.0
89,T89,T89,Brendon de Jonge,109,0.86,116,10.0
90,T89,T89,Jeff Overton,80,0.86,81,7.0
91,92,92,Lucas Glover,68,0.85,59,5.0
92,93,93,Robert Streb,75,0.84,83,7.0
93,T94,T94,Justin Hicks,103,0.83,108,9.0
94,T94,T94,Hunter Mahan,88,0.83,72,6.0
95,T96,T96,Billy Horschel,92,0.82,73,6.0
96,T96,T96,Martin Kaymer,65,0.82,49,4.0
97,98,98,Andrew Loupe,65,0.79,38,3.0
98,99,99,Scott Langley,95,0.78,90,7.0
99,T100,T100,Ben Curtis,77,0.77,65,5.0
100,T100,T100,Ryo Ishikawa,75,0.77,52,4.0
101,102,102,Carl Pettersson,91,0.76,92,7.0
102,T103,T103,Brian Harman,111,0.75,106,8.0
103,T103,T103,Andrew Svoboda,77,0.75,80,6.0
104,T105,T105,Keegan Bradley,89,0.73,55,4.0
105,T105,T105,Bill Haas,107,0.73,96,7.0
106,T107,T107,Steven Bowditch,93,0.72,69,5.0
107,T107,T107,Retief Goosen,94,0.72,69,5.0
108,T107,T107,Matt Kuchar,91,0.72,83,6.0
109,T110,T110,Erik Compton,88,0.71,84,6.0
110,T110,T110,Graham DeLaet,80,0.71,84,6.0
111,T110,T110,Martin Laird,66,0.71,70,5.0
112,T110,T110,Justin Rose,70,0.71,56,4.0
113,T110,T110,Cameron Tringale,111,0.71,99,7.0
114,T115,T115,Derek Ernst,80,0.7,57,4.0
115,T115,T115,Jerry Kelly,80,0.7,71,5.0
116,T117,T117,Kevin Na,94,0.68,73,5.0
117,T117,T117,Pat Perez,84,0.68,88,6.0
118,T117,T117,Lee Westwood,57,0.68,44,3.0
119,T120,T120,Seung-Yul Noh,92,0.66,76,5.0
120,T120,T120,Shawn Stefani,60,0.66,61,4.0
121,T122,T122,Jamie Lovemark,64,0.65,46,3.0
122,T122,T122,Ian Poulter,57,0.65,46,3.0
123,T122,T122,Kevin Tway,64,0.65,62,4.0
124,T125,T125,Bud Cauley,56,0.63,64,4.0
125,T125,T125,Tommy Gainey,73,0.63,63,4.0
126,T125,T125,Chesson Hadley,84,0.63,63,4.0
127,T125,T125,Vijay Singh,83,0.63,95,6.0
128,T125,T125,Hudson Swafford,75,0.63,80,5.0
129,130,130,Davis Love III,74,0.62,65,4.0
130,T131,T131,Russell Knox,92,0.61,82,5.0
131,T131,T131,Jason Kokrak,65,0.61,66,4.0
132,133,133,Jason Dufner,57,0.6,50,3.0
133,134,134,Jonas Blixt,64,0.57,35,2.0
134,T135,T135,Chad Campbell,57,0.56,54,3.0
135,T135,T135,Roberto Castro,76,0.56,71,4.0
136,T135,T135,Jason Day,54,0.56,36,2.0
137,T135,T135,Jim Furyk,84,0.56,89,5.0
138,T135,T135,Josh Teater,90,0.56,89,5.0
139,140,140,Brice Garnett,92,0.55,73,4.0
140,141,141,Jim Herman,62,0.54,56,3.0
141,142,142,Kyle Stanley,87,0.52,77,4.0
142,T143,T143,Jason Bohn,81,0.51,79,4.0
143,T143,T143,John Rollins,84,0.51,78,4.0
144,145,145,Harris English,95,0.5,100,5.0
145,T146,T146,Brad Fritsch,50,0.49,41,2.0
146,T146,T146,Morgan Hoffmann,103,0.49,102,5.0
147,T148,T148,Marc Leishman,81,0.48,83,4.0
148,T148,T148,Gary Woodland,93,0.48,62,3.0
149,150,150,J.J. Henry,91,0.46,87,4.0
150,T151,T151,Stuart Appleby,92,0.45,88,4.0
151,T151,T151,Bronson La'Cassie,51,0.45,44,2.0
152,T151,T151,Nick Watney,80,0.45,66,3.0
153,T151,T151,Mike Weir,69,0.45,44,2.0
154,155,155,Michael Putnam,106,0.44,90,4.0
155,156,156,Ben Crane,81,0.43,93,4.0
156,T157,T157,Robert Allenby,83,0.4,75,3.0
157,T157,T157,Brian Stuard,91,0.4,75,3.0
158,T159,T159,Spencer Levin,59,0.39,51,2.0
159,T159,T159,David Lingmerth,80,0.39,77,3.0
160,T161,T161,Martin Flores,85,0.38,78,3.0
161,T161,T161,Bryce Molder,77,0.38,80,3.0
162,T161,T161,Patrick Reed,92,0.38,80,3.0
163,T164,T164,Kevin Chappell,100,0.33,91,3.0
164,T164,T164,John Peterson,62,0.33,61,2.0
165,T164,T164,Mark Wilson,69,0.33,60,2.0
166,167,167,Louis Oosthuizen,50,0.32,31,1.0
167,168,168,J.B. Holmes,86,0.31,64,2.0
168,169,169,Jonathan Byrd,76,0.3,66,2.0
169,170,170,Nicholas Thompson,85,0.24,83,2.0
170,171,171,James Hahn,82,0.16,62,1.0
171,T172,T172,Ryan Moore,86,0.15,68,1.0
172,T172,T172,Jordan Spieth,102,0.15,67,1.0
173,T172,T172,Tyrone Van Aswegen,79,0.15,66,1.0
174,T172,T172,Bubba Watson,76,0.15,67,1.0
175,176,176,Jhonattan Vegas,77,0.14,71,1.0
176,177,177,Boo Weekley,73,0.0,73,
