,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Matt Every,85,32.86,140,46
1,2,2,Lee Westwood,57,29.85,67,20
2,3,3,Bubba Watson,76,28.45,116,33
3,4,4,Ryo Ishikawa,75,28.1,121,34
4,5,5,Charl Schwartzel,64,27.83,115,32
5,6,6,Aaron Baddeley,74,27.18,103,28
6,7,7,Marc Leishman,81,26.45,121,32
7,8,8,Andres Romero,81,25.34,146,37
8,9,9,Michael Thompson,74,25.0,108,27
9,10,10,Morgan Hoffmann,103,24.86,185,46
10,11,11,Matt Kuchar,91,24.57,175,43
11,12,12,Andrew Loupe,65,23.66,93,22
12,13,13,D.H. Lee,54,23.6,89,21
13,T14,T14,Sangmoon Bae,76,23.53,102,24
14,T14,T14,Brad Fritsch,50,23.53,68,16
15,T16,T16,Jason Day,54,23.33,60,14
16,T16,T16,Jordan Spieth,102,23.33,150,35
17,18,18,Roberto Castro,76,23.3,103,24
18,19,19,Brian Davis,93,23.24,142,33
19,T20,T20,"Ted Potter, Jr.",68,23.15,108,25
20,T20,T20,Wes Roach,67,23.15,108,25
21,22,22,Ryan Moore,86,22.83,127,29
22,23,23,Russell Knox,92,22.7,163,37
23,24,24,Brice Garnett,92,22.56,133,30
24,25,25,Rory McIlroy,66,22.47,89,20
25,26,26,Brandt Snedeker,89,22.46,138,31
26,27,27,Chris Stroud,88,22.3,148,33
27,28,28,Daniel Summerhays,98,22.22,171,38
28,29,29,Henrik Stenson,56,22.03,59,13
29,30,30,Justin Rose,70,21.95,82,18
30,31,31,Danny Lee,84,21.88,128,28
31,32,32,James Driscoll,71,21.82,110,24
32,33,33,Brian Stuard,91,21.62,148,32
33,34,34,Graeme McDowell,66,21.5,107,23
34,T35,T35,Jonathan Byrd,76,21.37,117,25
35,T35,T35,Robert Streb,75,21.37,131,28
36,37,37,Stuart Appleby,92,21.33,150,32
37,38,38,Martin Kaymer,65,21.28,94,20
38,39,39,Keegan Bradley,89,21.26,127,27
39,T40,T40,Matt Jones,83,21.05,95,20
40,T40,T40,Mike Weir,69,21.05,95,20
41,42,42,Brendon de Jonge,109,20.93,172,36
42,43,43,Ryan Palmer,85,20.9,134,28
43,T44,T44,Robert Allenby,83,20.86,163,34
44,T44,T44,Bill Haas,107,20.86,139,29
45,46,46,Luke Guthrie,85,20.78,154,32
46,47,47,J.B. Holmes,86,20.73,164,34
47,48,48,K.J. Choi,80,20.59,136,28
48,49,49,Charley Hoffman,93,20.57,141,29
49,50,50,Richard Lee,80,20.56,107,22
50,T51,T51,Greg Chalmers,85,20.55,146,30
51,T51,T51,Brooks Koepka,56,20.55,73,15
52,53,53,Kevin Na,94,20.27,148,30
53,54,54,Chris Kirk,105,20.25,163,33
54,55,55,Justin Leonard,75,20.2,99,20
55,56,56,Jason Kokrak,65,20.18,109,22
56,57,57,Heath Slocum,71,20.15,134,27
57,58,58,Ricky Barnes,92,20.14,139,28
58,T59,T59,David Lingmerth,80,20.0,120,24
59,T59,T59,Phil Mickelson,71,20.0,85,17
60,T59,T59,Ian Poulter,57,20.0,75,15
61,T59,T59,Camilo Villegas,95,20.0,160,32
62,63,63,Geoff Ogilvy,84,19.85,131,26
63,64,64,Russell Henley,92,19.75,157,31
64,65,65,Adam Scott,68,19.64,112,22
65,66,66,Kevin Kisner,85,19.49,118,23
66,67,67,Jimmy Walker,98,19.38,129,25
67,68,68,Tyrone Van Aswegen,79,19.18,146,28
68,69,69,Brendon Todd,108,19.15,188,36
