,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
86,87,87,Woody Austin,63,7.08,418,59
87,88,88,Retief Goosen,94,7.07,636,90
88,89,89,Martin Kaymer,65,7.06,452,64
89,T90,T90,Paul Casey,56,7.05,395,56
90,T90,T90,Brice Garnett,92,7.05,620,88
91,T90,T90,Robert Garrigus,80,7.05,564,80
92,T90,T90,David Lingmerth,80,7.05,536,76
93,T94,T94,Jim Furyk,84,7.04,563,80
94,T94,T94,D.H. Lee,54,7.04,352,50
95,T94,T94,Danny Lee,84,7.04,563,80
96,T94,T94,Geoff Ogilvy,84,7.04,563,80
97,T98,T98,Ben Curtis,77,7.03,513,73
98,T98,T98,Rory Sabbatini,82,7.03,548,78
99,100,100,Ben Martin,80,7.01,561,80
100,T101,T101,Marc Leishman,81,7.0,560,80
101,T101,T101,Troy Merritt,62,7.0,434,62
102,T103,T103,Will MacKenzie,82,6.99,573,82
103,T103,T103,Bubba Watson,76,6.99,510,73
104,T105,T105,David Hearn,97,6.98,677,97
105,T105,T105,Kevin Kisner,85,6.98,593,85
106,T107,T107,Kevin Chappell,100,6.97,669,96
107,T107,T107,Shawn Stefani,60,6.97,418,60
108,109,109,Ryan Moore,86,6.95,584,84
109,110,110,Brendon de Jonge,109,6.93,755,109
110,T111,T111,Jason Bohn,81,6.9,559,81
111,T111,T111,Gary Woodland,93,6.9,635,92
112,T113,T113,Jonathan Byrd,76,6.89,496,72
113,T113,T113,David Toms,64,6.89,427,62
114,115,115,Bill Haas,107,6.87,721,105
115,T116,T116,Roberto Castro,76,6.85,507,74
116,T116,T116,Billy Hurley III,86,6.85,589,86
117,T116,T116,Hunter Mahan,88,6.85,582,85
118,T116,T116,Daniel Summerhays,98,6.85,671,98
119,T120,T120,John Huh,87,6.84,568,83
120,T120,T120,Russell Knox,92,6.84,629,92
121,T122,T122,Charles Howell III,106,6.82,723,106
122,T122,T122,"Ted Potter, Jr.",68,6.82,464,68
123,T122,T122,Cameron Tringale,111,6.82,757,111
124,T125,T125,Martin Flores,85,6.81,579,85
125,T125,T125,Spencer Levin,59,6.81,402,59
126,T125,T125,John Senden,99,6.81,674,99
127,T128,T128,Harris English,95,6.8,626,92
128,T128,T128,Jamie Lovemark,64,6.8,408,60
129,130,130,Ángel Cabrera,69,6.78,468,69
130,T131,T131,Briny Baird,50,6.76,338,50
131,T131,T131,Nick Watney,80,6.76,507,75
132,T133,T133,Davis Love III,74,6.75,486,72
133,T133,T133,Vijay Singh,83,6.75,560,83
134,135,135,Stewart Cink,91,6.74,613,91
135,136,136,Heath Slocum,71,6.72,464,69
136,137,137,Carl Pettersson,91,6.7,610,91
137,138,138,Troy Matteson,62,6.69,388,58
138,T139,T139,Ken Duke,80,6.67,520,78
139,T139,T139,Louis Oosthuizen,50,6.67,307,46
140,T141,T141,Michael Putnam,106,6.66,679,102
141,T141,T141,Scott Stallings,77,6.66,506,76
142,T141,T141,Johnson Wagner,69,6.66,433,65
143,144,144,Jeff Maggert,54,6.65,359,54
144,T145,T145,Robert Allenby,83,6.63,537,81
145,T145,T145,Charlie Beljan,76,6.63,477,72
146,T145,T145,D.A. Points,75,6.63,484,73
147,148,148,Bud Cauley,56,6.61,370,56
148,149,149,Bo Van Pelt,83,6.59,547,83
149,150,150,Graham DeLaet,80,6.58,520,79
150,151,151,Josh Teater,90,6.56,577,88
151,152,152,James Hahn,82,6.55,524,80
152,T153,T153,Jason Dufner,57,6.52,352,54
153,T153,T153,Mark Wilson,69,6.52,424,65
154,155,155,Derek Ernst,80,6.46,491,76
155,156,156,Trevor Immelman,84,6.44,515,80
156,T157,T157,Henrik Stenson,56,6.43,347,54
157,T157,T157,Andrew Svoboda,77,6.43,495,77
158,159,159,Jim Renner,61,6.42,379,59
159,160,160,Jhonattan Vegas,77,6.4,480,75
160,T161,T161,Jim Herman,62,6.38,370,58
161,T161,T161,John Peterson,62,6.38,383,60
162,163,163,Willy Wilcox,51,6.37,312,49
163,164,164,Billy Horschel,92,6.34,571,90
164,165,165,Kevin Stadler,90,6.31,562,89
165,166,166,Nicholas Thompson,85,6.27,508,81
166,167,167,Martin Laird,66,6.26,388,62
167,168,168,Kevin Tway,64,6.25,375,60
168,169,169,Justin Hicks,103,6.24,618,99
169,170,170,John Merrick,87,6.18,513,83
170,171,171,Kyle Stanley,87,6.17,512,83
171,172,172,John Rollins,84,6.14,491,80
172,173,173,Hudson Swafford,75,6.07,431,71
173,174,174,Chad Campbell,57,6.04,320,53
174,175,175,Lucas Glover,68,6.03,398,66
175,176,176,J.J. Henry,91,5.94,517,87
176,177,177,Boo Weekley,73,5.78,416,72
