,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
32,T33,T33,K.J. Choi,80,100.31,962,36,929
33,T33,T33,Billy Horschel,92,100.31,964,31,936
34,T33,T33,George McNeill,79,100.31,976,35,944
35,T36,T36,Brendan Steele,89,100.3,1013,38,978
36,T36,T36,Chris Stroud,88,100.3,1015,33,985
37,38,38,Patrick Reed,92,100.29,1045,29,1019
38,39,39,Matt Kuchar,91,100.28,1079,42,1040
39,T40,T40,Stuart Appleby,92,100.26,1150,39,1114
40,T40,T40,J.J. Henry,91,100.26,1155,27,1131
41,T40,T40,Scott Langley,95,100.26,1149,39,1113
42,43,43,Troy Merritt,62,100.25,794,25,771
43,T44,T44,Ben Curtis,77,100.22,897,29,870
44,T44,T44,Brian Gay,81,100.22,906,32,876
45,46,46,Keegan Bradley,89,100.21,949,28,923
46,47,47,Bronson La'Cassie,51,100.19,519,14,506
47,T48,T48,Chad Collins,78,100.12,853,25,829
48,T48,T48,Johnson Wagner,69,100.12,845,24,822
49,T50,T50,Brandt Snedeker,89,100.11,932,30,903
50,T50,T50,Y.E. Yang,79,100.11,894,28,867
51,52,52,Jason Bohn,81,100.1,1037,25,1013
52,T53,T53,Jonas Blixt,64,100.0,617,18,599
53,T53,T53,Tim Clark,75,100.0,885,28,857
54,T53,T53,Erik Compton,88,100.0,1044,32,1012
55,T53,T53,Luke Guthrie,85,100.0,1076,44,1032
56,T53,T53,Billy Hurley III,86,100.0,1031,33,998
57,T53,T53,David Lingmerth,80,100.0,954,20,934
58,T53,T53,William McGirt,96,100.0,1193,32,1161
59,T53,T53,Bryce Molder,77,100.0,924,25,899
60,T53,T53,Ryan Moore,86,100.0,879,32,847
61,T53,T53,Ryan Palmer,85,100.0,934,28,906
62,T53,T53,Andrew Svoboda,77,100.0,934,28,906
63,T53,T53,Willy Wilcox,51,100.0,568,14,554
64,65,65,Justin Hicks,103,99.92,1291,42,1248
65,66,66,Will MacKenzie,82,99.9,1051,36,1014
66,67,67,Bo Van Pelt,83,99.89,944,30,913
67,68,68,Aaron Baddeley,74,99.88,821,27,793
68,69,69,Jim Herman,62,99.86,696,20,675
69,70,70,Briny Baird,50,99.85,669,22,646
70,71,71,Marc Leishman,81,99.8,991,27,962
71,72,72,Jerry Kelly,80,99.78,928,29,897
72,73,73,Matt Every,85,99.77,880,28,850
73,74,74,Michael Thompson,74,99.76,828,34,792
74,T75,T75,James Hahn,82,99.72,1086,28,1055
75,T75,T75,Troy Matteson,62,99.72,708,17,689
76,77,77,Andrew Loupe,65,99.71,690,21,667
77,T78,T78,Rickie Fowler,91,99.66,876,26,847
78,T78,T78,Ben Martin,80,99.66,880,20,857
79,80,80,Ángel Cabrera,69,99.65,866,27,836
80,81,81,Ben Crane,81,99.64,1097,29,1064
81,82,82,Harris English,95,99.62,1051,25,1022
82,83,83,David Toms,64,99.61,764,25,736
83,84,84,Sean O'Hair,77,99.58,950,20,926
84,85,85,Josh Teater,90,99.55,1100,26,1069
85,86,86,Kevin Streelman,79,99.54,864,29,831
86,87,87,Pat Perez,84,99.53,1071,36,1030
87,88,88,Tim Wilkinson,86,99.5,1002,30,967
88,89,89,Dustin Johnson,58,99.49,594,19,572
89,T90,T90,Brendon de Jonge,109,99.47,1333,38,1288
90,T90,T90,Justin Rose,70,99.47,751,24,723
91,92,92,Spencer Levin,59,99.45,728,18,706
92,93,93,Stewart Cink,91,99.44,1070,36,1028
93,94,94,Charles Howell III,106,99.42,1387,42,1337
94,95,95,Woody Austin,63,99.38,810,23,782
95,96,96,Jordan Spieth,102,99.37,1104,32,1065
96,T97,T97,Camilo Villegas,95,99.34,1207,46,1153
97,T97,T97,Mike Weir,69,99.34,760,15,740
98,99,99,Ian Poulter,57,99.33,593,19,570
99,100,100,Andres Romero,81,99.31,1011,32,972
100,T101,T101,Tommy Gainey,73,99.3,856,18,832
101,T101,T101,John Huh,87,99.3,1006,29,970
102,103,103,Matt Jones,83,99.29,842,32,804
103,104,104,Bubba Watson,76,99.26,808,16,786
104,T105,T105,Bill Haas,107,99.25,1195,31,1155
105,T105,T105,Charley Hoffman,93,99.25,1069,29,1032
106,T107,T107,Sangmoon Bae,76,99.23,905,33,865
107,T107,T107,Brian Stuard,91,99.23,1043,27,1008
108,T109,T109,Robert Garrigus,80,99.22,1023,29,986
109,T109,T109,Heath Slocum,71,99.22,894,30,857
110,111,111,Jason Kokrak,65,99.19,862,22,833
111,112,112,Seung-Yul Noh,92,99.17,1083,43,1031
112,113,113,Martin Kaymer,65,99.13,690,20,664
113,114,114,Brad Fritsch,50,99.12,569,15,549
114,115,115,Carl Pettersson,91,99.11,1240,30,1199
115,116,116,Charlie Beljan,76,99.08,974,32,933
116,117,117,Mark Wilson,69,99.07,856,22,826
117,T118,T118,James Driscoll,71,99.05,844,23,813
118,T118,T118,Shawn Stefani,60,99.05,845,28,809
119,120,120,Tyrone Van Aswegen,79,99.03,929,17,903
120,121,121,Kevin Tway,64,99.01,704,21,676
121,T122,T122,Bud Cauley,56,99.0,697,19,671
122,T122,T122,Brice Garnett,92,99.0,1098,21,1066
123,T122,T122,Cameron Tringale,111,99.0,1400,29,1357
124,125,125,"Ted Potter, Jr.",68,98.95,861,23,829
125,T126,T126,Ernie Els,85,98.92,923,27,886
126,T126,T126,Henrik Stenson,56,98.92,553,20,527
127,T128,T128,Martin Laird,66,98.88,805,18,778
128,T128,T128,John Rollins,84,98.88,986,25,950
129,130,130,Ricky Barnes,92,98.86,1136,40,1083
130,T131,T131,Chad Campbell,57,98.84,687,25,654
131,T131,T131,Charlie Wi,72,98.84,949,29,909
132,T133,T133,Brian Davis,93,98.77,1142,33,1095
133,T133,T133,D.H. Lee,54,98.77,650,17,625
134,135,135,Phil Mickelson,71,98.71,700,24,667
135,T136,T136,Jim Renner,61,98.7,772,23,739
136,T136,T136,Robert Streb,75,98.7,924,33,879
137,T136,T136,Hudson Swafford,75,98.7,847,21,815
138,139,139,Derek Ernst,80,98.69,918,19,887
139,140,140,Kevin Stadler,90,98.67,979,25,941
140,T141,T141,Chesson Hadley,84,98.64,1027,28,985
141,T141,T141,Nick Watney,80,98.64,806,25,770
142,143,143,Trevor Immelman,84,98.51,1010,29,966
143,144,144,Martin Flores,85,98.48,986,27,944
144,145,145,Wes Roach,67,98.47,718,20,687
145,146,146,Kevin Chappell,100,98.43,1274,35,1219
146,147,147,D.A. Points,75,98.4,811,24,774
147,148,148,Paul Casey,56,98.38,617,21,586
148,149,149,Charl Schwartzel,64,98.33,779,21,745
149,T150,T150,Russell Knox,92,98.25,1200,27,1152
150,T150,T150,Michael Putnam,106,98.25,1372,25,1323
151,152,152,Scott Stallings,77,98.24,910,16,878
152,153,153,Jeff Maggert,54,97.99,648,14,621
153,T154,T154,Robert Allenby,83,97.94,1021,23,977
154,T154,T154,Ryo Ishikawa,75,97.94,872,20,834
155,156,156,J.B. Holmes,86,97.87,1125,26,1075
156,157,157,Rory Sabbatini,82,97.86,936,28,888
157,158,158,Vijay Singh,83,97.84,1155,39,1091
158,159,159,Gonzalo Fernandez-Castaño,83,97.8,1001,24,955
159,160,160,Lee Westwood,57,97.72,613,21,578
160,161,161,Hideki Matsuyama,82,97.71,917,21,875
161,T162,T162,John Merrick,87,97.69,1084,36,1023
162,T162,T162,John Peterson,62,97.69,821,10,792
163,164,164,Steven Bowditch,93,97.68,1162,30,1105
164,165,165,Boo Weekley,73,97.57,863,17,825
165,166,166,Jonathan Byrd,76,97.52,968,14,930
166,167,167,Geoff Ogilvy,84,97.5,1080,34,1019
167,168,168,Davis Love III,74,97.44,939,26,889
168,169,169,Ken Duke,80,97.41,965,23,917
169,170,170,Louis Oosthuizen,50,96.83,442,12,416
170,T171,T171,Roberto Castro,76,96.47,877,22,824
171,T171,T171,Nicholas Thompson,85,96.47,1048,21,990
172,173,173,Kyle Stanley,87,96.36,1099,21,1038
173,174,174,Jhonattan Vegas,77,96.13,956,20,899
174,175,175,Jamie Lovemark,64,96.03,706,13,665
175,176,176,Jason Dufner,57,95.32,641,15,596
176,177,177,Lucas Glover,68,94.2,759,23,692
