,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Graeme McDowell,66,"12' 3""",1827.0,149
1,2,2,Kevin Tway,64,"12' 2""",1439.1670000000001,118
2,3,3,Daniel Summerhays,98,"12' 1""",3338.75,276
3,T4,T4,Matt Every,85,"12' 0""",2508.833,209
4,T4,T4,Freddie Jacobson,91,"12' 0""",3005.583,250
5,6,6,D.H. Lee,54,"11' 11""",1378.75,116
6,7,7,Danny Lee,84,"11' 10""",2421.0,204
7,T8,T8,Charlie Beljan,76,"11' 8""",2249.75,193
8,T8,T8,Ben Curtis,77,"11' 8""",2120.417,182
9,T10,T10,Matt Kuchar,91,"11' 7""",3041.167,262
10,T10,T10,Henrik Stenson,56,"11' 7""",1493.0829999999999,129
11,T12,T12,Greg Chalmers,85,"11' 6""",2613.083,228
12,T12,T12,Sergio Garcia,61,"11' 6""",1596.6670000000001,139
13,T12,T12,Brian Gay,81,"11' 6""",2004.8329999999999,174
14,T12,T12,Rory Sabbatini,82,"11' 6""",2266.667,197
15,T16,T16,Graham DeLaet,80,"11' 5""",2396.75,210
16,T16,T16,Shawn Stefani,60,"11' 5""",1944.25,170
17,T16,T16,Michael Thompson,74,"11' 5""",2244.917,196
18,T16,T16,Brendon Todd,108,"11' 5""",3322.0,291
19,T20,T20,Stuart Appleby,92,"11' 4""",3028.5,268
20,T20,T20,Trevor Immelman,84,"11' 4""",2095.917,185
21,T20,T20,Heath Slocum,71,"11' 4""",2094.0,185
22,T23,T23,K.J. Choi,80,"11' 3""",2309.5,206
23,T23,T23,Matt Jones,83,"11' 3""",2069.667,184
24,T23,T23,Troy Merritt,62,"11' 3""",2006.75,179
25,T23,T23,John Senden,99,"11' 3""",2815.583,250
26,T23,T23,Robert Streb,75,"11' 3""",2293.333,204
27,T23,T23,Camilo Villegas,95,"11' 3""",3083.75,275
28,T23,T23,Johnson Wagner,69,"11' 3""",1591.9170000000001,142
29,T30,T30,Ricky Barnes,92,"11' 2""",2722.75,244
30,T30,T30,Ben Crane,81,"11' 2""",2514.917,226
31,T30,T30,Luke Donald,57,"11' 2""",1582.75,142
32,T33,T33,Scott Brown,100,"11' 1""",2912.583,262
33,T33,T33,Ernie Els,85,"11' 1""",2112.0,191
34,T33,T33,Brian Harman,111,"11' 1""",3466.5,313
35,T33,T33,J.J. Henry,91,"11' 1""",2212.167,200
36,T33,T33,Martin Kaymer,65,"11' 1""",1580.5,143
37,T33,T33,John Merrick,87,"11' 1""",2324.5,210
38,T39,T39,Chad Campbell,57,"11' 0""",1454.0829999999999,132
39,T39,T39,Roberto Castro,76,"11' 0""",1745.6670000000001,159
40,T39,T39,Russell Henley,92,"11' 0""",2627.5,238
41,T39,T39,Ryan Moore,86,"11' 0""",2235.417,203
42,T39,T39,Vijay Singh,83,"11' 0""",2346.75,214
43,T39,T39,Brandt Snedeker,89,"11' 0""",2284.417,207
44,T39,T39,David Toms,64,"11' 0""",1896.0829999999999,172
45,T39,T39,Bo Van Pelt,83,"11' 0""",2189.417,199
46,T39,T39,Y.E. Yang,79,"11' 0""",1914.1670000000001,174
47,T48,T48,Stewart Cink,91,"10' 11""",2361.0,217
48,T48,T48,Chad Collins,78,"10' 11""",1806.0829999999999,165
49,T48,T48,Morgan Hoffmann,103,"10' 11""",3083.667,282
50,T48,T48,John Huh,87,"10' 11""",2094.833,192
51,T48,T48,Will MacKenzie,82,"10' 11""",2386.167,219
52,T48,T48,Kevin Na,94,"10' 11""",2730.25,250
53,T48,T48,Ian Poulter,57,"10' 11""",1423.3329999999999,130
54,T48,T48,Brendan Steele,89,"10' 11""",2460.667,226
55,T56,T56,Sangmoon Bae,76,"10' 10""",2357.583,217
56,T56,T56,Paul Casey,56,"10' 10""",1656.9170000000001,153
57,T56,T56,Bud Cauley,56,"10' 10""",1444.3329999999999,133
58,T56,T56,Retief Goosen,94,"10' 10""",2515.833,232
59,T56,T56,Justin Hicks,103,"10' 10""",2922.167,269
60,T56,T56,Charles Howell III,106,"10' 10""",3129.667,288
61,T56,T56,Billy Hurley III,86,"10' 10""",2262.75,209
62,T56,T56,Zach Johnson,97,"10' 10""",2958.167,274
63,T56,T56,Davis Love III,74,"10' 10""",1900.9170000000001,176
64,T56,T56,George McNeill,79,"10' 10""",2537.25,235
65,T56,T56,Charlie Wi,72,"10' 10""",1857.25,172
66,T67,T67,Aaron Baddeley,74,"10' 9""",1961.9170000000001,182
67,T67,T67,Keegan Bradley,89,"10' 9""",2231.0,207
68,T67,T67,Jim Furyk,84,"10' 9""",2124.75,197
69,T67,T67,Chris Kirk,105,"10' 9""",3021.583,280
70,T67,T67,Justin Leonard,75,"10' 9""",1820.5829999999999,170
71,T67,T67,Seung-Yul Noh,92,"10' 9""",2565.167,238
72,T67,T67,Jeff Overton,80,"10' 9""",2222.583,207
73,T67,T67,Andrew Svoboda,77,"10' 9""",2076.083,193
74,T75,T75,Hunter Mahan,88,"10' 8""",2405.333,226
75,T75,T75,Justin Rose,70,"10' 8""",1787.4170000000001,167
76,T77,T77,Jonas Blixt,64,"10' 7""",1308.25,124
77,T77,T77,Erik Compton,88,"10' 7""",2252.75,213
78,T77,T77,Brendon de Jonge,109,"10' 7""",2776.75,262
79,T77,T77,Lucas Glover,68,"10' 7""",1312.25,124
80,T77,T77,Luke Guthrie,85,"10' 7""",2655.75,250
81,T77,T77,Jim Herman,62,"10' 7""",1365.25,129
82,T77,T77,Brooks Koepka,56,"10' 7""",1513.1670000000001,143
83,T77,T77,Scott Langley,95,"10' 7""",2676.167,253
84,T77,T77,Spencer Levin,59,"10' 7""",1428.5829999999999,135
85,T77,T77,Jeff Maggert,54,"10' 7""",1239.0,117
86,T77,T77,Rory McIlroy,66,"10' 7""",2127.5,201
87,T77,T77,D.A. Points,75,"10' 7""",1566.9170000000001,148
88,T77,T77,Chris Stroud,88,"10' 7""",2529.083,239
89,T77,T77,Lee Westwood,57,"10' 7""",1543.5,146
90,T77,T77,Mark Wilson,69,"10' 7""",1469.1670000000001,139
91,T92,T92,Jason Bohn,81,"10' 6""",2220.25,212
92,T92,T92,James Driscoll,71,"10' 6""",1643.1670000000001,157
93,T92,T92,James Hahn,82,"10' 6""",2064.75,196
94,T92,T92,Jerry Kelly,80,"10' 6""",2270.0,216
95,T92,T92,Kevin Kisner,85,"10' 6""",2263.417,216
96,T92,T92,Marc Leishman,81,"10' 6""",2207.083,211
97,T92,T92,Bryce Molder,77,"10' 6""",1870.6670000000001,178
98,T92,T92,Geoff Ogilvy,84,"10' 6""",2293.5,218
99,T92,T92,"Ted Potter, Jr.",68,"10' 6""",1650.75,157
100,T92,T92,John Rollins,84,"10' 6""",1789.1670000000001,170
101,T92,T92,Andres Romero,81,"10' 6""",2337.25,222
102,T92,T92,Adam Scott,68,"10' 6""",2225.833,212
103,T104,T104,Brian Davis,93,"10' 5""",2525.667,242
104,T104,T104,Billy Horschel,92,"10' 5""",2181.417,209
105,T104,T104,Jason Kokrak,65,"10' 5""",2017.0,194
106,T104,T104,Richard Lee,80,"10' 5""",1711.9170000000001,164
107,T104,T104,Ben Martin,80,"10' 5""",1996.0,191
108,T104,T104,Louis Oosthuizen,50,"10' 5""",949.25,91
109,T104,T104,Carl Pettersson,91,"10' 5""",2597.75,250
110,T111,T111,Robert Allenby,83,"10' 4""",2081.167,202
111,T111,T111,Ángel Cabrera,69,"10' 4""",2005.3329999999999,194
112,T111,T111,David Hearn,97,"10' 4""",2697.333,262
113,T111,T111,Sean O'Hair,77,"10' 4""",1856.9170000000001,180
114,T111,T111,Pat Perez,84,"10' 4""",2293.0,222
115,T111,T111,Jim Renner,61,"10' 4""",1511.3329999999999,146
116,T111,T111,Kevin Streelman,79,"10' 4""",2131.5,207
117,T111,T111,Brian Stuard,91,"10' 4""",2429.667,235
118,T111,T111,Hudson Swafford,75,"10' 4""",1647.8329999999999,160
119,T111,T111,Josh Teater,90,"10' 4""",2003.0829999999999,194
120,T111,T111,Nicholas Thompson,85,"10' 4""",1949.1670000000001,188
121,T111,T111,Tim Wilkinson,86,"10' 4""",2146.0,207
122,T123,T123,Robert Garrigus,80,"10' 3""",2299.25,225
123,T123,T123,Bill Haas,107,"10' 3""",2689.917,262
124,T123,T123,Dustin Johnson,58,"10' 3""",1463.25,143
125,T123,T123,Bronson La'Cassie,51,"10' 3""",924.6669999999999,90
126,T123,T123,William McGirt,96,"10' 3""",2620.417,256
127,T123,T123,Webb Simpson,87,"10' 3""",2595.75,253
128,T123,T123,Jordan Spieth,102,"10' 3""",2802.417,274
129,T123,T123,Kevin Stadler,90,"10' 3""",2015.6670000000001,197
130,T123,T123,Jhonattan Vegas,77,"10' 3""",1805.25,176
131,T132,T132,Woody Austin,63,"10' 2""",1598.5829999999999,157
132,T132,T132,Kevin Chappell,100,"10' 2""",2978.583,294
133,T132,T132,Harris English,95,"10' 2""",2350.667,232
134,T132,T132,Charley Hoffman,93,"10' 2""",2602.5,257
135,T132,T132,Ryo Ishikawa,75,"10' 2""",2116.5,208
136,T132,T132,Russell Knox,92,"10' 2""",2541.667,250
137,T132,T132,Willy Wilcox,51,"10' 2""",1121.083,110
138,T139,T139,Jonathan Byrd,76,"10' 1""",1862.1670000000001,184
139,T139,T139,Tim Clark,75,"10' 1""",2051.917,203
140,T139,T139,Brad Fritsch,50,"10' 1""",1143.583,113
141,T139,T139,Martin Laird,66,"10' 1""",1461.0,145
142,T139,T139,Charl Schwartzel,64,"10' 1""",1866.5,185
143,T139,T139,Boo Weekley,73,"10' 1""",1447.5829999999999,144
144,T145,T145,Briny Baird,50,"10' 0""",1182.0,118
145,T145,T145,Gonzalo Fernandez-Castaño,83,"10' 0""",2037.0,204
146,T145,T145,Martin Flores,85,"10' 0""",2042.5,205
147,T145,T145,Chesson Hadley,84,"10' 0""",2253.917,225
148,T145,T145,Troy Matteson,62,"10' 0""",1286.75,129
149,T145,T145,Phil Mickelson,71,"10' 0""",1648.5829999999999,165
150,T145,T145,Ryan Palmer,85,"10' 0""",2437.5,243
151,T145,T145,Wes Roach,67,"10' 0""",1623.5829999999999,162
152,T145,T145,Nick Watney,80,"10' 0""",1775.25,177
153,T154,T154,Derek Ernst,80,"9' 11""",1602.75,162
154,T154,T154,Scott Stallings,77,"9' 11""",1701.3329999999999,172
155,T156,T156,Steven Bowditch,93,"9' 10""",2305.75,235
156,T156,T156,Jason Dufner,57,"9' 10""",1315.8329999999999,134
