,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Brendon Todd,0.77,4,522
1,2,2,Jason Day,0.85,2,234
2,3,3,Jerry Kelly,1.01,4,396
3,4,4,Rory McIlroy,1.04,3,288
4,5,5,Bryce Molder,1.21,5,414
5,6,6,D.H. Lee,1.31,4,306
6,7,7,Dustin Johnson,1.48,4,270
7,8,8,Jordan Spieth,1.5,7,468
8,9,9,Woody Austin,1.59,6,378
9,10,10,J.B. Holmes,1.62,7,432
10,T11,T11,Charl Schwartzel,1.63,5,306
11,T11,T11,Adam Scott,1.63,5,306
12,13,13,Spencer Levin,1.67,6,360
13,14,14,Jonathan Byrd,1.69,7,414
14,15,15,Russell Henley,1.72,9,522
15,T16,T16,Brian Harman,1.74,10,576
16,T16,T16,Ian Poulter,1.74,5,288
17,18,18,Justin Leonard,1.77,7,396
18,19,19,Matt Every,1.78,8,450
19,T20,T20,Kevin Chappell,1.85,9,486
20,T20,T20,Erik Compton,1.85,9,486
21,T20,T20,Pat Perez,1.85,8,432
22,T23,T23,Ben Curtis,1.93,8,414
23,T23,T23,Ryan Moore,1.93,8,414
24,25,25,David Hearn,1.98,10,504
25,T26,T26,Jason Bohn,2.0,9,450
26,T26,T26,Greg Chalmers,2.0,9,450
27,T26,T26,Chris Stroud,2.0,9,450
28,29,29,Jason Kokrak,2.05,7,342
29,T30,T30,Chad Collins,2.06,10,486
30,T30,T30,John Rollins,2.06,10,486
31,T32,T32,Briny Baird,2.08,6,288
32,T32,T32,Ben Crane,2.08,9,432
33,T32,T32,Hunter Mahan,2.08,9,432
34,T35,T35,Freddie Jacobson,2.14,10,468
35,T35,T35,Jimmy Walker,2.14,10,468
36,37,37,Johnson Wagner,2.17,9,414
37,38,38,Brian Stuard,2.18,11,504
38,T39,T39,Retief Goosen,2.22,10,450
39,T39,T39,Zach Johnson,2.22,10,450
40,T39,T39,David Lingmerth,2.22,10,450
41,T42,T42,John Senden,2.26,11,486
42,T42,T42,Daniel Summerhays,2.26,11,486
43,44,44,Shawn Stefani,2.29,7,306
44,T45,T45,James Driscoll,2.31,10,432
45,T45,T45,Andres Romero,2.31,10,432
46,T45,T45,Tyrone Van Aswegen,2.31,10,432
47,T45,T45,Tim Wilkinson,2.31,10,432
48,T49,T49,Brendon de Jonge,2.33,13,558
49,T49,T49,Morgan Hoffmann,2.33,13,558
50,51,51,Bubba Watson,2.34,8,342
51,52,52,J.J. Henry,2.35,11,468
52,T53,T53,Brian Davis,2.38,12,504
53,T53,T53,Scott Langley,2.38,12,504
54,T55,T55,Matt Kuchar,2.42,10,414
55,T55,T55,Kevin Streelman,2.42,10,414
56,T57,T57,Paul Casey,2.43,7,288
57,T57,T57,Brad Fritsch,2.43,7,288
58,T59,T59,Keegan Bradley,2.44,11,450
59,T59,T59,Richard Lee,2.44,11,450
60,T61,T61,Will MacKenzie,2.47,12,486
61,T61,T61,Kevin Na,2.47,12,486
62,T61,T61,Justin Rose,2.47,8,324
63,T61,T61,Josh Teater,2.47,12,486
64,T61,T61,Y.E. Yang,2.47,12,486
65,66,66,William McGirt,2.49,13,522
66,67,67,Jonas Blixt,2.5,9,360
67,T68,T68,Jeff Overton,2.53,10,396
68,T68,T68,Michael Thompson,2.53,10,396
69,T70,T70,Ken Duke,2.55,11,432
70,T70,T70,Ryo Ishikawa,2.55,11,432
71,T72,T72,Kevin Kisner,2.56,12,468
72,T72,T72,Seung-Yul Noh,2.56,12,468
73,74,74,Camilo Villegas,2.58,13,504
74,75,75,Bronson La'Cassie,2.61,8,306
75,T76,T76,Aaron Baddeley,2.66,11,414
76,T76,T76,K.J. Choi,2.66,11,414
77,T76,T76,Graham DeLaet,2.66,11,414
78,T76,T76,Marc Leishman,2.66,11,414
79,T76,T76,Mike Weir,2.66,11,414
80,T81,T81,Ricky Barnes,2.67,12,450
81,T81,T81,Rickie Fowler,2.67,12,450
82,T81,T81,John Huh,2.67,13,486
83,T81,T81,Sean O'Hair,2.67,12,450
84,T85,T85,Stuart Appleby,2.78,13,468
85,T85,T85,Bud Cauley,2.78,9,324
86,T85,T85,Luke Donald,2.78,8,288
87,T85,T85,Billy Horschel,2.78,13,468
88,T85,T85,Ben Martin,2.78,13,468
89,T85,T85,Brandt Snedeker,2.78,12,432
90,T85,T85,Charlie Wi,2.78,12,432
91,T92,T92,Justin Hicks,2.87,15,522
92,T92,T92,Cameron Tringale,2.87,16,558
93,94,94,Chris Kirk,2.88,14,486
94,95,95,Lucas Glover,2.89,13,450
95,T96,T96,John Merrick,2.9,12,414
96,T96,T96,Ryan Palmer,2.9,12,414
97,T98,T98,Jamie Lovemark,2.92,10,342
98,T98,T98,David Toms,2.92,10,342
99,100,100,Scott Brown,2.96,16,540
100,T101,T101,Luke Guthrie,2.99,14,468
101,T101,T101,Billy Hurley III,2.99,14,468
102,T101,T101,Russell Knox,2.99,14,468
103,104,104,Gary Woodland,3.01,13,432
104,105,105,Troy Merritt,3.06,11,360
105,T106,T106,Stewart Cink,3.11,14,450
106,T106,T106,Matt Jones,3.11,14,450
107,T108,T108,George McNeill,3.14,13,414
108,T108,T108,John Peterson,3.14,13,414
109,T108,T108,Nick Watney,3.14,13,414
110,111,111,Henrik Stenson,3.17,8,252
111,T112,T112,Roberto Castro,3.21,15,468
112,T112,T112,Bill Haas,3.21,15,468
113,T112,T112,James Hahn,3.21,15,468
114,T112,T112,Patrick Reed,3.21,15,468
115,116,116,Jim Herman,3.22,11,342
116,T117,T117,Tim Clark,3.24,14,432
117,T117,T117,Kevin Stadler,3.24,14,432
118,T119,T119,Charley Hoffman,3.33,15,450
119,T119,T119,Robert Streb,3.33,12,360
120,T121,T121,Robert Allenby,3.37,17,504
121,T121,T121,Carl Pettersson,3.37,17,504
122,123,123,Martin Kaymer,3.4,11,324
123,T124,T124,Wes Roach,3.44,13,378
124,T124,T124,Boo Weekley,3.44,13,378
