,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Justin Leonard,26.87,403,15
1,T2,T2,Dustin Johnson,27.38,356,13
2,T2,T2,Mike Weir,27.38,219,8
3,4,4,Stuart Appleby,27.59,469,17
4,5,5,Richard Lee,27.69,360,13
5,6,6,Graeme McDowell,27.73,416,15
6,7,7,Ernie Els,27.75,444,16
7,8,8,Brooks Koepka,27.92,335,12
8,9,9,Jeff Overton,27.93,419,15
9,10,10,Jordan Spieth,28.0,644,23
10,11,11,Brian Davis,28.06,505,18
11,12,12,Ian Poulter,28.08,337,12
12,13,13,Greg Chalmers,28.14,394,14
13,14,14,Ken Duke,28.15,366,13
14,T15,T15,Matt Jones,28.19,451,16
15,T15,T15,Kevin Streelman,28.19,451,16
16,T17,T17,Sergio Garcia,28.21,395,14
17,T17,T17,Brian Gay,28.21,395,14
18,19,19,Ryo Ishikawa,28.23,367,13
19,20,20,Brendon Todd,28.24,706,25
20,21,21,Aaron Baddeley,28.25,339,12
21,22,22,Patrick Reed,28.28,509,18
22,23,23,Brad Fritsch,28.29,198,7
23,24,24,Brian Harman,28.3,651,23
24,25,25,Chris Stroud,28.33,510,18
25,26,26,Phil Mickelson,28.36,397,14
26,27,27,Harris English,28.37,539,19
27,28,28,Jason Kokrak,28.38,369,13
28,29,29,Webb Simpson,28.39,511,18
29,30,30,Wes Roach,28.4,284,10
30,T31,T31,Chad Collins,28.44,256,9
31,T31,T31,Freddie Jacobson,28.44,512,18
32,33,33,Kevin Na,28.45,569,20
33,T34,T34,Luke Guthrie,28.47,427,15
34,T34,T34,Brian Stuard,28.47,427,15
35,36,36,Charles Howell III,28.54,685,24
36,T37,T37,John Senden,28.55,628,22
37,T37,T37,David Toms,28.55,314,11
38,T37,T37,Jimmy Walker,28.55,628,22
39,T37,T37,Lee Westwood,28.55,314,11
40,T37,T37,Gary Woodland,28.55,628,22
41,42,42,Luke Donald,28.58,343,12
42,43,43,Rickie Fowler,28.59,486,17
43,44,44,Morgan Hoffmann,28.61,515,18
44,45,45,Ben Curtis,28.62,372,13
45,46,46,George McNeill,28.63,458,16
46,T47,T47,Tim Clark,28.64,315,11
47,T47,T47,Charl Schwartzel,28.64,401,14
48,T49,T49,Charley Hoffman,28.67,602,21
49,T49,T49,Andrew Loupe,28.67,258,9
50,51,51,Charlie Wi,28.7,287,10
51,52,52,Will MacKenzie,28.71,402,14
52,T53,T53,Roberto Castro,28.73,316,11
53,T53,T53,Scott Stallings,28.73,316,11
54,T55,T55,Paul Casey,28.75,345,12
55,T55,T55,Kevin Kisner,28.75,460,16
56,T55,T55,Danny Lee,28.75,345,12
57,T58,T58,Jerry Kelly,28.76,489,17
58,T58,T58,Matt Kuchar,28.76,604,21
59,T58,T58,Pat Perez,28.76,489,17
60,61,61,Scott Langley,28.78,518,18
61,62,62,Adam Scott,28.82,490,17
62,T63,T63,Robert Allenby,28.83,346,12
63,T63,T63,Scott Brown,28.83,519,18
64,T63,T63,Bronson La'Cassie,28.83,173,6
65,T66,T66,Keegan Bradley,28.84,548,19
66,T66,T66,Retief Goosen,28.84,548,19
67,68,68,Russell Knox,28.85,577,20
68,69,69,Robert Streb,28.87,433,15
69,T70,T70,K.J. Choi,28.88,462,16
70,T70,T70,Ben Crane,28.88,462,16
71,72,72,Hideki Matsuyama,28.89,520,18
72,73,73,Tommy Gainey,28.9,289,10
73,74,74,James Driscoll,28.91,318,11
74,T75,T75,Sangmoon Bae,28.92,376,13
75,T75,T75,Chesson Hadley,28.92,347,12
76,77,77,Justin Rose,28.94,463,16
77,78,78,Seung-Yul Noh,28.95,550,19
78,T79,T79,Bud Cauley,29.0,261,9
79,T79,T79,Chris Kirk,29.0,725,25
80,T79,T79,Ben Martin,29.0,377,13
81,T79,T79,William McGirt,29.0,522,18
82,83,83,Zach Johnson,29.04,668,23
83,84,84,David Hearn,29.05,581,20
84,85,85,Bubba Watson,29.06,494,17
85,T86,T86,Jason Bohn,29.07,436,15
86,T86,T86,Andrew Svoboda,29.07,407,14
87,T86,T86,Tyrone Van Aswegen,29.07,407,14
88,89,89,Geoff Ogilvy,29.08,378,13
89,90,90,"Ted Potter, Jr.",29.11,262,9
90,91,91,Carl Pettersson,29.12,495,17
91,92,92,Daniel Summerhays,29.14,641,22
92,T93,T93,James Hahn,29.15,379,13
93,T93,T93,John Huh,29.15,379,13
94,T95,T95,J.B. Holmes,29.16,554,19
95,T95,T95,Brandt Snedeker,29.16,554,19
96,97,97,Hunter Mahan,29.17,525,18
97,T98,T98,Gonzalo Fernandez-Castaño,29.18,496,17
98,T98,T98,Russell Henley,29.18,496,17
99,T98,T98,Marc Leishman,29.18,496,17
100,101,101,Erik Compton,29.19,467,16
101,T102,T102,Robert Garrigus,29.2,438,15
102,T102,T102,Michael Thompson,29.2,438,15
103,104,104,Ryan Moore,29.21,555,19
104,105,105,David Lingmerth,29.23,380,13
105,106,106,Graham DeLaet,29.25,468,16
106,107,107,Andres Romero,29.29,410,14
107,108,108,Jonas Blixt,29.3,293,10
108,109,109,Henrik Stenson,29.31,381,13
109,110,110,Ángel Cabrera,29.33,352,12
110,111,111,Jonathan Byrd,29.38,382,13
111,112,112,Camilo Villegas,29.39,529,18
112,113,113,Jim Furyk,29.4,588,20
113,114,114,Rory Sabbatini,29.43,412,14
114,T115,T115,Steven Bowditch,29.44,471,16
115,T115,T115,Jamie Lovemark,29.44,265,9
116,T115,T115,Rory McIlroy,29.44,471,16
117,118,118,Charlie Beljan,29.45,324,11
118,T119,T119,Bryce Molder,29.46,383,13
119,T119,T119,Sean O'Hair,29.46,383,13
120,121,121,Ricky Barnes,29.47,501,17
121,T122,T122,Jason Day,29.5,295,10
122,T122,T122,Bill Haas,29.5,767,26
123,T122,T122,Martin Kaymer,29.5,413,14
124,T122,T122,Martin Laird,29.5,354,12
125,T122,T122,Michael Putnam,29.5,649,22
126,T122,T122,Brendan Steele,29.5,472,16
127,128,128,Cameron Tringale,29.54,709,24
128,129,129,Tim Wilkinson,29.56,473,16
129,130,130,Davis Love III,29.57,414,14
130,T131,T131,Jason Dufner,29.58,355,12
131,T131,T131,Ryan Palmer,29.58,562,19
132,133,133,Brice Garnett,29.6,444,15
133,134,134,Kevin Chappell,29.62,622,21
134,T135,T135,Matt Every,29.63,474,16
135,T135,T135,Bo Van Pelt,29.63,474,16
136,T137,T137,D.H. Lee,29.67,178,6
137,T137,T137,Troy Matteson,29.67,178,6
138,T137,T137,Jim Renner,29.67,178,6
139,T137,T137,Johnson Wagner,29.67,267,9
140,T141,T141,Kyle Stanley,29.71,416,14
141,T141,T141,Boo Weekley,29.71,416,14
142,143,143,Kevin Stadler,29.75,595,20
143,144,144,Shawn Stefani,29.77,387,13
144,145,145,Derek Ernst,29.8,298,10
145,146,146,John Peterson,29.83,179,6
146,147,147,Nick Watney,29.85,388,13
