,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
135,T135,T135,Hudson Swafford,75,4.5,333,15
136,137,137,James Hahn,82,4.46,314,14
137,138,138,Chad Campbell,57,4.39,205,9
138,139,139,John Rollins,84,4.38,320,14
139,140,140,Richard Lee,80,4.33,254,11
140,141,141,Andrew Svoboda,77,4.32,324,14
141,142,142,Spencer Levin,59,4.29,210,9
142,143,143,Jason Kokrak,65,4.28,257,11
143,144,144,Scott Stallings,77,4.21,261,11
144,145,145,Pat Perez,84,4.2,333,14
145,146,146,Chesson Hadley,84,4.18,311,13
146,147,147,Billy Horschel,92,4.14,362,15
147,148,148,David Lingmerth,80,4.06,271,11
148,149,149,Cameron Tringale,111,4.04,446,18
149,150,150,Nick Watney,80,4.02,249,10
150,151,151,Jonas Blixt,64,4.0,175,7
151,152,152,Nicholas Thompson,85,3.98,327,13
152,153,153,Bubba Watson,76,3.93,229,9
153,154,154,William McGirt,96,3.91,358,14
154,155,155,Ben Martin,80,3.85,286,11
155,156,156,Jason Day,54,3.79,132,5
156,157,157,Andrew Loupe,65,3.77,212,8
157,158,158,Robert Allenby,83,3.75,320,12
158,159,159,Bryce Molder,77,3.7,270,10
159,160,160,Brice Garnett,92,3.65,356,13
160,161,161,Tyrone Van Aswegen,79,3.62,276,10
161,T162,T162,J.J. Henry,91,3.55,422,15
162,T162,T162,Mike Weir,69,3.55,197,7
163,164,164,Bronson La'Cassie,51,3.52,142,5
164,165,165,Martin Flores,85,3.5,314,11
165,166,166,Russell Knox,92,3.49,344,12
166,167,167,Patrick Reed,92,3.43,321,11
167,T168,T168,Jonathan Byrd,76,3.33,300,10
168,T168,T168,Derek Ernst,80,3.33,300,10
169,170,170,Martin Laird,66,3.25,277,9
170,171,171,Boo Weekley,73,3.17,252,8
171,172,172,Jamie Lovemark,64,2.75,218,6
172,T173,T173,Tommy Gainey,73,2.66,263,7
173,T173,T173,Kyle Stanley,87,2.66,301,8
174,175,175,Jhonattan Vegas,77,2.37,337,8
175,176,176,Michael Putnam,106,2.31,432,10
176,177,177,John Peterson,62,1.86,215,4
