,Total_1_Putts_-_15-20_RANK THIS WEEK,Total_1_Putts_-_15-20_RANK LAST WEEK,Total_1_Putts_-_15-20_PLAYER NAME,Total_1_Putts_-_15-20_ROUNDS,Total_1_Putts_-_15-20_TOTAL,Total_1_Putts_-_15-20_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_15-20_PCT OF ALL 1-PUTTS
0,T1,T1,Matt Every,85,46,503,9.1
1,T1,T1,Morgan Hoffmann,103,46,671,6.9
2,3,3,Matt Kuchar,91,42,558,7.5
3,4,4,Daniel Summerhays,98,38,608,6.3
4,T5,T5,Russell Knox,92,36,571,6.3
5,T5,T5,Andres Romero,81,36,529,6.8
6,T7,T7,Brendon de Jonge,109,35,634,5.5
7,T7,T7,Carl Pettersson,91,35,569,6.2
8,T7,T7,Jordan Spieth,102,35,659,5.3
9,T7,T7,Brendon Todd,108,35,697,5.0
10,T7,T7,Cameron Tringale,111,35,673,5.2
11,T12,T12,Robert Allenby,83,34,457,7.4
12,T12,T12,Ryo Ishikawa,75,34,461,7.4
13,14,14,Chris Kirk,105,33,659,5.0
14,T15,T15,Kevin Chappell,100,32,607,5.3
15,T15,T15,Brian Davis,93,32,614,5.2
16,T15,T15,J.B. Holmes,86,32,598,5.4
17,T15,T15,Charles Howell III,106,32,648,4.9
18,T15,T15,Zach Johnson,97,32,611,5.2
19,T15,T15,Chris Stroud,88,32,536,6.0
20,T15,T15,Brian Stuard,91,32,545,5.9
21,T15,T15,Camilo Villegas,95,32,600,5.3
22,T23,T23,Luke Guthrie,85,31,581,5.3
23,T23,T23,Brian Harman,111,31,724,4.3
24,T23,T23,Marc Leishman,81,31,480,6.5
25,T23,T23,Charl Schwartzel,64,31,410,7.6
26,T23,T23,Brandt Snedeker,89,31,492,6.3
27,T23,T23,Bubba Watson,76,31,396,7.8
28,T29,T29,Stuart Appleby,92,30,625,4.8
29,T29,T29,Greg Chalmers,85,30,577,5.2
30,T29,T29,Brice Garnett,92,30,550,5.5
31,T29,T29,Russell Henley,92,30,524,5.7
32,T29,T29,Kevin Na,94,30,586,5.1
33,T34,T34,Ben Crane,81,29,558,5.2
34,T34,T34,Justin Hicks,103,29,572,5.1
35,T34,T34,William McGirt,96,29,608,4.8
36,T34,T34,Ryan Moore,86,29,445,6.5
37,T38,T38,Aaron Baddeley,74,28,464,6.0
38,T38,T38,Ricky Barnes,92,28,576,4.9
39,T38,T38,K.J. Choi,80,28,502,5.6
40,T38,T38,Bill Haas,107,28,569,4.9
41,T38,T38,David Hearn,97,28,591,4.7
42,T38,T38,Charley Hoffman,93,28,561,5.0
43,T44,T44,Keegan Bradley,89,27,483,5.6
44,T44,T44,Billy Horschel,92,27,441,6.1
