,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Ángel Cabrera,26.92,323,12
1,2,2,Brian Gay,27.5,440,16
2,3,3,Chad Collins,27.55,303,11
3,T4,T4,Luke Guthrie,27.61,497,18
4,T4,T4,Jerry Kelly,27.61,497,18
5,6,6,Morgan Hoffmann,27.63,525,19
6,7,7,Chris Stroud,27.75,555,20
7,8,8,Bryce Molder,27.77,361,13
8,9,9,Rickie Fowler,27.78,500,18
9,10,10,Kevin Na,27.8,556,20
10,11,11,Ernie Els,27.82,473,17
11,T12,T12,Ryo Ishikawa,27.86,390,14
12,T12,T12,Sean O'Hair,27.86,390,14
13,14,14,Matt Jones,27.88,474,17
14,15,15,Freddie Jacobson,27.9,558,20
15,T16,T16,Ben Crane,27.94,447,16
16,T16,T16,Justin Leonard,27.94,447,16
17,18,18,James Driscoll,28.0,308,11
18,19,19,Aaron Baddeley,28.07,393,14
19,20,20,"Ted Potter, Jr.",28.09,309,11
20,21,21,Kevin Kisner,28.12,478,17
21,T22,T22,Rory McIlroy,28.13,450,16
22,T22,T22,John Peterson,28.13,225,8
23,T22,T22,Andres Romero,28.13,422,15
24,25,25,Ryan Palmer,28.15,563,20
25,26,26,Jonas Blixt,28.17,338,12
26,27,27,Graeme McDowell,28.2,423,15
27,T28,T28,Tim Clark,28.21,395,14
28,T28,T28,Richard Lee,28.21,395,14
29,T28,T28,Charl Schwartzel,28.21,395,14
30,T31,T31,David Lingmerth,28.23,367,13
31,T31,T31,Y.E. Yang,28.23,367,13
32,33,33,Brad Fritsch,28.25,226,8
33,34,34,Jordan Spieth,28.26,650,23
34,35,35,Phil Mickelson,28.27,424,15
35,36,36,Tim Wilkinson,28.28,509,18
36,37,37,Jimmy Walker,28.36,624,22
37,38,38,Brian Stuard,28.38,454,16
38,39,39,Brooks Koepka,28.42,341,12
39,40,40,Ben Curtis,28.43,398,14
40,T41,T41,Jason Day,28.45,313,11
41,T41,T41,Wes Roach,28.45,313,11
42,T41,T41,Lee Westwood,28.45,313,11
43,T41,T41,Gary Woodland,28.45,626,22
44,45,45,Scott Langley,28.47,541,19
45,46,46,David Hearn,28.48,598,21
46,T47,T47,Ricky Barnes,28.5,570,20
47,T47,T47,Pat Perez,28.5,513,18
48,49,49,Daniel Summerhays,28.55,628,22
49,T50,T50,Briny Baird,28.56,257,9
50,T50,T50,George McNeill,28.56,457,16
51,T50,T50,Cameron Tringale,28.56,714,25
52,53,53,Will MacKenzie,28.57,400,14
53,T54,T54,J.B. Holmes,28.58,543,19
54,T54,T54,Charlie Wi,28.58,343,12
55,56,56,Greg Chalmers,28.59,486,17
56,57,57,Andrew Loupe,28.6,286,10
57,58,58,David Toms,28.62,372,13
58,T59,T59,Chesson Hadley,28.64,401,14
59,T59,T59,Trevor Immelman,28.64,401,14
60,T59,T59,Chris Kirk,28.64,716,25
61,T59,T59,Scott Stallings,28.64,315,11
62,63,63,Vijay Singh,28.65,487,17
63,T64,T64,Sangmoon Bae,28.67,430,15
64,T64,T64,Rory Sabbatini,28.67,430,15
65,66,66,Brendon Todd,28.68,717,25
66,T67,T67,Robert Allenby,28.69,373,13
67,T67,T67,Nick Watney,28.69,459,16
68,69,69,Charles Howell III,28.71,689,24
69,70,70,K.J. Choi,28.72,517,18
70,T71,T71,Roberto Castro,28.73,316,11
71,T71,T71,Charley Hoffman,28.73,632,22
72,73,73,William McGirt,28.75,575,20
73,74,74,Matt Every,28.78,518,18
74,T75,T75,Brendon de Jonge,28.79,691,24
75,T75,T75,Sergio Garcia,28.79,403,14
76,77,77,Robert Garrigus,28.81,461,16
77,78,78,Russell Henley,28.82,490,17
78,79,79,D.A. Points,28.83,346,12
79,80,80,Stuart Appleby,28.84,548,19
80,81,81,Bronson La'Cassie,28.86,202,7
81,T82,T82,Marc Leishman,28.88,491,17
82,T82,T82,Troy Matteson,28.88,231,8
83,84,84,Steven Bowditch,28.89,520,18
84,T85,T85,Jim Furyk,28.9,578,20
85,T85,T85,Mark Wilson,28.9,289,10
86,87,87,Luke Donald,28.92,347,12
87,88,88,Martin Kaymer,28.93,405,14
88,89,89,Kevin Streelman,28.94,463,16
89,T90,T90,Seung-Yul Noh,29.0,580,20
