,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
46,47,47,Hunter Mahan,88,32.68,205,67
47,48,48,Bill Haas,107,32.6,227,74
48,49,49,Jonathan Byrd,76,32.57,175,57
49,50,50,Kevin Na,94,32.55,212,69
50,51,51,Cameron Tringale,111,32.54,252,82
51,52,52,Justin Leonard,75,32.5,160,52
52,53,53,Sangmoon Bae,76,32.43,185,60
53,54,54,Ben Crane,81,32.41,216,70
54,55,55,Will MacKenzie,82,32.23,211,68
55,56,56,John Merrick,87,32.07,184,59
56,57,57,Charlie Wi,72,31.97,147,47
57,58,58,Jonas Blixt,64,31.9,116,37
58,59,59,David Hearn,97,31.84,267,85
59,60,60,Robert Garrigus,80,31.82,198,63
60,61,61,Phil Mickelson,71,31.76,148,47
61,62,62,D.A. Points,75,31.71,123,39
62,63,63,Jeff Overton,80,31.67,180,57
63,64,64,Charley Hoffman,93,31.66,199,63
64,65,65,Jim Furyk,84,31.58,152,48
65,66,66,Danny Lee,84,31.55,206,65
66,67,67,Charles Howell III,106,31.48,216,68
67,T68,T68,William McGirt,96,31.47,232,73
68,T68,T68,Pat Perez,84,31.47,197,62
69,70,70,Scott Stallings,77,31.46,178,56
70,71,71,Scott Brown,100,31.44,194,61
71,72,72,Keegan Bradley,89,31.37,204,64
72,73,73,Camilo Villegas,95,31.36,220,69
73,74,74,Andres Romero,81,31.32,182,57
74,T75,T75,Charlie Beljan,76,31.28,179,56
75,T75,T75,Retief Goosen,94,31.28,195,61
76,T77,T77,Ernie Els,85,31.21,173,54
77,T77,T77,Nick Watney,80,31.21,173,54
78,79,79,Luke Donald,57,31.19,109,34
79,80,80,Nicholas Thompson,85,31.15,183,57
80,81,81,Morgan Hoffmann,103,31.11,225,70
81,82,82,Gary Woodland,93,31.07,206,64
82,83,83,Troy Merritt,62,30.69,189,58
83,84,84,Rory McIlroy,66,30.66,137,42
84,85,85,Kevin Streelman,79,30.64,173,53
85,86,86,David Toms,64,30.46,151,46
86,87,87,Matt Jones,83,30.43,161,49
87,88,88,Chris Stroud,88,30.35,201,61
88,89,89,John Rollins,84,30.32,188,57
89,90,90,Ricky Barnes,92,30.28,218,66
90,91,91,Robert Streb,75,30.26,152,46
91,92,92,Luke Guthrie,85,30.2,202,61
92,93,93,Davis Love III,74,30.06,163,49
93,T94,T94,Bud Cauley,56,30.0,120,36
94,T94,T94,Brian Gay,81,30.0,160,48
95,T94,T94,Tim Wilkinson,86,30.0,180,54
96,97,97,Kevin Kisner,85,29.95,187,56
97,T98,T98,Woody Austin,63,29.94,157,47
98,T98,T98,K.J. Choi,80,29.94,177,53
99,100,100,Brian Davis,93,29.91,214,64
100,101,101,Robert Allenby,83,29.89,174,52
101,102,102,D.H. Lee,54,29.84,124,37
102,103,103,Ryo Ishikawa,75,29.79,188,56
103,104,104,Russell Henley,92,29.72,212,63
104,105,105,Wes Roach,67,29.6,125,37
105,106,106,Ken Duke,80,29.5,200,59
106,107,107,Kevin Chappell,100,29.46,224,66
107,108,108,Shawn Stefani,60,29.45,146,43
108,109,109,Zach Johnson,97,29.36,218,64
109,110,110,Martin Laird,66,29.22,154,45
110,111,111,Richard Lee,80,29.19,161,47
111,112,112,Justin Hicks,103,29.0,269,78
112,113,113,Patrick Reed,92,28.93,242,70
113,114,114,James Driscoll,71,28.75,160,46
114,115,115,Rory Sabbatini,82,28.72,188,54
115,116,116,Jason Bohn,81,28.65,192,55
116,117,117,Kevin Tway,64,28.57,112,32
117,118,118,Josh Teater,90,28.36,201,57
118,119,119,Ángel Cabrera,69,28.19,149,42
119,T120,T120,David Lingmerth,80,28.13,192,54
120,T120,T120,Carl Pettersson,91,28.13,224,63
121,122,122,Geoff Ogilvy,84,28.1,210,59
122,123,123,Bryce Molder,77,28.05,164,46
123,124,124,Ryan Moore,86,27.95,161,45
124,125,125,Spencer Levin,59,27.86,140,39
125,126,126,Louis Oosthuizen,50,27.85,79,22
126,127,127,Brice Garnett,92,27.75,209,58
127,128,128,Martin Kaymer,65,27.74,137,38
128,129,129,Chesson Hadley,84,27.72,202,56
129,130,130,Adam Scott,68,27.71,166,46
130,T131,T131,Jason Dufner,57,27.59,116,32
131,T131,T131,John Huh,87,27.59,203,56
132,133,133,Jeff Maggert,54,27.41,135,37
133,134,134,Michael Putnam,106,27.31,227,62
134,135,135,Charl Schwartzel,64,27.27,121,33
135,136,136,Johnson Wagner,69,27.21,147,40
136,137,137,Steven Bowditch,93,27.14,210,57
137,138,138,Justin Rose,70,27.08,144,39
138,139,139,Y.E. Yang,79,27.03,148,40
139,140,140,Marc Leishman,81,26.82,179,48
140,141,141,Brendan Steele,89,26.78,183,49
141,T142,T142,Derek Ernst,80,26.75,157,42
142,T142,T142,Jhonattan Vegas,77,26.75,157,42
143,T142,T142,Mark Wilson,69,26.75,157,42
144,145,145,Brendon de Jonge,109,26.61,248,66
145,146,146,Boo Weekley,73,26.47,136,36
146,147,147,Willy Wilcox,51,26.36,110,29
147,148,148,Brooks Koepka,56,26.27,118,31
148,149,149,Kevin Stadler,90,26.11,180,47
149,150,150,Stuart Appleby,92,25.97,231,60
150,151,151,"Ted Potter, Jr.",68,25.95,185,48
151,152,152,Billy Horschel,92,25.9,166,43
152,153,153,Ian Poulter,57,25.81,93,24
153,154,154,Tim Clark,75,25.79,190,49
154,155,155,Brad Fritsch,50,25.69,109,28
155,T156,T156,James Hahn,82,25.49,204,52
156,T156,T156,Billy Hurley III,86,25.49,204,52
157,T156,T156,Hudson Swafford,75,25.49,153,39
158,159,159,Russell Knox,92,25.44,228,58
159,160,160,Lucas Glover,68,25.36,138,35
160,161,161,Chad Campbell,57,25.35,142,36
161,T162,T162,Kyle Stanley,87,25.0,204,51
162,T162,T162,Henrik Stenson,56,25.0,104,26
163,T162,T162,Bubba Watson,76,25.0,144,36
164,165,165,Sean O'Hair,77,24.59,183,45
165,166,166,Jamie Lovemark,64,24.58,118,29
166,167,167,Jim Renner,61,24.44,135,33
167,168,168,Trevor Immelman,84,24.38,160,39
168,169,169,J.B. Holmes,86,24.29,210,51
169,170,170,J.J. Henry,91,24.19,215,52
170,171,171,Roberto Castro,76,24.0,150,36
171,172,172,Bronson La'Cassie,51,22.68,97,22
172,173,173,Briny Baird,50,22.41,116,26
173,174,174,Jim Herman,62,22.22,144,32
174,175,175,Vijay Singh,83,21.98,182,40
175,176,176,John Peterson,62,21.08,166,35
176,177,177,Troy Matteson,62,20.3,133,27
