,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Luke Donald,57,76.67,180,138
1,2,2,Freddie Jacobson,91,75.79,318,241
2,3,3,Brendon Todd,108,74.8,381,285
3,4,4,Jerry Kelly,80,74.5,251,187
4,5,5,Greg Chalmers,85,74.47,282,210
5,6,6,Chad Collins,78,74.46,231,172
6,7,7,Billy Horschel,92,74.41,297,221
7,8,8,Graeme McDowell,66,74.29,175,130
8,9,9,Bronson La'Cassie,51,74.23,163,121
9,10,10,Chris Stroud,88,74.1,278,206
10,11,11,Richard Lee,80,73.99,273,202
11,12,12,Ben Martin,80,73.97,292,216
12,13,13,Russell Henley,92,73.93,326,241
13,14,14,William McGirt,96,73.82,317,234
14,15,15,Brice Garnett,92,73.79,351,259
15,16,16,David Hearn,97,73.55,363,267
16,17,17,Rickie Fowler,91,73.51,268,197
17,18,18,Adam Scott,68,73.46,211,155
18,19,19,Stuart Appleby,92,73.42,380,279
19,20,20,Ian Poulter,57,73.3,176,129
20,21,21,Patrick Reed,92,73.23,269,197
21,22,22,Ryan Palmer,85,73.17,287,210
22,23,23,Brooks Koepka,56,73.14,175,128
23,24,24,Keegan Bradley,89,72.94,255,186
24,25,25,Retief Goosen,94,72.52,313,227
25,T26,T26,Matt Kuchar,91,72.44,312,226
26,T26,T26,Sean O'Hair,77,72.44,312,226
27,28,28,Shawn Stefani,60,72.38,239,173
28,29,29,Rory McIlroy,66,72.34,188,136
29,30,30,Justin Hicks,103,72.28,368,266
30,31,31,John Senden,99,72.22,306,221
31,32,32,Morgan Hoffmann,103,72.1,362,261
32,33,33,Phil Mickelson,71,72.02,218,157
33,34,34,Nick Watney,80,71.6,243,174
34,35,35,Zach Johnson,97,71.52,316,226
35,36,36,Chesson Hadley,84,71.28,296,211
36,37,37,Cameron Tringale,111,71.25,407,290
37,38,38,Michael Thompson,74,71.17,274,195
38,39,39,Jordan Spieth,102,71.08,325,231
