,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
53,T51,T51,John Senden,99,268,556,48.2
54,T51,T51,Webb Simpson,87,268,541,49.5
55,T51,T51,Brian Stuard,91,268,545,49.2
56,57,57,K.J. Choi,80,261,502,52.0
57,T58,T58,Stewart Cink,91,260,494,52.6
58,T58,T58,Brendan Steele,89,260,499,52.1
59,T60,T60,Ernie Els,85,259,474,54.6
60,T60,T60,Justin Leonard,75,259,484,53.5
61,T60,T60,Geoff Ogilvy,84,259,517,50.1
62,63,63,John Huh,87,257,482,53.3
63,T64,T64,Billy Hurley III,86,255,492,51.8
64,T64,T64,Charlie Wi,72,255,473,53.9
65,66,66,Jason Bohn,81,254,495,51.3
66,67,67,Jim Furyk,84,253,463,54.6
67,T68,T68,Kevin Kisner,85,252,495,50.9
68,T68,T68,Brandt Snedeker,89,252,492,51.2
69,T70,T70,Harris English,95,251,506,49.6
70,T70,T70,Hideki Matsuyama,82,251,480,52.3
71,72,72,Richard Lee,80,250,471,53.1
72,T73,T73,Keegan Bradley,89,249,483,51.6
73,T73,T73,Jonathan Byrd,76,249,444,56.1
74,T75,T75,Robert Garrigus,80,248,515,48.2
75,T75,T75,Y.E. Yang,79,248,444,55.9
76,T77,T77,Rickie Fowler,91,247,477,51.8
77,T77,T77,Jerry Kelly,80,247,486,50.8
78,T77,T77,Marc Leishman,81,247,480,51.5
79,T77,T77,David Lingmerth,80,247,474,52.1
80,81,81,Sean O'Hair,77,246,473,52.0
81,T82,T82,Russell Henley,92,242,524,46.2
82,T82,T82,Tyrone Van Aswegen,79,242,462,52.4
83,84,84,Bryce Molder,77,239,457,52.3
84,T85,T85,George McNeill,79,238,502,47.4
85,T85,T85,Mike Weir,69,238,421,56.5
86,87,87,Tim Clark,75,237,459,51.6
87,T88,T88,Martin Flores,85,236,467,50.5
88,T88,T88,Trevor Immelman,84,236,434,54.4
89,90,90,Jeff Overton,80,235,475,49.5
90,T91,T91,Sangmoon Bae,76,232,486,47.7
91,T91,T91,J.J. Henry,91,232,458,50.7
92,93,93,Ken Duke,80,231,453,51.0
93,94,94,Danny Lee,84,230,492,46.7
94,95,95,Matt Every,85,229,503,45.5
95,T96,T96,Charlie Beljan,76,228,449,50.8
96,T96,T96,Kyle Stanley,87,228,432,52.8
97,T96,T96,Robert Streb,75,228,462,49.4
98,T99,T99,Chad Collins,78,226,453,49.9
99,T99,T99,Ryo Ishikawa,75,226,461,49.0
100,101,101,Kevin Streelman,79,225,442,50.9
101,T102,T102,Davis Love III,74,222,425,52.2
102,T102,T102,Ben Martin,80,222,448,49.6
103,104,104,Aaron Baddeley,74,220,464,47.4
104,105,105,Ben Curtis,77,219,446,49.1
105,T106,T106,Derek Ernst,80,217,412,52.7
106,T106,T106,Charl Schwartzel,64,217,410,52.9
107,T106,T106,Nicholas Thompson,85,217,444,48.9
108,T109,T109,Tommy Gainey,73,215,425,50.6
109,T109,T109,Jhonattan Vegas,77,215,417,51.6
110,T111,T111,John Merrick,87,214,443,48.3
111,T111,T111,Scott Stallings,77,214,424,50.5
112,T113,T113,James Driscoll,71,212,398,53.3
113,T113,T113,Ryan Moore,86,212,445,47.6
114,T115,T115,Robert Allenby,83,211,457,46.2
115,T115,T115,Shawn Stefani,60,211,399,52.9
116,T115,T115,Johnson Wagner,69,211,387,54.5
117,T118,T118,Jason Kokrak,65,210,431,48.7
118,T118,T118,Andrew Svoboda,77,210,427,49.2
119,T118,T118,Bubba Watson,76,210,396,53.0
120,T121,T121,Rory Sabbatini,82,209,453,46.1
121,T121,T121,Kevin Stadler,90,209,398,52.5
122,123,123,Roberto Castro,76,207,404,51.2
123,T124,T124,Graham DeLaet,80,206,423,48.7
124,T124,T124,Matt Jones,83,206,429,48.0
125,126,126,Justin Rose,70,204,380,53.7
126,T127,T127,Phil Mickelson,71,203,402,50.5
127,T127,T127,Bo Van Pelt,83,203,447,45.4
128,T129,T129,Woody Austin,63,201,402,50.0
129,T129,T129,Ángel Cabrera,69,201,418,48.1
130,T129,T129,"Ted Potter, Jr.",68,201,407,49.4
131,T129,T129,Heath Slocum,71,201,417,48.2
132,T129,T129,Mark Wilson,69,201,373,53.9
133,T134,T134,Troy Merritt,62,200,387,51.7
134,T134,T134,John Rollins,84,200,420,47.6
135,136,136,Adam Scott,68,199,413,48.2
136,137,137,John Peterson,62,198,357,55.5
137,138,138,Billy Horschel,92,194,441,44.0
138,139,139,Michael Thompson,74,193,433,44.6
139,140,140,Wes Roach,67,191,372,51.3
140,141,141,D.A. Points,75,188,373,50.4
141,142,142,Boo Weekley,73,187,328,57.0
142,143,143,Nick Watney,80,186,385,48.3
143,144,144,Rory McIlroy,66,185,376,49.2
144,145,145,Bud Cauley,56,184,307,59.9
145,146,146,Jim Renner,61,183,334,54.8
146,147,147,Spencer Levin,59,182,340,53.5
147,148,148,Martin Laird,66,180,342,52.6
148,149,149,Andrew Loupe,65,179,373,48.0
149,150,150,David Toms,64,178,373,47.7
150,151,151,Ian Poulter,57,175,319,54.9
151,152,152,Troy Matteson,62,174,322,54.0
152,153,153,D.H. Lee,54,172,324,53.1
153,T154,T154,Luke Donald,57,171,337,50.7
154,T154,T154,Jamie Lovemark,64,171,320,53.4
155,156,156,Briny Baird,50,169,306,55.2
156,157,157,Lee Westwood,57,168,333,50.5
157,T158,T158,Martin Kaymer,65,167,338,49.4
158,T158,T158,Graeme McDowell,66,167,350,47.7
159,160,160,Hudson Swafford,75,162,344,47.1
160,161,161,Jonas Blixt,64,161,315,51.1
161,162,162,Jim Herman,62,160,314,51.0
162,163,163,Paul Casey,56,158,334,47.3
163,164,164,Jeff Maggert,54,156,298,52.3
164,165,165,Brooks Koepka,56,155,303,51.2
165,166,166,Kevin Tway,64,154,293,52.6
166,T167,T167,Sergio Garcia,61,149,295,50.5
167,T167,T167,Dustin Johnson,58,149,294,50.7
168,T169,T169,Brad Fritsch,50,147,276,53.3
169,T169,T169,Lucas Glover,68,147,278,52.9
170,171,171,Jason Dufner,57,146,282,51.8
171,172,172,Bronson La'Cassie,51,137,261,52.5
172,173,173,Jason Day,54,136,255,53.3
173,174,174,Chad Campbell,57,134,277,48.4
174,175,175,Willy Wilcox,51,128,256,50.0
175,176,176,Henrik Stenson,56,127,252,50.4
176,177,177,Louis Oosthuizen,50,101,208,48.6
