,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Luke Donald,57,74.29,70,52
1,2,2,Tim Clark,75,64.1,117,75
2,3,3,Phil Mickelson,71,62.77,94,59
3,4,4,Stuart Appleby,92,62.34,154,96
4,5,5,Ian Poulter,57,62.32,69,43
5,6,6,Rory McIlroy,66,62.0,100,62
6,7,7,Michael Thompson,74,61.47,109,67
7,8,8,Russell Henley,92,61.07,131,80
8,9,9,Louis Oosthuizen,50,60.42,48,29
9,10,10,Greg Chalmers,85,60.18,113,68
10,11,11,Ryan Palmer,85,60.16,123,74
11,12,12,Henrik Stenson,56,60.0,70,42
12,13,13,Nick Watney,80,58.93,112,66
13,14,14,Kevin Streelman,79,58.73,126,74
14,15,15,Brooks Koepka,56,58.24,91,53
15,T16,T16,Jerry Kelly,80,58.12,117,68
16,T16,T16,Hunter Mahan,88,58.12,117,68
17,18,18,Sangmoon Bae,76,58.02,131,76
18,19,19,Matt Jones,83,57.94,107,62
19,20,20,George McNeill,79,57.93,145,84
20,21,21,Andres Romero,81,57.66,111,64
21,T22,T22,Chesson Hadley,84,57.14,119,68
22,T22,T22,Wes Roach,67,57.14,91,52
23,24,24,J.B. Holmes,86,56.95,151,86
24,T25,T25,Matt Kuchar,91,56.91,123,70
25,T25,T25,Jhonattan Vegas,77,56.91,123,70
26,T27,T27,Paul Casey,56,56.84,95,54
27,T27,T27,Brian Gay,81,56.84,95,54
28,29,29,Richard Lee,80,56.52,92,52
29,30,30,Brice Garnett,92,56.34,142,80
30,31,31,Jimmy Walker,98,56.29,151,85
31,32,32,Will MacKenzie,82,56.15,130,73
32,33,33,Lee Westwood,57,56.1,82,46
33,34,34,Billy Horschel,92,56.06,132,74
34,35,35,Andrew Svoboda,77,55.91,127,71
35,36,36,Jamie Lovemark,64,55.68,88,49
36,37,37,Justin Leonard,75,55.66,106,59
37,T38,T38,Robert Garrigus,80,55.56,144,80
38,T38,T38,Morgan Hoffmann,103,55.56,171,95
39,40,40,Charlie Wi,72,55.34,103,57
40,41,41,Andrew Loupe,65,55.1,98,54
41,42,42,Chris Stroud,88,55.08,118,65
42,43,43,Webb Simpson,87,55.03,149,82
43,44,44,Tim Wilkinson,86,55.0,140,77
44,45,45,Rory Sabbatini,82,54.96,131,72
45,46,46,Rickie Fowler,91,54.95,111,61
46,47,47,Robert Streb,75,54.62,130,71
47,T48,T48,Briny Baird,50,54.55,66,36
48,T48,T48,Jason Dufner,57,54.55,77,42
49,50,50,Sean O'Hair,77,54.47,123,67
50,51,51,Retief Goosen,94,54.2,131,71
51,52,52,Charl Schwartzel,64,54.17,96,52
52,53,53,Brian Stuard,91,53.9,141,76
53,T54,T54,Robert Allenby,83,53.85,130,70
54,T54,T54,Brian Davis,93,53.85,143,77
55,56,56,Patrick Reed,92,53.72,121,65
56,57,57,Ben Crane,81,53.69,149,80
57,58,58,Ben Curtis,77,53.61,97,52
58,59,59,Brendan Steele,89,53.51,114,61
59,60,60,Charles Howell III,106,53.49,172,92
60,61,61,Scott Stallings,77,53.45,116,62
61,62,62,Spencer Levin,59,53.41,88,47
62,63,63,Harris English,95,53.38,148,79
63,T64,T64,James Driscoll,71,53.33,75,40
64,T64,T64,Troy Matteson,62,53.33,90,48
65,T64,T64,Shawn Stefani,60,53.33,105,56
66,T64,T64,Daniel Summerhays,98,53.33,135,72
67,68,68,Charley Hoffman,93,53.13,160,85
68,69,69,Justin Hicks,103,53.05,164,87
69,70,70,Tyrone Van Aswegen,79,53.04,115,61
