,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,1,1,Jason Day,54,94.44,90,85
1,2,2,Richard Lee,80,93.69,222,208
2,3,3,Kevin Kisner,85,92.95,227,211
3,4,4,Freddie Jacobson,91,92.58,283,262
4,5,5,Justin Leonard,75,92.51,227,210
5,6,6,John Senden,99,92.5,280,259
6,7,7,David Lingmerth,80,92.45,265,245
7,8,8,Graeme McDowell,66,92.44,172,159
8,9,9,Jim Furyk,84,91.94,211,194
9,10,10,Gary Woodland,93,91.81,281,258
10,11,11,J.J. Henry,91,91.74,230,211
11,12,12,David Hearn,97,91.64,299,274
12,13,13,Russell Henley,92,91.6,262,240
13,T14,T14,Brooks Koepka,56,91.37,139,127
14,T14,T14,Sean O'Hair,77,91.37,255,233
15,16,16,Ian Poulter,57,91.36,162,148
16,17,17,Woody Austin,63,91.28,218,199
17,18,18,Scott Brown,100,91.25,297,271
18,19,19,Troy Merritt,62,91.2,216,197
19,20,20,Jimmy Walker,98,91.19,261,238
20,21,21,Troy Matteson,62,91.18,170,155
21,22,22,Greg Chalmers,85,91.09,247,225
22,23,23,Hunter Mahan,88,91.01,267,243
23,24,24,Zach Johnson,97,90.87,263,239
24,25,25,Luke Donald,57,90.85,142,129
25,26,26,Harris English,95,90.7,258,234
26,27,27,Marc Leishman,81,90.64,267,242
27,28,28,Ben Martin,80,90.56,233,211
28,29,29,Patrick Reed,92,90.52,232,210
29,30,30,Jason Bohn,81,90.48,231,209
30,31,31,Sergio Garcia,61,90.43,115,104
31,32,32,Rory McIlroy,66,90.32,155,140
32,33,33,Jonas Blixt,64,90.26,154,139
33,T34,T34,Keegan Bradley,89,90.23,215,194
34,T34,T34,William McGirt,96,90.23,266,240
35,36,36,Stuart Appleby,92,90.22,276,249
36,37,37,Bryce Molder,77,90.09,212,191
37,38,38,Brice Garnett,92,89.93,268,241
38,T39,T39,Tommy Gainey,73,89.91,218,196
39,T39,T39,Brendon Todd,108,89.91,317,285
40,41,41,Josh Teater,90,89.89,277,249
41,42,42,Retief Goosen,94,89.8,245,220
42,43,43,Billy Horschel,92,89.71,243,218
43,44,44,Morgan Hoffmann,103,89.66,290,260
44,45,45,Mike Weir,69,89.62,183,164
45,46,46,Y.E. Yang,79,89.59,221,198
46,47,47,Bo Van Pelt,83,89.58,240,215
47,48,48,Brandt Snedeker,89,89.55,268,240
48,49,49,George McNeill,79,89.52,248,222
49,50,50,Chad Collins,78,89.5,200,179
50,T51,T51,Jeff Overton,80,89.47,228,204
51,T51,T51,Johnson Wagner,69,89.47,190,170
52,53,53,Charley Hoffman,93,89.42,274,245
53,54,54,Cameron Tringale,111,89.41,340,304
54,55,55,Rickie Fowler,91,89.38,226,202
55,T56,T56,Billy Hurley III,86,89.35,263,235
56,T56,T56,Chris Stroud,88,89.35,263,235
57,58,58,Justin Hicks,103,89.28,345,308
58,59,59,Bronson La'Cassie,51,89.26,121,108
59,T60,T60,Brian Harman,111,89.23,325,290
60,T60,T60,Brian Stuard,91,89.23,260,232
61,62,62,"Ted Potter, Jr.",68,89.2,250,223
62,63,63,Brad Fritsch,50,89.19,148,132
63,64,64,Kevin Na,94,89.18,231,206
64,T65,T65,James Hahn,82,89.15,258,230
65,T65,T65,Willy Wilcox,51,89.15,129,115
66,67,67,Andres Romero,81,89.06,320,285
67,68,68,Danny Lee,84,89.04,228,203
68,69,69,Tyrone Van Aswegen,79,88.94,217,193
69,70,70,Erik Compton,88,88.93,262,233
70,71,71,Brendan Steele,89,88.89,270,240
71,72,72,Scott Stallings,77,88.84,242,215
72,73,73,Will MacKenzie,82,88.81,268,238
73,74,74,Martin Laird,66,88.79,214,190
74,75,75,Tim Clark,75,88.68,212,188
75,76,76,Matt Every,85,88.61,237,210
76,77,77,James Driscoll,71,88.56,236,209
77,78,78,Ben Crane,81,88.49,252,223
78,79,79,Ryan Palmer,85,88.46,234,207
79,80,80,Webb Simpson,87,88.37,258,228
80,81,81,John Huh,87,88.32,291,257
81,82,82,Derek Ernst,80,88.18,220,194
82,83,83,Hudson Swafford,75,88.15,211,186
83,84,84,Ángel Cabrera,69,88.06,201,177
84,85,85,D.H. Lee,54,87.98,183,161
85,86,86,Chris Kirk,105,87.97,291,256
86,87,87,Carl Pettersson,91,87.86,280,246
87,88,88,Jason Kokrak,65,87.8,205,180
88,89,89,Michael Putnam,106,87.76,335,294
89,90,90,Aaron Baddeley,74,87.69,195,171
90,91,91,Ben Curtis,77,87.68,211,185
91,92,92,Spencer Levin,59,87.65,162,142
92,93,93,Matt Kuchar,91,87.58,298,261
93,94,94,Andrew Svoboda,77,87.38,206,180
94,95,95,Mark Wilson,69,87.36,182,159
95,96,96,Brian Gay,81,87.32,205,179
96,97,97,Bubba Watson,76,87.13,171,149
97,T98,T98,Scott Langley,95,87.04,270,235
98,T98,T98,Andrew Loupe,65,87.04,162,141
99,100,100,K.J. Choi,80,87.01,231,201
100,101,101,Bill Haas,107,86.94,268,233
101,102,102,Brian Davis,93,86.92,321,279
102,103,103,Pat Perez,84,86.89,267,232
103,104,104,Bud Cauley,56,86.79,159,138
104,105,105,J.B. Holmes,86,86.73,294,255
105,106,106,Justin Rose,70,86.7,188,163
106,107,107,Jordan Spieth,102,86.64,262,227
107,108,108,Ryan Moore,86,86.63,202,175
108,T109,T109,Luke Guthrie,85,86.62,269,233
109,T109,T109,Jim Herman,62,86.62,142,123
110,T111,T111,Jerry Kelly,80,86.6,209,181
111,T111,T111,Jim Renner,61,86.6,194,168
112,113,113,Dustin Johnson,58,86.47,133,115
113,T114,T114,Briny Baird,50,86.39,147,127
114,T114,T114,Brendon de Jonge,109,86.39,294,254
115,116,116,Phil Mickelson,71,86.27,204,176
116,T117,T117,Chesson Hadley,84,86.19,268,231
117,T117,T117,Adam Scott,68,86.19,181,156
118,119,119,Charlie Beljan,76,86.18,246,212
119,120,120,Graham DeLaet,80,86.05,215,185
120,121,121,Kevin Streelman,79,86.02,186,160
121,122,122,John Peterson,62,85.96,178,153
122,123,123,Shawn Stefani,60,85.92,206,177
123,124,124,Charles Howell III,106,85.9,305,262
124,125,125,Tim Wilkinson,86,85.84,226,194
125,126,126,Kevin Chappell,100,85.57,305,261
126,127,127,Martin Kaymer,65,85.53,152,130
127,128,128,Camilo Villegas,95,85.4,315,269
128,T129,T129,Daniel Summerhays,98,85.39,267,228
129,T129,T129,Michael Thompson,74,85.39,219,187
130,131,131,Wes Roach,67,85.34,191,163
131,132,132,Jeff Maggert,54,85.31,143,122
132,133,133,Hideki Matsuyama,82,85.2,223,190
133,T134,T134,Martin Flores,85,85.09,228,194
134,T134,T134,Robert Garrigus,80,85.09,228,194
135,T134,T134,Kevin Tway,64,85.09,161,137
136,137,137,Heath Slocum,71,85.07,221,188
137,138,138,Jonathan Byrd,76,85.0,220,187
138,139,139,Sangmoon Bae,76,84.98,233,198
139,140,140,David Toms,64,84.88,172,146
140,141,141,Charl Schwartzel,64,84.86,185,157
141,142,142,Kevin Stadler,90,84.83,211,179
142,143,143,Charlie Wi,72,84.78,230,195
143,144,144,John Rollins,84,84.72,216,183
144,145,145,Ernie Els,85,84.54,194,164
145,146,146,Russell Knox,92,84.48,277,234
146,147,147,Ryo Ishikawa,75,84.38,224,189
147,148,148,Steven Bowditch,93,84.21,266,224
148,149,149,Gonzalo Fernandez-Castaño,83,84.19,253,213
149,150,150,Chad Campbell,57,84.12,170,143
150,151,151,Henrik Stenson,56,84.03,144,121
151,152,152,Stewart Cink,91,84.0,225,189
152,153,153,Trevor Immelman,84,83.74,246,206
153,154,154,Seung-Yul Noh,92,83.73,252,211
154,155,155,Rory Sabbatini,82,83.7,227,190
155,156,156,Nick Watney,80,83.58,201,168
156,157,157,Paul Casey,56,83.56,146,122
157,158,158,D.A. Points,75,83.33,222,185
158,159,159,Robert Allenby,83,83.09,207,172
159,160,160,Robert Streb,75,82.27,220,181
160,161,161,Ken Duke,80,82.24,214,176
161,162,162,Geoff Ogilvy,84,82.2,264,217
162,163,163,Boo Weekley,73,82.14,196,161
163,164,164,Kyle Stanley,87,81.65,267,218
164,165,165,Nicholas Thompson,85,81.32,257,209
165,166,166,Vijay Singh,83,81.09,275,223
166,167,167,Ricky Barnes,92,80.63,253,204
167,168,168,Matt Jones,83,80.47,169,136
168,169,169,Louis Oosthuizen,50,80.0,110,88
169,170,170,Davis Love III,74,79.81,208,166
170,171,171,Jamie Lovemark,64,79.64,167,133
171,172,172,Jhonattan Vegas,77,78.97,233,184
172,173,173,Lee Westwood,57,77.78,144,112
173,174,174,Lucas Glover,68,77.51,169,131
174,175,175,John Merrick,87,77.42,217,168
175,176,176,Roberto Castro,76,76.64,214,164
176,177,177,Jason Dufner,57,76.09,138,105
