,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Kyle Stanley,87,0.96,80,83
1,2,2,Lucas Glover,68,0.89,59,66
2,T3,T3,Robert Allenby,83,0.8,65,81
3,T3,T3,Nicholas Thompson,85,0.8,65,81
4,T5,T5,Louis Oosthuizen,50,0.78,36,46
5,T5,T5,Wes Roach,67,0.78,49,63
6,7,7,Derek Ernst,80,0.75,57,76
7,8,8,Hideki Matsuyama,82,0.74,59,80
8,T9,T9,Steven Bowditch,93,0.73,68,93
9,T9,T9,Rory Sabbatini,82,0.73,57,78
10,11,11,Jhonattan Vegas,77,0.72,54,75
11,12,12,Jim Renner,61,0.71,42,59
12,T13,T13,Briny Baird,50,0.7,35,50
13,T13,T13,Jeff Maggert,54,0.7,38,54
14,T13,T13,Heath Slocum,71,0.7,48,69
15,T16,T16,Andrew Loupe,65,0.69,42,61
16,T16,T16,Nick Watney,80,0.69,52,75
17,T16,T16,Boo Weekley,73,0.69,50,72
18,T19,T19,Robert Garrigus,80,0.68,54,80
19,T19,T19,Michael Putnam,106,0.68,69,102
20,T21,T21,Ángel Cabrera,69,0.67,46,69
21,T21,T21,Jason Dufner,57,0.67,36,54
22,T21,T21,Ken Duke,80,0.67,52,78
23,T21,T21,Kevin Tway,64,0.67,40,60
24,25,25,Davis Love III,74,0.65,47,72
25,T26,T26,Martin Flores,85,0.64,54,85
26,T26,T26,Jim Herman,62,0.64,37,58
27,T26,T26,Vijay Singh,83,0.64,53,83
28,29,29,Geoff Ogilvy,84,0.63,50,80
29,T30,T30,Chad Campbell,57,0.62,33,53
30,T30,T30,Bronson La'Cassie,51,0.62,29,47
31,T30,T30,Jamie Lovemark,64,0.62,37,60
32,T30,T30,Seung-Yul Noh,92,0.62,57,92
33,T30,T30,John Peterson,62,0.62,37,60
34,T35,T35,Sangmoon Bae,76,0.61,46,76
35,T35,T35,Graham DeLaet,80,0.61,48,79
36,T35,T35,Andres Romero,81,0.61,47,77
37,T35,T35,Michael Thompson,74,0.61,45,74
38,T39,T39,Troy Matteson,62,0.6,35,58
39,T39,T39,Kevin Streelman,79,0.6,47,78
40,T39,T39,Mark Wilson,69,0.6,39,65
41,T42,T42,Tommy Gainey,73,0.59,41,69
42,T42,T42,Trevor Immelman,84,0.59,47,80
43,T42,T42,D.A. Points,75,0.59,43,73
44,T42,T42,Scott Stallings,77,0.59,45,76
45,T42,T42,Brendan Steele,89,0.59,50,85
46,T42,T42,Hudson Swafford,75,0.59,42,71
47,T48,T48,Stewart Cink,91,0.58,53,91
48,T48,T48,James Hahn,82,0.58,46,80
49,T48,T48,Justin Hicks,103,0.58,57,99
50,T48,T48,Billy Horschel,92,0.58,52,90
51,T48,T48,Bo Van Pelt,83,0.58,48,83
52,T48,T48,Camilo Villegas,95,0.58,55,95
53,54,54,Chesson Hadley,84,0.57,48,84
54,T55,T55,Matt Every,85,0.56,48,85
55,T55,T55,Gonzalo Fernandez-Castaño,83,0.56,46,82
56,T55,T55,George McNeill,79,0.56,44,79
57,T55,T55,Robert Streb,75,0.56,40,71
58,T59,T59,Brian Davis,93,0.55,51,93
59,T59,T59,J.J. Henry,91,0.55,48,87
60,T59,T59,Charley Hoffman,93,0.55,51,93
61,T59,T59,Danny Lee,84,0.55,44,80
62,T59,T59,Jeff Overton,80,0.55,42,76
63,T59,T59,Ryan Palmer,85,0.55,47,85
64,T59,T59,Andrew Svoboda,77,0.55,42,77
65,T59,T59,Lee Westwood,57,0.55,31,56
66,T67,T67,Bud Cauley,56,0.54,30,56
67,T67,T67,Ernie Els,85,0.54,43,79
68,T67,T67,Harris English,95,0.54,50,92
69,T67,T67,Luke Guthrie,85,0.54,46,85
70,T67,T67,John Huh,87,0.54,45,83
71,T67,T67,D.H. Lee,54,0.54,27,50
72,T67,T67,John Merrick,87,0.54,45,83
73,T67,T67,Phil Mickelson,71,0.54,38,71
74,T67,T67,Ian Poulter,57,0.54,30,56
75,T67,T67,Charlie Wi,72,0.54,38,70
76,T77,T77,Woody Austin,63,0.53,31,59
77,T77,T77,Brian Gay,81,0.53,42,79
78,T77,T77,Kevin Stadler,90,0.53,47,89
79,T80,T80,Brad Fritsch,50,0.52,25,48
80,T80,T80,Charles Howell III,106,0.52,55,106
81,T80,T80,Carl Pettersson,91,0.52,47,91
82,T80,T80,Patrick Reed,92,0.52,47,90
83,T80,T80,Webb Simpson,87,0.52,44,84
84,T85,T85,Charlie Beljan,76,0.51,37,72
85,T85,T85,Scott Brown,100,0.51,51,100
86,T85,T85,David Lingmerth,80,0.51,39,76
87,T85,T85,"Ted Potter, Jr.",68,0.51,35,68
88,T89,T89,Ricky Barnes,92,0.5,44,88
89,T89,T89,Jim Furyk,84,0.5,40,80
90,T89,T89,Brice Garnett,92,0.5,44,88
91,T89,T89,Martin Kaymer,65,0.5,32,64
92,T89,T89,Brooks Koepka,56,0.5,28,56
93,T89,T89,Martin Laird,66,0.5,31,62
94,T89,T89,Will MacKenzie,82,0.5,41,82
95,T89,T89,Pat Perez,84,0.5,42,84
96,T89,T89,John Rollins,84,0.5,40,80
97,T89,T89,Shawn Stefani,60,0.5,30,60
98,T89,T89,Henrik Stenson,56,0.5,27,54
99,T89,T89,Y.E. Yang,79,0.5,39,78
100,T101,T101,Roberto Castro,76,0.49,36,74
101,T101,T101,Bill Haas,107,0.49,51,105
102,T101,T101,Billy Hurley III,86,0.49,42,86
103,T101,T101,Adam Scott,68,0.49,33,68
104,T101,T101,Josh Teater,90,0.49,43,88
105,T106,T106,Kevin Chappell,100,0.48,46,96
106,T106,T106,Tim Clark,75,0.48,36,75
107,T106,T106,J.B. Holmes,86,0.48,41,86
108,T106,T106,Ryan Moore,86,0.48,40,84
109,T106,T106,Charl Schwartzel,64,0.48,30,62
110,T106,T106,Jordan Spieth,102,0.48,47,98
111,T106,T106,Mike Weir,69,0.48,31,65
112,T113,T113,Stuart Appleby,92,0.47,42,90
113,T113,T113,Retief Goosen,94,0.47,42,90
114,T113,T113,Russell Henley,92,0.47,43,92
115,T113,T113,Morgan Hoffmann,103,0.47,47,99
116,T113,T113,Chris Kirk,105,0.47,49,104
117,T113,T113,Richard Lee,80,0.47,37,78
118,T113,T113,Sean O'Hair,77,0.47,36,77
119,T120,T120,Jonathan Byrd,76,0.46,33,72
120,T120,T120,James Driscoll,71,0.46,33,71
121,T120,T120,Spencer Levin,59,0.46,27,59
122,T120,T120,Justin Rose,70,0.46,31,68
123,T120,T120,Tyrone Van Aswegen,79,0.46,36,78
