,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
91,92,92,Marc Leishman,81,11.46,96,11
92,93,93,Roberto Castro,76,11.39,79,9
93,94,94,Ken Duke,80,11.36,88,10
94,95,95,Charlie Beljan,76,11.3,115,13
95,96,96,Troy Matteson,62,11.29,62,7
96,T97,T97,Woody Austin,63,11.24,89,10
97,T97,T97,Heath Slocum,71,11.24,89,10
98,T99,T99,Aaron Baddeley,74,11.22,98,11
99,T99,T99,Ben Curtis,77,11.22,98,11
100,T101,T101,Kevin Kisner,85,11.21,116,13
101,T101,T101,Kyle Stanley,87,11.21,116,13
102,103,103,Brendon de Jonge,109,11.02,127,14
103,104,104,Tim Wilkinson,86,10.91,110,12
104,105,105,Jim Furyk,84,10.89,101,11
105,106,106,Louis Oosthuizen,50,10.87,46,5
106,107,107,Robert Garrigus,80,10.85,129,14
107,108,108,Gonzalo Fernandez-Castaño,83,10.84,83,9
108,T109,T109,J.J. Henry,91,10.81,111,12
109,T109,T109,Kevin Tway,64,10.81,74,8
110,T109,T109,Johnson Wagner,69,10.81,74,8
111,112,112,Matt Every,85,10.78,102,11
112,113,113,Sergio Garcia,61,10.77,65,7
113,T114,T114,Derek Ernst,80,10.71,84,9
114,T114,T114,Retief Goosen,94,10.71,112,12
115,T116,T116,Erik Compton,88,10.68,103,11
116,T116,T116,Bo Van Pelt,83,10.68,103,11
117,118,118,Spencer Levin,59,10.59,85,9
118,119,119,John Rollins,84,10.58,104,11
119,120,120,Martin Kaymer,65,10.53,76,8
120,121,121,Dustin Johnson,58,10.45,67,7
121,122,122,Jason Dufner,57,10.34,58,6
122,123,123,Brooks Koepka,56,10.29,68,7
123,124,124,Brian Davis,93,10.28,107,11
124,125,125,Mike Weir,69,10.26,78,8
125,126,126,Ben Martin,80,10.23,88,9
126,127,127,Jerry Kelly,80,10.2,98,10
127,128,128,Ángel Cabrera,69,10.1,99,10
128,129,129,Ben Crane,81,10.08,119,12
129,T130,T130,James Driscoll,71,10.0,70,7
130,T130,T130,Rory Sabbatini,82,10.0,100,10
131,T130,T130,Charl Schwartzel,64,10.0,70,7
132,T130,T130,Brandt Snedeker,89,10.0,100,10
133,134,134,Charley Hoffman,93,9.91,111,11
134,135,135,Lee Westwood,57,9.68,62,6
135,136,136,Trevor Immelman,84,9.64,83,8
136,137,137,Zach Johnson,97,9.63,135,13
137,138,138,Bill Haas,107,9.56,136,13
138,T139,T139,Russell Knox,92,9.52,147,14
139,T139,T139,Justin Leonard,75,9.52,84,8
140,T139,T139,Troy Merritt,62,9.52,84,8
141,142,142,"Ted Potter, Jr.",68,9.47,95,9
142,143,143,Martin Laird,66,9.38,96,9
143,144,144,Richard Lee,80,9.3,86,8
144,T145,T145,Wes Roach,67,9.09,77,7
145,T145,T145,Kevin Stadler,90,9.09,88,8
146,T145,T145,Henrik Stenson,56,9.09,66,6
147,148,148,David Toms,64,8.97,78,7
148,149,149,Robert Allenby,83,8.94,123,11
149,150,150,Brad Fritsch,50,8.82,68,6
150,151,151,David Lingmerth,80,8.65,104,9
151,152,152,Carl Pettersson,91,8.62,116,10
152,153,153,Josh Teater,90,8.55,117,10
153,154,154,Bubba Watson,76,8.54,82,7
154,155,155,Mark Wilson,69,8.51,94,8
155,156,156,Rory McIlroy,66,8.45,71,6
156,T157,T157,John Senden,99,8.33,132,11
157,T157,T157,Boo Weekley,73,8.33,96,8
158,159,159,Brian Gay,81,8.16,98,8
159,160,160,Cameron Tringale,111,7.8,141,11
160,T161,T161,Harris English,95,7.69,117,9
161,T161,T161,Jeff Maggert,54,7.69,65,5
162,163,163,Y.E. Yang,79,7.53,93,7
163,164,164,Tyrone Van Aswegen,79,7.29,96,7
164,165,165,John Peterson,62,7.23,83,6
165,166,166,Nicholas Thompson,85,7.21,111,8
166,167,167,Danny Lee,84,7.08,113,8
167,168,168,Hideki Matsuyama,82,6.93,101,7
168,T169,T169,Sean O'Hair,77,6.74,89,6
169,T169,T169,Hudson Swafford,75,6.74,89,6
170,171,171,Brice Garnett,92,6.09,115,7
171,172,172,D.H. Lee,54,5.88,68,4
172,173,173,Jonathan Byrd,76,5.33,75,4
173,174,174,Jason Bohn,81,5.08,118,6
174,175,175,Willy Wilcox,51,4.69,64,3
175,176,176,Jason Day,54,4.65,43,2
176,177,177,Scott Stallings,77,4.35,92,4
