,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Greg Chalmers,85,52.66,488,257
1,2,2,Aaron Baddeley,74,52.26,398,208
2,3,3,Michael Thompson,74,51.29,427,219
3,4,4,Ryan Palmer,85,50.78,451,229
4,T5,T5,Luke Donald,57,50.72,276,140
5,T5,T5,Brendon Todd,108,50.72,621,315
6,7,7,Rickie Fowler,91,50.71,422,214
7,8,8,Billy Horschel,92,50.54,463,234
8,9,9,Lee Westwood,57,50.5,299,151
9,10,10,Erik Compton,88,50.47,533,269
10,11,11,Jerry Kelly,80,50.44,454,229
11,12,12,Phil Mickelson,71,50.27,366,184
12,13,13,Paul Casey,56,50.15,323,162
13,14,14,Morgan Hoffmann,103,49.92,619,309
14,15,15,Jimmy Walker,98,49.9,509,254
15,16,16,Graeme McDowell,66,49.83,303,151
16,17,17,Matt Every,85,49.68,463,230
17,18,18,Matt Kuchar,91,49.57,466,231
18,19,19,Jordan Spieth,102,49.38,561,277
19,20,20,John Senden,99,49.34,529,261
20,21,21,Ben Martin,80,49.33,446,220
21,22,22,Freddie Jacobson,91,49.29,562,277
22,23,23,Chad Collins,78,49.19,431,212
23,T24,T24,Russell Henley,92,48.96,527,258
24,T24,T24,Richard Lee,80,48.96,433,212
25,26,26,Retief Goosen,94,48.92,511,250
26,27,27,Stuart Appleby,92,48.87,618,302
27,28,28,Andres Romero,81,48.83,471,230
28,29,29,Sangmoon Bae,76,48.76,484,236
29,30,30,Tim Wilkinson,86,48.72,509,248
30,31,31,Ian Poulter,57,48.69,267,130
31,32,32,Kevin Na,94,48.65,557,271
32,33,33,Charley Hoffman,93,48.63,547,266
33,34,34,Cameron Tringale,111,48.56,661,321
34,35,35,Jeff Overton,80,48.55,482,234
35,36,36,Chris Kirk,105,48.5,600,291
36,37,37,Brice Garnett,92,48.39,560,271
37,38,38,George McNeill,79,48.37,492,238
38,39,39,Andrew Svoboda,77,48.34,453,219
39,40,40,Harris English,95,48.32,505,244
40,41,41,Jhonattan Vegas,77,48.17,436,210
41,42,42,Justin Leonard,75,48.1,420,202
42,43,43,Andrew Loupe,65,48.09,366,176
43,44,44,Chesson Hadley,84,48.05,487,234
44,45,45,Ben Curtis,77,48.0,450,216
45,46,46,Scott Brown,100,47.99,573,275
46,47,47,Brian Davis,93,47.98,569,273
47,48,48,Tyrone Van Aswegen,79,47.95,440,211
48,49,49,Ben Crane,81,47.92,553,265
49,50,50,Seung-Yul Noh,92,47.91,503,241
50,51,51,Matt Jones,83,47.9,428,205
51,52,52,Gonzalo Fernandez-Castaño,83,47.8,477,228
52,53,53,Charlie Wi,72,47.78,406,194
53,54,54,Rory McIlroy,66,47.59,332,158
54,55,55,William McGirt,96,47.47,573,272
