,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Brian Harman,111,95,724,13.1
1,2,2,Brendon Todd,108,87,697,12.5
2,3,3,David Hearn,97,82,591,13.9
3,4,4,Cameron Tringale,111,78,673,11.6
4,5,5,Justin Hicks,103,77,572,13.5
5,T6,T6,Chris Kirk,105,76,659,11.5
6,T6,T6,Daniel Summerhays,98,76,608,12.5
7,8,8,John Senden,99,75,556,13.5
8,9,9,Freddie Jacobson,91,74,611,12.1
9,10,10,Bill Haas,107,72,569,12.7
10,T11,T11,William McGirt,96,71,608,11.7
11,T11,T11,Jordan Spieth,102,71,659,10.8
12,T13,T13,Patrick Reed,92,70,544,12.9
13,T13,T13,Webb Simpson,87,70,541,12.9
14,T13,T13,Brian Stuard,91,70,545,12.8
15,T13,T13,Jimmy Walker,98,70,539,13.0
16,17,17,Morgan Hoffmann,103,69,671,10.3
17,18,18,Kevin Na,94,68,586,11.6
18,19,19,Ben Crane,81,67,558,12.0
19,20,20,Camilo Villegas,95,66,600,11.0
20,T21,T21,Ricky Barnes,92,65,576,11.3
21,T21,T21,Charles Howell III,106,65,648,10.0
22,T23,T23,Brian Davis,93,64,614,10.4
23,T23,T23,Brendon de Jonge,109,64,634,10.1
24,T23,T23,Matt Every,85,64,503,12.7
25,T23,T23,Scott Langley,95,64,582,11.0
26,T23,T23,Will MacKenzie,82,64,512,12.5
27,T23,T23,Gary Woodland,93,64,504,12.7
28,T29,T29,Kevin Chappell,100,63,607,10.4
29,T29,T29,Ben Curtis,77,63,446,14.1
30,T29,T29,Russell Henley,92,63,524,12.0
31,T29,T29,Hunter Mahan,88,63,507,12.4
32,T29,T29,Carl Pettersson,91,63,569,11.1
33,T34,T34,Keegan Bradley,89,62,483,12.8
