,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,T1,T1,Robert Allenby,108,100.0,1.0,1
1,T1,T1,Briny Baird,106,100.0,1.0,1
2,T1,T1,Doug Barron,62,100.0,1.0,1
3,T1,T1,Jay Don Blake,100,100.0,1.0,1
4,T1,T1,Tom Byrum,85,100.0,1.0,1
5,T1,T1,Michael Clark II,87,100.0,1.0,1
6,T1,T1,Doug Dunakey,83,100.0,1.0,1
7,T1,T1,Fred Funk,118,100.0,1.0,1
8,T1,T1,Mathew Goggin,96,100.0,1.0,1
9,T1,T1,Charles Howell III,89,100.0,1.0,1
10,T1,T1,Lee Janzen,96,100.0,1.0,1
11,T1,T1,Skip Kendall,111,100.0,1.0,1
12,T1,T1,Justin Leonard,106,100.0,1.0,1
13,T1,T1,Gary Nicklaus,96,100.0,2.0,2
14,T1,T1,Corey Pavin,72,100.0,1.0,1
15,16,16,Geoff Ogilvy,60,66.67,2.0,3
16,T17,T17,José Coceres,60,50.0,1.0,2
17,T17,T17,Brad Faxon,95,50.0,1.0,2
18,T19,T19,"David Berganio, Jr.",76,0.0,,1
19,T19,T19,Bob Burns,92,0.0,,1
20,T19,T19,John Cook,91,0.0,,1
21,T19,T19,Joe Durant,80,0.0,,1
22,T19,T19,David Frost,87,0.0,,2
23,T19,T19,Jimmy Green,94,0.0,,2
24,T19,T19,Gabriel Hjertstedt,76,0.0,,1
25,T19,T19,Frank Lickliter II,102,0.0,,1
26,T19,T19,Steve Lowery,100,0.0,,1
27,T19,T19,Andrew Magee,97,0.0,,1
28,T19,T19,Billy Mayfair,102,0.0,,1
29,T19,T19,Spike McRoy,95,0.0,,1
30,T19,T19,Steve Stricker,73,0.0,,1
31,T19,T19,Kevin Sutherland,101,0.0,,1
32,T19,T19,Grant Waite,78,0.0,,1
