,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
0,T1,T1,Briny Baird,106,100.0,2.0,2
1,T1,T1,Steve Elkington,64,100.0,2.0,2
2,T1,T1,Bill Glasson,69,100.0,4.0,4
3,T1,T1,Bernhard Langer,62,100.0,5.0,5
4,T1,T1,Sean Murphy,70,100.0,1.0,1
5,T1,T1,Corey Pavin,72,100.0,2.0,2
6,7,7,Harrison Frazar,88,83.33,5.0,6
7,T8,T8,Paul Azinger,79,80.0,4.0,5
8,T8,T8,Ernie Els,70,80.0,4.0,5
9,10,10,Scott Simpson,73,78.57,11.0,14
10,11,11,Cameron Beckman,103,77.78,7.0,9
11,T12,T12,Craig Kanada,80,76.92,10.0,13
12,T12,T12,David Peoples,96,76.92,10.0,13
13,T14,T14,Cliff Kresge,84,75.0,3.0,4
14,T14,T14,Shigeki Maruyama,98,75.0,6.0,8
15,T14,T14,Jim McGovern,66,75.0,3.0,4
16,T14,T14,Nick Price,74,75.0,3.0,4
17,T14,T14,Tommy Tolles,89,75.0,3.0,4
18,T19,T19,Robert Allenby,108,71.43,5.0,7
19,T19,T19,Olin Browne,99,71.43,5.0,7
20,T19,T19,Glen Day,89,71.43,10.0,14
21,T19,T19,Doug Dunakey,83,71.43,5.0,7
22,T19,T19,David Duval,78,71.43,5.0,7
23,T19,T19,Lee Janzen,96,71.43,5.0,7
24,T19,T19,Andrew McLardy,75,71.43,5.0,7
25,T19,T19,Craig Parry,68,71.43,5.0,7
26,T19,T19,Kenny Perry,94,71.43,10.0,14
27,T19,T19,Rory Sabbatini,73,71.43,5.0,7
28,T19,T19,Kevin Sutherland,101,71.43,5.0,7
29,T30,T30,Fulton Allem,56,70.0,7.0,10
30,T30,T30,Woody Austin,99,70.0,7.0,10
31,T30,T30,Scott Verplank,99,70.0,7.0,10
32,33,33,Neal Lancaster,107,69.23,9.0,13
33,T34,T34,Mark Brooks,88,66.67,4.0,6
34,T34,T34,Scott Dunlap,80,66.67,2.0,3
35,T34,T34,Bob Estes,91,66.67,4.0,6
36,T34,T34,Gabriel Hjertstedt,76,66.67,4.0,6
37,T34,T34,Charles Howell III,89,66.67,2.0,3
38,T34,T34,Michael Muehr,94,66.67,6.0,9
39,T34,T34,Loren Roberts,84,66.67,4.0,6
40,T34,T34,Grant Waite,78,66.67,6.0,9
41,T34,T34,Rocky Walcher,59,66.67,2.0,3
42,T34,T34,Mike Weir,86,66.67,2.0,3
43,T34,T34,Kaname Yokoo,81,66.67,4.0,6
44,45,45,Robert Damron,91,64.29,9.0,14
45,T46,T46,Per-Ulrik Johansson,82,63.64,7.0,11
46,T46,T46,Greg Kraft,105,63.64,7.0,11
