,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
47,T46,T46,Davis Love III,75,63.64,7.0,11
48,T49,T49,Joel Edwards,99,62.5,5.0,8
49,T49,T49,Jeff Maggert,84,62.5,5.0,8
50,T49,T49,Scott McCarron,98,62.5,5.0,8
51,T49,T49,Chris Riley,104,62.5,5.0,8
52,T49,T49,Brian Wilson,88,62.5,5.0,8
53,T54,T54,Jim Carter,103,60.0,6.0,10
54,T54,T54,Steve Flesch,112,60.0,6.0,10
55,T54,T54,Jeff Hart,87,60.0,6.0,10
56,T54,T54,Bradley Hughes,96,60.0,3.0,5
57,T54,T54,Jonathan Kaye,116,60.0,6.0,10
58,T54,T54,Tom Lehman,82,60.0,3.0,5
59,T54,T54,Justin Leonard,106,60.0,6.0,10
60,T54,T54,David Morland IV,88,60.0,6.0,10
61,T54,T54,Mark O'Meara,69,60.0,3.0,5
62,T54,T54,Steve Pate,89,60.0,3.0,5
63,T54,T54,Tom Pernice Jr.,106,60.0,6.0,10
64,T54,T54,John Riegger,86,60.0,6.0,10
65,T54,T54,David Toms,100,60.0,3.0,5
66,T54,T54,Ted Tryba,110,60.0,6.0,10
67,68,68,Fred Funk,118,58.82,10.0,17
68,69,69,José Coceres,60,58.33,7.0,12
69,T70,T70,Richie Coughlan,66,57.14,4.0,7
70,T70,T70,Chris DiMarco,108,57.14,8.0,14
71,T70,T70,Joe Durant,80,57.14,4.0,7
72,T70,T70,Matt Gogel,83,57.14,4.0,7
73,T70,T70,Lee Porter,93,57.14,4.0,7
74,T70,T70,Bob Tway,109,57.14,4.0,7
75,T76,T76,J.J. Henry,86,55.56,5.0,9
76,T76,T76,Billy Mayfair,102,55.56,5.0,9
77,T76,T76,Joe Ogilvie,110,55.56,5.0,9
78,T76,T76,Tom Scherrer,69,55.56,5.0,9
79,80,80,Shaun Micheel,103,53.85,7.0,13
80,T81,T81,Tommy Armour III,93,50.0,9.0,18
81,T81,T81,"David Berganio, Jr.",76,50.0,7.0,14
82,T81,T81,Jay Don Blake,100,50.0,8.0,16
83,T81,T81,Tom Byrum,85,50.0,6.0,12
84,T81,T81,Greg Chalmers,92,50.0,5.0,10
85,T81,T81,Marco Dawson,57,50.0,2.0,4
86,T81,T81,Robert Gamez,59,50.0,1.0,2
87,T81,T81,Brian Gay,114,50.0,3.0,6
88,T81,T81,Brent Geiberger,84,50.0,6.0,12
89,T81,T81,Mathew Goggin,96,50.0,6.0,12
90,T81,T81,Jason Gore,82,50.0,4.0,8
91,T81,T81,Scott Hoch,84,50.0,2.0,4
92,T81,T81,John Huston,64,50.0,1.0,2
93,T81,T81,Kevin Johnson,93,50.0,3.0,6
94,T81,T81,Pete Jordan,105,50.0,8.0,16
95,T81,T81,Len Mattiace,98,50.0,1.0,2
96,T81,T81,Larry Mize,76,50.0,1.0,2
97,T81,T81,Jesper Parnevik,91,50.0,4.0,8
98,T81,T81,Esteban Toledo,116,50.0,1.0,2
99,T81,T81,Garrett Willis,88,50.0,3.0,6
100,101,101,Steve Lowery,100,46.67,7.0,15
101,T102,T102,Russ Cochran,76,46.15,6.0,13
102,T102,T102,Paul Gow,79,46.15,6.0,13
103,104,104,Stephen Ames,88,45.45,5.0,11
104,T105,T105,Stuart Appleby,105,44.44,4.0,9
105,T105,T105,Bob Burns,92,44.44,4.0,9
106,T105,T105,Brandel Chamblee,77,44.44,4.0,9
107,T105,T105,Blaine McCallister,80,44.44,4.0,9
108,T105,T105,Craig Perks,78,44.44,4.0,9
109,T105,T105,Jeff Sluman,106,44.44,4.0,9
110,T111,T111,Billy Andrade,82,42.86,3.0,7
111,T111,T111,Brad Faxon,95,42.86,3.0,7
112,T111,T111,Brian Henninger,81,42.86,3.0,7
113,T111,T111,Spike McRoy,95,42.86,3.0,7
114,T111,T111,Frank Nobilo,91,42.86,3.0,7
115,T111,T111,Geoff Ogilvy,60,42.86,3.0,7
116,T111,T111,Kirk Triplett,88,42.86,3.0,7
117,T111,T111,Tiger Woods,76,42.86,3.0,7
118,T119,T119,John Daly,84,40.0,2.0,5
119,T119,T119,Brad Elder,111,40.0,2.0,5
120,T119,T119,Danny Ellis,76,40.0,4.0,10
121,T119,T119,Edward Fryatt,93,40.0,4.0,10
122,T119,T119,Skip Kendall,111,40.0,4.0,10
123,T119,T119,Vijay Singh,98,40.0,2.0,5
124,T119,T119,Jerry Smith,95,40.0,2.0,5
125,T119,T119,Chris Tidland,83,40.0,2.0,5
126,T119,T119,Duffy Waldorf,77,40.0,2.0,5
127,T128,T128,Paul Goydos,86,37.5,3.0,8
128,T128,T128,Gary Nicklaus,96,37.5,3.0,8
129,T128,T128,Carl Paulson,93,37.5,3.0,8
130,T128,T128,Dicky Pride,78,37.5,3.0,8
131,132,132,Andrew Magee,97,35.71,5.0,14
132,133,133,J.L. Lewis,108,35.29,6.0,17
133,T134,T134,Stewart Cink,102,33.33,5.0,15
134,T134,T134,Michael Clark II,87,33.33,2.0,6
135,T134,T134,John Cook,91,33.33,2.0,6
136,T134,T134,Ben Ferguson,76,33.33,2.0,6
137,T134,T134,Jim Furyk,88,33.33,2.0,6
138,T134,T134,Tripp Isenhour,92,33.33,2.0,6
139,T134,T134,Brandt Jobe,96,33.33,1.0,3
140,T134,T134,Chris Perry,80,33.33,2.0,6
141,T134,T134,Hal Sutton,96,33.33,1.0,3
142,143,143,David Frost,87,29.41,5.0,17
143,T144,T144,Robin Freeman,105,28.57,2.0,7
144,T144,T144,Sergio Garcia,64,28.57,2.0,7
145,T144,T144,Steve Jones,75,28.57,2.0,7
146,T144,T144,Rocco Mediate,69,28.57,2.0,7
147,T144,T144,Mike Sposa,96,28.57,2.0,7
148,T149,T149,Glen Hnatiuk,104,25.0,1.0,4
149,T149,T149,Mark Wiebe,62,25.0,1.0,4
150,T151,T151,Steve Allan,88,20.0,1.0,5
151,T151,T151,Kelly Grunewald,66,20.0,1.0,5
152,T151,T151,Kent Jones,74,20.0,1.0,5
153,T151,T151,Paul Stankowski,91,20.0,1.0,5
154,T155,T155,Ian Leggatt,84,16.67,1.0,6
155,T155,T155,Bob May,86,16.67,1.0,6
156,T157,T157,Fred Couples,68,14.29,1.0,7
157,T157,T157,Chris Smith,101,14.29,1.0,7
158,T159,T159,Mark Calcavecchia,81,12.5,1.0,8
159,T159,T159,Hunter Haas,78,12.5,1.0,8
160,161,161,Frank Lickliter II,102,10.0,1.0,10
161,T162,T162,Jeremy Anderson,69,0.0,,2
162,T162,T162,Rich Beem,91,0.0,,1
163,T162,T162,Keith Clearwater,62,0.0,,3
164,T162,T162,Jimmy Green,94,0.0,,8
165,T162,T162,Mark Hensby,71,0.0,,2
166,T162,T162,Tim Herron,97,0.0,,2
167,T162,T162,Jerry Kelly,104,0.0,,2
168,T162,T162,Dennis Paulson,75,0.0,,2
169,T162,T162,Steve Stricker,73,0.0,,2
