,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,T1,T1,Olin Browne,99,100.0,1.0,1
1,T1,T1,José Coceres,60,100.0,1.0,1
2,T1,T1,Robert Gamez,59,100.0,1.0,1
3,T1,T1,Brian Henninger,81,100.0,1.0,1
4,T1,T1,Charles Howell III,89,100.0,1.0,1
5,T1,T1,Per-Ulrik Johansson,82,100.0,1.0,1
6,T1,T1,Jonathan Kaye,116,100.0,1.0,1
7,T1,T1,Spike McRoy,95,100.0,1.0,1
8,T1,T1,Rocco Mediate,69,100.0,1.0,1
9,T1,T1,Larry Mize,76,100.0,1.0,1
10,T1,T1,John Riegger,86,100.0,1.0,1
11,T1,T1,Steve Stricker,73,100.0,1.0,1
12,13,13,Nick Price,74,50.0,1.0,2
13,T14,T14,Steve Allan,88,0.0,,1
14,T14,T14,Robert Allenby,108,0.0,,1
15,T14,T14,Woody Austin,99,0.0,,1
16,T14,T14,Paul Azinger,79,0.0,,1
17,T14,T14,Cameron Beckman,103,0.0,,1
18,T14,T14,"David Berganio, Jr.",76,0.0,,1
19,T14,T14,Mark Calcavecchia,81,0.0,,1
20,T14,T14,Stewart Cink,102,0.0,,1
21,T14,T14,Russ Cochran,76,0.0,,1
22,T14,T14,John Daly,84,0.0,,1
23,T14,T14,Chris DiMarco,108,0.0,,1
24,T14,T14,Brad Faxon,95,0.0,,1
25,T14,T14,Ben Ferguson,76,0.0,,1
26,T14,T14,Harrison Frazar,88,0.0,,1
27,T14,T14,Robin Freeman,105,0.0,,2
28,T14,T14,Sergio Garcia,64,0.0,,1
29,T14,T14,Bill Glasson,69,0.0,,1
30,T14,T14,Paul Gow,79,0.0,,1
31,T14,T14,Glen Hnatiuk,104,0.0,,1
32,T14,T14,Lee Janzen,96,0.0,,1
33,T14,T14,Cliff Kresge,84,0.0,,1
34,T14,T14,Bob May,86,0.0,,1
35,T14,T14,Michael Muehr,94,0.0,,1
36,T14,T14,Tom Pernice Jr.,106,0.0,,1
37,T14,T14,Rory Sabbatini,73,0.0,,1
38,T14,T14,Mike Sposa,96,0.0,,1
39,T14,T14,David Toms,100,0.0,,1
40,T14,T14,Bob Tway,109,0.0,,1
41,T14,T14,Jay Williamson,92,0.0,,1
42,T14,T14,Garrett Willis,88,0.0,,1
