,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Richie Coughlan,66,"4""",0.583,2,179
1,2,2,Rich Beem,91,"5""",0.41700000000000004,1,140
2,3,3,Sean Murphy,70,"10""",0.833,1,154
3,T4,T4,Hunter Haas,78,"1' 0""",2.0,2,191
4,T4,T4,Tim Herron,97,"1' 0""",1.0,1,162
5,6,6,Jerry Kelly,104,"1' 4""",13.333,10,103
6,T7,T7,Steve Allan,88,"1' 5""",5.5,4,135
7,T7,T7,Mark Brooks,88,"1' 5""",14.417,10,5
8,T7,T7,Greg Chalmers,92,"1' 5""",1.4169999999999998,1,21
9,10,10,Matt Gogel,83,"1' 7""",9.417,6,113
10,T11,T11,John Cook,91,"1' 8""",33.5,20,91
11,T11,T11,David Frost,87,"1' 8""",23.75,14,52
12,T11,T11,J.J. Henry,86,"1' 8""",27.0,16,95
13,T11,T11,Andrew McLardy,75,"1' 8""",9.833,6,175
14,T15,T15,Jonathan Kaye,116,"1' 9""",21.333000000000002,12,47
15,T15,T15,Steve Pate,89,"1' 9""",6.917000000000001,4,166
16,T17,T17,Fulton Allem,56,"1' 10""",28.833000000000002,16,41
17,T17,T17,Michael Clark II,87,"1' 10""",12.667,7,82
18,T17,T17,Greg Kraft,105,"1' 10""",47.5,26,77
19,T17,T17,Larry Mize,76,"1' 10""",32.833,18,24
20,T17,T17,Corey Pavin,72,"1' 10""",16.25,9,25
21,T17,T17,Kaname Yokoo,81,"1' 10""",23.916999999999998,13,177
22,T23,T23,Brent Geiberger,84,"1' 11""",21.0,11,69
23,T23,T23,Paul Goydos,86,"1' 11""",22.666999999999998,12,99
24,T23,T23,Glen Hnatiuk,104,"1' 11""",23.333000000000002,12,138
25,T23,T23,Carl Paulson,93,"1' 11""",26.75,14,148
26,T23,T23,Kenny Perry,94,"1' 11""",68.417,35,20
27,T28,T28,K.J. Choi,95,"2' 1""",12.5,6,60
28,T28,T28,Ernie Els,70,"2' 1""",39.667,19,76
29,T28,T28,Cliff Kresge,84,"2' 1""",6.25,3,158
30,T31,T31,"David Berganio, Jr.",76,"2' 2""",28.0,13,40
31,T31,T31,Joel Edwards,99,"2' 2""",34.583,16,29
32,T31,T31,Bernhard Langer,62,"2' 2""",28.25,13,10
33,T31,T31,Davis Love III,75,"2' 2""",88.75,41,3
34,T31,T31,Andrew Magee,97,"2' 2""",33.083,15,133
35,T31,T31,Craig Perks,78,"2' 2""",32.083,15,103
36,T31,T31,Scott Simpson,73,"2' 2""",27.666999999999998,13,49
37,T38,T38,Paul Azinger,79,"2' 3""",31.833000000000002,14,31
38,T38,T38,Doug Barron,62,"2' 3""",19.917,9,160
39,T38,T38,Mark Calcavecchia,81,"2' 3""",34.333,15,78
40,T38,T38,John Daly,84,"2' 3""",28.833000000000002,13,167
41,T38,T38,Jason Gore,82,"2' 3""",13.417,6,152
42,T38,T38,Kelly Grunewald,66,"2' 3""",11.25,5,184
43,T38,T38,Lee Janzen,96,"2' 3""",34.0,15,50
44,T38,T38,Frank Lickliter II,102,"2' 3""",51.667,23,141
45,T38,T38,Shigeki Maruyama,98,"2' 3""",35.583,16,65
46,T38,T38,Dicky Pride,78,"2' 3""",11.167,5,174
47,T48,T48,Robert Damron,91,"2' 4""",30.166999999999998,13,26
48,T48,T48,Scott Dunlap,80,"2' 4""",16.5,7,156
49,T48,T48,Brad Faxon,95,"2' 4""",70.833,30,19
50,T48,T48,Sergio Garcia,64,"2' 4""",43.917,19,71
51,T48,T48,Paul Gow,79,"2' 4""",9.167,4,34
52,T48,T48,Pete Jordan,105,"2' 4""",26.0,11,42
53,T48,T48,Gary Nicklaus,96,"2' 4""",23.583000000000002,10,183
54,T48,T48,Jeff Sluman,106,"2' 4""",72.0,31,54
55,T48,T48,Paul Stankowski,91,"2' 4""",30.5,13,142
56,T48,T48,Hal Sutton,96,"2' 4""",59.167,25,54
57,T58,T58,Bob Estes,91,"2' 5""",51.25,21,6
58,T58,T58,Carlos Franco,87,"2' 5""",26.25,11,190
59,T58,T58,Jimmy Green,94,"2' 5""",47.667,20,111
60,T58,T58,Brandt Jobe,96,"2' 5""",28.666999999999998,12,176
61,T58,T58,Len Mattiace,98,"2' 5""",43.583,18,16
62,T58,T58,Steve Stricker,73,"2' 5""",24.166999999999998,10,17
63,T58,T58,Kevin Sutherland,101,"2' 5""",45.583,19,80
64,T58,T58,Ted Tryba,110,"2' 5""",38.667,16,35
65,T58,T58,Mark Wiebe,62,"2' 5""",4.75,2,181
66,T67,T67,Steve Elkington,64,"2' 6""",37.333,15,107
67,T67,T67,Tripp Isenhour,92,"2' 6""",17.583,7,138
68,T67,T67,Dennis Paulson,75,"2' 6""",4.917,2,119
69,T67,T67,Loren Roberts,84,"2' 6""",33.0,13,8
70,T67,T67,Esteban Toledo,116,"2' 6""",32.75,13,36
71,T67,T67,Scott Verplank,99,"2' 6""",56.667,23,7
72,T73,T73,Robert Gamez,59,"2' 7""",2.583,1,169
73,T73,T73,Brian Henninger,81,"2' 7""",69.333,27,163
74,T73,T73,Bradley Hughes,96,"2' 7""",30.666999999999998,12,172
75,T73,T73,J.L. Lewis,108,"2' 7""",57.583,22,58
76,T73,T73,Kirk Triplett,88,"2' 7""",30.916999999999998,12,38
77,T73,T73,Duffy Waldorf,77,"2' 7""",10.417,4,192
78,T79,T79,Woody Austin,99,"2' 8""",28.916999999999998,11,126
79,T79,T79,Danny Ellis,76,"2' 8""",59.417,22,127
80,T79,T79,Gabriel Hjertstedt,76,"2' 8""",26.416999999999998,10,167
81,T82,T82,Olin Browne,99,"2' 9""",46.5,17,131
82,T82,T82,Steve Flesch,112,"2' 9""",69.417,25,73
83,T82,T82,David Morland IV,88,"2' 9""",32.5,12,153
84,T82,T82,Joe Ogilvie,110,"2' 9""",30.583000000000002,11,91
85,T82,T82,Grant Waite,78,"2' 9""",30.166999999999998,11,112
86,T87,T87,Robert Allenby,108,"2' 10""",70.917,25,110
87,T87,T87,Briny Baird,106,"2' 10""",72.667,26,122
88,T87,T87,Harrison Frazar,88,"2' 10""",31.166999999999998,11,83
89,T87,T87,Brian Gay,114,"2' 10""",33.583,12,22
90,T87,T87,Per-Ulrik Johansson,82,"2' 10""",34.083,12,115
91,T87,T87,David Peoples,96,"2' 10""",91.917,32,121
92,T87,T87,John Riegger,86,"2' 10""",65.25,23,75
93,T94,T94,Russ Cochran,76,"2' 11""",41.0,14,129
94,T94,T94,Robin Freeman,105,"2' 11""",23.25,8,165
95,T94,T94,Frank Nobilo,91,"2' 11""",31.833000000000002,11,27
96,T94,T94,Rory Sabbatini,73,"2' 11""",52.917,18,151
97,T94,T94,Mike Weir,86,"2' 11""",41.167,14,14
98,T99,T99,Scott Hoch,84,"3' 0""",47.667,16,4
99,T99,T99,Craig Parry,68,"3' 0""",15.167,5,106
100,T101,T101,Fred Couples,68,"3' 1""",49.0,16,187
101,T101,T101,Doug Dunakey,83,"3' 1""",21.5,7,150
102,T101,T101,Edward Fryatt,93,"3' 1""",24.916999999999998,8,88
103,T101,T101,Neal Lancaster,107,"3' 1""",36.75,12,23
104,T101,T101,Tom Lehman,82,"3' 1""",56.167,18,99
105,T101,T101,Jeff Maggert,84,"3' 1""",49.917,16,117
106,T101,T101,Shaun Micheel,103,"3' 1""",49.667,16,66
107,T101,T101,Chris Perry,80,"3' 1""",9.333,3,159
108,109,109,Spike McRoy,95,"3' 2""",40.75,13,93
109,T110,T110,Jim Furyk,88,"3' 3""",70.667,22,12
110,T110,T110,Mathew Goggin,96,"3' 3""",68.833,21,194
111,T110,T110,Rocco Mediate,69,"3' 3""",32.167,10,48
112,T113,T113,Bob Burns,92,"3' 4""",47.083,14,137
113,T113,T113,Brandel Chamblee,77,"3' 4""",13.25,4,66
114,T115,T115,Jay Don Blake,100,"3' 5""",81.583,24,96
115,T115,T115,Stewart Cink,102,"3' 5""",136.333,40,68
116,T115,T115,Tommy Tolles,89,"3' 5""",13.667,4,189
117,T115,T115,Bob Tway,109,"3' 5""",79.167,23,146
118,T115,T115,Jay Williamson,92,"3' 5""",58.083,17,109
119,T120,T120,Cameron Beckman,103,"3' 6""",55.417,16,37
120,T120,T120,Mark O'Meara,69,"3' 6""",56.167,16,42
121,T120,T120,David Toms,100,"3' 6""",79.583,23,108
122,T123,T123,Billy Andrade,82,"3' 7""",28.5,8,70
123,T123,T123,Charles Howell III,89,"3' 7""",68.417,19,15
124,T123,T123,Chris Smith,101,"3' 7""",28.916999999999998,8,160
125,T126,T126,Marco Dawson,57,"3' 8""",18.167,5,149
126,T126,T126,Tom Pernice Jr.,106,"3' 8""",69.667,19,96
127,128,128,José Coceres,60,"3' 9""",82.917,22,46
128,129,129,Vijay Singh,98,"3' 11""",93.833,24,44
129,T130,T130,Jim McGovern,66,"4' 0""",4.0,1,134
130,T130,T130,Brian Wilson,88,"4' 0""",52.417,13,123
131,132,132,Bill Glasson,69,"4' 1""",48.833,12,18
132,T133,T133,David Duval,78,"4' 2""",108.25,26,72
133,T133,T133,Craig Kanada,80,"4' 2""",24.75,6,105
134,135,135,Jerry Smith,95,"4' 3""",68.333,16,101
135,T136,T136,John Huston,64,"4' 4""",30.416999999999998,7,116
136,T136,T136,Lee Porter,93,"4' 4""",30.166999999999998,7,51
137,138,138,Tiger Woods,76,"4' 5""",74.833,17,1
138,139,139,Jesper Parnevik,91,"4' 6""",80.667,18,11
139,T140,T140,Michael Muehr,94,"4' 7""",77.5,17,128
140,T140,T140,Tom Scherrer,69,"4' 7""",36.417,8,185
141,142,142,Nick Price,74,"4' 9""",91.0,19,2
142,143,143,Keith Clearwater,62,"5' 0""",24.916999999999998,5,173
143,T144,T144,Chris DiMarco,108,"5' 1""",172.25,34,63
144,T144,T144,Bob May,86,"5' 1""",30.25,6,132
145,146,146,Mark Hensby,71,"5' 3""",15.833,3,144
146,147,147,Jeremy Anderson,69,"5' 4""",5.332999999999999,1,157
147,148,148,Glen Day,89,"5' 6""",121.583,22,9
148,T149,T149,Steve Jones,75,"5' 7""",39.25,7,180
149,T149,T149,Scott McCarron,98,"5' 7""",145.583,26,33
150,T149,T149,Garrett Willis,88,"5' 7""",66.667,12,171
