,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
151,152,152,Fred Funk,118,"5' 10""",111.0,19,13
152,T153,T153,Stephen Ames,88,"6' 0""",72.0,12,39
153,T153,T153,Ben Ferguson,76,"6' 0""",24.083000000000002,4,170
154,T153,T153,Justin Leonard,106,"6' 0""",191.667,32,74
155,156,156,Jeff Hart,87,"6' 3""",62.583,10,114
156,T157,T157,Chris Riley,104,"6' 10""",88.833,13,54
157,T157,T157,Rocky Walcher,59,"6' 10""",54.75,8,193
158,T159,T159,Joe Durant,80,"7' 1""",91.583,13,124
159,T159,T159,Brad Elder,111,"7' 1""",99.5,14,85
160,161,161,Tommy Armour III,93,"7' 2""",142.583,20,147
161,162,162,Skip Kendall,111,"7' 3""",159.917,22,89
162,163,163,Jim Carter,103,"7' 4""",168.417,23,101
163,164,164,Tom Byrum,85,"7' 5""",141.083,19,129
164,165,165,Mike Sposa,96,"7' 10""",148.5,19,61
165,166,166,Billy Mayfair,102,"9' 9""",310.83299999999997,32,59
166,167,167,Ian Leggatt,84,"12' 5""",247.583,20,84
167,168,168,Blaine McCallister,80,"14' 6""",319.16700000000003,22,118
168,169,169,Geoff Ogilvy,60,"16' 1""",112.667,7,186
169,170,170,Steve Lowery,100,"20' 10""",728.8330000000001,35,120
170,171,171,Stuart Appleby,105,"29' 2""",699.6669999999999,24,53
171,172,172,Kent Jones,74,"39' 4""",196.5,5,182
172,173,173,Chris Tidland,83,"54' 5""",108.833,2,81
