,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,T1,T1,Steve Allan,88,100.0,1.0,1
1,T1,T1,Mark Brooks,88,100.0,7.0,7
2,T1,T1,Brandel Chamblee,77,100.0,2.0,2
3,T1,T1,Richie Coughlan,66,100.0,2.0,2
4,T1,T1,Robert Damron,91,100.0,10.0,10
5,T1,T1,Scott Dunlap,80,100.0,4.0,4
6,T1,T1,Hunter Haas,78,100.0,3.0,3
7,T1,T1,Steve Jones,75,100.0,6.0,6
8,T1,T1,Craig Kanada,80,100.0,5.0,5
9,T1,T1,Bob May,86,100.0,2.0,2
10,T1,T1,Dennis Paulson,75,100.0,1.0,1
11,T1,T1,Nick Price,74,100.0,8.0,8
12,T1,T1,Dicky Pride,78,100.0,5.0,5
13,T1,T1,Chris Tidland,83,100.0,2.0,2
14,T1,T1,Scott Verplank,99,100.0,15.0,15
15,T1,T1,Rocky Walcher,59,100.0,5.0,5
16,T17,T17,Blaine McCallister,80,90.91,10.0,11
17,T17,T17,Frank Nobilo,91,90.91,10.0,11
18,T19,T19,Paul Azinger,79,90.0,9.0,10
19,T19,T19,Joel Edwards,99,90.0,9.0,10
20,21,21,Lee Janzen,96,86.67,13.0,15
21,T22,T22,"David Berganio, Jr.",76,85.71,6.0,7
22,T22,T22,Rocco Mediate,69,85.71,6.0,7
23,T22,T22,Larry Mize,76,85.71,6.0,7
24,25,25,Glen Day,89,84.62,11.0,13
25,T26,T26,Jay Don Blake,100,83.33,15.0,18
26,T26,T26,Joe Durant,80,83.33,10.0,12
27,T26,T26,Edward Fryatt,93,83.33,5.0,6
28,T26,T26,Gabriel Hjertstedt,76,83.33,5.0,6
29,T26,T26,Bradley Hughes,96,83.33,5.0,6
30,T26,T26,Carl Paulson,93,83.33,10.0,12
31,T26,T26,Grant Waite,78,83.33,10.0,12
32,T26,T26,Mike Weir,86,83.33,10.0,12
33,T26,T26,Brian Wilson,88,83.33,5.0,6
34,35,35,Jesper Parnevik,91,82.35,14.0,17
35,T36,T36,Danny Ellis,76,81.82,9.0,11
36,T36,T36,Tiger Woods,76,81.82,9.0,11
37,T38,T38,Stuart Appleby,105,80.0,8.0,10
38,T38,T38,K.J. Choi,95,80.0,4.0,5
39,T38,T38,John Daly,84,80.0,4.0,5
40,T38,T38,Fred Funk,118,80.0,4.0,5
41,T38,T38,Charles Howell III,89,80.0,8.0,10
42,T38,T38,Bernhard Langer,62,80.0,8.0,10
43,T38,T38,Steve Pate,89,80.0,4.0,5
44,T38,T38,Lee Porter,93,80.0,4.0,5
45,T38,T38,Loren Roberts,84,80.0,12.0,15
46,T38,T38,Esteban Toledo,116,80.0,8.0,10
47,48,48,Vijay Singh,98,79.17,19.0,24
48,49,49,Bob Estes,91,78.95,15.0,19
49,50,50,Tom Pernice Jr.,106,78.57,11.0,14
50,51,51,Rory Sabbatini,73,77.78,14.0,18
51,T52,T52,Bob Burns,92,75.0,6.0,8
52,T52,T52,Michael Clark II,87,75.0,9.0,12
53,T52,T52,David Duval,78,75.0,9.0,12
54,T52,T52,Steve Elkington,64,75.0,9.0,12
55,T52,T52,Brad Faxon,95,75.0,15.0,20
56,T52,T52,Scott Hoch,84,75.0,6.0,8
57,T52,T52,Skip Kendall,111,75.0,12.0,16
58,T52,T52,Greg Kraft,105,75.0,12.0,16
59,T52,T52,Neal Lancaster,107,75.0,6.0,8
60,T52,T52,Davis Love III,75,75.0,12.0,16
61,T52,T52,Shigeki Maruyama,98,75.0,9.0,12
62,T52,T52,Shaun Micheel,103,75.0,9.0,12
63,64,64,Mike Sposa,96,73.33,11.0,15
64,T65,T65,José Coceres,60,72.73,8.0,11
65,T65,T65,Russ Cochran,76,72.73,8.0,11
66,T65,T65,Carlos Franco,87,72.73,8.0,11
67,T68,T68,Chris DiMarco,108,71.43,15.0,21
68,T68,T68,Doug Dunakey,83,71.43,5.0,7
69,T68,T68,Jeff Hart,87,71.43,5.0,7
70,T68,T68,Andrew Magee,97,71.43,10.0,14
71,T68,T68,David Peoples,96,71.43,5.0,7
72,T68,T68,Steve Stricker,73,71.43,5.0,7
73,74,74,Tommy Armour III,93,70.59,12.0,17
74,T75,T75,Cameron Beckman,103,70.0,7.0,10
75,T75,T75,Ernie Els,70,70.0,7.0,10
76,T75,T75,Tom Lehman,82,70.0,7.0,10
77,T75,T75,Scott McCarron,98,70.0,7.0,10
78,T75,T75,Ted Tryba,110,70.0,7.0,10
79,T80,T80,Harrison Frazar,88,69.23,9.0,13
80,T80,T80,Jeff Maggert,84,69.23,9.0,13
81,82,82,Kenny Perry,94,68.75,11.0,16
82,T83,T83,Stephen Ames,88,66.67,6.0,9
83,T83,T83,Woody Austin,99,66.67,4.0,6
84,T83,T83,Doug Barron,62,66.67,4.0,6
85,T83,T83,Matt Gogel,83,66.67,4.0,6
86,T83,T83,Kelly Grunewald,66,66.67,2.0,3
87,T83,T83,Cliff Kresge,84,66.67,2.0,3
88,T83,T83,Spike McRoy,95,66.67,6.0,9
89,T83,T83,Gary Nicklaus,96,66.67,2.0,3
90,T83,T83,Craig Perks,78,66.67,6.0,9
91,T83,T83,David Toms,100,66.67,6.0,9
92,93,93,Stewart Cink,102,65.22,15.0,23
93,T94,T94,Olin Browne,99,63.64,7.0,11
94,T94,T94,Brian Gay,114,63.64,7.0,11
95,T94,T94,Paul Goydos,86,63.64,7.0,11
96,T94,T94,Jonathan Kaye,116,63.64,7.0,11
97,T94,T94,Chris Riley,104,63.64,7.0,11
98,99,99,Steve Lowery,100,62.96,17.0,27
99,T100,T100,Ian Leggatt,84,62.5,5.0,8
100,T100,T100,Joe Ogilvie,110,62.5,5.0,8
101,T100,T100,Tom Scherrer,69,62.5,5.0,8
102,T100,T100,Duffy Waldorf,77,62.5,5.0,8
103,T100,T100,Jay Williamson,92,62.5,5.0,8
104,T100,T100,Garrett Willis,88,62.5,5.0,8
105,106,106,Justin Leonard,106,61.9,13.0,21
106,107,107,Pete Jordan,105,61.54,8.0,13
107,T108,T108,Robert Allenby,108,60.0,9.0,15
108,T108,T108,John Cook,91,60.0,6.0,10
109,T108,T108,Bill Glasson,69,60.0,3.0,5
110,T108,T108,David Morland IV,88,60.0,6.0,10
111,T108,T108,Mark O'Meara,69,60.0,6.0,10
112,T108,T108,Kirk Triplett,88,60.0,3.0,5
113,T108,T108,Bob Tway,109,60.0,6.0,10
114,115,115,Jeff Sluman,106,59.09,13.0,22
115,116,116,Jim Carter,103,58.82,10.0,17
116,T117,T117,Tom Byrum,85,58.33,7.0,12
117,T117,T117,Mathew Goggin,96,58.33,7.0,12
118,T117,T117,Per-Ulrik Johansson,82,58.33,7.0,12
119,T117,T117,John Riegger,86,58.33,7.0,12
120,T121,T121,David Frost,87,57.14,8.0,14
121,T121,T121,Chris Smith,101,57.14,4.0,7
122,T123,T123,Briny Baird,106,55.56,5.0,9
123,T123,T123,Jim Furyk,88,55.56,5.0,9
124,T123,T123,Brent Geiberger,84,55.56,5.0,9
125,T126,T126,Mark Calcavecchia,81,54.55,6.0,11
126,T126,T126,Kevin Sutherland,101,54.55,6.0,11
127,128,128,Steve Flesch,112,53.85,7.0,13
128,129,129,Frank Lickliter II,102,53.33,8.0,15
129,T130,T130,Greg Chalmers,92,50.0,1.0,2
130,T130,T130,Keith Clearwater,62,50.0,1.0,2
