,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
35,T1,T1,Scott Verplank,99,100.0,1.0,1
36,T1,T1,Brian Wilson,88,100.0,1.0,1
37,T1,T1,Tiger Woods,76,100.0,2.0,2
38,39,39,Vijay Singh,98,85.71,6.0,7
39,40,40,Rory Sabbatini,73,83.33,5.0,6
40,T41,T41,Paul Azinger,79,80.0,4.0,5
41,T41,T41,José Coceres,60,80.0,4.0,5
42,T41,T41,Steve Elkington,64,80.0,4.0,5
43,T41,T41,Shigeki Maruyama,98,80.0,4.0,5
44,T41,T41,Joe Ogilvie,110,80.0,4.0,5
45,46,46,David Duval,78,77.78,7.0,9
46,T47,T47,Carlos Franco,87,75.0,3.0,4
47,T47,T47,David Frost,87,75.0,3.0,4
48,T47,T47,Nick Price,74,75.0,3.0,4
49,T50,T50,Stuart Appleby,105,71.43,5.0,7
50,T50,T50,Stewart Cink,102,71.43,5.0,7
51,T50,T50,Jesper Parnevik,91,71.43,5.0,7
52,T50,T50,Kevin Sutherland,101,71.43,5.0,7
53,T50,T50,Ted Tryba,110,71.43,5.0,7
54,55,55,Chris DiMarco,108,70.0,7.0,10
55,T56,T56,Michael Clark II,87,66.67,4.0,6
56,T56,T56,Russ Cochran,76,66.67,4.0,6
57,T56,T56,Glen Day,89,66.67,2.0,3
58,T56,T56,Scott Dunlap,80,66.67,2.0,3
59,T56,T56,Jim Furyk,88,66.67,2.0,3
60,T56,T56,Matt Gogel,83,66.67,2.0,3
61,T56,T56,Gabriel Hjertstedt,76,66.67,2.0,3
62,T56,T56,Scott Hoch,84,66.67,2.0,3
63,T56,T56,Lee Janzen,96,66.67,4.0,6
64,T56,T56,Pete Jordan,105,66.67,2.0,3
65,T56,T56,J.L. Lewis,108,66.67,2.0,3
66,T56,T56,Frank Lickliter II,102,66.67,2.0,3
67,T56,T56,Davis Love III,75,66.67,4.0,6
68,T56,T56,Scott McCarron,98,66.67,2.0,3
69,T56,T56,Mark O'Meara,69,66.67,2.0,3
70,T56,T56,John Riegger,86,66.67,2.0,3
71,T56,T56,Chris Riley,104,66.67,2.0,3
72,T56,T56,Jeff Sluman,106,66.67,2.0,3
73,T56,T56,David Toms,100,66.67,2.0,3
74,T56,T56,Mike Weir,86,66.67,2.0,3
75,T76,T76,Joel Edwards,99,60.0,3.0,5
76,T76,T76,Sergio Garcia,64,60.0,3.0,5
77,T76,T76,Jonathan Kaye,116,60.0,3.0,5
78,T79,T79,Jim Carter,103,57.14,4.0,7
79,T79,T79,Greg Kraft,105,57.14,4.0,7
80,81,81,Bob Estes,91,54.55,6.0,11
81,T82,T82,Olin Browne,99,50.0,3.0,6
82,T82,T82,Mark Calcavecchia,81,50.0,3.0,6
83,T82,T82,Marco Dawson,57,50.0,1.0,2
84,T82,T82,Joe Durant,80,50.0,2.0,4
85,T82,T82,Steve Flesch,112,50.0,1.0,2
86,T82,T82,Robin Freeman,105,50.0,1.0,2
87,T82,T82,Brent Geiberger,84,50.0,3.0,6
88,T82,T82,Bill Glasson,69,50.0,1.0,2
89,T82,T82,Mathew Goggin,96,50.0,1.0,2
90,T82,T82,Jason Gore,82,50.0,1.0,2
91,T82,T82,Charles Howell III,89,50.0,2.0,4
92,T82,T82,Cliff Kresge,84,50.0,1.0,2
93,T82,T82,Bernhard Langer,62,50.0,1.0,2
94,T82,T82,Ian Leggatt,84,50.0,1.0,2
95,T82,T82,Andrew Magee,97,50.0,1.0,2
96,T82,T82,Billy Mayfair,102,50.0,3.0,6
97,T82,T82,Blaine McCallister,80,50.0,1.0,2
98,T82,T82,Shaun Micheel,103,50.0,2.0,4
99,T82,T82,Frank Nobilo,91,50.0,1.0,2
100,T82,T82,Corey Pavin,72,50.0,1.0,2
101,T82,T82,Tom Scherrer,69,50.0,1.0,2
102,T82,T82,Kirk Triplett,88,50.0,1.0,2
103,T82,T82,Bob Tway,109,50.0,2.0,4
104,105,105,Steve Lowery,100,45.45,5.0,11
105,T106,T106,John Cook,91,40.0,2.0,5
106,T106,T106,Brad Faxon,95,40.0,2.0,5
107,T106,T106,Brian Henninger,81,40.0,2.0,5
108,T106,T106,J.J. Henry,86,40.0,2.0,5
109,T106,T106,Per-Ulrik Johansson,82,40.0,2.0,5
110,T106,T106,Jeff Maggert,84,40.0,2.0,5
111,T112,T112,Robert Allenby,108,33.33,2.0,6
112,T112,T112,K.J. Choi,95,33.33,1.0,3
113,T112,T112,Brian Gay,114,33.33,1.0,3
114,T112,T112,Jimmy Green,94,33.33,1.0,3
115,T112,T112,Tom Lehman,82,33.33,1.0,3
116,T112,T112,Justin Leonard,106,33.33,1.0,3
117,T112,T112,Michael Muehr,94,33.33,1.0,3
118,T112,T112,Steve Pate,89,33.33,1.0,3
119,T112,T112,Tom Pernice Jr.,106,33.33,1.0,3
120,T112,T112,Jerry Smith,95,33.33,2.0,6
121,122,122,Kenny Perry,94,28.57,2.0,7
122,T123,T123,Tommy Armour III,93,25.0,1.0,4
123,T123,T123,Brad Elder,111,25.0,1.0,4
124,T123,T123,Harrison Frazar,88,25.0,1.0,4
125,T123,T123,Hal Sutton,96,25.0,1.0,4
126,T127,T127,Fulton Allem,56,0.0,,2
127,T127,T127,Billy Andrade,82,0.0,,2
128,T127,T127,Briny Baird,106,0.0,,3
129,T127,T127,Cameron Beckman,103,0.0,,1
130,T127,T127,Fred Couples,68,0.0,,1
131,T127,T127,Paul Goydos,86,0.0,,1
132,T127,T127,Glen Hnatiuk,104,0.0,,2
133,T127,T127,Tripp Isenhour,92,0.0,,1
134,T127,T127,Brandt Jobe,96,0.0,,1
135,T127,T127,Jerry Kelly,104,0.0,,1
136,T127,T127,Len Mattiace,98,0.0,,1
137,T127,T127,Andrew McLardy,75,0.0,,2
138,T127,T127,David Morland IV,88,0.0,,2
139,T127,T127,Geoff Ogilvy,60,0.0,,1
140,T127,T127,Scott Simpson,73,0.0,,2
141,T127,T127,Chris Smith,101,0.0,,3
142,T127,T127,Paul Stankowski,91,0.0,,1
143,T127,T127,Grant Waite,78,0.0,,1
144,T127,T127,Duffy Waldorf,77,0.0,,3
145,T127,T127,Jay Williamson,92,0.0,,1
146,T127,T127,Garrett Willis,88,0.0,,1
147,T127,T127,Kaname Yokoo,81,0.0,,1
