,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,T1,T1,Per-Ulrik Johansson,82,100.0,1.0,1
1,T1,T1,Spike McRoy,95,100.0,1.0,1
2,T1,T1,John Riegger,86,100.0,1.0,1
3,T1,T1,Tom Scherrer,69,100.0,1.0,1
4,T1,T1,David Toms,100,100.0,1.0,1
5,6,6,Shigeki Maruyama,98,50.0,1.0,2
6,T7,T7,Robert Allenby,108,0.0,,1
7,T7,T7,Cameron Beckman,103,0.0,,1
8,T7,T7,Russ Cochran,76,0.0,,1
9,T7,T7,John Daly,84,0.0,,1
10,T7,T7,Chris DiMarco,108,0.0,,1
11,T7,T7,Joel Edwards,99,0.0,,1
12,T7,T7,Bob Estes,91,0.0,,1
13,T7,T7,Ben Ferguson,76,0.0,,1
14,T7,T7,Sergio Garcia,64,0.0,,1
15,T7,T7,Brian Gay,114,0.0,,1
16,T7,T7,Jerry Smith,95,0.0,,1
17,T7,T7,Mike Sposa,96,0.0,,1
18,T7,T7,Paul Stankowski,91,0.0,,1
19,T7,T7,Bob Tway,109,0.0,,1
20,T7,T7,Garrett Willis,88,0.0,,1
