,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
31,T29,T29,Kirk Triplett,88,"2' 6""",44.417,18,38
32,T33,T33,Harrison Frazar,88,"2' 7""",38.417,15,83
33,T33,T33,Robert Gamez,59,"2' 7""",2.583,1,169
34,T33,T33,Sergio Garcia,64,"2' 7""",72.333,28,71
35,T33,T33,Brent Geiberger,84,"2' 7""",52.167,20,69
36,T33,T33,Dicky Pride,78,"2' 7""",23.583000000000002,9,174
37,T38,T38,Joel Edwards,99,"2' 8""",72.25,27,29
38,T38,T38,Steve Elkington,64,"2' 8""",42.0,16,107
39,T38,T38,Brian Henninger,81,"2' 8""",87.0,33,163
40,T41,T41,Glen Hnatiuk,104,"2' 9""",51.917,19,138
41,T41,T41,Davis Love III,75,"2' 9""",147.167,53,3
42,T41,T41,Craig Perks,78,"2' 9""",58.25,21,103
43,T41,T41,Kenny Perry,94,"2' 9""",125.25,46,20
44,T41,T41,Scott Simpson,73,"2' 9""",49.333,18,49
45,T41,T41,Paul Stankowski,91,"2' 9""",43.833,16,142
46,T47,T47,Gabriel Hjertstedt,76,"2' 10""",33.917,12,167
47,T47,T47,Neal Lancaster,107,"2' 10""",57.167,20,23
48,T49,T49,Mark Calcavecchia,81,"2' 11""",58.083,20,78
49,T49,T49,Robin Freeman,105,"2' 11""",35.167,12,165
50,T49,T49,Andrew McLardy,75,"2' 11""",31.75,11,175
51,T49,T49,Esteban Toledo,116,"2' 11""",66.5,23,36
52,T49,T49,Grant Waite,78,"2' 11""",63.417,22,112
53,T54,T54,John Daly,84,"3' 0""",51.25,17,167
54,T54,T54,Carlos Franco,87,"3' 0""",39.083,13,190
55,T54,T54,Brian Gay,114,"3' 0""",51.167,17,22
56,T54,T54,Mathew Goggin,96,"3' 0""",100.167,33,194
57,T54,T54,Lee Janzen,96,"3' 0""",72.0,24,50
58,T54,T54,Steve Stricker,73,"3' 0""",59.5,20,17
59,T54,T54,Kevin Sutherland,101,"3' 0""",74.583,25,80
60,T61,T61,Olin Browne,99,"3' 1""",71.167,23,131
61,T61,T61,K.J. Choi,95,"3' 1""",30.75,10,60
62,T61,T61,Fred Couples,68,"3' 1""",52.333,17,187
63,T61,T61,Rocco Mediate,69,"3' 1""",43.667,14,48
64,T61,T61,Chris Perry,80,"3' 1""",9.333,3,159
65,T61,T61,Duffy Waldorf,77,"3' 1""",18.667,6,192
66,T67,T67,Cameron Beckman,103,"3' 2""",85.333,27,37
67,T67,T67,Bradley Hughes,96,"3' 2""",75.167,24,172
68,T67,T67,Tripp Isenhour,92,"3' 2""",28.833000000000002,9,138
69,T67,T67,Brandt Jobe,96,"3' 2""",54.5,17,176
70,T67,T67,David Morland IV,88,"3' 2""",53.583,17,153
71,T67,T67,Hal Sutton,96,"3' 2""",114.583,36,54
72,T73,T73,Doug Barron,62,"3' 3""",39.25,12,160
73,T73,T73,Tom Lehman,82,"3' 3""",122.417,38,99
74,T73,T73,Gary Nicklaus,96,"3' 3""",42.25,13,183
75,T76,T76,Russ Cochran,76,"3' 4""",70.5,21,129
76,T76,T76,Edward Fryatt,93,"3' 4""",32.917,10,88
77,T78,T78,Stewart Cink,102,"3' 5""",182.333,53,68
78,T78,T78,Marco Dawson,57,"3' 5""",27.166999999999998,8,149
79,T78,T78,Bob Estes,91,"3' 5""",119.5,35,6
80,T78,T78,Bill Glasson,69,"3' 5""",64.167,19,18
81,T78,T78,Frank Lickliter II,102,"3' 5""",151.5,44,141
82,T78,T78,David Peoples,96,"3' 5""",159.75,47,121
83,T78,T78,Jay Williamson,92,"3' 5""",71.167,21,109
84,T85,T85,Jeff Maggert,84,"3' 6""",70.167,20,117
85,T85,T85,Jeff Sluman,106,"3' 6""",172.333,49,54
86,T87,T87,Jeremy Anderson,69,"3' 7""",14.167,4,157
87,T87,T87,Per-Ulrik Johansson,82,"3' 7""",60.75,17,115
88,T87,T87,Spike McRoy,95,"3' 7""",71.75,20,93
89,T87,T87,Joe Ogilvie,110,"3' 7""",60.75,17,91
90,T91,T91,Bob May,86,"3' 8""",44.417,12,132
91,T91,T91,Mark O'Meara,69,"3' 8""",69.083,19,42
92,T91,T91,John Riegger,86,"3' 8""",113.917,31,75
93,T94,T94,Robert Allenby,108,"3' 9""",138.833,37,110
94,T94,T94,John Huston,64,"3' 9""",41.333,11,116
95,T94,T94,Lee Porter,93,"3' 9""",37.417,10,51
96,T94,T94,Mike Weir,86,"3' 9""",78.333,21,14
97,T98,T98,Billy Andrade,82,"3' 10""",53.75,14,70
98,T98,T98,Brandel Chamblee,77,"3' 10""",19.25,5,66
99,T98,T98,Jim Furyk,88,"3' 10""",125.75,33,12
100,T98,T98,J.L. Lewis,108,"3' 10""",103.917,27,58
101,T98,T98,Craig Parry,68,"3' 10""",26.833000000000002,7,106
102,T103,T103,Ted Tryba,110,"3' 11""",109.167,28,35
103,T103,T103,Scott Verplank,99,"3' 11""",136.083,35,7
104,105,105,Brian Wilson,88,"4' 0""",76.333,19,123
105,106,106,Jim McGovern,66,"4' 1""",8.083,2,134
106,T107,T107,Doug Dunakey,83,"4' 2""",41.583,10,150
107,T107,T107,David Duval,78,"4' 2""",136.917,33,72
108,T107,T107,Steve Flesch,112,"4' 2""",132.167,32,73
109,T107,T107,Jesper Parnevik,91,"4' 2""",128.167,31,11
110,T107,T107,Jerry Smith,95,"4' 2""",83.0,20,101
111,112,112,Briny Baird,106,"4' 3""",156.0,37,122
112,T113,T113,Carl Paulson,93,"4' 4""",73.0,17,148
113,T113,T113,Tommy Tolles,89,"4' 4""",21.583000000000002,5,189
114,115,115,Craig Kanada,80,"4' 5""",39.75,9,105
115,116,116,Nick Price,74,"4' 7""",114.167,25,2
116,T117,T117,Paul Goydos,86,"4' 8""",83.417,18,99
117,T117,T117,Shaun Micheel,103,"4' 8""",134.25,29,66
118,T117,T117,Tom Pernice Jr.,106,"4' 8""",135.833,29,96
119,T120,T120,Woody Austin,99,"4' 9""",95.583,20,126
120,T120,T120,Steve Jones,75,"4' 9""",52.667,11,180
121,T120,T120,Scott McCarron,98,"4' 9""",210.167,44,33
122,T123,T123,Glen Day,89,"5' 0""",165.5,33,9
123,T123,T123,Cliff Kresge,84,"5' 0""",29.833000000000002,6,158
124,T123,T123,Andrew Magee,97,"5' 0""",140.417,28,133
125,T123,T123,Bob Tway,109,"5' 0""",173.833,35,146
126,T123,T123,Garrett Willis,88,"5' 0""",104.917,21,171
127,T128,T128,Scott Hoch,84,"5' 1""",132.25,26,4
128,T128,T128,Tom Scherrer,69,"5' 1""",55.667,11,185
129,130,130,Stephen Ames,88,"5' 2""",82.167,16,39
130,T131,T131,Keith Clearwater,62,"5' 3""",36.833,7,173
131,T131,T131,Mark Hensby,71,"5' 3""",15.833,3,144
132,133,133,Rory Sabbatini,73,"5' 4""",138.5,26,151
133,134,134,Larry Mize,76,"5' 5""",140.167,26,24
134,T135,T135,Bob Burns,92,"5' 7""",128.083,23,137
135,T135,T135,José Coceres,60,"5' 7""",172.167,31,46
136,137,137,Tommy Armour III,93,"5' 9""",160.167,28,147
137,T138,T138,Brad Faxon,95,"5' 10""",275.08299999999997,47,19
138,T138,T138,Fred Funk,118,"5' 10""",175.917,30,13
139,T138,T138,Vijay Singh,98,"5' 10""",246.167,42,44
140,T141,T141,Ben Ferguson,76,"5' 11""",29.583000000000002,5,170
141,T141,T141,David Toms,100,"5' 11""",176.583,30,108
142,T143,T143,Greg Kraft,105,"6' 0""",229.167,38,77
143,T143,T143,Tiger Woods,76,"6' 0""",168.083,28,1
144,T145,T145,Brad Elder,111,"6' 1""",110.167,18,85
145,T145,T145,Pete Jordan,105,"6' 1""",85.083,14,42
146,147,147,Frank Nobilo,91,"6' 2""",104.167,17,27
147,148,148,Chris DiMarco,108,"6' 5""",296.33299999999997,46,63
148,149,149,Michael Muehr,94,"6' 6""",176.167,27,128
149,150,150,Chris Smith,101,"6' 7""",72.333,11,160
150,151,151,Paul Azinger,79,"6' 9""",155.333,23,31
151,152,152,Justin Leonard,106,"6' 10""",314.75,46,74
152,153,153,Len Mattiace,98,"6' 11""",165.25,24,16
153,154,154,Joe Durant,80,"7' 0""",168.083,24,124
154,155,155,Tom Byrum,85,"7' 1""",156.0,22,129
155,156,156,Jeff Hart,87,"7' 6""",120.417,16,114
156,T157,T157,Mike Sposa,96,"7' 10""",211.0,27,61
157,T157,T157,Rocky Walcher,59,"7' 10""",94.417,12,193
158,T159,T159,Jim Carter,103,"7' 11""",254.5,32,101
159,T159,T159,Skip Kendall,111,"7' 11""",221.917,28,89
160,T161,T161,Charles Howell III,89,"8' 8""",319.41700000000003,37,15
161,T161,T161,Chris Riley,104,"8' 8""",165.417,19,54
162,163,163,Billy Mayfair,102,"8' 10""",413.25,47,59
163,164,164,Bernhard Langer,62,"9' 2""",220.167,24,10
164,165,165,Geoff Ogilvy,60,"9' 4""",130.667,14,186
165,166,166,Jay Don Blake,100,"9' 6""",324.0,34,96
166,167,167,Ian Leggatt,84,"11' 8""",256.0,22,84
167,168,168,Michael Clark II,87,"12' 8""",203.25,16,82
168,169,169,Greg Chalmers,92,"13' 11""",41.833,3,21
169,170,170,Steve Lowery,100,"16' 8""",816.9169999999999,49,120
170,171,171,Blaine McCallister,80,"16' 9""",536.3330000000001,32,118
171,172,172,Stuart Appleby,105,"27' 6""",907.5,33,53
172,173,173,Kent Jones,74,"33' 2""",199.0,6,182
173,174,174,Chris Tidland,83,"36' 9""",110.167,3,81
