,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,T1,T1,Shigeki Maruyama,26,12
1,T1,T1,Greg Norman,7,12
2,T3,T3,Notah Begay III,23,11
3,T3,T3,Ben Curtis,20,11
4,T3,T3,John Daly,22,11
5,T3,T3,Dudley Hart,23,11
6,T3,T3,Scott McCarron,27,11
7,T3,T3,Esteban Toledo,36,11
8,T3,T3,Bob Tway,26,11
9,T3,T3,Tiger Woods,19,11
10,T11,T11,Cameron Beckman,30,10
11,T11,T11,Jonathan Byrd,27,10
12,T11,T11,K.J. Choi,24,10
13,T11,T11,Darren Clarke,16,10
14,T11,T11,Bob Estes,23,10
15,T11,T11,Brad Faxon,28,10
16,T11,T11,Robert Gamez,31,10
17,T11,T11,Brian Gay,32,10
18,T11,T11,Ken Green,18,10
19,T11,T11,Mark Hensby,29,10
20,T11,T11,Freddie Jacobson,24,10
21,T11,T11,Zach Johnson,30,10
22,T11,T11,Hank Kuehne,30,10
23,T11,T11,Joe Ogilvie,32,10
24,T11,T11,Steve Pate,24,10
25,T11,T11,John Rollins,29,10
26,T11,T11,Gene Sauers,30,10
27,T11,T11,John Senden,28,10
28,T11,T11,Scott Simpson,18,10
29,T11,T11,David Toms,24,10
30,T31,T31,Billy Andrade,31,9
31,T31,T31,Briny Baird,30,9
32,T31,T31,Craig Bowden,30,9
33,T31,T31,Bart Bryant,23,9
34,T31,T31,Jim Carter,18,9
35,T31,T31,Tom Carter,35,9
36,T31,T31,José Coceres,20,9
37,T31,T31,Russ Cochran,25,9
38,T31,T31,Ben Crane,27,9
39,T31,T31,John Douma,2,9
40,T31,T31,Jason Dufner,28,9
41,T31,T31,David Edwards,13,9
42,T31,T31,Ernie Els,16,9
43,T31,T31,Kelly Gibson,10,9
44,T31,T31,Retief Goosen,16,9
45,T31,T31,Paul Lawrie,5,9
46,T31,T31,David Lebeck,1,9
47,T31,T31,Frank Lickliter II,27,9
48,T31,T31,Peter Lonard,23,9
49,T31,T31,Shaun Micheel,27,9
50,T31,T31,David Morland IV,27,9
51,T31,T31,Mark O'Meara,17,9
52,T31,T31,Arron Oberholser,23,9
53,T31,T31,Geoff Ogilvy,26,9
54,T31,T31,Phillip Price,12,9
55,T31,T31,Ted Purdy,35,9
56,T31,T31,Chris Riley,23,9
57,T31,T31,Steve Stricker,27,9
58,T31,T31,Kevin Sutherland,27,9
59,T31,T31,Bo Van Pelt,30,9
60,T61,T61,Fulton Allem,13,8
61,T61,T61,Michael Allen,28,8
62,T61,T61,Paul Azinger,23,8
63,T61,T61,Doug Barron,1,8
64,T61,T61,Brian Bateman,24,8
65,T61,T61,Pat Bates,32,8
66,T61,T61,Jay Don Blake,14,8
67,T61,T61,D.J. Brigman,27,8
68,T61,T61,Mark Brooks,31,8
69,T61,T61,Greg Chalmers,22,8
70,T61,T61,Erik Compton,2,8
71,T61,T61,Chris DiMarco,27,8
72,T61,T61,Trevor Dodds,20,8
73,T61,T61,Danny Ellis,26,8
74,T61,T61,David Faught,2,8
75,T61,T61,Dan Forsman,28,8
76,T61,T61,David Frost,26,8
77,T61,T61,Matt Gogel,25,8
78,T61,T61,Paul Goydos,2,8
79,T61,T61,J.P. Hayes,27,8
80,T61,T61,Scott Hend,29,8
81,T61,T61,J.J. Henry,30,8
82,T61,T61,Mike Hulbert,8,8
83,T61,T61,Tripp Isenhour,22,8
84,T61,T61,Per-Ulrik Johansson,12,8
85,T61,T61,Richard Johnson,32,8
86,T61,T61,Neal Lancaster,33,8
87,T61,T61,Hunter Mahan,30,8
88,T61,T61,Jim McGovern,11,8
89,T61,T61,John Morgan,16,8
90,T61,T61,Ryan Palmer,33,8
91,T61,T61,Craig Parry,16,8
92,T61,T61,Dennis Paulson,21,8
93,T61,T61,Corey Pavin,23,8
94,T61,T61,David Peoples,26,8
95,T61,T61,Kenny Perry,23,8
96,T61,T61,Tim Petrovic,32,8
97,T61,T61,Carl Pettersson,28,8
98,T61,T61,Brett Quigley,31,8
99,T61,T61,Rory Sabbatini,26,8
100,T61,T61,Peter Senior,2,8
101,T61,T61,Joey Sindelar,31,8
102,T61,T61,Heath Slocum,31,8
103,T61,T61,Jeff Sluman,28,8
104,T61,T61,Andre Stolz,20,8
105,T61,T61,Tommy Tolles,25,8
106,T61,T61,Kirk Triplett,24,8
107,T61,T61,Duffy Waldorf,26,8
108,T61,T61,Mike Weir,22,8
109,T61,T61,Dean Wilson,33,8
110,T61,T61,Willie Wood,9,8
111,T112,T112,John Aber,1,7
112,T112,T112,Steve Allan,33,7
113,T112,T112,Stephen Ames,27,7
114,T112,T112,Stuart Appleby,25,7
115,T112,T112,Tommy Armour III,28,7
116,T112,T112,Woody Austin,29,7
117,T112,T112,Dirk Ayers,1,7
118,T112,T112,Aaron Baddeley,27,7
119,T112,T112,Rich Beem,28,7
120,T112,T112,Jason Bohn,29,7
121,T112,T112,Guy Boros,24,7
122,T112,T112,Michael Bradley,9,7
123,T112,T112,Jeff Brehaut,34,7
124,T112,T112,Olin Browne,30,7
125,T112,T112,Bob Burns,30,7
126,T112,T112,Tom Byrum,25,7
127,T112,T112,Mark Calcavecchia,24,7
128,T112,T112,Chad Campbell,28,7
129,T112,T112,Lloyd Campbell,1,7
130,T112,T112,Alex Cejka,24,7
131,T112,T112,Daniel Chopra,33,7
132,T112,T112,Stewart Cink,28,7
133,T112,T112,Tim Clark,26,7
134,T112,T112,John Cook,19,7
135,T112,T112,Robert Damron,28,7
