,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Brian Bateman,11
1,T2,T2,Steve Flesch,10
2,T2,T2,Carl Pettersson,10
3,T2,T2,Loren Roberts,10
4,T5,T5,Carlos Franco,9
5,T5,T5,Tom Lehman,9
6,T7,T7,Ben Crane,8
7,T7,T7,Bernhard Langer,8
8,T7,T7,Phil Mickelson,8
9,T10,T10,Greg Chalmers,7
10,T10,T10,Fred Funk,7
11,T10,T10,Scott Hoch,7
12,T10,T10,Jonathan Kaye,7
13,T10,T10,Neal Lancaster,7
14,T10,T10,Hunter Mahan,7
15,T10,T10,John Morgan,7
16,T10,T10,Tim Petrovic,7
17,T10,T10,Chris Riley,7
18,T10,T10,Patrick Sheehan,7
19,T10,T10,Vijay Singh,7
20,T21,T21,Stuart Appleby,6
21,T21,T21,Pat Bates,6
22,T21,T21,Olin Browne,6
23,T21,T21,Tim Clark,6
24,T21,T21,Fred Couples,6
25,T21,T21,Harrison Frazar,6
26,T21,T21,Brent Geiberger,6
27,T21,T21,Jay Haas,6
28,T21,T21,Kent Jones,6
29,T21,T21,Hank Kuehne,6
30,T21,T21,Justin Leonard,6
31,T21,T21,Jeff Maggert,6
32,T21,T21,Mark O'Meara,6
33,T21,T21,Brenden Pappas,6
34,T21,T21,Jesper Parnevik,6
35,T21,T21,John Riegger,6
36,T21,T21,Justin Rose,6
37,T21,T21,Rory Sabbatini,6
38,T21,T21,Kirk Triplett,6
39,T21,T21,Lee Westwood,6
40,T21,T21,Tiger Woods,6
41,T42,T42,Steve Allan,5
42,T42,T42,Stephen Ames,5
43,T42,T42,Billy Andrade,5
44,T42,T42,Paul Azinger,5
45,T42,T42,Craig Barlow,5
46,T42,T42,Cameron Beckman,5
47,T42,T42,Jason Bohn,5
48,T42,T42,Jonathan Byrd,5
49,T42,T42,K.J. Choi,5
50,T42,T42,José Coceres,5
51,T42,T42,Chris DiMarco,5
52,T42,T42,Jason Dufner,5
53,T42,T42,Ernie Els,5
54,T42,T42,Todd Fischer,5
55,T42,T42,Retief Goosen,5
56,T42,T42,J.J. Henry,5
57,T42,T42,Mark Hensby,5
58,T42,T42,Freddie Jacobson,5
59,T42,T42,Lee Janzen,5
60,T42,T42,Richard Johnson,5
61,T42,T42,Jerry Kelly,5
62,T42,T42,Skip Kendall,5
63,T42,T42,J.L. Lewis,5
64,T42,T42,Frank Lickliter II,5
65,T42,T42,Shigeki Maruyama,5
66,T42,T42,Len Mattiace,5
67,T42,T42,Scott McCarron,5
68,T42,T42,Joe Ogilvie,5
69,T42,T42,Rod Pampling,5
70,T42,T42,Tom Pernice Jr.,5
71,T42,T42,Joey Sindelar,5
72,T42,T42,Heath Slocum,5
73,T42,T42,Jeff Sluman,5
74,T42,T42,Paul Stankowski,5
75,T42,T42,Bo Van Pelt,5
76,T42,T42,Mike Weir,5
77,T42,T42,Dean Wilson,5
78,T79,T79,Aaron Baddeley,4
79,T79,T79,Briny Baird,4
80,T79,T79,Thomas Bjørn,4
81,T79,T79,Danny Briggs,4
82,T79,T79,Bart Bryant,4
83,T79,T79,Ángel Cabrera,4
84,T79,T79,Mark Calcavecchia,4
85,T79,T79,Tom Carter,4
86,T79,T79,Robert Damron,4
87,T79,T79,Joe Durant,4
88,T79,T79,Robin Freeman,4
89,T79,T79,Lucas Glover,4
90,T79,T79,Matt Gogel,4
91,T79,T79,Padraig Harrington,4
92,T79,T79,Tim Herron,4
93,T79,T79,Charles Howell III,4
94,T79,T79,John Huston,4
95,T79,T79,Per-Ulrik Johansson,4
96,T79,T79,Matt Kuchar,4
97,T79,T79,Stephen Leaney,4
98,T79,T79,Spike McRoy,4
99,T79,T79,Rocco Mediate,4
100,T79,T79,Geoff Ogilvy,4
101,T79,T79,Dan Olsen,4
102,T79,T79,Ryan Palmer,4
103,T79,T79,Pat Perez,4
104,T79,T79,Kenny Perry,4
105,T79,T79,Dicky Pride,4
106,T79,T79,Ted Purdy,4
107,T79,T79,John Rollins,4
108,T79,T79,Gene Sauers,4
109,T79,T79,Adam Scott,4
110,T79,T79,John Senden,4
111,T79,T79,Scott Simpson,4
112,T79,T79,Chris Smith,4
113,T79,T79,Andre Stolz,4
114,T79,T79,Hidemichi Tanaka,4
115,T79,T79,Vaughn Taylor,4
116,T79,T79,David Toms,4
117,T79,T79,Tjaart van der Walt,4
118,T79,T79,Scott Verplank,4
119,T79,T79,Grant Waite,4
120,T79,T79,Duffy Waldorf,4
121,T79,T79,Jay Williamson,4
122,T123,T123,Michael Allen,3
123,T123,T123,Robert Allenby,3
124,T123,T123,Tommy Armour III,3
125,T123,T123,Arjun Atwal,3
126,T123,T123,Woody Austin,3
127,T123,T123,Aaron Barber,3
128,T123,T123,Rich Barcelo,3
129,T123,T123,Ricky Barnes,3
130,T123,T123,Notah Begay III,3
131,T123,T123,Craig Bowden,3
132,T123,T123,David Branshaw,3
133,T123,T123,Mark Brooks,3
134,T123,T123,Brad Bryant,3
