,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
97,T78,T78,Russ Cochran,25,2
98,T78,T78,Ben Crane,27,2
99,T78,T78,Luke Donald,21,2
100,T78,T78,Jason Dufner,28,2
101,T78,T78,Danny Ellis,26,2
102,T78,T78,Ernie Els,16,2
103,T78,T78,Bob Estes,23,2
104,T78,T78,Todd Fischer,33,2
105,T78,T78,Steve Flesch,31,2
106,T78,T78,Carlos Franco,27,2
107,T78,T78,David Frost,26,2
108,T78,T78,Keiichiro Fukabori,5,2
109,T78,T78,"Jim Gallagher, Jr.",9,2
110,T78,T78,Brian Gay,32,2
111,T78,T78,Brent Geiberger,31,2
112,T78,T78,Lucas Glover,30,2
113,T78,T78,Matt Gogel,25,2
114,T78,T78,Mathias Grönberg,32,2
115,T78,T78,Scott Gutschewski,1,2
116,T78,T78,Bill Haas,10,2
117,T78,T78,Todd Hamilton,27,2
118,T78,T78,Mike Heinen,17,2
119,T78,T78,Tim Herron,26,2
120,T78,T78,Scott Hoch,17,2
121,T78,T78,Charley Hoffman,1,2
122,T78,T78,Peter Jacobsen,10,2
123,T78,T78,Lee Janzen,25,2
124,T78,T78,Miguel Angel Jiménez,7,2
125,T78,T78,Jonathan Kaye,25,2
126,T78,T78,Brian Kortan,24,2
127,T78,T78,Joel Kribel,13,2
128,T78,T78,Matt Kuchar,28,2
129,T78,T78,Neal Lancaster,33,2
130,T78,T78,Bernhard Langer,15,2
131,T78,T78,Tom Lehman,19,2
132,T78,T78,Justin Leonard,25,2
133,T78,T78,Spencer Levin,1,2
134,T78,T78,Frank Lickliter II,27,2
135,T78,T78,Jeff Maggert,20,2
136,T78,T78,Hunter Mahan,30,2
137,T78,T78,Len Mattiace,25,2
138,T78,T78,Blaine McCallister,27,2
139,T78,T78,Scott McCarron,27,2
140,T78,T78,Spike McRoy,33,2
141,T78,T78,Greg Meyer,1,2
142,T78,T78,Kelly Mitchum,2,2
143,T78,T78,Hirofumi Miyase,27,2
144,T78,T78,John Morgan,16,2
145,T78,T78,David Morland IV,27,2
146,T78,T78,Kevin Na,32,2
147,T78,T78,Arron Oberholser,23,2
148,T78,T78,Joe Ogilvie,32,2
149,T78,T78,Brenden Pappas,34,2
150,T78,T78,Jesper Parnevik,24,2
151,T78,T78,Craig Parry,16,2
152,T78,T78,Corey Pavin,23,2
153,T78,T78,Tim Petrovic,32,2
154,T78,T78,Nick Price,15,2
155,T78,T78,Ted Purdy,35,2
156,T78,T78,Tag Ridings,18,2
157,T78,T78,Chris Riley,23,2
158,T78,T78,John Rollins,29,2
159,T78,T78,Justin Rose,22,2
160,T78,T78,David Schnider,1,2
161,T78,T78,Patrick Sheehan,33,2
162,T78,T78,Joey Sindelar,31,2
163,T78,T78,Jeff Sluman,28,2
164,T78,T78,Mike Small,2,2
165,T78,T78,Mike Springer,10,2
166,T78,T78,Kevin Stadler,5,2
167,T78,T78,Paul Stankowski,14,2
168,T78,T78,Kevin Streelman,1,2
169,T78,T78,Steve Stricker,27,2
170,T78,T78,Hidemichi Tanaka,27,2
171,T78,T78,Hideto Tanihara,3,2
172,T78,T78,Roland Thatcher,23,2
173,T78,T78,Esteban Toledo,36,2
174,T78,T78,Tommy Tolles,25,2
175,T78,T78,D.J. Trahan,1,2
176,T78,T78,Kirk Triplett,24,2
177,T78,T78,Bo Van Pelt,30,2
178,T78,T78,Scott Verplank,24,2
179,T78,T78,Grant Waite,29,2
180,T78,T78,Nick Watney,1,2
181,T78,T78,Mike Weir,22,2
182,T78,T78,Lee Westwood,11,2
183,T78,T78,Jay Williamson,33,2
184,T78,T78,Dean Wilson,33,2
185,T78,T78,Mark Wilson,19,2
186,T78,T78,Willie Wood,9,2
187,T78,T78,Tiger Woods,19,2
188,T78,T78,Lian-Wei Zhang,4,2
189,T190,T190,Fulton Allem,13,1
190,T190,T190,Stephen Ames,27,1
191,T190,T190,Tommy Armour III,28,1
192,T190,T190,Arjun Atwal,30,1
193,T190,T190,Aaron Barber,17,1
194,T190,T190,Pat Bates,32,1
195,T190,T190,Notah Begay III,23,1
196,T190,T190,Jim Benepe,2,1
197,T190,T190,Roy Biancalana,2,1
198,T190,T190,Thomas Bjørn,12,1
199,T190,T190,Craig Bowden,30,1
200,T190,T190,Michael Bradley,9,1
201,T190,T190,Danny Briggs,28,1
202,T190,T190,D.J. Brigman,27,1
203,T190,T190,Mark Brooks,31,1
204,T190,T190,Brad Bryant,4,1
205,T190,T190,Tom Byrum,25,1
206,T190,T190,Ángel Cabrera,8,1
207,T190,T190,Michael Campbell,6,1
208,T190,T190,Jim Carter,18,1
209,T190,T190,Paul Casey,11,1
210,T190,T190,Greg Chalmers,22,1
211,T190,T190,Keith Clearwater,5,1
212,T190,T190,Bobby Cochran,1,1
213,T190,T190,John Cook,19,1
214,T190,T190,Kris Cox,26,1
215,T190,T190,Robert Damron,28,1
216,T190,T190,Brian Davis,7,1
217,T190,T190,Marco Dawson,6,1
218,T190,T190,Chris DiMarco,27,1
219,T190,T190,Brian Dixon,1,1
220,T190,T190,Scott Drummond,4,1
221,T190,T190,Joe Durant,26,1
222,T190,T190,David Duval,9,1
223,T190,T190,David Edwards,13,1
224,T190,T190,Joel Edwards,11,1
225,T190,T190,Steve Elkington,20,1
226,T190,T190,Nick Faldo,6,1
227,T190,T190,Niclas Fasth,22,1
228,T190,T190,Brad Faxon,28,1
229,T190,T190,Darren Fichardt,3,1
230,T190,T190,Nick Flanagan,10,1
231,T190,T190,Dan Forsman,28,1
232,T190,T190,Hiroyuki Fujita,2,1
233,T190,T190,Kelly Gibson,10,1
234,T190,T190,Derek Gillespie,1,1
235,T190,T190,Bill Glasson,17,1
236,T190,T190,Retief Goosen,16,1
237,T190,T190,Jason Gore,1,1
238,T190,T190,David Gossett,25,1
239,T190,T190,Mike Grob,13,1
240,T190,T190,Joakim Haeggman,5,1
241,T190,T190,J.P. Hayes,27,1
242,T190,T190,J.J. Henry,30,1
243,T190,T190,Tetsuji Hiratsuka,4,1
244,T190,T190,Gabriel Hjertstedt,5,1
245,T190,T190,S.K. Ho,4,1
246,T190,T190,John Huston,20,1
247,T190,T190,Trevor Immelman,12,1
248,T190,T190,Hale Irwin,1,1
249,T190,T190,Tripp Isenhour,22,1
250,T190,T190,Thongchai Jaidee,5,1
251,T190,T190,Brandt Jobe,9,1
252,T190,T190,Takashi Kamiyama,1,1
253,T190,T190,Barry Lane,3,1
254,T190,T190,Brad Lardon,17,1
255,T190,T190,Paul Lawrie,5,1
256,T190,T190,Ian Leggatt,5,1
257,T190,T190,Thomas Levet,5,1
258,T190,T190,John Maginnes,12,1
259,T190,T190,Shigeki Maruyama,26,1
260,T190,T190,Billy Mayfair,32,1
261,T190,T190,Jim McGovern,11,1
262,T190,T190,Rocco Mediate,19,1
263,T190,T190,Phil Mickelson,22,1
264,T190,T190,Patrick Moore,14,1
265,T190,T190,Kevin Muncrief,21,1
266,T190,T190,Chris Nallen,3,1
267,T190,T190,Jamie Neher,1,1
268,T190,T190,Mark O'Meara,17,1
269,T190,T190,Dan Olsen,31,1
270,T190,T190,Deane Pappas,22,1
271,T190,T190,Jin Park,2,1
272,T190,T190,Dennis Paulson,21,1
273,T190,T190,David Peoples,26,1
274,T190,T190,Craig Perks,27,1
275,T190,T190,Don Pooley,1,1
276,T190,T190,Ian Poulter,9,1
277,T190,T190,Phillip Price,12,1
278,T190,T190,John Riegger,17,1
279,T190,T190,Loren Roberts,22,1
280,T190,T190,David Roesch,2,1
281,T190,T190,Jeff Roth,2,1
282,T190,T190,Mike Ruiz,1,1
283,T190,T190,Rory Sabbatini,26,1
284,T190,T190,Gene Sauers,30,1
285,T190,T190,"Jim Schouller, Jr.",1,1
286,T190,T190,Victor Schwamkrug,1,1
287,T190,T190,Brent Schwarzrock,1,1
288,T190,T190,Adam Scott,16,1
289,T190,T190,"Wes Short, Jr.",12,1
290,T190,T190,Craig Stadler,6,1
291,T190,T190,Mike Standly,9,1
292,T190,T190,Andre Stolz,20,1
293,T190,T190,Boyd Summerhays,8,1
294,T190,T190,David Sutherland,16,1
295,T190,T190,Kevin Sutherland,27,1
296,T190,T190,Hal Sutton,16,1
297,T190,T190,Phil Tataurangi,8,1
298,T190,T190,Tim Thelen,5,1
299,T190,T190,Bob Tway,26,1
300,T190,T190,Omar Uresti,28,1
301,T190,T190,Tjaart van der Walt,12,1
302,T190,T190,Jimmy Walker,1,1
303,T190,T190,Tom Watson,2,1
304,T190,T190,Brian Watts,9,1
305,T190,T190,Garrett Willis,17,1
