,Consecutive_Par_5_Birdies_RANK THIS WEEK,Consecutive_Par_5_Birdies_RANK LAST WEEK,Consecutive_Par_5_Birdies_PLAYER NAME,Consecutive_Par_5_Birdies_EVENTS,Consecutive_Par_5_Birdies_NUMBER OF HOLES
0,T1,T1,Jonathan Kaye,25,12
1,T1,T1,Rod Pampling,26,12
2,T3,T3,Craig Barlow,25,11
3,T3,T3,Jason Bohn,29,11
4,T3,T3,Dan Olsen,31,11
5,T6,T6,Harrison Frazar,25,10
6,T6,T6,Brent Geiberger,31,10
7,T6,T6,J.L. Lewis,32,10
8,T6,T6,Tommy Tolles,25,10
9,T10,T10,Stuart Appleby,25,9
10,T10,T10,Lucas Glover,30,9
11,T10,T10,Trevor Immelman,12,9
12,T10,T10,Tom Lehman,19,9
13,T10,T10,Rocco Mediate,19,9
14,T10,T10,Mark O'Meara,17,9
15,T10,T10,Geoff Ogilvy,26,9
16,T10,T10,Vijay Singh,29,9
17,T10,T10,Chris Smith,33,9
18,T10,T10,Kevin Stadler,5,9
19,T10,T10,Paul Stankowski,14,9
20,T10,T10,Mike Weir,22,9
21,T10,T10,Tiger Woods,19,9
22,T23,T23,Paul Azinger,23,8
23,T23,T23,Aaron Baddeley,27,8
24,T23,T23,Jeff Brehaut,34,8
25,T23,T23,D.J. Brigman,27,8
26,T23,T23,Chris Couch,24,8
27,T23,T23,Fred Couples,16,8
28,T23,T23,John Daly,22,8
29,T23,T23,Trevor Dodds,20,8
30,T23,T23,Ken Duke,30,8
31,T23,T23,Joe Durant,26,8
32,T23,T23,Steve Elkington,20,8
33,T23,T23,Brad Faxon,28,8
34,T23,T23,Todd Fischer,33,8
35,T23,T23,Jay Haas,23,8
36,T23,T23,Mike Heinen,17,8
37,T23,T23,Tim Herron,26,8
38,T23,T23,Tripp Isenhour,22,8
39,T23,T23,Lee Janzen,25,8
40,T23,T23,Brandt Jobe,9,8
41,T23,T23,Shigeki Maruyama,26,8
42,T23,T23,Billy Mayfair,32,8
43,T23,T23,Joe Ogilvie,32,8
44,T23,T23,José María Olazábal,17,8
45,T23,T23,Jesper Parnevik,24,8
46,T23,T23,John Riegger,17,8
47,T23,T23,Chris Riley,23,8
48,T23,T23,John Rollins,29,8
49,T23,T23,Roger Tambellini,28,8
50,T23,T23,Scott Verplank,24,8
51,T52,T52,Robert Allenby,26,7
52,T52,T52,Stephen Ames,27,7
53,T52,T52,Ricky Barnes,7,7
54,T52,T52,Rich Beem,28,7
55,T52,T52,Notah Begay III,23,7
56,T52,T52,Bob Burns,30,7
57,T52,T52,Ángel Cabrera,8,7
58,T52,T52,Greg Chalmers,22,7
59,T52,T52,K.J. Choi,24,7
60,T52,T52,Daniel Chopra,33,7
61,T52,T52,Ben Curtis,20,7
62,T52,T52,Danny Ellis,26,7
63,T52,T52,Steve Flesch,31,7
64,T52,T52,Carlos Franco,27,7
65,T52,T52,Todd Hamilton,27,7
66,T52,T52,Scott Hend,29,7
67,T52,T52,Kent Jones,32,7
68,T52,T52,Davis Love III,24,7
69,T52,T52,Spike McRoy,33,7
70,T52,T52,Kevin Na,32,7
71,T52,T52,Deane Pappas,22,7
72,T52,T52,Brenden Pappas,34,7
73,T52,T52,Corey Pavin,23,7
74,T52,T52,Pat Perez,32,7
75,T52,T52,Tim Petrovic,32,7
76,T52,T52,Carl Pettersson,28,7
77,T52,T52,Nick Price,15,7
78,T52,T52,John Senden,28,7
79,T52,T52,Bob Tway,26,7
80,T52,T52,Grant Waite,29,7
81,T82,T82,Steve Allan,33,6
82,T82,T82,Michael Allen,28,6
83,T82,T82,Briny Baird,30,6
84,T82,T82,Brian Bateman,24,6
85,T82,T82,Cameron Beckman,30,6
86,T82,T82,Guy Boros,24,6
87,T82,T82,Olin Browne,30,6
88,T82,T82,Bart Bryant,23,6
89,T82,T82,Jonathan Byrd,27,6
90,T82,T82,Tom Byrum,25,6
91,T82,T82,Mark Calcavecchia,24,6
92,T82,T82,Tom Carter,35,6
93,T82,T82,Tim Clark,26,6
94,T82,T82,Darren Clarke,16,6
95,T82,T82,José Coceres,20,6
96,T82,T82,Kris Cox,26,6
97,T82,T82,Ben Crane,27,6
98,T82,T82,Jay Delsing,26,6
99,T82,T82,Chris DiMarco,27,6
100,T82,T82,Jason Dufner,28,6
101,T82,T82,Ernie Els,16,6
102,T82,T82,Dan Forsman,28,6
103,T82,T82,Sergio Garcia,18,6
104,T82,T82,Brian Gay,32,6
105,T82,T82,Retief Goosen,16,6
106,T82,T82,Mark Hensby,29,6
107,T82,T82,Charles Howell III,30,6
108,T82,T82,Zach Johnson,30,6
109,T82,T82,Richard Johnson,32,6
110,T82,T82,Cliff Kresge,33,6
111,T82,T82,Justin Leonard,25,6
112,T82,T82,Jeff Maggert,20,6
113,T82,T82,John Maginnes,12,6
114,T82,T82,Ryan Palmer,33,6
115,T82,T82,David Peoples,26,6
116,T82,T82,Kenny Perry,23,6
117,T82,T82,Brett Quigley,31,6
118,T82,T82,Tag Ridings,18,6
119,T82,T82,Patrick Sheehan,33,6
120,T82,T82,"Wes Short, Jr.",12,6
121,T82,T82,Sven Struver,2,6
122,T82,T82,Kevin Sutherland,27,6
123,T82,T82,Hal Sutton,16,6
124,T82,T82,Hidemichi Tanaka,27,6
125,T82,T82,Roland Thatcher,23,6
126,T82,T82,Bo Van Pelt,30,6
127,T82,T82,Dean Wilson,33,6
128,T82,T82,Mark Wilson,19,6
129,T130,T130,Fulton Allem,13,5
130,T130,T130,Billy Andrade,31,5
131,T130,T130,Tommy Armour III,28,5
132,T130,T130,Arjun Atwal,30,5
133,T130,T130,Woody Austin,29,5
134,T130,T130,Rich Barcelo,26,5
135,T130,T130,Thomas Bjørn,12,5
136,T130,T130,Jay Don Blake,14,5
137,T130,T130,David Branshaw,30,5
138,T130,T130,Danny Briggs,28,5
139,T130,T130,Chad Campbell,28,5
140,T130,T130,Alex Cejka,24,5
141,T130,T130,Stewart Cink,28,5
142,T130,T130,Michael Clark II,14,5
143,T130,T130,Russ Cochran,25,5
144,T130,T130,Robert Damron,28,5
145,T130,T130,Glen Day,33,5
146,T130,T130,Geoffrey Dean,3,5
147,T130,T130,David Duval,9,5
148,T130,T130,David Edwards,13,5
149,T130,T130,Bob Estes,23,5
150,T130,T130,Darren Fichardt,3,5
151,T130,T130,David Frost,26,5
152,T130,T130,Edward Fryatt,1,5
153,T130,T130,Keiichiro Fukabori,5,5
154,T130,T130,Fred Funk,29,5
