,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,T1,T1,Bob Estes,23,7
1,T1,T1,Neal Lancaster,33,7
2,T1,T1,Vijay Singh,29,7
3,T4,T4,Billy Andrade,31,6
4,T4,T4,Guy Boros,24,6
5,T4,T4,Craig Bowden,30,6
6,T4,T4,Bart Bryant,23,6
7,T4,T4,Daniel Chopra,33,6
8,T4,T4,Tim Clark,26,6
9,T4,T4,José Coceres,20,6
10,T4,T4,Chris DiMarco,27,6
11,T4,T4,Robert Gamez,31,6
12,T4,T4,John Huston,20,6
13,T4,T4,Bernhard Langer,15,6
14,T4,T4,Justin Leonard,25,6
15,T4,T4,Steve Lowery,28,6
16,T4,T4,"Wes Short, Jr.",12,6
17,T4,T4,Chris Smith,33,6
18,T4,T4,Roland Thatcher,23,6
19,T4,T4,Dean Wilson,33,6
20,T21,T21,Stephen Ames,27,5
21,T21,T21,Stuart Appleby,25,5
22,T21,T21,Woody Austin,29,5
23,T21,T21,Craig Barlow,25,5
24,T21,T21,Pat Bates,32,5
25,T21,T21,Cameron Beckman,30,5
26,T21,T21,Jay Don Blake,14,5
27,T21,T21,Greg Chalmers,22,5
28,T21,T21,K.J. Choi,24,5
29,T21,T21,Stewart Cink,28,5
30,T21,T21,Ben Curtis,20,5
31,T21,T21,John Daly,22,5
32,T21,T21,Glen Day,33,5
33,T21,T21,Jason Dufner,28,5
34,T21,T21,Brad Faxon,28,5
35,T21,T21,Steve Flesch,31,5
36,T21,T21,Jim Furyk,14,5
37,T21,T21,Sergio Garcia,18,5
38,T21,T21,Kelly Gibson,10,5
39,T21,T21,Bill Glasson,17,5
40,T21,T21,Jay Haas,23,5
41,T21,T21,Charles Howell III,30,5
42,T21,T21,Per-Ulrik Johansson,12,5
43,T21,T21,Zach Johnson,30,5
44,T21,T21,Jonathan Kaye,25,5
45,T21,T21,Tom Lehman,19,5
46,T21,T21,J.L. Lewis,32,5
47,T21,T21,Peter Lonard,23,5
48,T21,T21,Hunter Mahan,30,5
49,T21,T21,Len Mattiace,25,5
50,T21,T21,Blaine McCallister,27,5
51,T21,T21,Rocco Mediate,19,5
52,T21,T21,Dan Olsen,31,5
53,T21,T21,Rod Pampling,26,5
54,T21,T21,Pat Perez,32,5
55,T21,T21,Kenny Perry,23,5
56,T21,T21,Carl Pettersson,28,5
57,T21,T21,Brett Quigley,31,5
58,T21,T21,Chez Reavie,2,5
59,T21,T21,Tag Ridings,18,5
60,T21,T21,Gene Sauers,30,5
61,T21,T21,Adam Scott,16,5
62,T21,T21,Heath Slocum,31,5
63,T21,T21,Andre Stolz,20,5
64,T21,T21,David Sutherland,16,5
65,T21,T21,Scott Verplank,24,5
66,T21,T21,Camilo Villegas,10,5
67,T21,T21,Grant Waite,29,5
68,T21,T21,Duffy Waldorf,26,5
69,T21,T21,Garrett Willis,17,5
70,T71,T71,Steve Allan,33,4
71,T71,T71,Robert Allenby,26,4
72,T71,T71,Tommy Armour III,28,4
73,T71,T71,Arjun Atwal,30,4
74,T71,T71,Aaron Baddeley,27,4
75,T71,T71,Briny Baird,30,4
76,T71,T71,Doug Barron,1,4
77,T71,T71,Brian Bateman,24,4
78,T71,T71,Rich Beem,28,4
79,T71,T71,Notah Begay III,23,4
80,T71,T71,Thomas Bjørn,12,4
81,T71,T71,Jason Bohn,29,4
82,T71,T71,David Branshaw,30,4
83,T71,T71,Danny Briggs,28,4
84,T71,T71,D.J. Brigman,27,4
85,T71,T71,Mark Brooks,31,4
86,T71,T71,Olin Browne,30,4
87,T71,T71,Bob Burns,30,4
88,T71,T71,Jonathan Byrd,27,4
89,T71,T71,Tom Byrum,25,4
90,T71,T71,Mark Calcavecchia,24,4
91,T71,T71,Chad Campbell,28,4
92,T71,T71,Tom Carter,35,4
93,T71,T71,Alex Cejka,24,4
94,T71,T71,Michael Clark II,14,4
95,T71,T71,Darren Clarke,16,4
96,T71,T71,John Cook,19,4
97,T71,T71,Chris Couch,24,4
98,T71,T71,Fred Couples,16,4
99,T71,T71,Ben Crane,27,4
100,T71,T71,Robert Damron,28,4
101,T71,T71,Jay Delsing,26,4
102,T71,T71,Luke Donald,21,4
103,T71,T71,Ken Duke,30,4
104,T71,T71,Joe Durant,26,4
105,T71,T71,Danny Ellis,26,4
106,T71,T71,Ernie Els,16,4
107,T71,T71,Carlos Franco,27,4
108,T71,T71,Harrison Frazar,25,4
109,T71,T71,Robin Freeman,13,4
110,T71,T71,David Frost,26,4
111,T71,T71,Fred Funk,29,4
112,T71,T71,Brian Gay,32,4
113,T71,T71,Lucas Glover,30,4
114,T71,T71,Matt Gogel,25,4
115,T71,T71,Retief Goosen,16,4
116,T71,T71,Mike Grob,13,4
117,T71,T71,Mathias Grönberg,32,4
118,T71,T71,Bill Haas,10,4
119,T71,T71,Todd Hamilton,27,4
120,T71,T71,Padraig Harrington,12,4
121,T71,T71,Dudley Hart,23,4
122,T71,T71,J.P. Hayes,27,4
123,T71,T71,Scott Hend,29,4
124,T71,T71,J.J. Henry,30,4
125,T71,T71,Mark Hensby,29,4
126,T71,T71,Tim Herron,26,4
127,T71,T71,Scott Hoch,17,4
128,T71,T71,Mike Hulbert,8,4
129,T71,T71,Freddie Jacobson,24,4
130,T71,T71,Miguel Angel Jiménez,7,4
131,T71,T71,Richard Johnson,32,4
132,T71,T71,Kent Jones,32,4
133,T71,T71,Jerry Kelly,29,4
134,T71,T71,Skip Kendall,29,4
135,T71,T71,Cliff Kresge,33,4
136,T71,T71,Joel Kribel,13,4
137,T71,T71,Matt Kuchar,28,4
138,T71,T71,Hank Kuehne,30,4
139,T71,T71,Stephen Leaney,24,4
140,T71,T71,Frank Lickliter II,27,4
141,T71,T71,Davis Love III,24,4
142,T71,T71,Shigeki Maruyama,26,4
143,T71,T71,Scott McCarron,27,4
144,T71,T71,James McLean,1,4
145,T71,T71,Spike McRoy,33,4
146,T71,T71,Shaun Micheel,27,4
147,T71,T71,Phil Mickelson,22,4
148,T71,T71,John Morgan,16,4
149,T71,T71,Kevin Na,32,4
150,T71,T71,Mark O'Meara,17,4
151,T71,T71,Arron Oberholser,23,4
152,T71,T71,Joe Ogilvie,32,4
153,T71,T71,Geoff Ogilvy,26,4
154,T71,T71,David Ogrin,2,4
155,T71,T71,José María Olazábal,17,4
156,T71,T71,Ryan Palmer,33,4
157,T71,T71,Tom Pernice Jr.,31,4
158,T71,T71,Tim Petrovic,32,4
159,T71,T71,Ted Purdy,35,4
160,T71,T71,John Riegger,17,4
161,T71,T71,Chris Riley,23,4
162,T71,T71,Loren Roberts,22,4
163,T71,T71,Rory Sabbatini,26,4
164,T71,T71,John Senden,28,4
165,T71,T71,Patrick Sheehan,33,4
166,T71,T71,Scott Simpson,18,4
167,T71,T71,Jeff Sluman,28,4
168,T71,T71,Paul Stankowski,14,4
169,T71,T71,Steve Stricker,27,4
170,T71,T71,Kevin Sutherland,27,4
171,T71,T71,Hidemichi Tanaka,27,4
172,T71,T71,Vaughn Taylor,27,4
173,T71,T71,Esteban Toledo,36,4
174,T71,T71,David Toms,24,4
175,T71,T71,Omar Uresti,28,4
176,T71,T71,Bo Van Pelt,30,4
177,T71,T71,Mike Weir,22,4
178,T71,T71,Jay Williamson,33,4
179,T71,T71,Tiger Woods,19,4
180,T71,T71,Y.E. Yang,1,4
181,T182,T182,Fulton Allem,13,3
182,T182,T182,Michael Allen,28,3
183,T182,T182,Paul Azinger,23,3
184,T182,T182,Aaron Barber,17,3
185,T182,T182,Rich Barcelo,26,3
186,T182,T182,Ricky Barnes,7,3
187,T182,T182,Jim Benepe,2,3
188,T182,T182,Paul Bradshaw,1,3
189,T182,T182,Jeff Brehaut,34,3
190,T182,T182,Paul Broadhurst,1,3
191,T182,T182,Brad Bryant,4,3
192,T182,T182,Ángel Cabrera,8,3
193,T182,T182,Michael Campbell,6,3
194,T182,T182,Jim Carter,18,3
195,T182,T182,Paul Casey,11,3
196,T182,T182,Christian Cévaër,1,3
197,T182,T182,Russ Cochran,25,3
198,T182,T182,Jeff Coston,1,3
199,T182,T182,Kris Cox,26,3
200,T182,T182,Brian Davis,7,3
201,T182,T182,Marco Dawson,6,3
202,T182,T182,Scott Drummond,4,3
203,T182,T182,Kevin Durkin,2,3
204,T182,T182,David Edwards,13,3
205,T182,T182,Joel Edwards,11,3
206,T182,T182,Steve Elkington,20,3
207,T182,T182,Niclas Fasth,22,3
208,T182,T182,Kenneth Ferrie,1,3
209,T182,T182,Todd Fischer,33,3
210,T182,T182,Nick Flanagan,10,3
211,T182,T182,Dan Forsman,28,3
212,T182,T182,Alastair Forsyth,1,3
213,T182,T182,Steve Friesen,1,3
214,T182,T182,Keiichiro Fukabori,5,3
215,T182,T182,Brent Geiberger,31,3
216,T182,T182,Jason Gore,1,3
217,T182,T182,David Gossett,25,3
218,T182,T182,Paul Goydos,2,3
219,T182,T182,Ken Green,18,3
220,T182,T182,Donnie Hammond,13,3
221,T182,T182,Bradley Heaven,3,3
222,T182,T182,Mike Heinen,17,3
223,T182,T182,Matt Hendrix,3,3
224,T182,T182,Gabriel Hjertstedt,5,3
225,T182,T182,Glen Hnatiuk,9,3
226,T182,T182,S.K. Ho,4,3
227,T182,T182,David Howell,3,3
228,T182,T182,Trevor Immelman,12,3
229,T182,T182,Tripp Isenhour,22,3
230,T182,T182,Peter Jacobsen,10,3
231,T182,T182,Lee Janzen,25,3
232,T182,T182,Brandt Jobe,9,3
233,T182,T182,Pete Jordan,2,3
234,T182,T182,Bobby Kalinowski,1,3
235,T182,T182,Shingo Katayama,3,3
236,T182,T182,Brian Kortan,24,3
237,T182,T182,Brad Lardon,17,3
238,T182,T182,Paul Lawrie,5,3
239,T182,T182,Thomas Levet,5,3
240,T182,T182,Wayne Levi,1,3
241,T182,T182,Spencer Levin,1,3
242,T182,T182,William Link IV,1,3
243,T182,T182,Sandy Lyle,2,3
244,T182,T182,Jeff Maggert,20,3
245,T182,T182,John Maginnes,12,3
246,T182,T182,Billy Mayfair,32,3
247,T182,T182,Jim McGovern,11,3
248,T182,T182,Hirofumi Miyase,27,3
249,T182,T182,Larry Mize,13,3
250,T182,T182,Patrick Moore,14,3
251,T182,T182,Ryan Moore,1,3
252,T182,T182,David Morland IV,27,3
253,T182,T182,John Morse,3,3
254,T182,T182,Kevin Muncrief,21,3
255,T182,T182,Nick O'Hern,2,3
256,T182,T182,Deane Pappas,22,3
