,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Fred Funk,29,35,9.0
1,2,2,Tim Clark,26,34,
2,3,3,José Coceres,20,31,1.0
3,T4,T4,Joe Durant,26,30,5.0
4,T4,T4,Jim Furyk,14,30,6.0
5,6,6,Scott Verplank,24,29,9.0
6,7,7,Richard Johnson,32,28,1.0
7,8,8,Peter Lonard,23,27,1.0
8,T9,T9,Tom Byrum,25,26,
9,T9,T9,Glen Day,33,26,4.0
10,T9,T9,Jerry Kelly,29,26,
11,T9,T9,Rocco Mediate,19,26,
12,T13,T13,Jeff Brehaut,34,25,5.0
13,T13,T13,David Edwards,13,25,6.0
14,T13,T13,Dan Forsman,28,25,2.0
15,T13,T13,Zach Johnson,30,25,
16,T13,T13,Hunter Mahan,30,25,6.0
17,T13,T13,Billy Mayfair,32,25,
18,19,19,Kelly Gibson,10,24,
19,T20,T20,Aaron Barber,17,23,2.0
20,T20,T20,Guy Boros,24,23,
21,T20,T20,Daniel Chopra,33,23,
22,T20,T20,John Cook,19,23,6.0
23,T20,T20,Mark Hensby,29,23,2.0
24,T20,T20,Joe Ogilvie,32,23,
25,T20,T20,Corey Pavin,23,23,
26,T20,T20,Stan Utley,8,23,10.0
27,T20,T20,Duffy Waldorf,26,23,3.0
28,T29,T29,Pat Bates,32,22,1.0
29,T29,T29,Rich Beem,28,22,1.0
30,T29,T29,Jason Bohn,29,22,
31,T29,T29,Steve Flesch,31,22,
32,T29,T29,Matt Kuchar,28,22,1.0
33,T29,T29,Ted Purdy,35,22,1.0
34,T29,T29,Kevin Sutherland,27,22,1.0
35,T29,T29,Mike Weir,22,22,6.0
36,T29,T29,Jay Williamson,33,22,8.0
37,T38,T38,Steve Allan,33,21,2.0
38,T38,T38,Tommy Armour III,28,21,
39,T38,T38,Dudley Hart,23,21,3.0
40,T38,T38,Lee Janzen,25,21,
41,T38,T38,Skip Kendall,29,21,2.0
42,T38,T38,J.L. Lewis,32,21,4.0
43,T38,T38,Mark O'Meara,17,21,
44,T38,T38,Tim Petrovic,32,21,
45,T38,T38,Hidemichi Tanaka,27,21,1.0
46,T38,T38,Dean Wilson,33,21,
47,T38,T38,Mark Wilson,19,21,5.0
48,T49,T49,Michael Allen,28,20,2.0
49,T49,T49,Robert Allenby,26,20,5.0
50,T49,T49,Craig Bowden,30,20,1.0
51,T49,T49,Ben Crane,27,20,1.0
52,T49,T49,Bill Glasson,17,20,
53,T49,T49,Arron Oberholser,23,20,4.0
54,T49,T49,David Peoples,26,20,
55,T49,T49,Phillip Price,12,20,1.0
56,T49,T49,Esteban Toledo,36,20,1.0
57,T58,T58,Craig Barlow,25,19,
58,T58,T58,Brian Bateman,24,19,
59,T58,T58,Steve Elkington,20,19,1.0
60,T58,T58,J.J. Henry,30,19,
61,T58,T58,Shigeki Maruyama,26,19,1.0
62,T58,T58,Loren Roberts,22,19,2.0
63,T58,T58,Justin Rose,22,19,
64,T58,T58,"Wes Short, Jr.",12,19,2.0
65,T58,T58,Heath Slocum,31,19,8.0
66,T58,T58,David Toms,24,19,
67,T58,T58,Omar Uresti,28,19,3.0
68,T69,T69,Notah Begay III,23,18,8.0
69,T69,T69,David Branshaw,30,18,
70,T69,T69,Mark Brooks,31,18,
71,T69,T69,Olin Browne,30,18,6.0
72,T69,T69,Mark Calcavecchia,24,18,1.0
73,T69,T69,Chris DiMarco,27,18,5.0
74,T69,T69,Bob Estes,23,18,4.0
75,T69,T69,Harrison Frazar,25,18,1.0
76,T69,T69,David Frost,26,18,6.0
77,T69,T69,Keiichiro Fukabori,5,18,1.0
78,T69,T69,Robert Gamez,31,18,
79,T69,T69,Sergio Garcia,18,18,
80,T69,T69,Matt Gogel,25,18,2.0
81,T69,T69,Charles Howell III,30,18,5.0
82,T69,T69,Peter Jacobsen,10,18,
83,T69,T69,Jonathan Kaye,25,18,
84,T69,T69,Tom Lehman,19,18,3.0
85,T69,T69,Brock Mackenzie,3,18,6.0
86,T69,T69,Shaun Micheel,27,18,5.0
87,T69,T69,Larry Mize,13,18,4.0
88,T69,T69,Tom Pernice Jr.,31,18,4.0
89,T69,T69,Chris Riley,23,18,1.0
90,T69,T69,Patrick Sheehan,33,18,
91,T69,T69,Scott Simpson,18,18,4.0
92,T69,T69,Steven Tiley,1,18,1.0
93,T69,T69,Garrett Willis,17,18,1.0
94,T95,T95,Jim Carter,18,17,4.0
95,T95,T95,Robert Damron,28,17,15.0
96,T95,T95,Joel Edwards,11,17,4.0
97,T95,T95,Bill Haas,10,17,3.0
98,T95,T95,Matt Hendrix,3,17,3.0
99,T95,T95,Shingo Katayama,3,17,4.0
100,T95,T95,Stephen Leaney,24,17,1.0
101,T95,T95,Frank Lickliter II,27,17,1.0
102,T95,T95,Len Mattiace,25,17,2.0
103,T95,T95,Hirofumi Miyase,27,17,
104,T95,T95,Kevin Na,32,17,2.0
105,T95,T95,Geoff Ogilvy,26,17,
106,T95,T95,David Sutherland,16,17,2.0
107,T95,T95,Lee Westwood,11,17,3.0
108,T109,T109,Paul Azinger,23,16,1.0
109,T109,T109,Cameron Beckman,30,16,3.0
110,T109,T109,Jay Don Blake,14,16,
111,T109,T109,Danny Briggs,28,16,1.0
112,T109,T109,Alex Cejka,24,16,
113,T109,T109,Sean Farren,1,16,8.0
114,T109,T109,Todd Fischer,33,16,
115,T109,T109,Carlos Franco,27,16,
116,T109,T109,Retief Goosen,16,16,1.0
117,T109,T109,Glen Hnatiuk,9,16,2.0
118,T109,T109,Scott Hoch,17,16,1.0
119,T109,T109,Trevor Immelman,12,16,2.0
120,T109,T109,Kent Jones,32,16,
121,T109,T109,Brian Kortan,24,16,1.0
122,T109,T109,Barry Lane,3,16,3.0
123,T109,T109,Brad Lardon,17,16,
124,T109,T109,Jeff Maggert,20,16,
125,T109,T109,John Maginnes,12,16,1.0
126,T109,T109,Spike McRoy,33,16,
127,T109,T109,David Morland IV,27,16,
128,T109,T109,Dennis Paulson,21,16,5.0
129,T109,T109,Pat Perez,32,16,4.0
130,T109,T109,Dicky Pride,23,16,1.0
131,T109,T109,Jeff Sluman,28,16,
132,T109,T109,Chris Smith,33,16,1.0
133,T109,T109,Roger Tambellini,28,16,1.0
134,T135,T135,Stuart Appleby,25,15,
135,T135,T135,Chad Campbell,28,15,1.0
136,T135,T135,Greg Chalmers,22,15,1.0
137,T135,T135,Brandel Chamblee,1,15,1.0
138,T135,T135,Ben Curtis,20,15,6.0
139,T135,T135,Scott Drummond,4,15,2.0
140,T135,T135,Ken Duke,30,15,
141,T135,T135,Nick Flanagan,10,15,3.0
142,T135,T135,Ken Green,18,15,2.0
143,T135,T135,Richard Green,2,15,4.0
144,T135,T135,Mathias Grönberg,32,15,1.0
145,T135,T135,Donnie Hammond,13,15,2.0
146,T135,T135,J.P. Hayes,27,15,9.0
147,T135,T135,Brian Henninger,9,15,3.0
148,T135,T135,Tripp Isenhour,22,15,
149,T135,T135,Darrell Kestner,1,15,15.0
150,T135,T135,Neal Lancaster,33,15,
151,T135,T135,Wayne Levi,1,15,
152,T135,T135,Blaine McCallister,27,15,
153,T135,T135,Scott McCarron,27,15,3.0
154,T135,T135,Phil Mickelson,22,15,
155,T135,T135,Patrick Moore,14,15,1.0
156,T135,T135,John Morse,3,15,4.0
157,T135,T135,Deane Pappas,22,15,6.0
158,T135,T135,Jean-Francois Remesy,3,15,4.0
159,T135,T135,Gene Sauers,30,15,1.0
160,T135,T135,Tom Scherrer,1,15,
161,T135,T135,John Senden,28,15,
162,T135,T135,Hal Sutton,16,15,1.0
163,T135,T135,Bo Van Pelt,30,15,
164,T135,T135,Casey Wittenberg,9,15,1.0
165,T166,T166,Brad Adamonis,1,14,
166,T166,T166,Arjun Atwal,30,14,
167,T166,T166,Woody Austin,29,14,2.0
168,T166,T166,Bart Bryant,23,14,
169,T166,T166,Jonathan Byrd,27,14,2.0
170,T166,T166,Paul Casey,11,14,7.0
171,T166,T166,John Daly,22,14,1.0
172,T166,T166,Luke Donald,21,14,2.0
