,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Retief Goosen,18
1,2,2,Chris Smith,15
2,T3,T3,Brian Bateman,14
3,T3,T3,Loren Roberts,14
4,T5,T5,Jason Bohn,13
5,T5,T5,Tom Lehman,13
6,T5,T5,Ted Purdy,13
7,T5,T5,Duffy Waldorf,13
8,T9,T9,Stewart Cink,12
9,T9,T9,Bob Estes,12
10,T11,T11,Olin Browne,11
11,T11,T11,Greg Chalmers,11
12,T11,T11,Todd Hamilton,11
13,T11,T11,Peter Jacobsen,11
14,T11,T11,Jonathan Kaye,11
15,T11,T11,Rod Pampling,11
16,T11,T11,Chris Riley,11
17,T11,T11,David Toms,11
18,T19,T19,Billy Andrade,10
19,T19,T19,Craig Barlow,10
20,T19,T19,Mark Calcavecchia,10
21,T19,T19,Chad Campbell,10
22,T19,T19,Ben Crane,10
23,T19,T19,Steve Flesch,10
24,T19,T19,Carlos Franco,10
25,T19,T19,Freddie Jacobson,10
26,T19,T19,Zach Johnson,10
27,T19,T19,Jerry Kelly,10
28,T19,T19,Pat Perez,10
29,T19,T19,Carl Pettersson,10
30,T19,T19,Joey Sindelar,10
31,T19,T19,Vijay Singh,10
32,T19,T19,Scott Verplank,10
33,T34,T34,Steve Allan,9
34,T34,T34,Robert Gamez,9
35,T34,T34,Lucas Glover,9
36,T34,T34,Richard Johnson,9
37,T34,T34,Hank Kuehne,9
38,T34,T34,Neal Lancaster,9
39,T34,T34,Phil Mickelson,9
40,T34,T34,Arron Oberholser,9
41,T34,T34,Ryan Palmer,9
42,T34,T34,Tim Petrovic,9
43,T34,T34,John Riegger,9
44,T34,T34,Mike Weir,9
45,T34,T34,Tiger Woods,9
46,T47,T47,Cameron Beckman,8
47,T47,T47,Danny Briggs,8
48,T47,T47,Ángel Cabrera,8
49,T47,T47,Tim Clark,8
50,T47,T47,Chris DiMarco,8
51,T47,T47,Jason Dufner,8
52,T47,T47,Ernie Els,8
53,T47,T47,Matt Gogel,8
54,T47,T47,Tim Herron,8
55,T47,T47,John Huston,8
56,T47,T47,Kent Jones,8
57,T47,T47,Bernhard Langer,8
58,T47,T47,Justin Leonard,8
59,T47,T47,Hunter Mahan,8
60,T47,T47,Billy Mayfair,8
61,T47,T47,Blaine McCallister,8
62,T47,T47,Scott McCarron,8
63,T47,T47,Joe Ogilvie,8
64,T47,T47,Brenden Pappas,8
65,T47,T47,Justin Rose,8
66,T47,T47,Rory Sabbatini,8
67,T47,T47,Paul Stankowski,8
68,T47,T47,Kirk Triplett,8
69,T47,T47,Lee Westwood,8
70,T71,T71,Stuart Appleby,7
71,T71,T71,Woody Austin,7
72,T71,T71,Notah Begay III,7
73,T71,T71,Jonathan Byrd,7
74,T71,T71,Steve Elkington,7
75,T71,T71,Harrison Frazar,7
76,T71,T71,David Frost,7
77,T71,T71,Fred Funk,7
78,T71,T71,Bill Glasson,7
79,T71,T71,Jay Haas,7
80,T71,T71,Scott Hoch,7
81,T71,T71,Charles Howell III,7
82,T71,T71,Lee Janzen,7
83,T71,T71,Jeff Maggert,7
84,T71,T71,Shigeki Maruyama,7
85,T71,T71,John Morgan,7
86,T71,T71,Jesper Parnevik,7
87,T71,T71,Corey Pavin,7
88,T71,T71,Patrick Sheehan,7
89,T71,T71,Jeff Sluman,7
90,T71,T71,Hidemichi Tanaka,7
91,T71,T71,Jay Williamson,7
92,T93,T93,Michael Allen,6
93,T93,T93,Robert Allenby,6
94,T93,T93,Stephen Ames,6
95,T93,T93,Arjun Atwal,6
96,T93,T93,Briny Baird,6
97,T93,T93,Pat Bates,6
98,T93,T93,Bob Burns,6
99,T93,T93,Jim Carter,6
100,T93,T93,K.J. Choi,6
101,T93,T93,Daniel Chopra,6
102,T93,T93,Fred Couples,6
103,T93,T93,Robert Damron,6
104,T93,T93,Glen Day,6
105,T93,T93,Joe Durant,6
106,T93,T93,Danny Ellis,6
107,T93,T93,Dan Forsman,6
108,T93,T93,Brent Geiberger,6
109,T93,T93,Dudley Hart,6
110,T93,T93,Mark Hensby,6
111,T93,T93,Stephen Leaney,6
112,T93,T93,Davis Love III,6
113,T93,T93,Kevin Na,6
114,T93,T93,Mark O'Meara,6
115,T93,T93,Deane Pappas,6
116,T93,T93,Dennis Paulson,6
117,T93,T93,Tom Pernice Jr.,6
118,T93,T93,Tag Ridings,6
119,T93,T93,John Rollins,6
120,T93,T93,Heath Slocum,6
121,T93,T93,Steve Stricker,6
122,T93,T93,Esteban Toledo,6
123,T93,T93,Omar Uresti,6
124,T93,T93,Bo Van Pelt,6
125,T93,T93,Garrett Willis,6
126,T93,T93,Dean Wilson,6
127,T128,T128,Paul Azinger,5
128,T128,T128,Rich Barcelo,5
129,T128,T128,Craig Bowden,5
130,T128,T128,Jeff Brehaut,5
131,T128,T128,Bart Bryant,5
132,T128,T128,Tom Byrum,5
133,T128,T128,Alex Cejka,5
134,T128,T128,Michael Clark II,5
135,T128,T128,José Coceres,5
136,T128,T128,John Cook,5
137,T128,T128,Luke Donald,5
138,T128,T128,Niclas Fasth,5
139,T128,T128,Todd Fischer,5
140,T128,T128,Robin Freeman,5
141,T128,T128,Jim Furyk,5
142,T128,T128,Sergio Garcia,5
143,T128,T128,Brian Gay,5
144,T128,T128,Mathias Grönberg,5
145,T128,T128,Padraig Harrington,5
146,T128,T128,J.J. Henry,5
147,T128,T128,Tripp Isenhour,5
148,T128,T128,Skip Kendall,5
149,T128,T128,Matt Kuchar,5
150,T128,T128,J.L. Lewis,5
151,T128,T128,Frank Lickliter II,5
152,T128,T128,Steve Lowery,5
153,T128,T128,Len Mattiace,5
154,T128,T128,Spike McRoy,5
155,T128,T128,Rocco Mediate,5
156,T128,T128,Shaun Micheel,5
157,T128,T128,Larry Mize,5
158,T128,T128,Kevin Muncrief,5
159,T128,T128,Geoff Ogilvy,5
160,T128,T128,José María Olazábal,5
161,T128,T128,Kenny Perry,5
162,T128,T128,Dicky Pride,5
163,T128,T128,Gene Sauers,5
164,T128,T128,Adam Scott,5
165,T128,T128,John Senden,5
166,T128,T128,"Wes Short, Jr.",5
167,T128,T128,Scott Simpson,5
168,T128,T128,Kevin Sutherland,5
169,T128,T128,Vaughn Taylor,5
170,T128,T128,Mark Wiebe,5
171,T172,T172,Tommy Armour III,4
172,T172,T172,Aaron Baddeley,4
173,T172,T172,Aaron Barber,4
174,T172,T172,Thomas Bjørn,4
175,T172,T172,David Branshaw,4
176,T172,T172,Brad Bryant,4
177,T172,T172,Tom Carter,4
178,T172,T172,Darren Clarke,4
179,T172,T172,Russ Cochran,4
180,T172,T172,Chris Couch,4
181,T172,T172,Kris Cox,4
182,T172,T172,Ben Curtis,4
183,T172,T172,John Daly,4
184,T172,T172,Jay Delsing,4
185,T172,T172,David Duval,4
186,T172,T172,David Edwards,4
187,T172,T172,Brad Faxon,4
188,T172,T172,"Jim Gallagher, Jr.",4
189,T172,T172,Mike Grob,4
190,T172,T172,J.P. Hayes,4
191,T172,T172,Mike Heinen,4
192,T172,T172,Scott Hend,4
193,T172,T172,David Howell,4
194,T172,T172,Per-Ulrik Johansson,4
195,T172,T172,Cliff Kresge,4
196,T172,T172,Joel Kribel,4
197,T172,T172,Brock Mackenzie,4
198,T172,T172,Jim McGovern,4
199,T172,T172,James McLean,4
200,T172,T172,Hirofumi Miyase,4
201,T172,T172,David Morland IV,4
202,T172,T172,David Ogrin,4
203,T172,T172,Dan Olsen,4
204,T172,T172,Craig Parry,4
205,T172,T172,Steve Pate,4
206,T172,T172,Carl Paulson,4
207,T172,T172,David Peoples,4
208,T172,T172,Craig Perks,4
209,T172,T172,Nick Price,4
210,T172,T172,Brett Quigley,4
211,T172,T172,Craig Stadler,4
212,T172,T172,Andre Stolz,4
213,T172,T172,Roger Tambellini,4
214,T172,T172,Stan Utley,4
215,T172,T172,Tjaart van der Walt,4
216,T172,T172,Camilo Villegas,4
217,T172,T172,Grant Waite,4
218,T172,T172,Mark Wilson,4
219,T220,T220,Fulton Allem,3
220,T220,T220,Ricky Barnes,3
221,T220,T220,Rich Beem,3
222,T220,T220,Jay Don Blake,3
223,T220,T220,Guy Boros,3
224,T220,T220,Michael Bradley,3
225,T220,T220,D.J. Brigman,3
226,T220,T220,Mark Brooks,3
227,T220,T220,Paul Casey,3
228,T220,T220,Brian Davis,3
229,T220,T220,Marco Dawson,3
230,T220,T220,Trevor Dodds,3
231,T220,T220,Ken Duke,3
232,T220,T220,Joel Edwards,3
233,T220,T220,Keith Fergus,3
234,T220,T220,Hiroyuki Fujita,3
235,T220,T220,Kelly Gibson,3
236,T220,T220,Paul Goydos,3
237,T220,T220,Ken Green,3
238,T220,T220,Bill Haas,3
239,T220,T220,Donnie Hammond,3
240,T220,T220,Jason Hartwick,3
241,T220,T220,Matt Hendrix,3
242,T220,T220,Gabriel Hjertstedt,3
243,T220,T220,Miguel Angel Jiménez,3
244,T220,T220,Brandt Jobe,3
245,T220,T220,Brian Kortan,3
246,T220,T220,Brad Lardon,3
247,T220,T220,Ian Leggatt,3
248,T220,T220,Wayne Levi,3
249,T220,T220,Peter Lonard,3
250,T220,T220,John Maginnes,3
251,T220,T220,Casey Martin,3
252,T220,T220,Patrick Moore,3
253,T220,T220,John Morse,3
254,T220,T220,Phillip Price,3
255,T220,T220,Mike Small,3
256,T220,T220,Mike Springer,3
257,T220,T220,Kevin Stadler,3
258,T220,T220,Roland Thatcher,3
259,T220,T220,Tommy Tolles,3
260,T220,T220,Bob Tway,3
261,T220,T220,Brian Watts,3
262,T220,T220,Willie Wood,3
263,T264,T264,Doug Barron,2
264,T264,T264,Michael Beard,2
265,T264,T264,Jim Benepe,2
266,T264,T264,Michael Campbell,2
267,T264,T264,Brandel Chamblee,2
268,T264,T264,Erik Compton,2
269,T264,T264,John Douma,2
270,T264,T264,Scott Drummond,2
271,T264,T264,Nick Flanagan,2
272,T264,T264,Keiichiro Fukabori,2
273,T264,T264,Joakim Haeggman,2
274,T264,T264,Brian Henninger,2
275,T264,T264,Glen Hnatiuk,2
276,T264,T264,Charley Hoffman,2
277,T264,T264,Mike Hulbert,2
278,T264,T264,Trevor Immelman,2
279,T264,T264,Thongchai Jaidee,2
280,T264,T264,Barry Lane,2
281,T264,T264,Thomas Levet,2
282,T264,T264,Paul McGinley,2
283,T264,T264,Andrew McLardy,2
284,T264,T264,Adam Meyer,2
285,T264,T264,Bryce Molder,2
286,T264,T264,Colin Montgomerie,2
287,T264,T264,Ryan Moore,2
288,T264,T264,Chris Nallen,2
289,T264,T264,Nick O'Hern,2
290,T264,T264,Sean Pacetti,2
291,T264,T264,Don Pooley,2
292,T264,T264,Ian Poulter,2
293,T264,T264,Chez Reavie,2
294,T264,T264,Jean-Francois Remesy,2
295,T264,T264,David Roesch,2
296,T264,T264,Brett Rumford,2
297,T264,T264,Mike Standly,2
298,T264,T264,Mike Sullivan,2
299,T264,T264,David Sutherland,2
300,T264,T264,Hal Sutton,2
301,T264,T264,Hideto Tanihara,2
302,T264,T264,Phil Tataurangi,2
303,T264,T264,Tim Thelen,2
304,T264,T264,Casey Wittenberg,2
305,T264,T264,Don Yrene,2
