,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Retief Goosen,30
1,2,2,Scott Verplank,24
2,T3,T3,Phil Mickelson,21
3,T3,T3,Carl Pettersson,21
4,5,5,Vijay Singh,20
5,T6,T6,Tom Lehman,19
6,T6,T6,Duffy Waldorf,19
7,T8,T8,Ernie Els,18
8,T8,T8,Bob Estes,18
9,T8,T8,Paul Stankowski,18
10,T11,T11,Peter Jacobsen,17
11,T11,T11,Chris Riley,17
12,T11,T11,Chris Smith,17
13,T14,T14,Kent Jones,16
14,T14,T14,Loren Roberts,16
15,T16,T16,Olin Browne,15
16,T16,T16,Richard Johnson,15
17,T16,T16,Justin Leonard,15
18,T16,T16,Shigeki Maruyama,15
19,T16,T16,Steve Stricker,15
20,T21,T21,Stephen Ames,14
21,T21,T21,Brian Bateman,14
22,T21,T21,Glen Day,14
23,T21,T21,Harrison Frazar,14
24,T21,T21,Mark Hensby,14
25,T21,T21,Jerry Kelly,14
26,T21,T21,Hank Kuehne,14
27,T21,T21,Scott McCarron,14
28,T21,T21,Rod Pampling,14
29,T21,T21,Brenden Pappas,14
30,T21,T21,Rory Sabbatini,14
31,T21,T21,Patrick Sheehan,14
32,T33,T33,Briny Baird,13
33,T33,T33,Jason Bohn,13
34,T33,T33,Daniel Chopra,13
35,T33,T33,Ben Crane,13
36,T33,T33,Steve Flesch,13
37,T33,T33,Lee Janzen,13
38,T33,T33,Arron Oberholser,13
39,T33,T33,Geoff Ogilvy,13
40,T33,T33,Jesper Parnevik,13
41,T33,T33,Dennis Paulson,13
42,T33,T33,Ted Purdy,13
43,T44,T44,Steve Allan,12
44,T44,T44,Mark Calcavecchia,12
45,T44,T44,Chad Campbell,12
46,T44,T44,Stewart Cink,12
47,T44,T44,Russ Cochran,12
48,T44,T44,John Daly,12
49,T44,T44,Jim Furyk,12
50,T44,T44,Brian Gay,12
51,T44,T44,Matt Gogel,12
52,T44,T44,Freddie Jacobson,12
53,T44,T44,John Riegger,12
54,T44,T44,Tiger Woods,12
55,T56,T56,Michael Allen,11
56,T56,T56,Billy Andrade,11
57,T56,T56,Greg Chalmers,11
58,T56,T56,Todd Hamilton,11
59,T56,T56,Scott Hoch,11
60,T56,T56,Charles Howell III,11
61,T56,T56,Zach Johnson,11
62,T56,T56,Jonathan Kaye,11
63,T56,T56,Skip Kendall,11
64,T56,T56,Davis Love III,11
65,T56,T56,Corey Pavin,11
66,T56,T56,Pat Perez,11
67,T56,T56,Dicky Pride,11
68,T56,T56,David Toms,11
69,T70,T70,Craig Barlow,10
70,T70,T70,Craig Bowden,10
71,T70,T70,Danny Briggs,10
72,T70,T70,Bart Bryant,10
73,T70,T70,Tom Carter,10
74,T70,T70,Todd Fischer,10
75,T70,T70,Carlos Franco,10
76,T70,T70,Mathias Grönberg,10
77,T70,T70,J.J. Henry,10
78,T70,T70,John Huston,10
79,T70,T70,Stephen Leaney,10
80,T70,T70,Frank Lickliter II,10
81,T70,T70,José María Olazábal,10
82,T70,T70,Kenny Perry,10
83,T70,T70,John Rollins,10
84,T70,T70,Justin Rose,10
85,T70,T70,Adam Scott,10
86,T70,T70,"Wes Short, Jr.",10
87,T70,T70,Joey Sindelar,10
88,T70,T70,Hidemichi Tanaka,10
89,T70,T70,Kirk Triplett,10
90,T91,T91,Paul Azinger,9
91,T91,T91,Cameron Beckman,9
92,T91,T91,Jonathan Byrd,9
93,T91,T91,Tom Byrum,9
94,T91,T91,Fred Couples,9
95,T91,T91,Jason Dufner,9
96,T91,T91,Robert Gamez,9
97,T91,T91,Sergio Garcia,9
98,T91,T91,Brent Geiberger,9
99,T91,T91,Lucas Glover,9
100,T91,T91,Jay Haas,9
101,T91,T91,Neal Lancaster,9
102,T91,T91,Peter Lonard,9
103,T91,T91,John Morgan,9
104,T91,T91,David Morland IV,9
105,T91,T91,Joe Ogilvie,9
106,T91,T91,Ryan Palmer,9
107,T91,T91,Craig Perks,9
108,T91,T91,Tim Petrovic,9
109,T91,T91,Heath Slocum,9
