,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Arjun Atwal,30,236
1,2,2,Richard Johnson,32,169
2,3,3,Tim Herron,26,158
3,4,4,Pat Bates,32,128
4,5,5,Stephen Leaney,24,111
5,6,6,Steve Stricker,27,94
6,T7,T7,Bart Bryant,23,87
7,T7,T7,Danny Ellis,26,87
8,9,9,Chris Riley,23,82
9,10,10,Duffy Waldorf,26,78
10,11,11,Tag Ridings,18,75
11,12,12,Aaron Baddeley,27,74
12,13,13,Jason Dufner,28,69
13,14,14,Steve Elkington,20,66
14,15,15,Brad Faxon,28,65
15,16,16,Geoff Ogilvy,26,64
16,T17,T17,Jason Bohn,29,63
17,T17,T17,Andre Stolz,20,63
18,19,19,Hidemichi Tanaka,27,62
19,20,20,Dean Wilson,33,60
20,T21,T21,Fred Funk,29,58
21,T21,T21,Rocco Mediate,19,58
22,T21,T21,Dicky Pride,23,58
23,24,24,Retief Goosen,16,54
24,T25,T25,Todd Fischer,33,52
25,T25,T25,Brian Gay,32,52
26,27,27,Mark Calcavecchia,24,51
27,28,28,D.J. Brigman,27,47
28,29,29,Robert Gamez,31,45
29,T30,T30,Stuart Appleby,25,43
30,T30,T30,Woody Austin,29,43
31,T30,T30,Joe Durant,26,43
32,T33,T33,Justin Leonard,25,42
33,T33,T33,Brenden Pappas,34,42
34,35,35,Blaine McCallister,27,41
35,36,36,Luke Donald,21,40
36,T37,T37,Steve Lowery,28,37
37,T37,T37,John Rollins,29,37
38,T39,T39,Shigeki Maruyama,26,36
39,T39,T39,Vijay Singh,29,36
40,T41,T41,Dan Olsen,31,34
41,T41,T41,Jesper Parnevik,24,34
42,T41,T41,Kirk Triplett,24,34
43,T44,T44,Billy Andrade,31,33
44,T44,T44,Craig Perks,27,33
45,46,46,Brent Geiberger,31,32
46,T47,T47,Brian Bateman,24,30
47,T47,T47,Kevin Muncrief,21,30
48,T47,T47,Arron Oberholser,23,30
49,T47,T47,Ted Purdy,35,30
50,T51,T51,Cameron Beckman,30,29
51,T51,T51,Harrison Frazar,25,29
52,T51,T51,Davis Love III,24,29
53,T51,T51,Justin Rose,22,29
54,T51,T51,Bo Van Pelt,30,29
55,T56,T56,Olin Browne,30,28
56,T56,T56,Skip Kendall,29,28
57,T56,T56,Steve Pate,24,28
58,T56,T56,Mike Weir,22,28
59,T60,T60,David Frost,26,27
60,T60,T60,Lee Janzen,25,27
61,62,62,Mathias Grönberg,32,26
62,T63,T63,Todd Hamilton,27,25
63,T63,T63,Charles Howell III,30,25
64,T65,T65,Daniel Chopra,33,24
65,T65,T65,Kris Cox,26,24
66,T65,T65,Tripp Isenhour,22,24
67,T65,T65,Cliff Kresge,33,24
68,T65,T65,Brett Quigley,31,24
69,T70,T70,Rich Barcelo,26,23
70,T70,T70,Chad Campbell,28,23
71,T70,T70,Chris Couch,24,23
72,T70,T70,Zach Johnson,30,23
73,T70,T70,Hunter Mahan,30,23
74,T70,T70,John Riegger,17,23
75,T70,T70,Roger Tambellini,28,23
76,T70,T70,Scott Verplank,24,23
77,78,78,Freddie Jacobson,24,22
78,T79,T79,K.J. Choi,24,21
79,T79,T79,Peter Lonard,23,21
80,T79,T79,Shaun Micheel,27,21
81,T79,T79,Nick Price,15,21
82,T83,T83,Rich Beem,28,20
83,T83,T83,David Branshaw,30,20
84,T83,T83,Loren Roberts,22,20
85,T83,T83,Bob Tway,26,20
86,T87,T87,Jonathan Byrd,27,19
87,T87,T87,John Daly,22,19
88,T89,T89,Ernie Els,16,18
89,T89,T89,Mark Hensby,29,18
90,T89,T89,Ryan Palmer,33,18
91,T89,T89,Omar Uresti,28,18
92,T93,T93,Robert Allenby,26,17
93,T93,T93,Notah Begay III,23,17
94,T93,T93,Bob Estes,23,17
95,T93,T93,Sergio Garcia,18,17
96,T93,T93,Pat Perez,32,17
97,T93,T93,Tom Pernice Jr.,31,17
98,T99,T99,Michael Allen,28,16
99,T99,T99,Jay Delsing,26,16
100,T99,T99,Chris Smith,33,16
101,102,102,Tom Byrum,25,15
102,T103,T103,Stephen Ames,27,14
103,T103,T103,Len Mattiace,25,14
104,T103,T103,Scott McCarron,27,14
105,T106,T106,Fred Couples,16,13
106,T106,T106,Scott Hoch,17,13
107,T106,T106,Neal Lancaster,33,13
108,T109,T109,Darren Clarke,16,12
109,T109,T109,David Gossett,25,12
110,T109,T109,David Peoples,26,12
111,T112,T112,Chris DiMarco,27,11
112,T112,T112,Lucas Glover,30,11
113,T112,T112,J.P. Hayes,27,11
114,T112,T112,Mike Heinen,17,11
115,T112,T112,Billy Mayfair,32,11
116,T112,T112,Carl Pettersson,28,11
117,T112,T112,Jeff Sluman,28,11
118,T119,T119,Guy Boros,24,10
119,T119,T119,Matt Gogel,25,10
120,T121,T121,Briny Baird,30,9
121,T121,T121,Scott Hend,29,9
122,T121,T121,David Morland IV,27,9
123,T121,T121,José María Olazábal,17,9
124,T121,T121,Dennis Paulson,21,9
125,T121,T121,Rory Sabbatini,26,9
126,T121,T121,John Senden,28,9
127,T128,T128,Niclas Fasth,22,8
128,T128,T128,John Huston,20,8
129,T128,T128,Kevin Sutherland,27,8
130,T131,T131,Danny Briggs,28,7
131,T131,T131,Ben Curtis,20,7
132,T131,T131,Spike McRoy,33,7
133,T131,T131,Adam Scott,16,7
134,T135,T135,Mark O'Meara,17,6
135,T135,T135,David Toms,24,6
136,T135,T135,Mark Wilson,19,6
137,T138,T138,Stewart Cink,28,5
138,T138,T138,Russ Cochran,25,5
139,T138,T138,Ken Duke,30,5
140,T138,T138,Joe Ogilvie,32,5
141,T138,T138,Craig Parry,16,5
142,T138,T138,Joey Sindelar,31,5
143,T138,T138,Roland Thatcher,23,5
144,T145,T145,Dudley Hart,23,4
145,T145,T145,Kevin Na,32,4
146,T145,T145,Grant Waite,29,4
147,T148,T148,Steve Allan,33,3
148,T148,T148,Craig Bowden,30,3
149,T148,T148,Tom Carter,35,3
150,T148,T148,Kent Jones,32,3
151,T148,T148,Jonathan Kaye,25,3
152,T148,T148,Tom Lehman,19,3
153,T148,T148,Hirofumi Miyase,27,3
154,T155,T155,Craig Barlow,25,2
155,T155,T155,Mark Brooks,31,2
156,T155,T155,Bob Burns,30,2
157,T155,T155,Alex Cejka,24,2
158,T155,T155,Greg Chalmers,22,2
159,T155,T155,José Coceres,20,2
160,T155,T155,Dan Forsman,28,2
161,T155,T155,Jeff Maggert,20,2
162,T155,T155,Tim Petrovic,32,2
163,T155,T155,Gene Sauers,30,2
164,T155,T155,Esteban Toledo,36,2
165,T155,T155,Tommy Tolles,25,2
166,T155,T155,Tiger Woods,19,2
167,T168,T168,Jeff Brehaut,34,1
168,T168,T168,Steve Flesch,31,1
169,T168,T168,Jay Haas,23,1
170,T168,T168,J.J. Henry,30,1
171,T168,T168,Jerry Kelly,29,1
172,T168,T168,Brian Kortan,24,1
173,T168,T168,Hank Kuehne,30,1
174,T168,T168,Bernhard Langer,15,1
175,T168,T168,J.L. Lewis,32,1
176,T168,T168,Frank Lickliter II,27,1
177,T168,T168,Phil Mickelson,22,1
178,T168,T168,Rod Pampling,26,1
179,T168,T168,Kenny Perry,23,1
180,T168,T168,Patrick Sheehan,33,1
181,T168,T168,Scott Simpson,18,1
182,T168,T168,Vaughn Taylor,27,1
