,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
220,T221,T221,Jeffrey Lankford,4,94,6.0
221,T221,T221,Rocco Mediate,19,94,58.0
222,T221,T221,Ryan Palmer,33,94,18.0
223,T224,T224,Bob Burns,30,93,2.0
224,T224,T224,Nick O'Hern,2,93,4.0
225,T226,T226,Dudley Hart,23,92,4.0
226,T226,T226,Pat Perez,32,92,17.0
227,T226,T226,Hideto Tanihara,3,92,26.0
228,T229,T229,Jim Benepe,2,91,30.0
229,T229,T229,Steve Elkington,20,91,66.0
230,T229,T229,Vaughn Taylor,27,91,1.0
231,T232,T232,Joakim Haeggman,5,90,2.0
232,T232,T232,Miguel Angel Jiménez,7,90,11.0
233,T232,T232,Steve Pate,24,90,28.0
234,235,235,Ricky Barnes,7,89,89.0
235,236,236,Dan Olsen,31,88,34.0
236,T237,T237,Rich Beem,28,87,20.0
237,T237,T237,Michael Bradley,9,87,15.0
238,T237,T237,Craig Perks,27,87,33.0
239,T240,T240,Danny Briggs,28,86,7.0
240,T240,T240,Greg Norman,7,86,21.0
241,T242,T242,Erik Compton,2,85,22.0
242,T242,T242,Chris Smith,33,85,16.0
243,244,244,Kelly Gibson,10,84,7.0
244,T245,T245,Donnie Hammond,13,83,12.0
245,T245,T245,Peter Jacobsen,10,83,24.0
246,T245,T245,Pete Jordan,2,83,8.0
247,T248,T248,Michael Campbell,6,82,1.0
248,T248,T248,Keiichiro Fukabori,5,82,7.0
249,T250,T250,Mike Heinen,17,81,11.0
250,T250,T250,Roger Tambellini,28,81,23.0
251,252,252,Lee Janzen,25,80,27.0
252,T253,T253,"Jim Gallagher, Jr.",9,79,
253,T253,T253,Tetsuji Hiratsuka,4,79,18.0
254,T253,T253,Barry Lane,3,79,2.0
255,T253,T253,Lian-Wei Zhang,4,79,2.0
256,257,257,David Duval,9,78,
257,T258,T258,Woody Austin,29,77,43.0
258,T258,T258,Dicky Pride,23,77,58.0
259,T260,T260,David Gossett,25,76,12.0
260,T260,T260,Brian Harman,2,76,3.0
261,T260,T260,Paul Lawrie,5,76,38.0
262,T260,T260,Hal Sutton,16,76,2.0
263,T260,T260,Brian Watts,9,76,29.0
264,265,265,Thomas Levet,5,74,74.0
265,T266,T266,Ángel Cabrera,8,73,57.0
266,T266,T266,Ian Leggatt,5,73,21.0
267,T268,T268,Dirk Ayers,1,72,72.0
268,T268,T268,Michael Beard,1,72,72.0
269,T268,T268,Bill Britton,2,72,72.0
270,T268,T268,Paul Broadhurst,1,72,72.0
271,T268,T268,Kim Felton,1,72,72.0
272,T268,T268,Spencer Levin,1,72,72.0
273,T268,T268,James McLean,1,72,72.0
274,T268,T268,Tim Wilkinson,1,72,72.0
275,T276,T276,Christian Cévaër,1,71,
276,T276,T276,Glen Hnatiuk,9,71,
277,T276,T276,Takashi Kamiyama,1,71,
278,T276,T276,John Maginnes,12,71,10.0
279,T280,T280,Jason Hartwick,2,70,70.0
280,T280,T280,John Morse,3,70,70.0
281,T280,T280,Paul Wesselingh,1,70,70.0
282,T283,T283,Sergio Garcia,18,69,17.0
283,T283,T283,Scott Hend,29,69,9.0
284,T285,T285,Kevin Durkin,2,68,
285,T285,T285,Paul Goydos,2,68,62.0
286,T285,T285,Eduardo Romero,6,68,10.0
287,T285,T285,David Sutherland,16,68,10.0
288,289,289,Per-Ulrik Johansson,12,67,20.0
289,T290,T290,Scott Drummond,4,66,2.0
290,T290,T290,Nick Faldo,6,66,15.0
291,T290,T290,Matt Hendrix,3,66,3.0
292,T290,T290,Charley Hoffman,1,66,5.0
293,T290,T290,Brandt Jobe,9,66,11.0
294,T290,T290,Paul Stankowski,14,66,44.0
295,T290,T290,Casey Wittenberg,9,66,65.0
296,T297,T297,David Church,2,65,6.0
297,T297,T297,Bill Haas,10,65,12.0
298,T299,T299,"David Berganio, Jr.",2,63,8.0
299,T299,T299,Ricardo Gonzalez,3,63,
300,T299,T299,David Howell,3,63,63.0
301,T299,T299,Franklin Langham,1,63,7.0
302,T299,T299,Boyd Summerhays,8,63,
303,304,304,Brad Lardon,17,62,16.0
304,T305,T305,Thomas Bjørn,12,61,1.0
305,T305,T305,Thongchai Jaidee,5,61,9.0
306,T305,T305,Tom Kite,1,61,9.0
307,T305,T305,Jean-Francois Remesy,3,61,11.0
308,309,309,Desvonde Botes,1,59,59.0
309,T310,T310,Martin Erlandsson,1,58,58.0
310,T310,T310,Brian Henninger,9,58,6.0
311,T310,T310,Bobby Kalinowski,1,58,58.0
312,T310,T310,Patrick Moore,14,58,14.0
313,T310,T310,Chez Reavie,2,58,29.0
314,T310,T310,Peter Senior,2,58,26.0
315,T316,T316,Ed Fiori,1,57,4.0
316,T316,T316,Ignacio Garrido,1,57,14.0
317,T316,T316,Sven Struver,2,57,50.0
318,T319,T319,Nick Flanagan,10,55,
319,T319,T319,Richard Green,2,55,55.0
320,T321,T321,Jack Nicklaus,2,53,23.0
321,T321,T321,Jim Rutledge,1,53,53.0
322,T323,T323,Doug Barron,1,52,52.0
323,T323,T323,Joel Edwards,11,52,
324,T323,T323,Brendan Jones,3,52,1.0
325,T323,T323,Brock Mackenzie,3,52,52.0
326,T323,T323,Jeff Roth,2,52,19.0
327,T323,T323,Chip Sullivan,1,52,1.0
328,T329,T329,Gary Evans,1,51,51.0
329,T329,T329,Alastair Forsyth,1,51,51.0
330,T329,T329,Phillip Price,12,51,11.0
331,T332,T332,Raymond Floyd,2,50,
332,T332,T332,David Ogrin,2,50,5.0
333,T334,T334,George Burns,1,49,1.0
334,T334,T334,Nick Gilliam,1,49,19.0
335,T336,T336,Greg Kraft,4,48,9.0
336,T336,T336,Sean Murphy,2,48,20.0
337,T336,T336,Brett Rumford,1,48,48.0
338,T339,T339,David Faught,2,47,47.0
339,T339,T339,Edward Loar,1,47,9.0
340,T339,T339,Kelly Mitchum,2,47,6.0
341,T339,T339,Jin Park,2,47,3.0
342,T339,T339,Mike Small,2,47,27.0
343,T344,T344,Brad Bryant,4,46,6.0
344,T344,T344,Tim Conley,1,46,22.0
345,T344,T344,Rick Fehr,3,46,15.0
346,T344,T344,Gabriel Hjertstedt,5,46,31.0
347,T344,T344,Sandy Lyle,2,46,9.0
348,T344,T344,Bryce Molder,3,46,43.0
349,T350,T350,Roy Biancalana,2,45,6.0
350,T350,T350,Brandel Chamblee,1,45,6.0
351,T350,T350,Keith Clearwater,5,45,42.0
352,T350,T350,Mark Foster,1,45,13.0
353,T350,T350,Jason Gore,1,45,8.0
354,T350,T350,Mike Hulbert,8,45,12.0
355,T350,T350,Adam Meyer,1,45,7.0
356,T357,T357,John Douma,2,44,27.0
357,T357,T357,David Ishii,1,44,17.0
358,T357,T357,Graeme McDowell,3,44,18.0
359,T357,T357,Andy Oldcorn,1,44,10.0
360,T357,T357,Dean Prowse,2,44,15.0
361,T357,T357,Mike Sullivan,1,44,44.0
362,T357,T357,Craig Thomas,2,44,5.0
363,T364,T364,Pierre Fulke,1,43,8.0
364,T364,T364,Mårten Olander,1,43,
365,T364,T364,David Roesch,2,43,41.0
366,T364,T364,Tom Watson,2,43,7.0
367,T368,T368,Joe Affrunti,3,42,4.0
368,T368,T368,Mark Hayes,1,42,11.0
369,T368,T368,James Kingston,1,42,10.0
370,T368,T368,Larry Rinker,2,42,42.0
371,T368,T368,Sean Whiffin,1,42,42.0
372,T373,T373,Tim Thelen,5,41,14.0
373,T373,T373,Ian Woosnam,2,41,4.0
374,T375,T375,Jeff Coston,1,39,3.0
375,T375,T375,Gary Emerson,1,39,32.0
376,T375,T375,Bradley Heaven,3,39,7.0
377,T375,T375,Kenichi Kuboya,1,39,15.0
378,T375,T375,Arnold Palmer,2,39,10.0
379,T375,T375,D.A. Points,2,39,27.0
380,T381,T381,Phil Blackmar,1,38,31.0
381,T381,T381,Darren Fichardt,3,38,35.0
382,T381,T381,Colin Montgomerie,6,38,15.0
383,384,384,Ryan Moore,1,37,7.0
384,T385,T385,Tommy Aaron,1,36,36.0
385,T385,T385,John Adams,1,36,36.0
386,T385,T385,Lewis Atkinson,1,36,36.0
387,T385,T385,Eric Axley,1,36,36.0
388,T385,T385,Scott Barr,1,36,36.0
389,T385,T385,John Bermel,1,36,36.0
390,T385,T385,Chris Botsford,1,36,36.0
391,T385,T385,Marc Bourgeois,1,36,36.0
392,T385,T385,Casey Bourque,1,36,36.0
393,T385,T385,Lloyd Campbell,1,36,36.0
394,T385,T385,Andy Crain,1,36,36.0
395,T385,T385,Patrick Damron,1,36,36.0
396,T385,T385,Geoffrey Dean,3,36,21.0
397,T385,T385,Cameron Doan,1,36,36.0
398,T385,T385,Craig Doell,1,36,36.0
399,T385,T385,Brad Elder,1,36,36.0
400,T385,T385,Neil Evans,1,36,36.0
401,T385,T385,Tim Fleming,1,36,36.0
402,T385,T385,Nathan Fritz,1,36,36.0
403,T385,T385,Kevin Giancola,1,36,36.0
404,T385,T385,Derek Gillespie,1,36,36.0
405,T385,T385,Jerry Haas,1,36,36.0
406,T385,T385,Scott Harrington,1,36,36.0
407,T385,T385,Hidemasa Hoshino,1,36,36.0
408,T385,T385,Barry Hume,1,36,36.0
409,T385,T385,Kenny Knox,1,36,36.0
410,T385,T385,Maarten Lafeber,1,36,36.0
411,T385,T385,Jeff Martin,1,36,36.0
412,T385,T385,David Mathis,1,36,36.0
413,T385,T385,Brian McElhinney,1,36,36.0
414,T385,T385,Brett Melton,1,36,36.0
415,T385,T385,Alan Morin,1,36,36.0
416,T385,T385,Peter O'Malley,1,36,36.0
417,T385,T385,Louis Oosthuizen,1,36,36.0
418,T385,T385,Jonathan Ota,1,36,36.0
419,T385,T385,Sean Pacetti,1,36,36.0
420,T385,T385,Don Pooley,1,36,36.0
421,T385,T385,David Schnider,1,36,36.0
422,T385,T385,Matt Seppanen,1,36,36.0
423,T385,T385,Nathan Smith,2,36,36.0
424,T385,T385,Daniel Sugrue,1,36,36.0
425,T385,T385,Dave Tentis,1,36,36.0
426,T385,T385,Mario Tiziani,1,36,36.0
427,T385,T385,Andrew Tschudin,1,36,36.0
428,T385,T385,Yoshinobu Tsukada,1,36,36.0
429,T385,T385,Frank Vana,1,36,36.0
430,T385,T385,Matt Weibring,1,36,3.0
431,T385,T385,Eli Zackheim,1,36,36.0
432,T433,T433,Kenneth Ferrie,1,35,13.0
433,T433,T433,Frank Graziosa,1,35,
434,T433,T433,Rob McMillan,1,35,35.0
435,T433,T433,Grant Muller,1,35,35.0
436,T433,T433,Brett Paquet,1,35,
437,T433,T433,Tim Weinhart,1,35,35.0
438,T433,T433,Don Yrene,2,35,20.0
439,T440,T440,Rod Curl,1,34,1.0
440,T440,T440,Keith Fergus,1,34,25.0
441,T440,T440,Edward Fryatt,1,34,19.0
442,T440,T440,Robert Hamilton,1,34,
443,T440,T440,Bradley Hughes,1,34,34.0
444,T440,T440,Ron Skayhan,1,34,1.0
445,T440,T440,Jerry Smith,1,34,34.0
446,T440,T440,Jon Turcott,1,34,34.0
447,T440,T440,Jimmy Walker,1,34,
448,T449,T449,Brad Hauer,2,33,33.0
449,T449,T449,Clint Jensen,1,33,2.0
450,T449,T449,Derek Lamely,1,33,
451,T449,T449,Casey Martin,2,33,25.0
452,T449,T449,Payton Osborn,1,33,2.0
453,T449,T449,Hennie Otto,1,33,33.0
454,T449,T449,Jay Overton,1,33,2.0
455,T449,T449,Chris Perry,1,33,2.0
456,T449,T449,Mike Schuchart,1,33,
457,T449,T449,Vance Veazey,1,33,2.0
458,T449,T449,Y.E. Yang,1,33,4.0
459,T460,T460,Paul Bradshaw,1,32,13.0
460,T460,T460,John Elliott,1,32,
461,T460,T460,Mike Harmon,1,32,3.0
462,T460,T460,Jason Laing,1,32,32.0
463,T460,T460,"Ron Philo, Jr.",2,32,32.0
464,T460,T460,Mike Ruiz,1,32,32.0
465,T460,T460,Dave Rummells,1,32,3.0
466,T460,T460,Kevin Streelman,1,32,4.0
467,T460,T460,Charles Warren,1,32,32.0
468,T469,T469,Bob Ackerman,1,31,31.0
469,T469,T469,John Ellis,1,31,2.0
470,T469,T469,Mathew Goggin,1,31,4.0
471,T469,T469,Gary Hallberg,2,31,31.0
472,T469,T469,David Lundstrom,2,31,8.0
473,T469,T469,Joey Maxon,1,31,31.0
474,T469,T469,Tony Rohlik,2,31,31.0
475,T469,T469,Miles Tunnicliff,1,31,3.0
476,T469,T469,Brian Wilson,1,31,31.0
477,T478,T478,Scott Dunlap,1,30,1.0
478,T478,T478,Bob Ford,1,30,30.0
479,T478,T478,Quinn Griffing,1,30,30.0
480,T478,T478,William Link IV,1,30,5.0
481,T478,T478,Dan Pohl,3,30,18.0
482,T478,T478,Steve Sokol,1,30,5.0
483,T484,T484,Peter Hedblom,1,29,5.0
484,T484,T484,Shingo Katayama,3,29,11.0
485,T484,T484,Shawn Kelly,1,29,1.0
486,T484,T484,Andy Morse,1,29,6.0
487,T484,T484,Bob Mucha,1,29,29.0
488,T484,T484,Jamie Rogers,1,29,29.0
489,T484,T484,Heath Wassem,1,29,29.0
490,T491,T491,John Bungert,1,28,6.0
491,T491,T491,Todd Gleaton,2,28,16.0
492,T491,T491,David Lebeck,1,28,2.0
493,T491,T491,Bryant MacKellar,1,28,28.0
494,T491,T491,Greg Meyer,1,28,28.0
495,T491,T491,Lee Rinker,1,28,28.0
496,T491,T491,Akio Sadakata,1,28,7.0
497,T491,T491,Brian Smith,1,28,4.0
498,T491,T491,Steven Tate,1,28,2.0
499,T491,T491,Ryan Welborn,1,28,28.0
500,T501,T501,Rett Crowder,1,27,8.0
501,T501,T501,Roger Maltbie,1,27,18.0
502,T501,T501,Johnson Wagner,1,27,8.0
503,T501,T501,Chris Winkel,1,27,8.0
504,T501,T501,Gary Wolstenholme,1,27,4.0
505,T506,T506,Brad Adamonis,1,26,12.0
506,T506,T506,Mike Baker,2,26,18.0
507,T506,T506,John Connelly,1,26,9.0
508,T506,T506,Brad Fabel,1,26,9.0
509,T506,T506,Myung Jun Park,1,26,9.0
510,T506,T506,Tim Parun,1,26,26.0
511,T506,T506,Paul Sheehan,1,26,9.0
512,T506,T506,Geoffrey Sisk,2,26,13.0
513,T506,T506,"Dave Stockton, Jr.",1,26,26.0
514,T506,T506,Scott Weatherly,1,26,9.0
515,T516,T516,Jamie Elliott,1,25,5.0
516,T516,T516,Chris Heintz,1,25,10.0
517,T516,T516,Raphael Jacquelin,2,25,16.0
518,T516,T516,Parker McLachlin,1,25,3.0
519,T516,T516,Yusaku Miyazato,1,25,10.0
520,T516,T516,Mike Northern,1,25,25.0
521,T516,T516,Leif Olson,1,25,25.0
522,T516,T516,Brett Upper,2,25,20.0
523,T516,T516,Simon Wakefield,1,25,1.0
524,T516,T516,Stuart Wilson,1,25,25.0
525,T516,T516,Zane Zwemke,1,25,10.0
526,T527,T527,Andy Barrett,1,24,2.0
527,T527,T527,Frank Bensel,1,24,6.0
528,T527,T527,Ramon Bescansa,1,24,24.0
529,T527,T527,Charlie Brown,1,24,24.0
530,T527,T527,Dinesh Chand,1,24,24.0
531,T527,T527,Dave Eichelberger,1,24,24.0
532,T527,T527,Paul Holtby,2,24,3.0
533,T527,T527,Darrell Kestner,1,24,24.0
534,T527,T527,Wayne Levi,1,24,23.0
535,T527,T527,Del Ponchock,1,24,24.0
536,T527,T527,Sam Randolph,1,24,24.0
537,T527,T527,Alan Schulte,1,24,24.0
538,T527,T527,Mike Sposa,1,24,5.0
539,T527,T527,Ricky Touma,1,24,24.0
540,T527,T527,Bubba Watson,1,24,24.0
541,T542,T542,Andrew Buckle,1,23,3.0
542,T542,T542,Nicolas Colsaerts,1,23,12.0
543,T542,T542,Jimmy Green,2,23,5.0
544,T542,T542,Mike Lavery,1,23,23.0
545,T542,T542,Euan Little,1,23,23.0
546,T542,T542,Michael Pearson,1,23,5.0
547,T542,T542,Loren Personett,1,23,23.0
548,T542,T542,Derek Sanders,1,23,6.0
549,T542,T542,Victor Schwamkrug,1,23,2.0
550,T542,T542,Steve Scott,1,23,23.0
551,T542,T542,Chris Stroud,1,23,23.0
552,T553,T553,John Aber,1,22,22.0
553,T553,T553,Todd Barranger,1,22,4.0
554,T553,T553,David Branham,1,22,13.0
555,T553,T553,GW Cable,1,22,9.0
556,T553,T553,"Ron Castillo, Jr.",1,22,13.0
557,T553,T553,Steve Friesen,1,22,19.0
558,T553,T553,Marc Girouard,1,22,22.0
559,T553,T553,Bob Heintz,1,22,22.0
560,T553,T553,Craig Stevens,1,22,
561,T553,T553,Brad Sutterfield,1,22,22.0
562,T553,T553,Michelle Wie,1,22,22.0
563,T553,T553,Dean Wilson,1,22,13.0
564,T565,T565,George Bryan,1,21,21.0
565,T565,T565,Jonathan Cheetham,1,21,14.0
566,T565,T565,Dan Halldorson,1,21,6.0
567,T565,T565,Matthew Loving,1,21,14.0
