,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,3.0,
1,2,2,Charles Howell III,16,4.0,
2,T3,T3,Chris DiMarco,14,5.0,
3,T3,T3,Scott Hoch,14,7.0,
4,5,5,Davis Love III,13,3.0,
5,T6,T6,Joe Durant,12,4.0,
6,T6,T6,Shigeki Maruyama,12,5.0,
7,T6,T6,Mark O'Meara,12,6.0,
8,T6,T6,Tim Petrovic,12,7.0,
9,T10,T10,Brian Bateman,11,11.0,
10,T10,T10,David Edwards,11,2.0,
11,T10,T10,Jim Furyk,11,2.0,
12,T10,T10,Bernhard Langer,11,8.0,
13,T10,T10,Bruce Lietzke,11,,
14,T10,T10,Mark McCumber,11,,
15,T10,T10,Jerry Pate,11,,
16,T10,T10,Tiger Woods,11,6.0,
17,T18,T18,Fred Couples,10,6.0,
18,T18,T18,Steve Flesch,10,10.0,
19,T18,T18,Carlos Franco,10,9.0,
20,T18,T18,David Frost,10,2.0,
21,T18,T18,Robert Gamez,10,3.0,
22,T18,T18,Corey Pavin,10,3.0,
23,T18,T18,David Peoples,10,2.0,
24,T18,T18,Carl Pettersson,10,10.0,
25,T18,T18,Mike Reid,10,,
26,T18,T18,Chris Riley,10,7.0,
27,T18,T18,Loren Roberts,10,10.0,
28,T18,T18,Gene Sauers,10,4.0,
29,T18,T18,Tom Sieckmann,10,,
30,T18,T18,Chris Smith,10,4.0,
31,T18,T18,David Toms,10,4.0,
32,T18,T18,Grant Waite,10,4.0,
33,T34,T34,Billy Andrade,9,5.0,
34,T34,T34,Stuart Appleby,9,6.0,
35,T34,T34,Cameron Beckman,9,5.0,
36,T34,T34,Notah Begay III,9,3.0,
37,T34,T34,Brad Bryant,9,3.0,
38,T34,T34,Mark Calcavecchia,9,4.0,
39,T34,T34,K.J. Choi,9,5.0,
40,T34,T34,Stewart Cink,9,3.0,
41,T34,T34,Lennie Clements,9,,
42,T34,T34,Ernie Els,9,5.0,
43,T34,T34,Fred Funk,9,7.0,
44,T34,T34,Sergio Garcia,9,3.0,
45,T34,T34,Brian Gay,9,2.0,
46,T34,T34,Paul Gow,9,,
47,T34,T34,Paul Goydos,9,2.0,
48,T34,T34,Jay Haas,9,6.0,
49,T34,T34,Per-Ulrik Johansson,9,4.0,
50,T34,T34,Tom Lehman,9,9.0,
51,T34,T34,Justin Leonard,9,6.0,
52,T34,T34,Blaine McCallister,9,3.0,
53,T34,T34,Phil Mickelson,9,8.0,
54,T34,T34,Gil Morgan,9,,
55,T34,T34,Greg Norman,9,,
56,T34,T34,Jesper Parnevik,9,6.0,
57,T34,T34,Chris Perry,9,,
58,T34,T34,Jeff Sluman,9,5.0,
59,T34,T34,Payne Stewart,9,,
60,T34,T34,Hal Sutton,9,2.0,
61,T34,T34,Kirk Triplett,9,6.0,
62,T34,T34,Bob Tway,9,3.0,
63,T34,T34,Scott Verplank,9,4.0,
64,T34,T34,Mike Weir,9,5.0,
65,T66,T66,John Adams,8,,
66,T66,T66,Robert Allenby,8,3.0,
67,T66,T66,Paul Azinger,8,5.0,
68,T66,T66,Ian Baker-Finch,8,,
69,T66,T66,Doug Barron,8,2.0,
70,T66,T66,Andy Bean,8,,
71,T66,T66,Bill Britton,8,,
72,T66,T66,Rex Caldwell,8,,
73,T66,T66,Chad Campbell,8,3.0,
74,T66,T66,Jim Carter,8,2.0,
75,T66,T66,Bobby Clampett,8,,
76,T66,T66,Tim Clark,8,6.0,
77,T66,T66,Russ Cochran,8,3.0,
78,T66,T66,John Cook,8,3.0,
79,T66,T66,Ben Crane,8,8.0,
80,T66,T66,David Duval,8,3.0,
81,T66,T66,Bob Gilder,8,,
82,T66,T66,Bill Glasson,8,2.0,
83,T66,T66,Hubert Green,8,,
84,T66,T66,Ken Green,8,1.0,
85,T66,T66,Donnie Hammond,8,3.0,
86,T66,T66,Dudley Hart,8,3.0,
87,T66,T66,Mark Hayes,8,,
88,T66,T66,Mike Hulbert,8,1.0,
89,T66,T66,John Huston,8,4.0,
90,T66,T66,Hale Irwin,8,,
91,T66,T66,Steve Jones,8,,
92,T66,T66,Tom Kite,8,,
93,T66,T66,Greg Kraft,8,1.0,
94,T66,T66,Ian Leggatt,8,2.0,
95,T66,T66,Larry Mize,8,2.0,
96,T66,T66,Craig Parry,8,3.0,
97,T66,T66,Calvin Peete,8,,
98,T66,T66,Kenny Perry,8,4.0,
99,T66,T66,Nick Price,8,2.0,
100,T66,T66,Vijay Singh,8,7.0,
101,T66,T66,Craig Stadler,8,2.0,
102,T66,T66,Curtis Strange,8,,
103,T66,T66,Jim Thorpe,8,,
104,T66,T66,Bobby Wadkins,8,,
105,T66,T66,D.A. Weibring,8,,
106,T66,T66,Robert Wrenn,8,,
107,T108,T108,Woody Austin,7,3.0,
108,T108,T108,Tom Byrum,7,3.0,
109,T108,T108,Greg Chalmers,7,7.0,
110,T108,T108,Rod Curl,7,,
111,T108,T108,Robert Damron,7,4.0,
112,T108,T108,Glen Day,7,3.0,
113,T108,T108,Joel Edwards,7,3.0,
114,T108,T108,Dan Forsman,7,3.0,
115,T108,T108,"Jim Gallagher, Jr.",7,3.0,
116,T108,T108,Brent Geiberger,7,6.0,
117,T108,T108,Kelly Gibson,7,2.0,
118,T108,T108,Matt Gogel,7,4.0,
119,T108,T108,Gary Hallberg,7,,
120,T108,T108,Tim Herron,7,4.0,
121,T108,T108,Lon Hinkle,7,,
122,T108,T108,Peter Jacobsen,7,3.0,
123,T108,T108,Richard Johnson,7,5.0,
124,T108,T108,Kent Jones,7,6.0,
125,T108,T108,Jonathan Kaye,7,7.0,
126,T108,T108,Kenny Knox,7,,
127,T108,T108,Gary Koch,7,,
128,T108,T108,Neal Lancaster,7,7.0,
129,T108,T108,Wayne Levi,7,3.0,
130,T108,T108,J.L. Lewis,7,5.0,
131,T108,T108,Frank Lickliter II,7,5.0,
132,T108,T108,Steve Lowery,7,2.0,
133,T108,T108,Sandy Lyle,7,,
134,T108,T108,Andrew Magee,7,,
135,T108,T108,Jeff Maggert,7,6.0,
136,T108,T108,John Maginnes,7,3.0,
137,T108,T108,John Mahaffey,7,,
138,T108,T108,Hunter Mahan,7,7.0,
139,T108,T108,Roger Maltbie,7,,
140,T108,T108,Bob May,7,,
141,T108,T108,Scott McCarron,7,5.0,
142,T108,T108,Rocco Mediate,7,4.0,
143,T108,T108,John Morgan,7,7.0,
144,T108,T108,Larry Nelson,7,,
145,T108,T108,Don Pooley,7,,
146,T108,T108,Jack Renner,7,,
147,T108,T108,Clarence Rose,7,,
148,T108,T108,Rory Sabbatini,7,6.0,
149,T108,T108,Patrick Sheehan,7,7.0,
150,T108,T108,Tony Sills,7,,
151,T108,T108,Scott Simpson,7,4.0,
152,T108,T108,Joey Sindelar,7,5.0,
153,T108,T108,Mike Springer,7,1.0,
154,T108,T108,Paul Stankowski,7,5.0,
155,T108,T108,"Dave Stockton, Jr.",7,,
156,T108,T108,Kevin Sutherland,7,3.0,
157,T108,T108,Lance Ten Broeck,7,,
158,T108,T108,Lee Trevino,7,,
159,T108,T108,Howard Twitty,7,,
160,T108,T108,Lanny Wadkins,7,,
161,T108,T108,Duffy Waldorf,7,4.0,
162,T108,T108,Tom Watson,7,,
163,T108,T108,Mark Wiebe,7,3.0,
164,T108,T108,Fuzzy Zoeller,7,,
165,T108,T108,Richard Zokol,7,,
166,T167,T167,Steve Allan,6,5.0,
167,T167,T167,Fulton Allem,6,2.0,
168,T167,T167,Stephen Ames,6,5.0,
169,T167,T167,Tommy Armour III,6,3.0,
170,T167,T167,Briny Baird,6,4.0,
171,T167,T167,Dave Barr,6,,
172,T167,T167,Pat Bates,6,6.0,
173,T167,T167,Chip Beck,6,,
174,T167,T167,Ronnie Black,6,,
175,T167,T167,Phil Blackmar,6,1.0,
176,T167,T167,Jay Don Blake,6,2.0,
177,T167,T167,Jeff Brehaut,6,2.0,
178,T167,T167,Mark Brooks,6,3.0,
179,T167,T167,Olin Browne,6,6.0,
180,T167,T167,Bart Bryant,6,4.0,
181,T167,T167,George Burns,6,,
182,T167,T167,Bob Burns,6,3.0,
183,T167,T167,Jonathan Byrd,6,5.0,
184,T167,T167,Curt Byrum,6,,
185,T167,T167,Keith Clearwater,6,,
186,T167,T167,Jim Colbert,6,,
187,T167,T167,Marco Dawson,6,3.0,
188,T167,T167,Jay Delsing,6,3.0,
189,T167,T167,Scott Dunlap,6,,
190,T167,T167,Danny Edwards,6,,
191,T167,T167,Dave Eichelberger,6,,
192,T167,T167,Brad Elder,6,,
193,T167,T167,Steve Elkington,6,3.0,
194,T167,T167,Rick Fehr,6,1.0,
195,T167,T167,Ed Fiori,6,,
196,T167,T167,Bruce Fleisher,6,,
197,T167,T167,Harrison Frazar,6,6.0,
198,T167,T167,Robin Freeman,6,4.0,
199,T167,T167,Edward Fryatt,6,1.0,
200,T167,T167,Retief Goosen,6,5.0,
