,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,9.0,
1,2,2,Jeff Sluman,23,7.0,
2,T3,T3,Fred Couples,22,6.0,
3,T3,T3,Scott McCarron,22,8.0,
4,T5,T5,Stuart Appleby,21,7.0,
5,T5,T5,Bob Estes,21,12.0,
6,T5,T5,Scott Verplank,21,10.0,
7,T8,T8,Jay Don Blake,20,3.0,
8,T8,T8,Joey Sindelar,20,10.0,
9,T10,T10,Joe Durant,19,6.0,
10,T10,T10,Jesper Parnevik,19,7.0,
11,T10,T10,Dan Pohl,19,1.0,
12,T13,T13,Glen Day,18,6.0,
13,T13,T13,Chris DiMarco,18,8.0,
14,T13,T13,Retief Goosen,18,18.0,
15,T13,T13,Charles Howell III,18,7.0,
16,T13,T13,Craig Parry,18,4.0,
17,T18,T18,Ronnie Black,17,,
18,T18,T18,Jonathan Byrd,17,7.0,
19,T18,T18,Ed Fiori,17,,
20,T18,T18,Donnie Hammond,17,3.0,
21,T18,T18,Roger Maltbie,17,,
22,T18,T18,Shigeki Maruyama,17,7.0,
23,T18,T18,Mark O'Meara,17,6.0,
24,T18,T18,Vijay Singh,17,10.0,
25,T18,T18,Kirk Triplett,17,8.0,
26,T27,T27,Ken Green,16,3.0,
27,T27,T27,Lee Janzen,16,7.0,
28,T27,T27,Jerry Kelly,16,10.0,
29,T27,T27,Blaine McCallister,16,8.0,
30,T27,T27,Steve Pate,16,4.0,
31,T27,T27,Corey Pavin,16,7.0,
32,T27,T27,Chris Riley,16,11.0,
33,T27,T27,Tiger Woods,16,9.0,
34,T35,T35,Carlos Franco,15,10.0,
35,T35,T35,Scott Hoch,15,7.0,
36,T35,T35,Tom Kite,15,,
37,T35,T35,Davis Love III,15,6.0,
38,T35,T35,Andrew Magee,15,,
39,T35,T35,Scott Simpson,15,5.0,
40,T35,T35,Chris Smith,15,15.0,
41,T35,T35,Craig Stadler,15,4.0,
42,T35,T35,Bob Tway,15,3.0,
43,T44,T44,Robert Allenby,14,6.0,
44,T44,T44,Brian Bateman,14,14.0,
45,T44,T44,Russ Cochran,14,4.0,
46,T44,T44,Marco Dawson,14,3.0,
47,T44,T44,Steve Flesch,14,10.0,
48,T44,T44,Brent Geiberger,14,6.0,
49,T44,T44,John Huston,14,8.0,
50,T44,T44,Kent Jones,14,8.0,
51,T44,T44,Justin Leonard,14,8.0,
52,T44,T44,Frank Lickliter II,14,5.0,
53,T44,T44,Peter Lonard,14,3.0,
54,T44,T44,Jeff Maggert,14,7.0,
55,T44,T44,Rocco Mediate,14,5.0,
56,T44,T44,Joe Ogilvie,14,8.0,
57,T44,T44,Loren Roberts,14,14.0,
58,T44,T44,Payne Stewart,14,,
59,T44,T44,Grant Waite,14,4.0,
60,T61,T61,Billy Andrade,13,10.0,
61,T61,T61,Woody Austin,13,7.0,
62,T61,T61,Paul Azinger,13,5.0,
63,T61,T61,Briny Baird,13,6.0,
64,T61,T61,Jason Bohn,13,13.0,
65,T61,T61,Bart Bryant,13,5.0,
66,T61,T61,Brad Bryant,13,4.0,
67,T61,T61,Rex Caldwell,13,,
68,T61,T61,John Cook,13,5.0,
69,T61,T61,Jay Delsing,13,4.0,
70,T61,T61,David Duval,13,4.0,
71,T61,T61,Steve Elkington,13,7.0,
72,T61,T61,Rick Fehr,13,1.0,
73,T61,T61,Dan Forsman,13,6.0,
74,T61,T61,David Frost,13,7.0,
75,T61,T61,Fred Funk,13,7.0,
76,T61,T61,Buddy Gardner,13,,
77,T61,T61,Brian Gay,13,5.0,
78,T61,T61,Paul Gow,13,,
79,T61,T61,Peter Jacobsen,13,11.0,
80,T61,T61,Neal Lancaster,13,9.0,
81,T61,T61,Bernhard Langer,13,8.0,
82,T61,T61,Tom Lehman,13,13.0,
83,T61,T61,Mark McCumber,13,,
84,T61,T61,Calvin Peete,13,,
85,T61,T61,David Peoples,13,4.0,
86,T61,T61,Ted Purdy,13,13.0,
87,T61,T61,Mike Reid,13,,
88,T61,T61,Dave Rummells,13,,
89,T61,T61,Tom Sieckmann,13,,
90,T61,T61,Tony Sills,13,,
91,T61,T61,Curtis Strange,13,,
92,T61,T61,Mike Sullivan,13,2.0,
93,T61,T61,Duffy Waldorf,13,13.0,
94,T61,T61,Mike Weir,13,9.0,
95,T96,T96,Dave Barr,12,,
96,T96,T96,Cameron Beckman,12,8.0,
97,T96,T96,Jeff Brehaut,12,5.0,
98,T96,T96,Mark Brooks,12,3.0,
99,T96,T96,Mark Calcavecchia,12,10.0,
100,T96,T96,Chad Campbell,12,10.0,
101,T96,T96,Greg Chalmers,12,11.0,
102,T96,T96,Stewart Cink,12,12.0,
103,T96,T96,Ben Crane,12,10.0,
104,T96,T96,Danny Edwards,12,,
105,T96,T96,David Edwards,12,4.0,
106,T96,T96,Joel Edwards,12,3.0,
107,T96,T96,Brad Faxon,12,4.0,
108,T96,T96,Todd Fischer,12,5.0,
109,T96,T96,Harrison Frazar,12,7.0,
110,T96,T96,Jim Furyk,12,5.0,
111,T96,T96,Robert Gamez,12,9.0,
112,T96,T96,Paul Goydos,12,3.0,
113,T96,T96,Jay Haas,12,7.0,
114,T96,T96,Mike Heinen,12,4.0,
115,T96,T96,Jonathan Kaye,12,11.0,
116,T96,T96,Skip Kendall,12,5.0,
117,T96,T96,Gary Koch,12,,
118,T96,T96,Greg Kraft,12,1.0,
119,T96,T96,Jim McGovern,12,4.0,
120,T96,T96,Phil Mickelson,12,9.0,
121,T96,T96,Larry Mize,12,5.0,
122,T96,T96,Gil Morgan,12,,
123,T96,T96,Frank Nobilo,12,,
124,T96,T96,José María Olazábal,12,5.0,
125,T96,T96,Don Pooley,12,2.0,
126,T96,T96,Gene Sauers,12,5.0,
127,T96,T96,Paul Stankowski,12,8.0,
128,T96,T96,Kevin Sutherland,12,5.0,
129,T96,T96,Hal Sutton,12,2.0,
130,T96,T96,Willie Wood,12,3.0,
131,T96,T96,Fuzzy Zoeller,12,,
132,T133,T133,Craig Barlow,11,10.0,
133,T133,T133,Chip Beck,11,,
134,T133,T133,Olin Browne,11,11.0,
135,T133,T133,George Burns,11,,
136,T133,T133,Bob Burns,11,6.0,
137,T133,T133,Tom Byrum,11,5.0,
138,T133,T133,Jim Carter,11,6.0,
139,T133,T133,Brandel Chamblee,11,2.0,
140,T133,T133,K.J. Choi,11,6.0,
141,T133,T133,Michael Clark II,11,5.0,
142,T133,T133,John Daly,11,4.0,
143,T133,T133,Brad Fabel,11,,
144,T133,T133,Keith Fergus,11,3.0,
145,T133,T133,Bruce Fleisher,11,,
146,T133,T133,Raymond Floyd,11,,
147,T133,T133,Sergio Garcia,11,5.0,
148,T133,T133,Mathew Goggin,11,1.0,
149,T133,T133,Todd Hamilton,11,11.0,
150,T133,T133,J.J. Henry,11,5.0,
151,T133,T133,Bradley Hughes,11,,
152,T133,T133,Freddie Jacobson,11,10.0,
153,T133,T133,Ian Leggatt,11,3.0,
154,T133,T133,Bruce Lietzke,11,,
155,T133,T133,John Mahaffey,11,,
156,T133,T133,Billy Mayfair,11,8.0,
157,T133,T133,Geoff Ogilvy,11,5.0,
158,T133,T133,David Ogrin,11,4.0,
159,T133,T133,Rod Pampling,11,11.0,
160,T133,T133,Nick Price,11,4.0,
161,T133,T133,Tom Purtzer,11,,
162,T133,T133,Lee Rinker,11,,
163,T133,T133,Clarence Rose,11,,
164,T133,T133,Rory Sabbatini,11,8.0,
165,T133,T133,Jim Simons,11,,
166,T133,T133,Tim Simpson,11,,
167,T133,T133,Jim Thorpe,11,,
168,T133,T133,David Toms,11,11.0,
169,T133,T133,Jay Williamson,11,7.0,
170,T133,T133,Richard Zokol,11,,
171,T172,T172,Michael Allen,10,6.0,
172,T172,T172,Phil Blackmar,10,1.0,
173,T172,T172,Jason Buha,10,,
174,T172,T172,Mark Carnevale,10,,
175,T172,T172,Lennie Clements,10,,
176,T172,T172,Trevor Dodds,10,3.0,
177,T172,T172,Bob Gilder,10,,
178,T172,T172,Bill Glasson,10,7.0,
179,T172,T172,David Gossett,10,1.0,
180,T172,T172,Jeff Gove,10,,
181,T172,T172,Hubert Green,10,,
182,T172,T172,Scott Gump,10,,
183,T172,T172,Dudley Hart,10,6.0,
184,T172,T172,Nolan Henke,10,1.0,
185,T172,T172,Tim Herron,10,8.0,
186,T172,T172,Mike Hulbert,10,2.0,
187,T172,T172,Zach Johnson,10,10.0,
188,T172,T172,Steve Jones,10,,
189,T172,T172,Pete Jordan,10,1.0,
190,T172,T172,Kenny Knox,10,1.0,
191,T172,T172,Mark Lye,10,,
192,T172,T172,Len Mattiace,10,5.0,
193,T172,T172,Shaun Micheel,10,5.0,
194,T172,T172,Larry Nelson,10,,
195,T172,T172,Greg Norman,10,,
196,T172,T172,Pat Perez,10,10.0,
197,T172,T172,Craig Perks,10,4.0,
198,T172,T172,Tom Pernice Jr.,10,6.0,
199,T172,T172,Chris Perry,10,,
200,T172,T172,Kenny Perry,10,5.0,
201,T172,T172,Carl Pettersson,10,10.0,
202,T172,T172,Brett Quigley,10,4.0,
203,T172,T172,Mike Smith,10,,
204,T172,T172,J.C. Snead,10,,
205,T172,T172,Steve Stricker,10,6.0,
206,T172,T172,David Sutherland,10,2.0,
207,T172,T172,Hidemichi Tanaka,10,7.0,
208,T172,T172,Phil Tataurangi,10,2.0,
209,T172,T172,Doug Tewell,10,,
210,T172,T172,Howard Twitty,10,,
211,T172,T172,Bobby Wadkins,10,,
212,T172,T172,Lanny Wadkins,10,,
213,T172,T172,Mark Wiebe,10,5.0,
214,T215,T215,John Adams,9,1.0,
215,T215,T215,Steve Allan,9,9.0,
216,T215,T215,Tommy Armour III,9,4.0,
217,T215,T215,Doug Barron,9,2.0,
218,T215,T215,Andy Bean,9,,
219,T215,T215,Notah Begay III,9,7.0,
220,T215,T215,Guy Boros,9,3.0,
221,T215,T215,Bill Britton,9,1.0,
222,T215,T215,Ángel Cabrera,9,8.0,
223,T215,T215,Alex Cejka,9,5.0,
224,T215,T215,Brian Claar,9,,
225,T215,T215,Robert Damron,9,6.0,
226,T215,T215,Brad Elder,9,,
227,T215,T215,Ernie Els,9,8.0,
228,T215,T215,Robin Freeman,9,5.0,
229,T215,T215,"Jim Gallagher, Jr.",9,4.0,
230,T215,T215,Kelly Gibson,9,3.0,
231,T215,T215,Lucas Glover,9,9.0,
232,T215,T215,Matt Gogel,9,8.0,
