,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Stuart Appleby,75,100.0,5.0,5
1,T1,T1,Daniel Chopra,55,100.0,2.0,2
2,T1,T1,Martin Flores,95,100.0,5.0,5
3,T1,T1,Mathew Goggin,65,100.0,1.0,1
4,T1,T1,Nathan Green,73,100.0,3.0,3
5,T1,T1,Derek Lamely,64,100.0,2.0,2
6,T1,T1,Edward Loar,59,100.0,3.0,3
7,T1,T1,Graeme McDowell,55,100.0,2.0,2
8,T1,T1,Rory McIlroy,60,100.0,1.0,1
9,T1,T1,Rocco Mediate,70,100.0,6.0,6
10,T1,T1,Kevin Stadler,85,100.0,3.0,3
11,T1,T1,Kyle Thompson,51,100.0,1.0,1
12,T1,T1,Michael Thompson,80,100.0,6.0,6
13,T1,T1,Jhonattan Vegas,77,100.0,3.0,3
14,T1,T1,Mark Wilson,84,100.0,1.0,1
15,16,16,Camilo Villegas,79,90.0,9.0,10
16,T17,T17,Dustin Johnson,70,87.5,7.0,8
17,T17,T17,Marc Leishman,84,87.5,7.0,8
18,T17,T17,David Mathis,83,87.5,7.0,8
19,T20,T20,Kevin Na,80,85.71,6.0,7
20,T20,T20,Sean O'Hair,84,85.71,6.0,7
21,T20,T20,Tom Pernice Jr.,62,85.71,6.0,7
22,T20,T20,Rory Sabbatini,84,85.71,6.0,7
23,T20,T20,Steve Stricker,73,85.71,6.0,7
24,T25,T25,Roberto Castro,92,83.33,5.0,6
25,T25,T25,Gavin Coles,72,83.33,5.0,6
26,T25,T25,Bob Estes,78,83.33,5.0,6
27,T25,T25,Matt Every,80,83.33,5.0,6
28,T25,T25,Bobby Gates,87,83.33,5.0,6
29,T25,T25,Kyle Stanley,86,83.33,5.0,6
30,T25,T25,Daniel Summerhays,81,83.33,10.0,12
31,T25,T25,Bo Van Pelt,84,83.33,5.0,6
32,T25,T25,Tiger Woods,69,83.33,5.0,6
33,T34,T34,Jonathan Byrd,69,80.0,4.0,5
34,T34,T34,Tim Clark,60,80.0,4.0,5
35,T34,T34,Brian Davis,91,80.0,8.0,10
36,T34,T34,Billy Hurley III,70,80.0,8.0,10
37,T34,T34,Davis Love III,64,80.0,8.0,10
38,T34,T34,Justin Rose,69,80.0,4.0,5
39,T34,T34,Cameron Tringale,88,80.0,4.0,5
40,T41,T41,Bud Cauley,99,77.78,7.0,9
41,T41,T41,Matt Kuchar,86,77.78,7.0,9
42,T41,T41,Geoff Ogilvy,73,77.78,7.0,9
43,T41,T41,Greg Owen,90,77.78,7.0,9
44,T45,T45,Sangmoon Bae,81,75.0,3.0,4
45,T45,T45,Jim Furyk,85,75.0,6.0,8
46,T45,T45,Robert Garrigus,89,75.0,3.0,4
47,T45,T45,Spencer Levin,81,75.0,3.0,4
48,T45,T45,Phil Mickelson,79,75.0,6.0,8
49,T45,T45,Seung-Yul Noh,105,75.0,9.0,12
50,T45,T45,Jeff Overton,101,75.0,6.0,8
51,T45,T45,Vaughn Taylor,81,75.0,3.0,4
52,T45,T45,Johnson Wagner,88,75.0,3.0,4
53,T54,T54,John Huh,99,72.73,8.0,11
54,T54,T54,J.J. Killeen,101,72.73,8.0,11
55,T54,T54,Ryan Moore,89,72.73,8.0,11
56,57,57,Stewart Cink,71,71.43,5.0,7
57,T58,T58,Kris Blanks,65,66.67,6.0,9
58,T58,T58,Michael Bradley,63,66.67,4.0,6
59,T58,T58,Scott Brown,65,66.67,2.0,3
60,T58,T58,Marco Dawson,60,66.67,2.0,3
61,T58,T58,Luke Donald,63,66.67,4.0,6
62,T58,T58,Ernie Els,80,66.67,2.0,3
63,T58,T58,Sergio Garcia,57,66.67,4.0,6
64,T58,T58,Brian Gay,91,66.67,2.0,3
65,T58,T58,Ryuji Imada,78,66.67,4.0,6
66,T58,T58,Brandt Jobe,57,66.67,2.0,3
67,T58,T58,Zach Johnson,95,66.67,4.0,6
68,T58,T58,Robert Karlsson,54,66.67,2.0,3
69,T58,T58,Richard Lee,71,66.67,2.0,3
70,T58,T58,Troy Matteson,100,66.67,4.0,6
71,T58,T58,John Merrick,83,66.67,2.0,3
72,T58,T58,Bryce Molder,83,66.67,2.0,3
73,T58,T58,Roland Thatcher,55,66.67,2.0,3
74,T58,T58,D.J. Trahan,73,66.67,2.0,3
75,T58,T58,Jimmy Walker,101,66.67,4.0,6
76,T77,T77,Chris DiMarco,83,63.64,7.0,11
77,T77,T77,Brian Harman,101,63.64,7.0,11
78,T79,T79,Blake Adams,107,62.5,5.0,8
79,T79,T79,Greg Chalmers,88,62.5,5.0,8
