,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
51,T49,T49,Sergio Garcia,57,"7' 2""",2241.333,311,69
52,T49,T49,Tom Gillis,75,"7' 2""",3712.333,516,68
53,T49,T49,Billy Hurley III,70,"7' 2""",3116.167,435,90
54,T49,T49,Zach Johnson,95,"7' 2""",3781.833,529,30
55,T49,T49,John Mallinger,74,"7' 2""",3035.583,422,53
56,T49,T49,Carl Pettersson,92,"7' 2""",4008.25,557,30
57,T49,T49,Vaughn Taylor,81,"7' 2""",2944.083,409,116
58,T49,T49,Josh Teater,97,"7' 2""",4188.833,587,119
59,T60,T60,Ricky Barnes,92,"7' 3""",3962.5,545,148
60,T60,T60,Kevin Chappell,91,"7' 3""",3908.167,538,83
61,T60,T60,K.J. Choi,71,"7' 3""",2877.583,399,150
62,T60,T60,Gavin Coles,72,"7' 3""",2689.333,373,38
63,T60,T60,Ernie Els,80,"7' 3""",3288.25,454,24
64,T60,T60,Ryuji Imada,78,"7' 3""",3693.25,510,74
65,T60,T60,Robert Karlsson,54,"7' 3""",2289.25,315,172
66,T60,T60,Kevin Kisner,69,"7' 3""",2875.5,398,40
67,T60,T60,Rocco Mediate,70,"7' 3""",2941.417,404,22
68,T60,T60,Seung-Yul Noh,105,"7' 3""",4272.5,588,80
69,T60,T60,Geoff Ogilvy,73,"7' 3""",2931.0,404,6
70,T60,T60,Scott Piercy,95,"7' 3""",4331.833,600,35
71,T60,T60,Adam Scott,59,"7' 3""",2031.4170000000001,279,128
72,T73,T73,Marco Dawson,60,"7' 4""",2403.667,327,176
73,T73,T73,Bill Haas,79,"7' 4""",3220.0,441,27
74,T73,T73,David Hearn,95,"7' 4""",4302.0,589,23
75,T73,T73,J.B. Holmes,90,"7' 4""",4156.25,570,125
76,T73,T73,Billy Horschel,63,"7' 4""",2316.083,315,36
77,T73,T73,David Mathis,83,"7' 4""",3741.583,513,85
78,T73,T73,Graeme McDowell,55,"7' 4""",1761.25,240,177
79,T73,T73,Jeff Overton,101,"7' 4""",4911.25,666,42
80,T73,T73,Kyle Stanley,86,"7' 4""",3613.667,492,173
81,T73,T73,Cameron Tringale,88,"7' 4""",3876.0,531,52
82,T73,T73,Bo Van Pelt,84,"7' 4""",3343.333,454,130
83,T73,T73,Camilo Villegas,79,"7' 4""",3426.667,465,151
84,T73,T73,Mark Wilson,84,"7' 4""",3462.5,471,84
85,T73,T73,Tiger Woods,69,"7' 4""",2218.5,301,4
86,T87,T87,Tommy Biershenk,74,"7' 5""",3234.583,438,184
87,T87,T87,Kris Blanks,65,"7' 5""",3170.833,426,149
88,T87,T87,Tim Clark,60,"7' 5""",2470.0,332,79
89,T87,T87,Chris Couch,61,"7' 5""",3061.583,412,72
90,T87,T87,Ben Crane,73,"7' 5""",3275.0,444,97
91,T87,T87,John Huh,99,"7' 5""",4475.25,602,134
92,T87,T87,Sung Kang,75,"7' 5""",3635.25,492,144
93,T87,T87,Chris Kirk,93,"7' 5""",4347.25,585,71
94,T87,T87,Bryce Molder,83,"7' 5""",3378.083,457,20
95,T87,T87,"Ted Potter, Jr.",77,"7' 5""",3238.0,435,132
96,T87,T87,Kevin Streelman,89,"7' 5""",3933.917,532,77
97,T98,T98,Matt Bettencourt,80,"7' 6""",3576.917,478,179
98,T98,T98,Jason Bohn,81,"7' 6""",3412.0,456,119
99,T98,T98,Gary Christian,91,"7' 6""",3682.25,491,139
100,T98,T98,Ken Duke,104,"7' 6""",4873.417,649,26
101,T98,T98,Martin Flores,95,"7' 6""",4400.667,589,47
102,T98,T98,Harrison Frazar,56,"7' 6""",2675.583,357,155
103,T98,T98,Colt Knost,79,"7' 6""",3388.917,450,140
104,T98,T98,Spencer Levin,81,"7' 6""",3930.833,522,82
105,T98,T98,Chez Reavie,83,"7' 6""",3300.833,438,111
106,T98,T98,John Rollins,81,"7' 6""",3745.333,502,80
107,T98,T98,Vijay Singh,99,"7' 6""",4250.833,568,43
108,T98,T98,Jimmy Walker,101,"7' 6""",4924.417,657,78
109,T110,T110,Ángel Cabrera,54,"7' 7""",2010.5829999999999,266,188
110,T110,T110,Ben Curtis,62,"7' 7""",2214.5,291,66
111,T110,T110,Brendon de Jonge,115,"7' 7""",4977.25,657,59
112,T110,T110,J.J. Henry,93,"7' 7""",3281.917,432,89
113,T110,T110,Brandt Jobe,57,"7' 7""",2316.0,305,157
114,T110,T110,Troy Matteson,100,"7' 7""",4547.667,602,114
115,T110,T110,George McNeill,85,"7' 7""",4086.583,539,96
116,T110,T110,Scott Stallings,78,"7' 7""",3627.417,478,175
117,T110,T110,Boo Weekley,74,"7' 7""",2748.917,363,168
118,T119,T119,Mark Anderson,75,"7' 8""",3410.417,444,163
119,T119,T119,Cameron Beckman,81,"7' 8""",3532.583,461,170
120,T119,T119,Keegan Bradley,90,"7' 8""",3765.25,489,91
121,T119,T119,Graham DeLaet,79,"7' 8""",3663.25,480,86
122,T119,T119,Mathew Goggin,65,"7' 8""",2969.75,387,105
123,T119,T119,Troy Kelly,68,"7' 8""",2809.333,367,46
124,T119,T119,William McGirt,96,"7' 8""",4039.25,526,59
125,T119,T119,Rod Pampling,88,"7' 8""",3598.667,468,98
126,T119,T119,Ian Poulter,57,"7' 8""",2120.167,278,2
127,T119,T119,Andres Romero,68,"7' 8""",3224.25,422,124
128,T119,T119,Daniel Summerhays,81,"7' 8""",3536.167,460,122
129,T119,T119,Michael Thompson,80,"7' 8""",3403.167,445,136
130,T119,T119,D.J. Trahan,73,"7' 8""",3335.25,436,164
131,T119,T119,Bubba Watson,68,"7' 8""",2724.667,355,110
132,T133,T133,Miguel Angel Carballo,73,"7' 9""",3139.167,403,178
133,T133,T133,Stephen Gangluff,57,"7' 9""",2570.833,333,166
134,T133,T133,Ryo Ishikawa,54,"7' 9""",2086.25,270,152
135,T133,T133,Matt Jones,53,"7' 9""",2485.083,319,61
136,T133,T133,Billy Mayfair,90,"7' 9""",4462.833,573,15
137,T133,T133,Greg Owen,90,"7' 9""",3811.583,493,154
138,T133,T133,Ryan Palmer,81,"7' 9""",4058.0,521,73
139,T133,T133,D.A. Points,88,"7' 9""",4220.583,544,112
140,T133,T133,Nick Watney,97,"7' 9""",3786.417,489,141
141,T142,T142,Scott Brown,65,"7' 10""",2736.917,350,185
142,T142,T142,Chad Campbell,84,"7' 10""",3829.583,490,145
143,T142,T142,Erik Compton,81,"7' 10""",3844.5,491,161
144,T142,T142,John Daly,50,"7' 10""",2249.833,286,174
145,T142,T142,Jason Kokrak,79,"7' 10""",3815.5,487,115
146,T142,T142,Patrick Sheehan,58,"7' 10""",2642.333,336,131
147,T142,T142,Henrik Stenson,51,"7' 10""",2367.083,301,47
148,T142,T142,Brendon Todd,78,"7' 10""",3606.333,459,129
149,T142,T142,Y.E. Yang,64,"7' 10""",3055.5,391,87
150,T151,T151,Daniel Chopra,55,"7' 11""",2580.167,327,165
151,T151,T151,James Driscoll,83,"7' 11""",4235.167,535,153
152,T151,T151,Tommy Gainey,98,"7' 11""",5299.0830000000005,668,162
153,T151,T151,Charley Hoffman,88,"7' 11""",4362.75,549,181
154,T151,T151,Garth Mulroy,59,"7' 11""",2473.333,314,180
155,T151,T151,Sean O'Hair,84,"7' 11""",4082.083,517,121
156,T151,T151,Dicky Pride,62,"7' 11""",2701.917,343,93
157,T158,T158,Robert Allenby,76,"8' 0""",3575.083,445,183
158,T158,T158,Michael Bradley,63,"8' 0""",2776.917,347,156
159,T158,T158,Stewart Cink,71,"8' 0""",2951.25,368,169
160,T158,T158,Harris English,98,"8' 0""",4771.917,595,159
161,T158,T158,Bobby Gates,87,"8' 0""",4375.667,546,127
162,T158,T158,Ryan Moore,89,"8' 0""",4314.417,537,107
163,T158,T158,John Senden,81,"8' 0""",3495.333,436,94
164,T158,T158,Heath Slocum,93,"8' 0""",3717.917,467,70
165,T166,T166,Nathan Green,73,"8' 1""",3277.083,407,88
166,T166,T166,Richard Lee,71,"8' 1""",3007.25,371,143
167,T166,T166,Louis Oosthuizen,65,"8' 1""",2596.167,321,137
168,T166,T166,Kyle Thompson,51,"8' 1""",2038.0829999999999,253,189
169,T166,T166,Jhonattan Vegas,77,"8' 1""",4022.333,497,187
170,T171,T171,Will Claxton,99,"8' 2""",4701.333,576,102
171,T171,T171,Robert Garrigus,89,"8' 2""",4162.167,511,133
172,T171,T171,John Merrick,83,"8' 2""",3758.333,458,146
173,T171,T171,Lee Westwood,60,"8' 2""",2163.5,265,191
174,T175,T175,Jeff Maggert,83,"8' 3""",4485.417,545,64
175,T175,T175,Kyle Reifers,86,"8' 3""",3822.583,463,100
176,T175,T175,Kevin Stadler,85,"8' 3""",3983.0,483,58
177,T175,T175,Brendan Steele,77,"8' 3""",3598.75,435,135
178,T179,T179,Sangmoon Bae,81,"8' 4""",3833.833,462,182
179,T179,T179,Roland Thatcher,55,"8' 4""",2444.25,292,186
180,T181,T181,Martin Laird,77,"8' 5""",3415.917,406,125
181,T181,T181,Edward Loar,59,"8' 5""",2741.417,325,190
182,T181,T181,Johnson Wagner,88,"8' 5""",4212.333,499,104
183,T181,T181,Gary Woodland,70,"8' 5""",3274.583,388,171
184,T185,T185,Scott Dunlap,57,"8' 6""",2539.667,298,65
185,T185,T185,Alexandre Rocha,62,"8' 6""",2610.917,308,160
186,T185,T185,Steve Wheatcroft,56,"8' 6""",2318.5,274,101
187,T188,T188,Derek Lamely,64,"8' 7""",3560.333,414,95
188,T188,T188,Hunter Mahan,88,"8' 7""",3560.333,414,157
189,T190,T190,Blake Adams,107,"8' 8""",5177.917,597,123
190,T190,T190,Charlie Beljan,61,"8' 8""",2416.333,279,167
