,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
99,T98,T98,Richard Lee,71,52.94,18,34
100,T101,T101,Colt Knost,79,52.63,30,57
101,T101,T101,Tiger Woods,69,52.63,20,38
102,103,103,Scott Piercy,95,52.5,42,80
103,104,104,Bo Van Pelt,84,52.46,32,61
104,105,105,Charley Hoffman,88,52.38,33,63
105,106,106,Rory Sabbatini,84,52.17,36,69
106,107,107,Tommy Gainey,98,52.04,51,98
107,108,108,Kyle Stanley,86,51.95,40,77
108,109,109,Blake Adams,107,51.85,42,81
109,110,110,Justin Leonard,79,51.79,29,56
110,111,111,Gary Woodland,70,51.16,22,43
111,T112,T112,Scott Dunlap,57,50.0,21,42
112,T112,T112,Hunter Mahan,88,50.0,33,66
113,T112,T112,Troy Matteson,100,50.0,37,74
114,T112,T112,Rod Pampling,88,50.0,33,66
115,T112,T112,Chez Reavie,83,50.0,29,58
116,117,117,Harris English,98,49.33,37,75
117,118,118,Kevin Streelman,89,49.21,31,63
118,119,119,Ernie Els,80,49.15,29,59
119,120,120,"Ted Potter, Jr.",77,49.12,28,57
120,121,121,Cameron Beckman,81,49.02,25,51
121,T122,T122,Stephen Gangluff,57,48.98,24,49
122,T122,T122,Nick O'Hern,78,48.98,24,49
123,124,124,D.J. Trahan,73,48.94,23,47
124,125,125,Brendon de Jonge,115,48.89,44,90
125,126,126,Kevin Stadler,85,48.44,31,64
126,127,127,Nathan Green,73,48.28,28,58
127,128,128,Jeff Overton,101,47.95,35,73
128,129,129,Erik Compton,81,47.83,22,46
129,130,130,Sangmoon Bae,81,47.76,32,67
130,131,131,Ken Duke,104,47.73,42,88
131,132,132,Steve Stricker,73,47.62,20,42
132,133,133,Ricky Barnes,92,47.54,29,61
133,134,134,Brandt Jobe,57,47.5,19,40
134,135,135,Boo Weekley,74,47.17,25,53
135,136,136,Chad Campbell,84,47.14,33,70
136,137,137,Miguel Angel Carballo,73,46.94,23,49
137,138,138,Michael Thompson,80,46.81,22,47
138,139,139,Pat Perez,81,46.55,27,58
139,140,140,Martin Laird,77,46.51,20,43
140,T141,T141,John Mallinger,74,46.43,26,56
141,T141,T141,Kyle Thompson,51,46.43,13,28
142,143,143,Sean O'Hair,84,46.27,31,67
143,144,144,George McNeill,85,46.25,37,80
144,T145,T145,Gary Christian,91,46.03,29,63
145,T145,T145,William McGirt,96,46.03,29,63
146,T147,T147,Davis Love III,64,46.0,23,50
147,T147,T147,Louis Oosthuizen,65,46.0,23,50
148,149,149,Bob Estes,78,45.9,28,61
149,T150,T150,Marc Leishman,84,45.83,33,72
150,T150,T150,Jeff Maggert,83,45.83,33,72
151,152,152,D.A. Points,88,45.71,32,70
152,153,153,Heath Slocum,93,45.61,26,57
153,T154,T154,Kris Blanks,65,45.59,31,68
154,T154,T154,Sung Kang,75,45.59,31,68
155,T156,T156,Tommy Biershenk,74,45.45,20,44
156,T156,T156,Bubba Watson,68,45.45,15,33
157,158,158,Ben Curtis,62,45.16,14,31
158,159,159,Brendan Steele,77,44.9,22,49
159,160,160,Steve Wheatcroft,56,44.83,13,29
160,T161,T161,Tom Pernice Jr.,62,44.74,17,38
161,T161,T161,Jimmy Walker,101,44.74,34,76
162,163,163,Andres Romero,68,44.26,27,61
163,164,164,Billy Hurley III,70,43.75,21,48
164,T165,T165,Arjun Atwal,79,43.33,26,60
165,T165,T165,Jhonattan Vegas,77,43.33,26,60
166,167,167,Freddie Jacobson,61,43.18,19,44
167,T168,T168,Stewart Cink,71,42.86,21,49
168,T168,T168,John Daly,50,42.86,12,28
169,170,170,David Mathis,83,42.65,29,68
170,171,171,Bryce Molder,83,42.59,23,54
171,172,172,Camilo Villegas,79,42.31,22,52
172,173,173,Will Claxton,99,41.89,31,74
173,T174,T174,Daniel Summerhays,81,41.67,25,60
174,T174,T174,Nick Watney,97,41.67,25,60
175,176,176,Charlie Beljan,61,41.38,12,29
176,177,177,Troy Kelly,68,40.43,19,47
177,178,178,Robert Allenby,76,40.35,23,57
178,179,179,Bobby Gates,87,40.28,29,72
179,T180,T180,John Merrick,83,40.0,22,55
180,T180,T180,Adam Scott,59,40.0,14,35
181,T180,T180,Scott Stallings,78,40.0,26,65
182,183,183,Robert Garrigus,89,38.96,30,77
183,184,184,Brendon Todd,78,38.18,21,55
184,185,185,Matt Bettencourt,80,37.5,21,56
185,186,186,Charles Howell III,98,37.25,19,51
186,187,187,Johnson Wagner,88,34.38,22,64
187,188,188,Alexandre Rocha,62,32.43,12,37
188,189,189,Graeme McDowell,55,32.14,9,28
189,190,190,Chris Couch,61,30.61,15,49
190,191,191,Roland Thatcher,55,28.95,11,38
