,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
144,T144,T144,Garth Mulroy,59,0.537,123,66.0
145,T146,T146,Sangmoon Bae,81,0.5379999999999999,195,105.0
146,T146,T146,Roland Thatcher,55,0.5379999999999999,104,56.0
147,T146,T146,Michael Thompson,80,0.5379999999999999,182,98.0
148,149,149,Hunter Mahan,88,0.5429999999999999,116,63.0
149,T150,T150,Mathew Goggin,65,0.545,112,61.0
150,T150,T150,Sung Kang,75,0.545,176,96.0
151,T150,T150,Boo Weekley,74,0.545,132,72.0
152,153,153,Kris Blanks,65,0.546,130,71.0
153,T154,T154,Graham DeLaet,79,0.5479999999999999,146,80.0
154,T154,T154,Bill Lunde,83,0.5479999999999999,146,80.0
155,156,156,Vaughn Taylor,81,0.5489999999999999,153,84.0
156,157,157,Andres Romero,68,0.55,149,82.0
157,158,158,Harris English,98,0.551,196,108.0
158,159,159,Hunter Haas,69,0.552,125,69.0
159,160,160,J.J. Henry,93,0.5539999999999999,148,82.0
160,161,161,Chad Campbell,84,0.556,162,90.0
161,162,162,Scott Stallings,78,0.557,183,102.0
162,163,163,Camilo Villegas,79,0.5579999999999999,165,92.0
163,164,164,Robert Karlsson,54,0.565,85,48.0
164,T165,T165,Charlie Beljan,61,0.573,124,71.0
165,T165,T165,John Merrick,83,0.573,150,86.0
166,T167,T167,Marco Dawson,60,0.578,147,85.0
167,T167,T167,Greg Owen,90,0.578,173,100.0
168,T169,T169,Ángel Cabrera,54,0.581,93,54.0
169,T169,T169,Stephen Gangluff,57,0.581,124,72.0
170,T171,T171,Charley Hoffman,88,0.5820000000000001,189,110.0
171,T171,T171,Kyle Thompson,51,0.5820000000000001,110,64.0
172,173,173,Daniel Chopra,55,0.584,137,80.0
173,174,174,Patrick Sheehan,58,0.585,135,79.0
174,175,175,Michael Bradley,63,0.594,138,82.0
175,176,176,Adam Scott,59,0.596,99,59.0
176,T177,T177,Stewart Cink,71,0.605,129,78.0
177,T177,T177,Alexandre Rocha,62,0.605,114,69.0
178,179,179,Sean O'Hair,84,0.606,137,83.0
179,180,180,Tommy Gainey,98,0.607,219,133.0
180,181,181,Lee Westwood,60,0.612,98,60.0
181,T182,T182,Robert Allenby,76,0.617,167,103.0
182,T182,T182,Cameron Beckman,81,0.617,188,116.0
183,T182,T182,Colt Knost,79,0.617,162,100.0
184,185,185,Mark Anderson,75,0.618,152,94.0
185,186,186,Steve Wheatcroft,56,0.62,100,62.0
186,187,187,Gary Woodland,70,0.624,141,88.0
187,188,188,John Daly,50,0.628,94,59.0
188,189,189,Harrison Frazar,56,0.636,121,77.0
189,190,190,Scott Brown,65,0.6940000000000001,124,86.0
190,191,191,Edward Loar,59,0.742,120,89.0
