,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
0,1,1,Luke Donald,63,0.28600000000000003,98,28.0
1,2,2,Matt Kuchar,86,0.34,159,54.0
2,3,3,David Toms,60,0.34299999999999997,99,34.0
3,4,4,Brandt Snedeker,81,0.349,192,67.0
4,5,5,Zach Johnson,95,0.35200000000000004,193,68.0
5,6,6,Justin Rose,69,0.354,113,40.0
6,7,7,Dustin Johnson,70,0.365,156,57.0
7,T8,T8,Jason Day,57,0.377,122,46.0
8,T8,T8,Tiger Woods,69,0.377,106,40.0
9,10,10,Bob Estes,78,0.381,160,61.0
10,11,11,Ernie Els,80,0.38299999999999995,133,51.0
11,12,12,Geoff Ogilvy,73,0.39299999999999996,163,64.0
12,T13,T13,Kevin Na,80,0.396,197,78.0
13,T13,T13,John Rollins,81,0.396,154,61.0
14,T15,T15,Charles Howell III,98,0.402,169,68.0
15,T15,T15,Brandt Jobe,57,0.402,97,39.0
16,17,17,Rory McIlroy,60,0.40399999999999997,99,40.0
17,18,18,Charlie Wi,86,0.405,232,94.0
18,19,19,Brian Davis,91,0.40700000000000003,189,77.0
19,20,20,Pat Perez,81,0.408,179,73.0
20,21,21,Phil Mickelson,79,0.41200000000000003,148,61.0
21,22,22,Ian Poulter,57,0.413,92,38.0
22,23,23,Jeff Maggert,83,0.41600000000000004,190,79.0
23,24,24,Matt Every,80,0.419,155,65.0
24,25,25,Bill Haas,79,0.42200000000000004,135,57.0
25,26,26,Mark Wilson,84,0.423,182,77.0
26,27,27,Jason Dufner,83,0.424,118,50.0
27,28,28,Jonas Blixt,72,0.425,174,74.0
28,29,29,William McGirt,96,0.42700000000000005,192,82.0
29,30,30,Greg Chalmers,88,0.428,201,86.0
30,31,31,Bryce Molder,83,0.429,140,60.0
31,32,32,Steve Stricker,73,0.43,121,52.0
32,33,33,Webb Simpson,77,0.431,144,62.0
33,T34,T34,Aaron Baddeley,73,0.43200000000000005,162,70.0
34,T34,T34,Spencer Levin,81,0.43200000000000005,185,80.0
35,T34,T34,Ryan Palmer,81,0.43200000000000005,192,83.0
36,37,37,Danny Lee,74,0.434,143,62.0
37,T38,T38,Billy Horschel,63,0.435,108,47.0
38,T38,T38,Bubba Watson,68,0.435,131,57.0
39,40,40,Jimmy Walker,101,0.436,257,112.0
40,41,41,Ryo Ishikawa,54,0.43700000000000006,103,45.0
41,42,42,Louis Oosthuizen,65,0.43799999999999994,96,42.0
42,T43,T43,Marc Leishman,84,0.439,214,94.0
43,T43,T43,John Senden,81,0.439,139,61.0
44,45,45,Vijay Singh,99,0.44,191,84.0
45,46,46,Brian Gay,91,0.441,202,89.0
46,47,47,Chris Stroud,86,0.444,198,88.0
47,48,48,Gavin Coles,72,0.445,155,69.0
48,49,49,K.J. Choi,71,0.446,139,62.0
49,50,50,Richard Lee,71,0.447,152,68.0
50,51,51,Cameron Tringale,88,0.45,169,76.0
51,52,52,Daniel Summerhays,81,0.452,146,66.0
52,53,53,Chris Couch,61,0.45399999999999996,130,59.0
53,T54,T54,Will Claxton,99,0.457,199,91.0
54,T54,T54,D.A. Points,88,0.457,162,74.0
55,T56,T56,Martin Flores,95,0.45799999999999996,249,114.0
56,T56,T56,Billy Mayfair,90,0.45799999999999996,214,98.0
57,T58,T58,Rickie Fowler,84,0.45899999999999996,170,78.0
58,T58,T58,Russell Knox,72,0.45899999999999996,122,56.0
59,T58,T58,Rod Pampling,88,0.45899999999999996,170,78.0
60,61,61,Bud Cauley,99,0.46,239,110.0
61,T62,T62,Nathan Green,73,0.461,115,53.0
62,T62,T62,David Hearn,95,0.461,217,100.0
63,T64,T64,Roberto Castro,92,0.462,143,66.0
64,T64,T64,Brendon de Jonge,115,0.462,210,97.0
65,T64,T64,Henrik Stenson,51,0.462,91,42.0
66,67,67,Bo Van Pelt,84,0.46299999999999997,177,82.0
67,T68,T68,J.J. Killeen,101,0.465,213,99.0
68,T68,T68,Rory Sabbatini,84,0.465,200,93.0
69,T70,T70,Kevin Chappell,91,0.466,193,90.0
70,T70,T70,Justin Leonard,79,0.466,146,68.0
71,T72,T72,Robert Garrigus,89,0.467,169,79.0
72,T72,T72,Padraig Harrington,67,0.467,135,63.0
73,T72,T72,John Mallinger,74,0.467,165,77.0
74,75,75,Ryan Moore,89,0.46799999999999997,188,88.0
75,T76,T76,Derek Lamely,64,0.47100000000000003,153,72.0
76,T76,T76,Scott Piercy,95,0.47100000000000003,204,96.0
77,T76,T76,Heath Slocum,93,0.47100000000000003,170,80.0
78,T76,T76,Brendan Steele,77,0.47100000000000003,172,81.0
79,T80,T80,Ken Duke,104,0.47200000000000003,218,103.0
80,T80,T80,Jeff Overton,101,0.47200000000000003,212,100.0
81,T80,T80,Brendon Todd,78,0.47200000000000003,193,91.0
82,T83,T83,Jim Furyk,85,0.474,135,64.0
83,T83,T83,Dicky Pride,62,0.474,133,63.0
84,T83,T83,Johnson Wagner,88,0.474,175,83.0
85,86,86,Carl Pettersson,92,0.475,200,95.0
86,87,87,Kyle Stanley,86,0.47600000000000003,164,78.0
87,T88,T88,Davis Love III,64,0.47700000000000004,128,61.0
88,T88,T88,Nick Watney,97,0.47700000000000004,172,82.0
89,T90,T90,Stuart Appleby,75,0.479,140,67.0
90,T90,T90,Trevor Immelman,76,0.479,142,68.0
91,T92,T92,J.B. Holmes,90,0.48,177,85.0
92,T92,T92,Charl Schwartzel,56,0.48,102,49.0
93,94,94,Kyle Reifers,86,0.48100000000000004,154,74.0
94,95,95,Kevin Streelman,89,0.48200000000000004,168,81.0
95,T96,T96,Ben Curtis,62,0.485,103,50.0
96,T96,T96,John Huh,99,0.485,196,95.0
97,T98,T98,Jonathan Byrd,69,0.486,142,69.0
98,T98,T98,Ryuji Imada,78,0.486,183,89.0
99,T98,T98,Chez Reavie,83,0.486,144,70.0
100,T101,T101,Stephen Ames,54,0.48700000000000004,119,58.0
101,T101,T101,Billy Hurley III,70,0.48700000000000004,187,91.0
102,T103,T103,Freddie Jacobson,61,0.49,98,48.0
103,T103,T103,Kevin Kisner,69,0.49,143,70.0
104,T103,T103,Tom Pernice Jr.,62,0.49,147,72.0
105,106,106,"Ted Potter, Jr.",77,0.494,178,88.0
106,107,107,Brian Harman,101,0.495,216,107.0
107,T108,T108,Seung-Yul Noh,105,0.496,224,111.0
108,T108,T108,Y.E. Yang,64,0.496,123,61.0
109,T110,T110,Tom Gillis,75,0.49700000000000005,179,89.0
110,T110,T110,Rocco Mediate,70,0.49700000000000005,157,78.0
111,T110,T110,Nick O'Hern,78,0.49700000000000005,167,83.0
112,T113,T113,Miguel Angel Carballo,73,0.503,157,79.0
113,T113,T113,Ben Crane,73,0.503,165,83.0
114,T113,T113,Chris Kirk,93,0.503,197,99.0
115,116,116,Matt Bettencourt,80,0.505,208,105.0
116,T117,T117,Arjun Atwal,79,0.506,172,87.0
117,T117,T117,David Mathis,83,0.506,154,78.0
118,T117,T117,Graeme McDowell,55,0.506,83,42.0
119,120,120,Josh Teater,97,0.508,181,92.0
120,121,121,Keegan Bradley,90,0.509,175,89.0
121,122,122,Jhonattan Vegas,77,0.513,158,81.0
122,123,123,Bobby Gates,87,0.514,179,92.0
123,T124,T124,Tommy Biershenk,74,0.515,171,88.0
124,T124,T124,Scott Dunlap,57,0.515,103,53.0
125,126,126,Ricky Barnes,92,0.516,192,99.0
126,T127,T127,Blake Adams,107,0.518,191,99.0
127,T127,T127,Jerry Kelly,84,0.518,166,86.0
128,T127,T127,Jason Kokrak,79,0.518,166,86.0
129,130,130,Tim Clark,60,0.519,104,54.0
130,T131,T131,Erik Compton,81,0.52,177,92.0
131,T131,T131,Sergio Garcia,57,0.52,123,64.0
132,T133,T133,Chris DiMarco,83,0.523,199,104.0
133,T133,T133,Martin Laird,77,0.523,151,79.0
134,T133,T133,George McNeill,85,0.523,193,101.0
135,136,136,Gary Christian,91,0.527,182,96.0
136,137,137,D.J. Trahan,73,0.529,157,83.0
137,T138,T138,Jason Bohn,81,0.531,145,77.0
138,T138,T138,Tim Herron,88,0.531,162,86.0
139,T138,T138,Troy Matteson,100,0.531,224,119.0
140,141,141,James Driscoll,83,0.532,171,91.0
141,142,142,Kevin Stadler,85,0.534,161,86.0
142,143,143,Troy Kelly,68,0.536,125,67.0
143,T144,T144,Matt Jones,53,0.537,108,58.0
